home,away,home_off,home_def,home_tempo,home_luck,away_off,away_def,away_tempo,away_luck
Gonzaga,Iowa,118.0,88.8,75.7,0.083,119.1,94.6,74.2,0.01
Kansas St.,Baylor,99.9,98.4,66.5,0.158,116.5,87.4,69.7,0.003
Wisconsin,Louisville,110.7,87.3,67.6,-0.03,109.9,90.0,69.1,0.084
Florida St.,UCF,110.2,88.8,70.8,0.096,99.7,94.2,69.9,0.145
Ohio St.,UCLA,110.9,91.3,68.2,0.043,110.9,91.9,67.4,0.062
Kentucky,North Carolina,106.5,89.6,70.8,-0.318,108.6,89.6,72.4,-0.023
