home,away,home_off,home_def,home_tempo,home_luck,away_off,away_def,away_tempo,away_luck
Minnesota,Iowa,108.9,93.3,74.9,0.174,119.5,94.4,73.7,-0.032
Michigan St.,Wisconsin,111.7,93.2,72.9,0.09,112.2,86.5,66.8,-0.023
Nebraska,Michigan,101.6,96.5,73.5,-0.124,112.9,91.6,69.2,0.024
Purdue,Maryland,109.8,92.0,67.9,0.01,111.2,95.4,67.7,-0.005
