home,away,home_off,home_def,home_tempo,home_luck,away_off,away_def,away_tempo,away_luck
Grambling St.,Alcorn St.,90.6,104.1,69.7,-0.079,91.4,111.0,71.3,-0.0
Wyoming,Boise St.,103.8,106.2,70.1,0.121,108.8,97.6,69.2,0.052
Northern Iowa,Bradley,105.6,101.2,71.9,-0.071,102.1,96.6,66.5,-0.136
Utah,Colorado,108.3,96.4,66.7,-0.078,112.3,92.1,67.8,-0.041
DePaul,Connecticut,105.3,97.2,72.7,-0.151,111.5,91.8,65.4,-0.051
Indiana St.,Loyola Chicago,102.0,100.7,70.9,0.039,108.4,93.4,67.5,-0.116
Florida A&M,South Carolina St.,94.0,104.2,69.4,0.052,85.2,112.0,73.0,-0.112
SMU,Temple,109.5,95.3,71.1,0.004,100.0,98.9,70.1,-0.013
Prairie View A&M,Texas Southern,93.3,104.5,69.8,0.007,99.7,105.1,69.6,0.075
