away,away_score,date,draft_kings,home,home_score,lasso,linear,predict_kp,rf,score
New Mexico,62.0,2021-01-28,7.0,Fresno St.,64.0,9.0,11.0,7,-4.0,2.0
Houston,83.0,2021-01-28,-17.5,Tulane,60.0,-21.0,-18.0,-17,-12.0,-23.0
Gonzaga,90.0,2021-01-28,-27.5,San Diego,62.0,-27.0,-28.0,-25,-12.0,-28.0
UNC Asheville,80.0,2021-01-28,12.0,Winthrop,84.0,16.0,18.0,12,11.0,4.0
Wyoming,57.0,2021-01-28,16.0,San Diego St.,87.0,22.0,25.0,16,14.0,30.0
Tennessee St.,53.0,2021-01-28,12.0,Murray St.,73.0,11.0,10.0,11,2.0,20.0
Weber St.,81.0,2021-01-28,-12.5,Idaho,56.0,-11.0,-9.0,-10,-12.0,-25.0
Iowa,75.0,2021-01-29,2.0,Illinois,80.0,3.0,6.0,1,-3.0,5.0
Saint Louis,,2021-01-29,1.0,Richmond,,1.0,1.0,1,-4.0,
Boise St.,85.0,2021-01-29,-1.5,Colorado St.,77.0,2.0,3.0,2,8.0,-8.0
Ohio,76.0,2021-01-29,2.5,Buffalo,75.0,5.0,4.0,3,11.0,-1.0
New Mexico St.,62.0,2021-01-29,4.0,Grand Canyon,70.0,0.0,3.0,1,-2.0,8.0
North Texas,79.0,2021-01-29,-7.5,Rice,74.0,-7.0,-8.0,-5,-2.0,-5.0
UC Santa Barbara,72.0,2021-01-29,-8.5,UC Davis,51.0,-5.0,-2.0,-6,-16.0,-21.0
Louisiana,62.0,2021-01-29,4.0,Texas St.,60.0,5.0,5.0,4,0.0,-2.0
UC Irvine,53.0,2021-01-29,-2.5,Hawaii,51.0,-6.0,-5.0,-5,-5.0,-2.0
Detroit,78.0,2021-01-29,1.5,Youngstown St.,75.0,2.0,4.0,-1,2.0,-3.0
North Dakota St.,71.0,2021-01-29,-3.0,UMKC,67.0,-4.0,-4.0,-2,-5.0,-4.0
UC San Diego,,2021-01-29,2.0,Long Beach St.,,-2.0,-4.0,-2,-6.0,
Oakland,81.0,2021-01-29,1.5,Purdue Fort Wayne,66.0,6.0,7.0,3,18.0,-15.0
Coastal Carolina,79.0,2021-01-29,-1.5,Georgia Southern,62.0,-3.0,-0.0,-4,0.0,-17.0
UT Arlington,75.0,2021-01-29,-3.5,Arkansas St.,83.0,-2.0,3.0,-3,6.0,8.0
North Alabama,82.0,2021-01-29,2.0,North Florida,78.0,-0.0,4.0,-1,-4.0,-4.0
Milwaukee,68.0,2021-01-29,-4.0,IUPUI,73.0,-2.0,-2.0,-2,-1.0,5.0
Illinois Chicago,68.0,2021-01-29,2.5,Northern Kentucky,72.0,3.0,4.0,2,-0.0,4.0
Stetson,63.0,2021-01-29,1.5,Florida Gulf Coast,64.0,0.0,-2.0,1,5.0,1.0
FIU,55.0,2021-01-29,7.0,Charlotte,63.0,6.0,4.0,5,6.0,8.0
Appalachian St.,62.0,2021-01-29,-4.5,Troy,71.0,-3.0,-1.0,-4,5.0,9.0
Cal St. Northridge,70.0,2021-01-29,-5.5,Cal Poly,76.0,-3.0,-2.0,-2,7.0,6.0
Green Bay,68.0,2021-01-29,3.5,Cleveland St.,74.0,10.0,10.0,6,0.0,6.0
Longwood,49.0,2021-01-29,-1.5,Presbyterian,45.0,-4.0,-6.0,-4,12.0,-4.0
Nebraska Omaha,59.0,2021-01-29,8.0,South Dakota,91.0,6.0,6.0,8,11.0,32.0
Western Illinois,81.0,2021-01-29,4.0,North Dakota,83.0,5.0,5.0,5,10.0,2.0
Dixie St.,74.0,2021-01-29,9.5,Cal Baptist,89.0,9.0,7.0,7,6.0,15.0
UNC Asheville,57.0,2021-01-29,12.5,Winthrop,55.0,15.0,15.0,11,10.0,-2.0
Tarleton St.,60.0,2021-01-29,7.0,Utah Valley,73.0,9.0,11.0,8,6.0,13.0
High Point,59.0,2021-01-29,7.0,Gardner Webb,55.0,9.0,9.0,9,6.0,-4.0
Liberty,59.0,2021-01-29,-10.5,Jacksonville,54.0,-12.0,-12.0,-10,-10.0,-5.0
Bellarmine,84.0,2021-01-29,-7.0,Kennesaw St.,67.0,-10.0,-10.0,-8,2.0,-17.0
Louisiana Monroe,62.0,2021-01-29,10.5,Little Rock,66.0,13.0,14.0,10,10.0,4.0
Cal St. Fullerton,90.0,2021-01-29,9.0,Cal St. Bakersfield,84.0,16.0,17.0,12,12.0,-6.0
Robert Morris,70.0,2021-01-29,14.0,Wright St.,79.0,19.0,19.0,17,12.0,9.0
Alabama,61.0,2021-01-30,-1.0,Oklahoma,66.0,0.0,4.0,-1,-3.0,5.0
Texas Tech,76.0,2021-01-30,-3.5,LSU,71.0,-1.0,1.0,-1,-2.0,-5.0
Kansas,61.0,2021-01-30,3.0,Tennessee,80.0,2.0,1.0,2,0.0,19.0
Wisconsin,71.0,2021-01-30,-4.5,Penn St.,81.0,-3.0,-3.0,-2,6.0,10.0
Virginia,51.0,2021-01-30,-4.5,Virginia Tech,65.0,-5.0,-6.0,-3,-5.0,14.0
Arkansas,77.0,2021-01-30,2.0,Oklahoma St.,81.0,2.0,3.0,2,-1.0,4.0
Florida,85.0,2021-01-30,4.5,West Virginia,80.0,6.0,6.0,4,6.0,-5.0
Florida St.,65.0,2021-01-30,-4.0,Georgia Tech,76.0,-3.0,-0.0,-3,-2.0,11.0
Minnesota,62.0,2021-01-30,2.5,Purdue,81.0,3.0,2.0,2,13.0,19.0
Clemson,53.0,2021-01-30,5.0,Duke,79.0,4.0,6.0,4,5.0,26.0
Stanford,75.0,2021-01-30,2.0,Arizona St.,79.0,-3.0,-1.0,-3,6.0,4.0
Rhode Island,56.0,2021-01-30,1.5,Dayton,67.0,-1.0,-3.0,1,-1.0,11.0
Xavier,68.0,2021-01-30,0.5,Butler,55.0,-3.0,-4.0,-2,-0.0,-13.0
Mississippi,61.0,2021-01-30,-3.5,Georgia,71.0,-3.0,-4.0,-3,-4.0,10.0
Notre Dame,84.0,2021-01-30,4.0,Pittsburgh,58.0,5.0,3.0,4,-4.0,-26.0
Toledo,84.0,2021-01-30,-4.0,Bowling Green,66.0,-3.0,-2.0,-4,0.0,-18.0
Creighton,69.0,2021-01-30,-9.5,DePaul,62.0,-9.0,-11.0,-10,-6.0,-7.0
UCF,88.0,2021-01-30,5.5,Wichita St.,93.0,5.0,3.0,5,17.0,5.0
Utah,77.0,2021-01-30,8.5,Colorado,74.0,12.0,12.0,9,14.0,-3.0
South Carolina,81.0,2021-01-30,-4.0,Vanderbilt,93.0,-5.0,-4.0,-5,0.0,12.0
Miami FL,54.0,2021-01-30,2.0,Wake Forest,66.0,2.0,0.0,2,10.0,12.0
Iowa St.,56.0,2021-01-30,9.5,Mississippi St.,95.0,7.0,5.0,6,8.0,39.0
Belmont,72.0,2021-01-30,-2.5,Murray St.,71.0,-2.0,-1.0,-3,-3.0,-1.0
Tulsa,77.0,2021-01-30,-3.0,East Carolina,68.0,-2.0,-3.0,-2,-3.0,-9.0
New Mexico St.,53.0,2021-01-30,3.0,Grand Canyon,65.0,1.0,5.0,2,2.0,12.0
TCU,98.0,2021-01-30,10.0,Missouri,102.0,9.0,6.0,9,10.0,4.0
Auburn,72.0,2021-01-30,14.5,Baylor,84.0,20.0,22.0,16,11.0,12.0
Ball St.,42.0,2021-01-30,5.0,Akron,74.0,5.0,5.0,4,1.0,32.0
Texas A&M,68.0,2021-01-30,-2.0,Kansas St.,61.0,-3.0,-6.0,-2,-6.0,-7.0
Mercer,69.0,2021-01-30,4.0,Wofford,72.0,6.0,6.0,4,-1.0,3.0
Loyola Marymount,,2021-01-30,-3.5,San Diego,,-6.0,-8.0,-3,-20.0,
Northern Iowa,74.0,2021-01-30,-1.5,Southern Illinois,62.0,-2.0,-2.0,-2,-4.0,-12.0
Hofstra,82.0,2021-01-30,-1.5,UNC Wilmington,73.0,1.0,-0.0,1,7.0,-9.0
Louisiana,74.0,2021-01-30,3.5,Texas St.,73.0,4.0,5.0,3,-1.0,-1.0
UC Irvine,61.0,2021-01-30,-2.5,Hawaii,62.0,-7.0,-6.0,-5,-12.0,1.0
Oregon St.,52.0,2021-01-30,11.5,UCLA,57.0,15.0,17.0,11,8.0,5.0
UTSA,51.0,2021-01-30,4.0,UTEP,69.0,5.0,7.0,4,10.0,18.0
Detroit,77.0,2021-01-30,0.0,Youngstown St.,72.0,1.0,4.0,-1,-4.0,-5.0
Oakland,82.0,2021-01-30,-1.0,Purdue Fort Wayne,75.0,2.0,4.0,1,1.0,-7.0
North Dakota St.,47.0,2021-01-30,-5.0,UMKC,49.0,-4.0,-4.0,-2,-9.0,2.0
Gonzaga,97.0,2021-01-30,-21.0,Pepperdine,75.0,-22.0,-24.0,-21,-13.0,-22.0
Lafayette,,2021-01-30,0.0,American,,1.0,-1.0,1,0.0,
UC Santa Barbara,89.0,2021-01-30,-9.0,UC Davis,86.0,-8.0,-7.0,-8,-8.0,-3.0
UT Arlington,65.0,2021-01-30,-3.0,Arkansas St.,64.0,-0.0,3.0,-1,-5.0,-1.0
LIU,102.0,2021-01-30,-1.0,St. Francis NY,88.0,1.0,5.0,1,-4.0,-14.0
Furman,75.0,2021-01-30,-9.0,Western Carolina,69.0,-8.0,-9.0,-8,0.0,-6.0
North Alabama,72.0,2021-01-30,1.5,North Florida,82.0,-1.0,2.0,-1,2.0,10.0
Milwaukee,83.0,2021-01-30,-3.0,IUPUI,76.0,-2.0,-3.0,-1,4.0,-7.0
Elon,43.0,2021-01-30,6.0,Delaware,66.0,0.0,-2.0,2,1.0,23.0
Illinois Chicago,67.0,2021-01-30,2.5,Northern Kentucky,69.0,3.0,4.0,2,-5.0,2.0
George Mason,67.0,2021-01-30,10.5,St. Bonaventure,84.0,12.0,12.0,11,16.0,17.0
Hartford,59.0,2021-01-30,2.5,Stony Brook,57.0,1.0,2.0,1,1.0,-2.0
Stetson,77.0,2021-01-30,2.0,Florida Gulf Coast,66.0,-0.0,-2.0,1,6.0,-11.0
California,50.0,2021-01-30,10.0,Arizona,71.0,14.0,14.0,13,9.0,21.0
Appalachian St.,59.0,2021-01-30,-3.5,Troy,65.0,-3.0,-1.0,-3,-1.0,6.0
Morgan St.,79.0,2021-01-30,-2.0,Coppin St.,76.0,-1.0,-1.0,-1,4.0,-3.0
Coastal Carolina,58.0,2021-01-30,-3.0,Georgia Southern,61.0,-5.0,-4.0,-5,-8.0,3.0
Bucknell,84.0,2021-01-30,-1.0,Lehigh,70.0,-1.0,-1.0,-1,-1.0,-14.0
VMI,59.0,2021-01-30,9.5,UNC Greensboro,76.0,11.0,12.0,8,1.0,17.0
Florida A&M,58.0,2021-01-30,2.5,North Carolina A&T,70.0,1.0,0.0,1,0.0,12.0
Siena,54.0,2021-01-30,-6.0,Marist,55.0,-7.0,-4.0,-5,-9.0,1.0
Eastern Illinois,44.0,2021-01-30,2.5,Southeast Missouri St.,75.0,1.0,0.0,1,6.0,31.0
FIU,65.0,2021-01-30,6.0,Charlotte,68.0,6.0,3.0,5,13.0,3.0
New Orleans,73.0,2021-01-30,1.0,Southeastern Louisiana,79.0,1.0,3.0,1,-1.0,6.0
Air Force,62.0,2021-01-30,-3.0,San Jose St.,75.0,1.0,-3.0,-1,7.0,13.0
Northwestern St.,81.0,2021-01-30,3.5,Central Arkansas,77.0,5.0,7.0,3,-2.0,-4.0
Cal St. Northridge,64.0,2021-01-30,-3.5,Cal Poly,51.0,-3.0,-3.0,-1,1.0,-13.0
Quinnipiac,,2021-01-30,2.5,Canisius,,4.0,3.0,5,-1.0,
Houston Baptist,,2021-01-30,2.5,Texas A&M Corpus Chris,,2.0,1.0,2,-3.0,
William & Mary,84.0,2021-01-30,4.5,Towson,74.0,5.0,6.0,4,4.0,-10.0
Southern,76.0,2021-01-30,-4.0,Alcorn St.,59.0,-4.0,-5.0,-3,-4.0,-17.0
Green Bay,65.0,2021-01-30,4.5,Cleveland St.,73.0,8.0,8.0,7,11.0,8.0
SIU Edwardsville,76.0,2021-01-30,-4.0,Tennessee Martin,60.0,-3.0,-3.0,-3,-5.0,-16.0
Loyola MD,52.0,2021-01-30,3.5,Navy,70.0,7.0,5.0,7,14.0,18.0
Merrimack,,2021-01-30,4.0,Wagner,,6.0,8.0,4,11.0,
Saint Joseph's,50.0,2021-01-30,9.5,Duquesne,67.0,11.0,10.0,10,15.0,17.0
Western Illinois,99.0,2021-01-30,4.5,North Dakota,87.0,5.0,5.0,4,3.0,-12.0
McNeese St.,56.0,2021-01-30,5.0,Lamar,64.0,5.0,6.0,4,5.0,8.0
Longwood,54.0,2021-01-30,-2.5,Presbyterian,66.0,-5.0,-7.0,-4,4.0,12.0
Morehead St.,74.0,2021-01-30,-6.5,Tennessee Tech,55.0,-9.0,-10.0,-6,-12.0,-19.0
New Mexico,55.0,2021-01-30,6.5,Fresno St.,65.0,8.0,8.0,7,3.0,10.0
La Salle,62.0,2021-01-30,13.5,VCU,73.0,15.0,15.0,13,11.0,11.0
High Point,72.0,2021-01-30,6.0,Gardner Webb,69.0,8.0,9.0,7,0.0,-3.0
New Hampshire,44.0,2021-01-30,-6.5,Binghamton,65.0,-8.0,-6.0,-6,-14.0,21.0
Sacred Heart,61.0,2021-01-30,5.0,Mount St. Mary's,58.0,8.0,8.0,6,7.0,-3.0
Tennessee St.,56.0,2021-01-30,9.5,Austin Peay,71.0,9.0,10.0,8,8.0,15.0
Liberty,64.0,2021-01-30,-9.5,Jacksonville,58.0,-12.0,-12.0,-10,-8.0,-6.0
Central Connecticut,59.0,2021-01-30,8.5,St. Francis PA,62.0,9.0,8.0,8,8.0,3.0
Western Michigan,56.0,2021-01-30,9.5,Miami OH,65.0,10.0,8.0,9,10.0,9.0
Dixie St.,79.0,2021-01-30,10.0,Cal Baptist,75.0,9.0,8.0,9,19.0,-4.0
Alabama A&M,57.0,2021-01-30,8.5,Prairie View A&M,79.0,9.0,8.0,7,11.0,22.0
Tarleton St.,70.0,2021-01-30,7.5,Utah Valley,62.0,10.0,11.0,8,18.0,-8.0
Nebraska Omaha,93.0,2021-01-30,10.0,South Dakota,97.0,10.0,10.0,10,21.0,4.0
Cal St. Fullerton,73.0,2021-01-30,9.0,Cal St. Bakersfield,83.0,13.0,15.0,10,5.0,10.0
The Citadel,84.0,2021-01-30,10.5,East Tennessee St.,112.0,13.0,12.0,11,7.0,28.0
Central Michigan,76.0,2021-01-30,13.5,Kent St.,83.0,15.0,15.0,13,16.0,7.0
Louisiana Monroe,49.0,2021-01-30,10.5,Little Rock,65.0,12.0,12.0,10,12.0,16.0
Wyoming,71.0,2021-01-30,17.5,San Diego St.,98.0,22.0,24.0,18,20.0,27.0
Bellarmine,84.0,2021-01-30,-8.0,Kennesaw St.,79.0,-11.0,-11.0,-9,-13.0,-5.0
Southern Miss,62.0,2021-01-30,11.5,Louisiana Tech,65.0,13.0,13.0,12,4.0,3.0
Arkansas Pine Bluff,71.0,2021-01-30,10.0,Grambling St.,74.0,11.0,14.0,11,16.0,3.0
Robert Morris,56.0,2021-01-30,14.5,Wright St.,86.0,18.0,17.0,16,11.0,30.0
Weber St.,81.0,2021-01-30,-13.0,Idaho,62.0,-13.0,-12.0,-12,-17.0,-19.0
Colgate,74.0,2021-01-30,-15.0,Holy Cross,63.0,-15.0,-18.0,-15,-11.0,-11.0
Abilene Christian,75.0,2021-01-30,-15.0,Incarnate Word,67.0,-17.0,-17.0,-14,-14.0,-8.0
Delaware St.,66.0,2021-01-30,13.0,Norfolk St.,94.0,14.0,14.0,13,12.0,28.0
Alabama St.,73.0,2021-01-30,14.0,Texas Southern,80.0,15.0,15.0,14,8.0,7.0
Mississippi Valley St.,56.0,2021-01-30,26.5,Jackson St.,106.0,27.0,29.0,23,19.0,50.0
N.C. State,73.0,2021-01-31,5.0,Syracuse,76.0,7.0,7.0,5,4.0,3.0
St. John's,75.0,2021-01-31,4.5,Marquette,73.0,4.0,7.0,4,14.0,-2.0
Michigan St.,62.0,2021-01-31,6.5,Ohio St.,79.0,9.0,8.0,9,-0.0,17.0
SMU,48.0,2021-01-31,10.0,Houston,70.0,13.0,14.0,10,4.0,22.0
Loyola Chicago,72.0,2021-01-31,-6.5,Missouri St.,46.0,-10.0,-9.0,-8,-5.0,-26.0
UNLV,60.0,2021-01-31,2.5,Nevada,89.0,2.0,5.0,2,10.0,29.0
Bradley,,2021-01-31,-1.0,Indiana St.,,1.0,-4.0,1,1.0,
Washington St.,77.0,2021-01-31,2.5,Washington,62.0,1.0,-4.0,3,-2.0,-15.0
Drexel,64.0,2021-01-31,2.5,James Madison,73.0,-1.0,-3.0,-1,-5.0,9.0
Northern Iowa,68.0,2021-01-31,-2.5,Southern Illinois,71.0,-3.0,-3.0,-2,-5.0,3.0
Hofstra,89.0,2021-01-31,-2.0,UNC Wilmington,83.0,-1.0,-1.0,-1,-1.0,-6.0
Sam Houston St.,68.0,2021-01-31,6.0,Stephen F. Austin,78.0,7.0,11.0,4,15.0,10.0
Navy,,2021-01-31,-3.0,Loyola MD,,-3.0,-0.0,-4,-7.0,
Hartford,49.0,2021-01-31,3.0,Stony Brook,63.0,1.0,2.0,1,-1.0,14.0
Valparaiso,52.0,2021-01-31,-1.5,Evansville,70.0,-2.0,-1.0,-2,2.0,18.0
Siena,63.0,2021-01-31,-6.0,Marist,50.0,-6.0,-5.0,-5,-1.0,-13.0
Morgan St.,,2021-01-31,-2.5,Coppin St.,,-2.0,-2.0,-2,0.0,
William & Mary,75.0,2021-01-31,3.5,Towson,74.0,3.0,5.0,2,-1.0,-1.0
Florida A&M,65.0,2021-01-31,2.5,North Carolina A&T,67.0,2.0,1.0,2,-2.0,2.0
Elon,70.0,2021-01-31,6.5,Delaware,75.0,4.0,0.0,5,7.0,5.0
Tulane,81.0,2021-01-31,7.5,Temple,64.0,8.0,7.0,7,-0.0,-17.0
Quinnipiac,,2021-01-31,3.0,Canisius,,5.0,3.0,4,7.0,
Rice,,2021-01-31,11.5,North Texas,,11.0,9.0,9,10.0,
New Hampshire,71.0,2021-01-31,-4.0,Binghamton,65.0,-4.0,-3.0,-3,5.0,-6.0
Sacramento St.,60.0,2021-01-31,9.5,Eastern Washington,68.0,8.0,10.0,8,3.0,8.0
Sacred Heart,64.0,2021-01-31,5.0,Mount St. Mary's,76.0,7.0,7.0,5,9.0,12.0
Lehigh,68.0,2021-01-31,5.5,Bucknell,92.0,5.0,4.0,6,12.0,24.0
Central Connecticut,85.0,2021-01-31,7.5,St. Francis PA,77.0,8.0,6.0,7,1.0,-8.0
Illinois St.,76.0,2021-01-31,18.5,Drake,78.0,20.0,18.0,18,24.0,2.0
Middle Tennessee,52.0,2021-01-31,14.5,UAB,63.0,16.0,19.0,15,20.0,11.0
Colgate,78.0,2021-01-31,-14.5,Holy Cross,60.0,-15.0,-17.0,-15,-10.0,-18.0
Oklahoma,52.0,2021-02-01,6.5,Texas Tech,57.0,6.0,13.0,3,7.0,5.0
Georgia Tech,58.0,2021-02-01,4.0,Louisville,74.0,4.0,8.0,3,8.0,16.0
Duke,75.0,2021-02-01,-11.0,Miami FL,77.0,-8.0,-12.0,-8,-6.0,2.0
UCF,69.0,2021-02-01,8.5,Memphis,96.0,9.0,6.0,7,2.0,27.0
Loyola Chicago,70.0,2021-02-01,-7.5,Missouri St.,50.0,-12.0,-12.0,-10,-22.0,-20.0
Bradley,55.0,2021-02-01,-1.0,Indiana St.,67.0,1.0,-6.0,1,2.0,12.0
East Tennessee St.,62.0,2021-02-01,1.5,Wofford,67.0,3.0,4.0,3,-1.0,5.0
Austin Peay,74.0,2021-02-01,-6.0,SIU Edwardsville,59.0,-2.0,-3.0,-2,7.0,-15.0
Valparaiso,51.0,2021-02-01,2.5,Evansville,58.0,1.0,2.0,1,10.0,7.0
Murray St.,77.0,2021-02-01,-8.0,Southeast Missouri St.,60.0,-5.0,-8.0,-5,-5.0,-17.0
The Citadel,75.0,2021-02-01,6.5,Western Carolina,76.0,6.0,7.0,5,1.0,1.0
Sacramento St.,79.0,2021-02-01,9.5,Eastern Washington,94.0,9.0,9.0,8,3.0,15.0
Alabama A&M,49.0,2021-02-01,7.5,Texas Southern,66.0,9.0,11.0,9,6.0,17.0
Illinois St.,60.0,2021-02-01,17.5,Drake,95.0,19.0,16.0,16,9.0,35.0
Arkansas Pine Bluff,55.0,2021-02-01,11.5,Jackson St.,63.0,13.0,16.0,12,25.0,8.0
Alabama St.,63.0,2021-02-01,16.0,Prairie View A&M,87.0,15.0,13.0,13,13.0,24.0
South Carolina St.,77.0,2021-02-01,16.5,North Carolina Central,91.0,16.0,15.0,15,7.0,14.0
Mississippi Valley St.,72.0,2021-02-01,24.5,Grambling St.,85.0,23.0,25.0,21,16.0,13.0
Baylor,83.0,2021-02-02,-5.5,Texas,69.0,-5.0,-5.0,-5,-3.0,-14.0
Illinois,75.0,2021-02-02,-2.5,Indiana,71.0,-3.0,-4.0,-2,1.0,-4.0
USC,72.0,2021-02-02,-2.0,Stanford,66.0,0.0,0.0,-1,4.0,-6.0
Purdue,60.0,2021-02-02,2.5,Maryland,61.0,-1.0,-2.0,-1,-6.0,1.0
North Carolina,50.0,2021-02-02,-2.5,Clemson,63.0,0.0,0.0,-1,-3.0,13.0
Penn St.,56.0,2021-02-02,8.5,Wisconsin,72.0,6.0,7.0,6,-2.0,16.0
Tennessee,50.0,2021-02-02,-3.5,Mississippi,52.0,-3.0,-2.0,-5,4.0,2.0
Mississippi St.,45.0,2021-02-02,7.5,Arkansas,61.0,8.0,5.0,6,4.0,16.0
Dayton,64.0,2021-02-02,-1.5,Duquesne,69.0,-1.0,-0.0,-1,-4.0,5.0
Michigan St.,78.0,2021-02-02,9.5,Iowa,84.0,13.0,13.0,11,16.0,6.0
Georgia,91.0,2021-02-02,8.5,Auburn,86.0,9.0,10.0,8,7.0,-5.0
Butler,67.0,2021-02-02,3.5,Marquette,70.0,5.0,5.0,5,12.0,3.0
Akron,76.0,2021-02-02,5.5,Toledo,91.0,8.0,9.0,7,5.0,15.0
Wake Forest,58.0,2021-02-02,5.5,Notre Dame,79.0,5.0,4.0,7,7.0,21.0
West Virginia,76.0,2021-02-02,-11.5,Iowa St.,72.0,-10.0,-11.0,-10,-5.0,-4.0
Buffalo,78.0,2021-02-02,-4.5,Ball St.,58.0,-2.0,-4.0,-2,-2.0,-20.0
UNLV,62.0,2021-02-02,4.5,Nevada,72.0,5.0,7.0,5,13.0,10.0
Eastern Kentucky,86.0,2021-02-02,2.0,Jacksonville St.,82.0,-1.0,2.0,-1,0.0,-4.0
Miami OH,68.0,2021-02-02,8.5,Kent St.,77.0,9.0,9.0,7,15.0,9.0
BYU,,2021-02-02,-11.0,San Diego,,-12.0,-12.0,-10,-15.0,
Ohio,83.0,2021-02-02,-9.0,Central Michigan,69.0,-7.0,-8.0,-7,-4.0,-14.0
Morgan St.,95.0,2021-02-02,-2.0,Coppin St.,82.0,-2.0,-2.0,-2,4.0,-13.0
Eastern Illinois,70.0,2021-02-02,3.0,SIU Edwardsville,61.0,4.0,3.0,3,9.0,-9.0
Kansas St.,51.0,2021-02-02,18.0,Kansas,74.0,20.0,18.0,18,20.0,23.0
South Carolina St.,63.0,2021-02-02,17.0,North Carolina Central,64.0,16.0,14.0,15,1.0,1.0
LSU,60.0,2021-02-03,8.5,Alabama,78.0,9.0,7.0,7,13.0,18.0
Kentucky,70.0,2021-02-03,4.5,Missouri,75.0,4.0,-0.0,4,11.0,5.0
Virginia,64.0,2021-02-03,-6.5,N.C. State,57.0,-6.0,-7.0,-6,3.0,-7.0
VCU,63.0,2021-02-03,-1.5,Rhode Island,62.0,1.0,1.0,1,10.0,-1.0
Virginia Tech,72.0,2021-02-03,-3.5,Pittsburgh,83.0,-4.0,-6.0,-5,0.0,11.0
SMU,65.0,2021-02-03,-3.0,Tulsa,63.0,-1.0,-1.0,-1,-4.0,-2.0
Villanova,59.0,2021-02-03,-9.5,St. John's,70.0,-7.0,-6.0,-8,-8.0,11.0
Oklahoma St.,78.0,2021-02-03,-4.5,TCU,81.0,-5.0,-6.0,-5,-6.0,3.0
South Carolina,72.0,2021-02-03,8.0,Florida,66.0,11.0,10.0,9,11.0,-6.0
East Tennessee St.,70.0,2021-02-03,1.5,Mercer,64.0,0.0,-1.0,1,2.0,-6.0
UCF,61.0,2021-02-03,11.0,Memphis,75.0,10.0,9.0,9,15.0,14.0
Saint Louis,75.0,2021-02-03,-11.5,La Salle,82.0,-11.0,-15.0,-10,-9.0,7.0
Georgetown,86.0,2021-02-03,14.0,Creighton,79.0,14.0,14.0,14,4.0,-7.0
Chattanooga,74.0,2021-02-03,1.5,Western Carolina,67.0,-0.0,1.0,-1,1.0,-7.0
Houston,73.0,2021-02-03,-16.0,East Carolina,82.0,-17.0,-16.0,-16,-15.0,9.0
VMI,84.0,2021-02-03,8.0,Wofford,80.0,8.0,8.0,7,13.0,-4.0
Elon,57.0,2021-02-03,8.0,James Madison,78.0,6.0,3.0,6,5.0,21.0
Tulane,67.0,2021-02-03,11.5,Wichita St.,75.0,12.0,13.0,11,10.0,8.0
Incarnate Word,67.0,2021-02-03,5.5,Lamar,58.0,4.0,4.0,3,5.0,-9.0
UNC Greensboro,85.0,2021-02-03,-11.0,The Citadel,66.0,-10.0,-12.0,-10,3.0,-19.0
Stephen F. Austin,84.0,2021-02-03,-13.0,Texas A&M Corpus Chris,75.0,-11.0,-11.0,-10,-5.0,-9.0
Western Michigan,76.0,2021-02-03,12.5,Bowling Green,70.0,13.0,12.0,12,7.0,-6.0
Fordham,54.0,2021-02-03,13.5,Massachusetts,60.0,15.0,16.0,12,13.0,6.0
San Diego St.,,2021-02-03,-19.5,New Mexico,,-19.0,-22.0,-19,-9.0,
Ohio St.,89.0,2021-02-04,5.5,Iowa,85.0,5.0,8.0,4,1.0,-4.0
Arizona,58.0,2021-02-04,-1.5,Utah,73.0,-2.0,-1.0,-3,4.0,15.0
Stanford,70.0,2021-02-04,-6.0,California,55.0,-8.0,-9.0,-7,5.0,-15.0
Washington,71.0,2021-02-04,6.0,Oregon St.,91.0,5.0,5.0,4,3.0,20.0
Murray St.,56.0,2021-02-04,-2.5,Morehead St.,66.0,2.0,-2.0,1,3.0,10.0
Montana St.,88.0,2021-02-04,7.5,Weber St.,96.0,4.0,5.0,3,-0.0,8.0
Colorado St.,74.0,2021-02-04,-8.0,Wyoming,72.0,-9.0,-12.0,-9,-12.0,-2.0
Washington St.,74.0,2021-02-04,11.5,Oregon,71.0,13.0,12.0,12,18.0,-3.0
Utah St.,69.0,2021-02-04,-11.0,Fresno St.,53.0,-10.0,-12.0,-9,-7.0,-16.0
Gonzaga,76.0,2021-02-04,-23.5,Pacific,58.0,-19.0,-22.0,-20,-16.0,-18.0
Austin Peay,94.0,2021-02-04,2.5,Eastern Kentucky,79.0,7.0,7.0,6,16.0,-15.0
Montana,70.0,2021-02-04,-1.0,Portland St.,64.0,-3.0,-1.0,-4,-4.0,-6.0
Wagner,74.0,2021-02-04,3.0,St. Francis NY,67.0,2.0,3.0,1,1.0,-7.0
Mount St. Mary's,,2021-02-04,6.5,Bryant,,4.0,3.0,5,8.0,
St. Francis PA,62.0,2021-02-04,3.0,Merrimack,68.0,2.0,2.0,1,-11.0,6.0
Tennessee St.,60.0,2021-02-04,1.0,SIU Edwardsville,68.0,2.0,1.0,2,-5.0,8.0
Tennessee Tech,64.0,2021-02-04,4.0,Southeast Missouri St.,68.0,6.0,5.0,4,9.0,4.0
USC Upstate,61.0,2021-02-04,9.0,Radford,63.0,10.0,15.0,8,9.0,2.0
Jacksonville St.,82.0,2021-02-04,-10.0,Tennessee Martin,70.0,-9.0,-13.0,-9,-1.0,-12.0
Belmont,89.0,2021-02-04,-14.5,Eastern Illinois,61.0,-12.0,-12.0,-12,-7.0,-28.0
