away,away_score,date,draft_kings,home,home_score,lasso,linear,predict_kp,rf,score
Notre Dame,67.0,2021-02-20,3.0,Syracuse,75.0,2.0,5.0,2,2.0,8.0
Auburn,80.0,2021-02-20,4.5,LSU,104.0,7.0,7.0,5,2.0,24.0
Connecticut,60.0,2021-02-20,6.5,Villanova,68.0,9.0,12.0,6,11.0,8.0
Florida St.,79.0,2021-02-20,-5.5,Pittsburgh,72.0,-5.0,-5.0,-7,-2.0,-7.0
Missouri,93.0,2021-02-20,-3.0,South Carolina,78.0,-1.0,-2.0,-2,-2.0,-15.0
Arizona,81.0,2021-02-20,6.0,USC,72.0,8.0,6.0,7,12.0,-9.0
Stanford,76.0,2021-02-20,-5.5,Washington St.,85.0,-2.0,-3.0,-2,-2.0,9.0
Kentucky,70.0,2021-02-20,7.5,Tennessee,55.0,9.0,9.0,7,8.0,-15.0
Utah,64.0,2021-02-20,9.5,Oregon,67.0,8.0,8.0,6,5.0,3.0
Colorado,61.0,2021-02-20,-6.5,Oregon St.,57.0,-8.0,-8.0,-7,-4.0,-4.0
BYU,88.0,2021-02-20,-8.0,Loyola Marymount,71.0,-6.0,-6.0,-6,-5.0,-17.0
N.C. State,80.0,2021-02-20,-1.5,Wake Forest,62.0,-1.0,-2.0,-1,-5.0,-18.0
Mississippi St.,66.0,2021-02-20,7.0,Mississippi,56.0,7.0,8.0,5,2.0,-10.0
Georgia Tech,87.0,2021-02-20,-3.5,Miami FL,60.0,-5.0,-5.0,-5,-4.0,-27.0
Purdue,75.0,2021-02-20,-7.0,Nebraska,58.0,-9.0,-10.0,-8,-8.0,-17.0
Georgia,63.0,2021-02-20,8.0,Florida,70.0,9.0,10.0,9,9.0,7.0
Furman,70.0,2021-02-20,-3.0,Mercer,60.0,-2.0,-4.0,-2,-4.0,-10.0
Arizona St.,79.0,2021-02-20,8.0,UCLA,80.0,9.0,12.0,8,10.0,1.0
UCF,84.0,2021-02-20,-1.0,Tulane,81.0,-2.0,1.0,-2,-6.0,-3.0
Duquesne,72.0,2021-02-20,9.0,Richmond,79.0,9.0,11.0,7,6.0,7.0
Pepperdine,82.0,2021-02-20,-3.0,Santa Clara,86.0,-3.0,-1.0,-2,-9.0,4.0
South Dakota St.,82.0,2021-02-20,-0.5,North Dakota St.,84.0,-1.0,-2.0,-1,-2.0,2.0
Eastern Washington,90.0,2021-02-20,-4.5,Montana,76.0,-4.0,-4.0,-3,-7.0,-14.0
DePaul,88.0,2021-02-20,11.0,St. John's,83.0,10.0,11.0,8,10.0,-5.0
California,51.0,2021-02-20,1.0,Washington,62.0,-0.0,-2.0,1,2.0,11.0
Cal St. Bakersfield,44.0,2021-02-20,7.5,UC Santa Barbara,63.0,8.0,11.0,7,8.0,19.0
Oral Roberts,84.0,2021-02-20,3.5,South Dakota,86.0,2.0,2.0,2,3.0,2.0
Chattanooga,55.0,2021-02-20,6.5,UNC Greensboro,60.0,5.0,8.0,5,6.0,5.0
Oklahoma,66.0,2021-02-20,-11.5,Iowa St.,56.0,-12.0,-14.0,-11,-6.0,-10.0
VMI,74.0,2021-02-20,-3.5,The Citadel,75.0,-4.0,-6.0,-3,-0.0,1.0
La Salle,82.0,2021-02-20,-3.0,Saint Joseph's,91.0,-1.0,-2.0,-1,3.0,9.0
Wright St.,77.0,2021-02-20,-9.0,Northern Kentucky,71.0,-8.0,-8.0,-8,3.0,-6.0
Old Dominion,65.0,2021-02-20,7.0,UAB,58.0,8.0,11.0,7,11.0,-7.0
Oakland,87.0,2021-02-20,1.0,Milwaukee,89.0,1.0,2.0,1,1.0,2.0
South Alabama,56.0,2021-02-20,2.0,Appalachian St.,54.0,2.0,4.0,2,1.0,-2.0
Wofford,80.0,2021-02-20,-5.0,Western Carolina,56.0,-5.0,-7.0,-5,-6.0,-24.0
Navy,72.0,2021-02-20,-3.0,American,60.0,-3.0,-4.0,-3,-4.0,-12.0
Siena,62.0,2021-02-20,-4.0,Niagara,64.0,-4.0,-1.0,-4,1.0,2.0
UC Riverside,82.0,2021-02-20,-7.5,UC San Diego,83.0,-7.0,-6.0,-6,-9.0,1.0
IUPUI,70.0,2021-02-20,6.5,Youngstown St.,77.0,4.0,8.0,3,5.0,7.0
Vanderbilt,78.0,2021-02-20,14.5,Alabama,82.0,16.0,15.0,17,12.0,4.0
George Mason,79.0,2021-02-20,10.5,VCU,76.0,12.0,13.0,12,8.0,-3.0
Southern Miss,,2021-02-20,3.0,FIU,,0.0,-2.0,-1,-8.0,
Green Bay,69.0,2021-02-20,1.5,Illinois Chicago,59.0,-0.0,-2.0,2,4.0,-10.0
Hawaii,80.0,2021-02-20,-4.0,Cal St. Northridge,88.0,-4.0,-2.0,-4,-1.0,8.0
Utah Valley,60.0,2021-02-20,8.0,New Mexico St.,67.0,7.0,5.0,5,5.0,7.0
Stony Brook,59.0,2021-02-20,3.0,Albany,43.0,3.0,2.0,3,-3.0,-16.0
Cleveland St.,67.0,2021-02-20,-3.0,Purdue Fort Wayne,55.0,-4.0,-5.0,-5,1.0,-12.0
Sacred Heart,76.0,2021-02-20,3.5,St. Francis NY,88.0,3.0,2.0,2,-1.0,12.0
Elon,75.0,2021-02-20,2.5,William & Mary,54.0,2.0,1.0,2,5.0,-21.0
Kansas St.,62.0,2021-02-20,6.5,TCU,54.0,9.0,8.0,8,11.0,-8.0
North Dakota,81.0,2021-02-20,1.5,Nebraska Omaha,69.0,1.0,-1.0,3,2.0,-12.0
Loyola MD,75.0,2021-02-20,-5.5,Lehigh,47.0,-4.0,-5.0,-4,-1.0,-28.0
Tarleton St.,48.0,2021-02-20,-2.0,Dixie St.,64.0,-3.0,-2.0,-2,-7.0,16.0
Eastern Kentucky,72.0,2021-02-20,-5.5,Southeast Missouri St.,94.0,-5.0,-4.0,-6,-6.0,22.0
New Hampshire,69.0,2021-02-20,2.5,UMass Lowell,67.0,4.0,4.0,5,4.0,-2.0
San Diego St.,75.0,2021-02-20,-14.0,Fresno St.,57.0,-14.0,-13.0,-14,-10.0,-18.0
Lamar,68.0,2021-02-20,2.0,Texas A&M Corpus Chris,77.0,1.0,-1.0,2,1.0,9.0
Sacramento St.,57.0,2021-02-20,7.5,Southern Utah,77.0,8.0,10.0,7,13.0,20.0
North Carolina A&T,57.0,2021-02-20,3.5,Florida A&M,71.0,3.0,4.0,4,3.0,14.0
Miami OH,69.0,2021-02-20,-5.0,Northern Illinois,64.0,-7.0,-8.0,-6,-4.0,-5.0
UC Irvine,64.0,2021-02-20,-9.0,Cal St. Fullerton,67.0,-9.0,-11.0,-9,-7.0,3.0
Merrimack,58.0,2021-02-20,6.0,Bryant,60.0,7.0,4.0,7,5.0,2.0
Canisius,53.0,2021-02-20,-5.5,Fairfield,66.0,-6.0,-6.0,-6,-5.0,13.0
St. Francis PA,52.0,2021-02-20,5.5,Wagner,67.0,7.0,7.0,6,5.0,15.0
Jacksonville,86.0,2021-02-20,5.0,Stetson,82.0,7.0,7.0,6,7.0,-4.0
Jacksonville St.,77.0,2021-02-20,-7.5,Tennessee St.,76.0,-9.0,-9.0,-8,-7.0,-1.0
Robert Morris,61.0,2021-02-20,9.5,Detroit,80.0,11.0,11.0,9,12.0,19.0
Cal Baptist,65.0,2021-02-20,10.0,Grand Canyon,62.0,11.0,12.0,11,11.0,-3.0
Eastern Illinois,76.0,2021-02-20,8.0,Austin Peay,69.0,11.0,13.0,9,11.0,-7.0
Pacific,80.0,2021-02-20,-12.5,Portland,58.0,-12.0,-14.0,-11,-11.0,-22.0
Troy,53.0,2021-02-20,10.0,Georgia St.,65.0,12.0,11.0,11,9.0,12.0
Central Connecticut,74.0,2021-02-20,9.5,LIU,87.0,9.0,7.0,9,6.0,13.0
Cal Poly,69.0,2021-02-20,7.5,Long Beach St.,74.0,8.0,7.0,9,5.0,5.0
Portland St.,71.0,2021-02-20,-8.5,Idaho,40.0,-9.0,-10.0,-9,-7.0,-31.0
Central Arkansas,68.0,2021-02-20,11.5,Nicholls St.,79.0,10.0,8.0,10,14.0,11.0
Eastern Michigan,51.0,2021-02-20,14.5,Kent St.,64.0,15.0,15.0,15,18.0,13.0
Boston University,72.0,2021-02-20,12.0,Colgate,82.0,14.0,14.0,14,13.0,10.0
San Diego,69.0,2021-02-20,32.0,Gonzaga,106.0,32.0,34.0,32,21.0,37.0
SIU Edwardsville,62.0,2021-02-20,17.0,Murray St.,89.0,13.0,15.0,13,13.0,27.0
Denver,69.0,2021-02-20,10.0,UMKC,80.0,11.0,11.0,11,11.0,11.0
Holy Cross,65.0,2021-02-20,11.0,Army,69.0,12.0,11.0,12,7.0,4.0
Kennesaw St.,63.0,2021-02-20,12.5,Lipscomb,77.0,13.0,14.0,12,11.0,14.0
Morehead St.,79.0,2021-02-20,-13.0,Tennessee Martin,69.0,-13.0,-13.0,-13,-11.0,-10.0
Northern Arizona,52.0,2021-02-20,14.5,Weber St.,74.0,15.0,16.0,14,23.0,22.0
Tennessee Tech,66.0,2021-02-20,21.0,Belmont,90.0,21.0,21.0,20,16.0,24.0
Michigan,92.0,2021-02-21,0.5,Ohio St.,87.0,3.0,3.0,1,1.0,-5.0
Wisconsin,68.0,2021-02-21,-6.0,Northwestern,51.0,-5.0,-5.0,-4,-4.0,-17.0
Davidson,58.0,2021-02-21,4.5,St. Bonaventure,69.0,4.0,3.0,4,0.0,11.0
Penn St.,68.0,2021-02-21,11.5,Iowa,74.0,13.0,15.0,11,7.0,6.0
South Florida,83.0,2021-02-21,-1.0,Temple,76.0,1.0,1.0,2,2.0,-7.0
Butler,51.0,2021-02-21,8.5,Xavier,63.0,9.0,10.0,8,10.0,12.0
Oral Roberts,,2021-02-21,2.0,South Dakota,,2.0,2.0,2,0.0,
Cincinnati,52.0,2021-02-21,13.0,Houston,90.0,16.0,18.0,14,11.0,38.0
Siena,68.0,2021-02-21,-5.0,Niagara,66.0,-3.0,-2.0,-3,-0.0,-2.0
Valparaiso,66.0,2021-02-21,1.5,Southern Illinois,65.0,0.0,-0.0,1,-1.0,-1.0
Navy,69.0,2021-02-21,-5.5,American,60.0,-5.0,-5.0,-3,-5.0,-9.0
Bryant,76.0,2021-02-21,-1.0,Merrimack,60.0,-3.0,-2.0,-2,3.0,-16.0
Stony Brook,59.0,2021-02-21,6.0,Albany,67.0,1.0,-0.0,1,-7.0,8.0
Prairie View A&M,77.0,2021-02-21,-2.0,Texas Southern,75.0,4.0,6.0,2,3.0,-2.0
Sacred Heart,88.0,2021-02-21,4.5,St. Francis NY,82.0,4.0,4.0,3,5.0,-6.0
Little Rock,66.0,2021-02-21,-3.5,Louisiana Monroe,78.0,-5.0,-8.0,-3,-1.0,12.0
North Carolina A&T,70.0,2021-02-21,3.0,Florida A&M,63.0,4.0,5.0,6,7.0,-7.0
Georgia Southern,55.0,2021-02-21,6.5,Coastal Carolina,65.0,9.0,9.0,8,9.0,10.0
Western Michigan,,2021-02-21,7.5,Ball St.,,8.0,7.0,8,4.0,
Army,51.0,2021-02-21,-6.0,Holy Cross,67.0,-7.0,-9.0,-7,-6.0,16.0
St. Francis PA,68.0,2021-02-21,6.5,Wagner,70.0,8.0,7.0,7,9.0,2.0
UNLV,67.0,2021-02-21,-13.5,San Jose St.,64.0,-11.0,-13.0,-10,-12.0,-3.0
Evansville,71.0,2021-02-21,12.5,Drake,85.0,16.0,18.0,15,14.0,14.0
Central Connecticut,79.0,2021-02-21,10.5,LIU,81.0,9.0,8.0,10,8.0,2.0
Lehigh,76.0,2021-02-21,11.0,Loyola MD,72.0,10.0,10.0,11,7.0,-4.0
Boston University,63.0,2021-02-21,11.0,Colgate,78.0,14.0,13.0,14,12.0,15.0
Texas Tech,69.0,2021-02-22,-3.5,Oklahoma St.,74.0,-1.0,-2.0,-1,3.0,5.0
Syracuse,71.0,2021-02-22,5.0,Duke,85.0,6.0,7.0,4,7.0,14.0
Oregon,58.0,2021-02-22,3.5,USC,72.0,7.0,9.0,6,4.0,14.0
Pepperdine,61.0,2021-02-22,5.5,Saint Mary's,66.0,5.0,7.0,6,1.0,5.0
VMI,,2021-02-22,10.0,Furman,,8.0,8.0,8,3.0,
Texas St.,57.0,2021-02-22,-3.5,Arkansas St.,52.0,-2.0,1.0,-3,-2.0,-5.0
Valparaiso,64.0,2021-02-22,2.0,Southern Illinois,67.0,-0.0,-0.0,1,2.0,3.0
Eastern Kentucky,87.0,2021-02-22,-4.0,Southeast Missouri St.,65.0,-3.0,-2.0,-3,3.0,-22.0
UT Arlington,74.0,2021-02-22,4.5,Louisiana,76.0,6.0,7.0,5,5.0,2.0
Little Rock,64.0,2021-02-22,-3.5,Louisiana Monroe,68.0,-4.0,-6.0,-2,5.0,4.0
UNC Greensboro,77.0,2021-02-22,-8.5,Western Carolina,56.0,-7.0,-10.0,-8,-6.0,-21.0
The Citadel,52.0,2021-02-22,8.5,Mercer,88.0,8.0,9.0,8,6.0,36.0
Southeastern Louisiana,78.0,2021-02-22,2.5,Texas A&M Corpus Chris,75.0,0.0,-0.0,1,-1.0,-3.0
New Mexico,73.0,2021-02-22,1.5,Air Force,65.0,-1.0,-2.0,-1,-2.0,-8.0
Houston Baptist,80.0,2021-02-22,5.0,Northwestern St.,86.0,4.0,3.0,4,5.0,6.0
Central Arkansas,63.0,2021-02-22,3.5,New Orleans,88.0,4.0,1.0,4,-4.0,25.0
Alabama A&M,52.0,2021-02-22,-2.0,Alcorn St.,65.0,2.0,-1.0,2,3.0,13.0
William & Mary,54.0,2021-02-22,4.0,Elon,73.0,4.0,6.0,4,0.0,19.0
Grambling St.,59.0,2021-02-22,7.0,Jackson St.,63.0,4.0,7.0,5,7.0,4.0
Morehead St.,56.0,2021-02-22,-11.0,SIU Edwardsville,48.0,-8.0,-9.0,-9,-8.0,-8.0
Evansville,63.0,2021-02-22,11.5,Drake,74.0,16.0,16.0,15,11.0,11.0
Sam Houston St.,77.0,2021-02-22,-10.5,Lamar,71.0,-9.0,-7.0,-10,-6.0,-6.0
Alabama St.,66.0,2021-02-22,11.5,Southern,75.0,11.0,10.0,11,6.0,9.0
Kansas,72.0,2021-02-23,3.0,Texas,75.0,3.0,5.0,2,6.0,3.0
Florida,74.0,2021-02-23,1.0,Auburn,57.0,1.0,1.0,-1,1.0,-17.0
Georgia Tech,69.0,2021-02-23,2.0,Virginia Tech,53.0,3.0,4.0,2,4.0,-16.0
Saint Louis,65.0,2021-02-23,-3.0,VCU,67.0,2.0,2.0,3,4.0,2.0
Notre Dame,57.0,2021-02-23,4.5,Louisville,69.0,2.0,4.0,3,0.0,12.0
LSU,78.0,2021-02-23,-6.0,Georgia,91.0,-4.0,-6.0,-5,-6.0,13.0
Mississippi,60.0,2021-02-23,4.0,Missouri,53.0,4.0,3.0,4,5.0,-7.0
Illinois,72.0,2021-02-23,-7.0,Michigan St.,81.0,-9.0,-10.0,-9,-12.0,9.0
Akron,73.0,2021-02-23,1.5,Ohio,90.0,2.0,4.0,1,2.0,17.0
Penn St.,86.0,2021-02-23,-6.5,Nebraska,83.0,-7.0,-8.0,-7,-10.0,-3.0
St. John's,58.0,2021-02-23,11.0,Villanova,81.0,12.0,13.0,11,7.0,23.0
West Virginia,74.0,2021-02-23,-7.0,TCU,66.0,-9.0,-6.0,-9,-3.0,-8.0
Massachusetts,65.0,2021-02-23,8.5,Richmond,79.0,8.0,9.0,7,8.0,14.0
Pacific,77.0,2021-02-23,-3.5,San Diego,67.0,-4.0,-4.0,-2,-7.0,-10.0
Miami OH,96.0,2021-02-23,-3.5,Central Michigan,54.0,-3.0,-4.0,-3,-3.0,-42.0
Washington,64.0,2021-02-23,9.5,Arizona St.,97.0,8.0,11.0,8,8.0,33.0
Oklahoma,57.0,2021-02-23,-11.0,Kansas St.,62.0,-13.0,-12.0,-12,-10.0,5.0
Bowling Green,82.0,2021-02-23,-8.0,Eastern Michigan,69.0,-7.0,-10.0,-7,-5.0,-13.0
Appalachian St.,71.0,2021-02-23,6.5,Georgia St.,85.0,7.0,7.0,7,8.0,14.0
High Point,48.0,2021-02-23,4.0,Campbell,68.0,3.0,3.0,4,5.0,20.0
Iowa St.,72.0,2021-02-23,23.0,Baylor,77.0,28.0,30.0,26,24.0,5.0
Buffalo,102.0,2021-02-23,-12.5,Northern Illinois,74.0,-12.0,-13.0,-13,-10.0,-28.0
Arkansas Pine Bluff,56.0,2021-02-23,16.5,Prairie View A&M,72.0,14.0,16.0,15,18.0,16.0
Mississippi Valley St.,45.0,2021-02-23,28.0,Texas Southern,82.0,26.0,30.0,27,17.0,37.0
Alabama,66.0,2021-02-24,2.0,Arkansas,81.0,0.0,2.0,-1,0.0,15.0
St. Bonaventure,56.0,2021-02-24,2.5,Davidson,53.0,1.0,3.0,-1,7.0,-3.0
Xavier,68.0,2021-02-24,-1.5,Providence,83.0,0.0,-2.0,-1,0.0,15.0
Tennessee,70.0,2021-02-24,-8.0,Vanderbilt,58.0,-5.0,-6.0,-7,4.0,-12.0
South Carolina,48.0,2021-02-24,5.5,Mississippi St.,69.0,5.0,5.0,5,-1.0,21.0
Clemson,60.0,2021-02-24,-2.5,Wake Forest,39.0,-6.0,-6.0,-6,-1.0,-21.0
Cincinnati,70.0,2021-02-24,2.0,Tulsa,69.0,1.0,3.0,2,1.0,-1.0
Marquette,83.0,2021-02-24,9.5,North Carolina,70.0,9.0,10.0,8,10.0,-13.0
N.C. State,68.0,2021-02-24,11.0,Virginia,61.0,11.0,12.0,11,9.0,-7.0
Temple,65.0,2021-02-24,4.5,South Florida,47.0,4.0,4.0,4,6.0,-18.0
Chattanooga,77.0,2021-02-24,3.5,Mercer,81.0,4.0,5.0,4,5.0,4.0
Duquesne,65.0,2021-02-24,-4.0,La Salle,85.0,-3.0,-1.0,-4,1.0,20.0
Florida St.,88.0,2021-02-24,-11.5,Miami FL,71.0,-13.0,-12.0,-12,-9.0,-17.0
Dayton,84.0,2021-02-24,-8.0,Saint Joseph's,97.0,-9.0,-9.0,-9,-12.0,13.0
DePaul,53.0,2021-02-24,15.0,Creighton,77.0,15.0,16.0,14,9.0,24.0
Sam Houston St.,72.0,2021-02-24,8.5,Abilene Christian,86.0,9.0,12.0,8,11.0,14.0
George Washington,58.0,2021-02-24,7.5,George Mason,63.0,7.0,6.0,7,4.0,5.0
Tulane,46.0,2021-02-24,10.0,Memphis,61.0,12.0,11.0,12,7.0,15.0
Fresno St.,67.0,2021-02-24,7.0,UNLV,64.0,7.0,7.0,6,6.0,-3.0
American,49.0,2021-02-24,9.5,Loyola MD,60.0,5.0,7.0,4,1.0,11.0
New Orleans,69.0,2021-02-24,-1.5,Texas A&M Corpus Chris,61.0,-2.0,-2.0,-2,-0.0,-8.0
North Carolina A&T,79.0,2021-02-24,4.0,North Carolina Central,63.0,2.0,3.0,2,6.0,-16.0
New Mexico,55.0,2021-02-24,-1.5,Air Force,62.0,-2.0,-2.0,-1,-7.0,7.0
Stephen F. Austin,83.0,2021-02-24,-10.5,Northwestern St.,57.0,-7.0,-10.0,-7,1.0,-26.0
Holy Cross,86.0,2021-02-24,8.5,Boston University,75.0,6.0,6.0,6,5.0,-11.0
McNeese St.,95.0,2021-02-24,3.5,Southeastern Louisiana,91.0,4.0,5.0,5,7.0,-4.0
Lamar,67.0,2021-02-24,1.5,Incarnate Word,45.0,4.0,0.0,4,5.0,-22.0
Alabama St.,59.0,2021-02-24,5.5,Alcorn St.,68.0,7.0,5.0,7,8.0,9.0
Alabama A&M,57.0,2021-02-24,7.5,Southern,73.0,7.0,5.0,7,7.0,16.0
Hampton,74.0,2021-02-24,7.0,Longwood,68.0,9.0,9.0,8,6.0,-6.0
The Citadel,63.0,2021-02-24,17.0,Furman,72.0,14.0,16.0,15,18.0,9.0
Houston Baptist,68.0,2021-02-24,11.5,Nicholls St.,83.0,10.0,11.0,11,13.0,15.0
Western Carolina,81.0,2021-02-24,14.0,UNC Greensboro,80.0,13.0,13.0,13,12.0,-1.0
Northern Arizona,80.0,2021-02-24,12.5,Southern Utah,85.0,13.0,13.0,12,17.0,5.0
Delaware St.,55.0,2021-02-24,14.0,Norfolk St.,86.0,13.0,15.0,13,17.0,31.0
Iowa,57.0,2021-02-25,5.5,Michigan,79.0,3.0,3.0,3,5.0,22.0
USC,62.0,2021-02-25,3.5,Colorado,80.0,2.0,3.0,1,2.0,18.0
Ohio St.,67.0,2021-02-25,-4.0,Michigan St.,71.0,-7.0,-8.0,-7,-3.0,4.0
Oregon,71.0,2021-02-25,-0.5,Stanford,68.0,0.0,2.0,1,-0.0,-3.0
UCLA,76.0,2021-02-25,-1.5,Utah,61.0,-2.0,-1.0,-1,1.0,-15.0
Boise St.,66.0,2021-02-25,6.0,San Diego St.,78.0,7.0,7.0,7,8.0,12.0
Northwestern,67.0,2021-02-25,4.5,Minnesota,59.0,6.0,5.0,5,7.0,-8.0
Loyola Marymount,81.0,2021-02-25,4.5,Pepperdine,74.0,2.0,2.0,3,0.0,-7.0
Washington St.,53.0,2021-02-25,8.5,Arizona,69.0,10.0,13.0,8,9.0,16.0
Oregon St.,59.0,2021-02-25,-1.0,California,57.0,-1.0,-0.0,-2,-0.0,-2.0
Pacific,46.0,2021-02-25,6.5,Saint Mary's,58.0,5.0,7.0,6,6.0,12.0
Belmont,67.0,2021-02-25,-7.5,Eastern Kentucky,81.0,-6.0,-7.0,-7,-6.0,14.0
Murray St.,74.0,2021-02-25,-3.5,Jacksonville St.,87.0,1.0,-1.0,1,3.0,13.0
Western Kentucky,57.0,2021-02-25,11.5,Houston,81.0,15.0,17.0,14,7.0,24.0
San Francisco,73.0,2021-02-25,10.0,BYU,79.0,12.0,10.0,11,6.0,6.0
IUPUI,72.0,2021-02-25,4.5,Milwaukee,84.0,4.0,5.0,4,2.0,12.0
Portland St.,64.0,2021-02-25,1.5,Northern Colorado,66.0,2.0,2.0,3,-1.0,2.0
Washington,72.0,2021-02-25,9.5,Arizona St.,80.0,10.0,13.0,9,17.0,8.0
Weber St.,82.0,2021-02-25,-6.0,Sacramento St.,73.0,-7.0,-8.0,-6,-6.0,-9.0
Montana,64.0,2021-02-25,-3.0,Idaho St.,58.0,-3.0,-1.0,-3,-1.0,-6.0
Nebraska,70.0,2021-02-25,15.0,Illinois,86.0,18.0,19.0,17,14.0,16.0
Southeast Missouri St.,94.0,2021-02-25,5.5,Eastern Illinois,88.0,1.0,-1.0,2,3.0,-6.0
Mount St. Mary's,72.0,2021-02-25,-0.5,St. Francis PA,65.0,-1.0,-2.0,-1,-6.0,-7.0
Illinois Chicago,58.0,2021-02-25,6.0,Youngstown St.,74.0,6.0,6.0,4,3.0,16.0
Purdue Fort Wayne,89.0,2021-02-25,5.0,Green Bay,84.0,5.0,5.0,5,4.0,-5.0
St. Francis NY,84.0,2021-02-25,4.0,Merrimack,71.0,2.0,3.0,4,7.0,-13.0
Austin Peay,76.0,2021-02-25,-8.5,Tennessee Tech,81.0,-6.0,-7.0,-6,-6.0,5.0
LIU,80.0,2021-02-25,6.5,Bryant,87.0,8.0,8.0,9,10.0,7.0
Wagner,83.0,2021-02-25,-8.0,Central Connecticut,63.0,-8.0,-8.0,-7,-2.0,-20.0
Tennessee Martin,53.0,2021-02-25,5.5,SIU Edwardsville,66.0,6.0,6.0,7,4.0,13.0
Robert Morris,73.0,2021-02-25,10.5,Detroit,83.0,12.0,11.0,11,13.0,10.0
Santa Clara,75.0,2021-02-25,30.0,Gonzaga,89.0,30.0,31.0,31,25.0,14.0
Florida A&M,75.0,2021-02-25,-10.0,South Carolina St.,67.0,-8.0,-7.0,-10,-8.0,-8.0
Eastern Michigan,67.0,2021-02-25,12.0,Ohio,86.0,15.0,17.0,14,12.0,19.0
Portland,,2021-02-25,12.0,San Diego,,10.0,11.0,12,6.0,
Central Michigan,73.0,2021-02-25,19.5,Buffalo,85.0,17.0,16.0,18,13.0,12.0
Tennessee St.,60.0,2021-02-25,11.0,Morehead St.,74.0,14.0,13.0,14,10.0,14.0
Arkansas Pine Bluff,65.0,2021-02-25,13.5,Texas Southern,79.0,14.0,16.0,14,18.0,14.0
Mississippi Valley St.,62.0,2021-02-25,31.5,Prairie View A&M,82.0,27.0,31.0,28,18.0,20.0
Purdue,73.0,2021-02-26,-0.5,Penn St.,52.0,1.0,0.0,-1,3.0,-21.0
Richmond,67.0,2021-02-26,4.5,Saint Louis,72.0,4.0,6.0,3,3.0,5.0
North Texas,77.0,2021-02-26,4.5,Marshall,65.0,4.0,4.0,3,5.0,-12.0
UC Santa Barbara,72.0,2021-02-26,-3.0,UC Riverside,68.0,-2.0,-3.0,-2,-5.0,-4.0
Nevada,72.0,2021-02-26,7.5,Utah St.,75.0,7.0,8.0,8,2.0,3.0
Bowling Green,83.0,2021-02-26,4.0,Akron,71.0,5.0,4.0,5,4.0,-12.0
Drake,80.0,2021-02-26,-9.0,Bradley,71.0,-7.0,-6.0,-7,-2.0,-9.0
UAB,64.0,2021-02-26,-4.0,UTSA,57.0,-2.0,-3.0,-4,2.0,-7.0
Tulane,71.0,2021-02-26,5.5,Cincinnati,91.0,6.0,6.0,5,5.0,20.0
Indiana St.,58.0,2021-02-26,-3.5,Valparaiso,43.0,-4.0,-2.0,-3,-3.0,-15.0
Drexel,84.0,2021-02-26,2.0,James Madison,78.0,2.0,2.0,2,3.0,-6.0
Georgia St.,84.0,2021-02-26,-2.0,South Alabama,81.0,-1.0,-0.0,-1,4.0,-3.0
Northern Iowa,70.0,2021-02-26,-4.0,Illinois St.,56.0,1.0,-1.0,2,3.0,-14.0
Missouri St.,90.0,2021-02-26,-5.0,Evansville,81.0,-6.0,-5.0,-6,-10.0,-9.0
Louisiana,66.0,2021-02-26,1.5,Little Rock,61.0,0.0,1.0,1,-0.0,-5.0
Florida Atlantic,69.0,2021-02-26,-1.0,Southern Miss,60.0,-1.0,-4.0,1,0.0,-9.0
Fresno St.,67.0,2021-02-26,6.0,UNLV,68.0,6.0,6.0,5,5.0,1.0
Arkansas St.,71.0,2021-02-26,4.0,UT Arlington,73.0,1.0,2.0,2,1.0,2.0
Appalachian St.,84.0,2021-02-26,1.5,Georgia Southern,78.0,-1.0,-2.0,-1,0.0,-6.0
Rice,57.0,2021-02-26,9.5,Louisiana Tech,101.0,8.0,6.0,10,7.0,44.0
Grand Canyon,57.0,2021-02-26,-6.0,Seattle,63.0,-6.0,-7.0,-6,-6.0,6.0
St. Francis NY,67.0,2021-02-26,2.5,Merrimack,75.0,0.0,2.0,2,-0.0,8.0
Nebraska Omaha,80.0,2021-02-26,2.0,Denver,76.0,-2.0,-1.0,-1,-0.0,-4.0
Coastal Carolina,75.0,2021-02-26,-5.5,Troy,59.0,-6.0,-7.0,-6,-3.0,-16.0
North Florida,79.0,2021-02-26,4.0,Stetson,74.0,5.0,5.0,5,4.0,-5.0
UMKC,49.0,2021-02-26,8.5,South Dakota St.,67.0,9.0,10.0,9,9.0,18.0
New Mexico St.,78.0,2021-02-26,-8.5,Tarleton St.,51.0,-7.0,-4.0,-5,1.0,-27.0
Long Beach St.,76.0,2021-02-26,6.5,Hawaii,78.0,7.0,6.0,8,6.0,2.0
UC San Diego,55.0,2021-02-26,11.5,UC Irvine,80.0,10.0,12.0,10,7.0,25.0
LIU,60.0,2021-02-26,6.0,Bryant,63.0,8.0,7.0,9,7.0,3.0
Southern Utah,92.0,2021-02-26,-8.0,Northern Arizona,62.0,-8.0,-6.0,-7,-2.0,-30.0
Middle Tennessee,61.0,2021-02-26,10.0,Old Dominion,67.0,10.0,12.0,10,9.0,6.0
UC Davis,69.0,2021-02-26,-6.5,Cal Poly,61.0,-9.0,-9.0,-8,-4.0,-8.0
George Washington,41.0,2021-02-26,14.0,St. Bonaventure,88.0,16.0,16.0,16,11.0,47.0
Wagner,77.0,2021-02-26,-9.5,Central Connecticut,83.0,-9.0,-9.0,-8,-10.0,6.0
