home,away,line,draft_kings,diff,score
Kansas St.,Baylor,-21.0,-17.0,4.0,-31
Ohio St.,UCLA,1.0,-2.0,3.0,7
Wisconsin,Louisville,4.0,6.5,2.5,37
Gonzaga,Iowa,3.0,4.5,1.5,11
Florida St.,UCF,15.0,14.5,0.5,-12
