home,away,line,draft_kings,diff,score
Virginia,Gonzaga,-4.0,-7.5,3.5,-23
UCF,Houston,-11.0,-7.5,3.5,-9
Detroit,Oakland,6.0,3.0,3.0,-2
Illinois,Indiana,5.0,7.0,2.0,9
Towson,Coppin St.,13.0,11.5,1.5,5
Louisville,Kentucky,5.0,4.0,1.0,3
Northwestern,Ohio St.,-4.0,-3.5,0.5,1
LSU,Nicholls St.,23.0,22.5,0.5,6
Wright St.,Green Bay,15.0,15.0,0.0,14
George Mason,Norfolk St.,10.0,10.0,0.0,-3
Purdue Fort Wayne,Robert Morris,3.0,3.0,0.0,-14
Cleveland St.,Youngstown St.,-2.0,-2.0,0.0,18
