home,away,line,draft_kings,diff,score
Colorado St.,Northern Arizona,19.0,15.5,3.5,39
LSU,Sam Houston St.,29.0,26.0,3.0,22
George Washington,William & Mary,4.0,6.5,2.5,-1
San Diego,Nevada,-2.0,-3.5,1.5,-7
Morehead St.,Eastern Kentucky,-5.0,-6.0,1.0,13
Colorado,Northern Colorado,15.0,14.5,0.5,36
Creighton,Marquette,7.0,7.0,0.0,-5
Radford,Longwood,4.0,4.0,0.0,1
