home,away,line,draft_kings,diff,score
Michigan St.,Wisconsin,-4.0,2.0,6.0,-9
Nebraska,Michigan,-13.0,-8.0,5.0,-11
Purdue,Maryland,2.0,5.5,3.5,3
Minnesota,Iowa,-8.0,-6.5,1.5,7
