home,away,line,draft_kings,diff,score
Washington St.,Northwestern St.,13.0,18.5,5.5,10
DePaul,Western Illinois,22.0,16.5,5.5,19
Tennessee,USC Upstate,29.0,34.0,5.0,20
BYU,Weber St.,18.0,13.0,5.0,8
Boise St.,New Mexico,14.0,11.5,2.5,37
Iona,Coppin St.,11.0,12.5,1.5,20
Indiana,Northwestern,7.0,8.5,1.5,-7
Penn St.,Illinois,-3.0,-4.0,1.0,-17
Butler,Providence,-0.0,-1.0,1.0,6
Marquette,Villanova,-6.0,-5.5,0.5,-17
Creighton,Xavier,6.0,6.5,0.5,5
