home,away,line,draft_kings,diff,score
Prairie View A&M,Texas Southern,-3.0,-1.0,2.0,4
Utah,Colorado,-5.0,-3.5,1.5,-7
Northern Iowa,Bradley,1.0,2.0,1.0,-2
SMU,Temple,12.0,11.0,1.0,11
Wyoming,Boise St.,-8.0,-8.5,0.5,-23
