home,away,line,draft_kings,diff,score
Southern Utah,Dixie St.,11.0,8.0,3.0,7
Texas Tech,Kansas,1.0,3.0,2.0,-1
St. John's,Creighton,-9.0,-7.5,1.5,-18
Southern Illinois,North Dakota,6.0,7.5,1.5,21
Coastal Carolina,Delaware St.,20.0,21.0,1.0,26
Oregon,San Francisco,8.0,7.0,1.0,10
Bryant,Wagner,7.0,8.0,1.0,6
North Texas,Houston Baptist,23.0,23.5,0.5,30
Bradley,Jackson St.,17.0,17.5,0.5,23
