home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Texas,Baylor,69,83,-14,2021-02-02,B12,114.0,90.2,69.6,16.2,18.0,52.5,43.6,18.7,17.0,32.0,27.4,34.4,28.4,1.89,78.0,3,0,B12,121.5,87.2,69.3,16.0,17.5,58.6,46.0,17.3,26.0,38.6,29.9,43.4,30.8,1.96,76.6,5,1
Indiana,Illinois,71,75,-4,2021-02-02,B10,111.4,92.2,66.3,17.7,17.4,51.6,48.4,16.8,18.2,23.4,26.2,34.9,33.3,1.36,77.2,2,0,B10,116.9,91.2,70.3,16.5,16.7,57.3,46.6,18.6,16.0,33.3,22.8,39.9,34.0,1.63,77.0,3,1
Stanford,USC,66,72,-6,2021-02-02,P12,106.9,90.6,70.4,16.5,16.9,50.3,46.7,21.6,20.8,28.8,28.6,30.5,33.6,1.33,78.8,2,0,P12,112.1,91.7,68.2,17.2,17.9,52.0,43.6,18.1,17.3,37.2,27.9,33.9,32.2,1.74,79.6,4,1
Maryland,Purdue,61,60,1,2021-02-02,B10,111.9,95.6,66.1,17.8,18.5,52.7,50.5,16.1,16.4,23.0,25.0,35.1,36.0,1.84,78.3,3,0,B10,112.0,92.1,66.4,18.5,17.3,51.4,48.8,19.4,16.9,33.2,23.8,35.2,32.0,1.06,78.4,4,1
Clemson,North Carolina,63,50,13,2021-02-02,ACC,105.4,91.5,65.5,17.4,18.6,48.0,49.8,19.4,23.0,27.4,28.3,30.6,35.2,1.77,77.0,1,0,ACC,110.2,92.3,70.5,15.9,17.6,47.7,49.7,20.7,19.3,40.9,25.0,30.5,35.8,1.11,78.8,4,1
Wisconsin,Penn St.,72,56,16,2021-02-02,B10,112.5,89.6,65.1,18.3,17.8,51.1,46.1,13.2,17.0,23.2,22.3,37.0,32.4,2.39,78.0,3,0,B10,114.4,96.3,70.0,16.4,17.7,50.3,52.9,16.2,20.1,33.1,28.1,36.6,31.0,2.2,76.1,3,1
Mississippi,Tennessee,52,50,2,2021-02-02,SEC,104.5,91.7,66.0,17.6,17.1,48.3,48.6,19.7,24.9,34.1,26.8,27.8,36.3,1.99,77.1,2,0,SEC,109.4,86.7,66.0,17.6,17.6,50.5,45.3,16.7,23.8,32.2,27.0,34.0,30.4,1.6,77.5,3,1
Arkansas,Mississippi St.,61,45,16,2021-02-02,SEC,111.6,93.2,72.8,15.7,15.9,51.9,47.7,17.2,20.0,33.8,25.1,34.5,30.5,1.57,77.9,3,0,SEC,108.8,96.1,66.0,18.3,17.5,50.2,47.6,20.0,18.6,37.7,25.5,36.4,33.8,1.27,78.9,2,1
Duquesne,Dayton,69,64,5,2021-02-02,A10,102.5,95.6,67.8,17.6,18.0,47.2,44.9,19.1,19.3,30.6,30.4,29.7,27.3,1.74,76.2,3,1,A10,107.6,96.6,65.0,19.1,17.6,55.3,48.0,21.3,19.0,22.6,29.2,36.6,30.7,1.98,77.9,4,1
Iowa,Michigan St.,84,78,6,2021-02-02,B10,124.5,97.7,70.6,15.8,17.1,55.9,49.1,13.5,18.0,34.1,30.2,38.5,35.1,1.68,77.8,3,0,B10,107.9,94.4,69.8,16.2,17.4,49.0,47.9,19.5,16.2,30.1,25.1,32.7,32.5,1.7,77.9,2,0
Auburn,Georgia,86,91,-5,2021-02-02,SEC,111.1,96.1,71.9,16.2,16.1,52.6,48.4,22.1,19.2,34.3,30.5,33.1,30.5,0.77,78.7,3,0,SEC,106.8,98.9,72.8,15.6,16.6,50.9,50.5,22.4,22.7,36.0,35.5,31.6,31.9,1.91,76.0,3,1
Marquette,Butler,70,67,3,2021-02-02,BE,109.1,97.5,66.9,18.1,17.0,50.9,46.9,20.2,15.6,31.7,28.7,34.8,35.2,1.71,78.1,2,0,BE,102.9,95.5,65.0,19.7,17.3,47.5,53.2,16.9,17.9,25.0,21.0,33.3,37.2,1.62,76.5,2,0
Toledo,Akron,91,76,15,2021-02-02,MAC,115.8,101.6,67.7,17.3,17.1,54.4,48.4,16.4,18.1,32.0,30.9,38.8,28.6,1.78,76.8,4,1,MAC,105.4,98.4,68.8,17.2,17.3,54.0,46.7,19.0,16.7,28.4,23.4,33.5,28.6,1.92,75.7,5,1
Notre Dame,Wake Forest,79,58,21,2021-02-02,ACC,112.7,100.2,67.1,17.8,18.3,53.9,50.1,16.0,12.8,19.4,28.1,38.4,35.3,2.16,78.7,3,1,ACC,105.1,98.9,68.5,18.5,16.3,52.2,52.7,21.6,20.9,28.1,24.6,36.3,36.0,1.72,77.5,2,1
Iowa St.,West Virginia,72,76,-4,2021-02-02,B12,103.5,99.9,70.0,16.7,16.8,50.6,51.5,22.4,19.9,22.8,35.2,31.3,30.0,1.79,76.4,0,0,B12,114.7,93.6,68.7,17.4,16.7,48.1,48.7,16.6,20.1,36.3,31.0,35.8,30.3,1.87,77.2,3,0
Ball St.,Buffalo,58,78,-20,2021-02-02,MAC,101.3,101.3,70.2,16.8,17.0,50.0,48.8,19.4,18.8,25.3,31.1,33.8,30.5,1.92,76.8,2,0,MAC,105.7,100.2,74.1,14.5,17.1,50.9,46.6,18.2,17.6,34.7,29.0,33.6,27.2,2.34,76.8,2,0
Nevada,UNLV,72,62,10,2021-02-02,MWC,105.3,98.9,70.1,16.7,17.4,50.6,47.2,18.7,17.9,26.0,24.2,34.4,32.4,1.04,78.2,3,1,MWC,104.8,102.2,68.0,17.6,16.8,49.6,52.8,19.5,19.3,25.9,27.3,34.5,39.4,1.54,77.4,3,0
Jacksonville St.,Eastern Kentucky,82,86,-4,2021-02-02,OVC,101.4,105.8,66.6,18.0,16.6,52.0,48.9,21.3,15.4,29.6,27.7,33.4,31.5,2.13,77.2,3,0,OVC,99.3,99.4,76.0,15.1,15.9,49.8,48.0,17.0,26.2,29.7,31.1,32.7,29.1,1.31,75.8,5,1
Kent St.,Miami OH,77,68,9,2021-02-02,MAC,107.7,100.9,72.1,17.2,16.2,53.4,49.1,19.3,17.0,36.2,27.6,35.4,33.8,2.24,77.3,4,1,MAC,104.4,104.5,66.3,18.4,16.8,51.2,51.1,15.8,18.8,26.4,29.0,37.1,32.6,1.95,75.1,4,1
NJIT,UMBC,71,75,-4,2021-02-02,AE,95.7,102.6,68.7,17.5,17.5,46.4,49.4,16.3,20.3,23.8,30.8,33.3,31.5,2.23,76.1,2,1,AE,98.0,100.4,68.5,16.1,18.0,49.7,45.9,19.4,19.2,25.4,25.0,32.4,33.0,2.45,75.7,3,0
Central Michigan,Ohio,69,83,-14,2021-02-02,MAC,100.2,107.7,72.1,15.6,16.6,48.3,52.7,18.5,19.1,30.0,33.5,33.0,35.2,2.14,77.3,1,0,MAC,109.7,104.3,69.2,16.9,16.9,55.1,52.6,16.7,20.7,28.2,27.7,36.0,35.5,1.44,77.0,4,1
Coppin St.,Morgan St.,82,95,-13,2021-02-02,MEAC,89.4,103.2,77.5,14.1,16.0,47.1,49.8,19.7,21.6,17.8,32.2,29.9,32.1,1.66,77.2,3,0,MEAC,98.0,106.4,72.8,15.7,16.0,50.4,48.2,20.5,21.5,33.1,30.5,33.6,30.6,2.17,77.0,4,1
