home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Quinnipiac,Canisius,67,74,-7,2021-02-12,MAAC,92.9,101.8,70.4,16.4,17.4,47.4,42.5,21.2,16.1,21.0,28.6,32.4,28.2,1.17,77.5,2,0,MAAC,99.2,105.9,68.3,17.0,16.6,45.8,52.5,19.5,21.6,26.8,26.0,29.5,31.4,1.71,77.1,2,1
IUPUI,Illinois Chicago,89,69,20,2021-02-12,Horz,97.1,107.4,70.8,16.7,16.7,46.9,53.3,18.1,19.1,25.6,27.0,32.8,32.1,2.14,75.0,2,0,Horz,94.4,101.5,68.8,17.2,16.9,49.9,46.1,19.1,14.1,23.6,27.7,34.2,27.7,2.37,77.7,0,0
North Alabama,Bellarmine,64,66,-2,2021-02-12,ASun,94.3,104.7,71.9,16.0,17.1,45.4,49.3,19.9,20.7,25.9,25.2,29.3,34.2,1.76,76.2,2,0,ASun,105.4,107.0,64.6,17.9,18.6,54.8,54.1,17.3,22.1,27.2,26.5,36.8,37.4,2.03,76.9,5,1
Western Kentucky,Rice,77,71,6,2021-02-12,CUSA,108.3,98.4,68.0,17.6,16.1,50.1,49.8,20.3,19.0,32.0,22.3,33.1,36.3,2.16,76.3,4,1,CUSA,104.4,105.8,70.2,16.9,16.8,54.0,50.6,19.8,17.3,27.8,26.5,37.0,34.0,1.36,77.1,2,1
St. Francis PA,St. Francis NY,80,66,14,2021-02-12,NEC,95.9,107.8,68.9,16.8,16.9,48.3,51.6,20.5,18.8,29.0,28.5,32.7,30.8,1.32,77.0,1,0,NEC,97.6,109.9,73.0,16.3,16.2,48.6,52.1,16.9,20.7,29.3,31.4,31.8,38.7,2.17,74.9,1,1
Mount St. Mary's,LIU,64,46,18,2021-02-12,NEC,97.2,103.8,61.6,20.1,17.1,49.3,46.4,20.8,16.7,31.6,24.8,33.5,30.4,1.55,76.9,3,1,NEC,95.3,103.8,74.9,14.8,17.2,48.1,50.3,20.1,21.1,33.5,27.7,31.2,31.9,1.77,76.0,2,0
Seattle,New Mexico St.,83,72,11,2021-02-12,WAC,95.2,105.0,68.9,17.3,16.3,46.5,48.9,16.2,21.0,25.6,26.0,31.3,33.3,1.53,76.2,3,1,WAC,103.6,101.1,66.7,19.3,16.8,48.4,52.0,16.4,15.8,30.1,24.1,28.4,33.7,2.45,76.3,2,1
Youngstown St.,Purdue Fort Wayne,84,70,14,2021-02-12,Horz,104.2,110.9,67.3,17.7,17.8,47.4,55.2,16.2,17.8,34.6,31.2,29.9,36.8,1.62,76.5,3,1,Horz,99.8,110.1,70.8,16.4,17.3,58.1,53.8,25.2,19.0,28.1,30.1,40.4,34.8,2.06,77.6,0,0
Cal St. Bakersfield,UC San Diego,76,71,5,2021-02-12,BW,102.1,100.3,65.2,18.9,17.1,46.0,48.6,19.7,20.4,38.7,25.5,32.8,33.2,2.7,77.0,2,1,BW,98.4,103.8,71.0,17.0,16.7,53.0,52.3,24.0,19.8,17.7,31.7,32.7,38.6,1.93,77.0,2,1
Jacksonville,Lipscomb,66,60,6,2021-02-12,ASun,91.1,104.6,67.2,16.6,18.0,47.5,50.5,20.5,21.9,25.3,31.7,30.5,33.3,1.56,76.5,0,0,ASun,103.0,107.2,66.0,17.8,18.0,51.6,51.8,18.0,17.7,23.2,29.5,36.5,33.4,1.9,76.6,3,1
Southern Miss,North Texas,49,65,-16,2021-02-12,CUSA,95.4,103.1,66.5,18.1,17.0,47.3,48.6,19.9,17.3,24.8,24.1,33.4,33.3,1.7,77.6,0,0,CUSA,105.1,95.3,63.8,18.2,17.4,55.1,45.9,20.4,21.2,26.9,26.5,37.6,31.2,2.33,76.9,4,1
Central Connecticut,Merrimack,52,72,-20,2021-02-12,NEC,93.0,109.5,69.2,16.5,17.2,49.0,54.4,20.0,20.4,22.3,30.8,32.6,37.1,1.66,75.5,2,0,NEC,91.9,101.8,67.0,17.5,17.6,51.2,48.0,18.7,22.5,19.8,29.8,30.7,37.2,1.39,75.7,4,1
UC Davis,Long Beach St.,68,66,2,2021-02-12,BW,100.2,104.6,71.0,16.4,16.6,48.7,56.4,20.3,21.7,26.3,25.0,32.5,38.0,1.52,75.6,2,1,BW,99.0,108.7,72.8,15.0,17.0,50.7,53.0,20.8,18.2,20.7,35.7,39.6,38.1,1.51,77.0,2,0
Hampton,Presbyterian,62,57,5,2021-02-12,BSth,93.9,108.3,71.6,16.1,17.0,48.6,48.7,17.7,18.2,23.0,31.9,33.2,32.7,1.85,78.0,3,0,BSth,92.2,107.3,65.3,19.2,17.0,47.5,53.3,23.8,22.0,32.3,30.1,33.0,36.4,0.87,77.3,2,1
Campbell,USC Upstate,64,49,15,2021-02-12,BSth,99.1,108.8,66.0,18.3,17.4,55.4,52.8,19.0,22.5,16.2,32.7,35.7,31.3,1.78,75.4,3,1,BSth,97.8,111.1,68.3,17.7,16.6,49.0,54.6,20.3,17.9,24.5,28.7,35.3,36.3,1.68,76.0,1,0
UTEP,FIU,75,59,16,2021-02-12,CUSA,101.4,101.6,67.3,17.2,18.1,46.5,50.4,16.1,17.9,24.1,26.5,32.2,35.2,1.92,77.8,1,0,CUSA,99.4,108.3,70.2,16.3,17.2,51.3,53.3,21.1,21.5,27.1,33.7,33.1,36.9,1.84,74.5,1,0
Western Illinois,Denver,75,69,6,2021-02-12,Sum,98.7,111.1,71.3,16.8,16.0,45.9,54.3,16.2,16.3,27.2,25.0,32.1,39.5,2.13,77.2,3,1,Sum,95.0,113.0,70.3,16.9,17.4,49.2,56.9,21.6,17.7,22.5,25.8,34.2,41.9,1.32,76.7,1,1
UMKC,Nebraska Omaha,62,52,10,2021-02-12,Sum,96.8,102.4,62.4,19.6,18.1,51.4,51.4,20.4,21.2,23.1,24.8,36.1,37.5,1.87,76.3,2,1,Sum,96.4,108.4,70.9,16.2,16.7,45.8,54.5,18.2,16.5,24.0,27.9,32.7,39.1,1.88,76.1,0,0
Iona,Manhattan,85,67,18,2021-02-12,MAAC,99.2,103.9,66.0,17.7,17.3,50.4,48.4,20.8,20.6,32.9,26.1,33.3,32.2,1.71,76.2,4,1,MAAC,88.1,100.0,66.2,17.6,17.5,41.4,46.1,21.6,22.4,30.7,28.3,26.8,30.9,2.0,76.7,1,0
Kennesaw St.,Stetson,61,74,-13,2021-02-12,ASun,86.3,107.1,68.5,18.5,16.4,43.9,52.4,21.7,17.0,24.6,25.9,29.0,32.2,0.88,76.5,0,0,ASun,98.6,104.8,68.0,18.5,16.5,48.1,51.1,20.2,18.1,25.6,28.8,36.2,32.8,0.82,77.0,3,0
High Point,Charleston Southern,68,69,-1,2021-02-12,BSth,97.0,106.3,66.9,18.3,17.1,47.4,52.5,19.0,20.3,31.7,26.6,30.1,34.9,1.19,76.3,4,1,BSth,90.7,108.6,68.7,16.9,17.1,47.1,53.3,24.3,18.1,26.2,29.8,31.6,35.8,1.11,76.5,0,0
Utah Valley,Dixie St.,87,72,15,2021-02-12,WAC,98.4,105.9,69.0,16.6,17.1,53.7,50.0,22.1,14.3,30.5,22.4,35.7,37.0,1.81,77.5,3,0,WAC,91.2,108.3,73.4,15.1,16.8,44.8,52.7,20.2,19.8,23.9,32.3,27.9,33.3,1.88,76.3,2,0
Murray St.,Southeast Missouri St.,80,60,20,2021-02-12,OVC,103.4,101.3,66.3,17.4,17.7,54.0,49.5,20.5,20.0,27.9,26.7,35.4,30.3,1.55,76.7,3,1,OVC,94.1,105.2,67.7,17.5,17.5,49.1,51.4,21.5,19.5,26.3,21.7,34.4,34.7,1.73,76.2,3,0
Buffalo,Western Michigan,86,54,32,2021-02-12,MAC,107.2,98.6,73.5,14.6,17.3,51.4,46.0,17.6,18.3,34.7,28.5,34.5,26.6,2.32,76.8,3,1,MAC,96.3,104.6,65.3,18.7,16.5,49.4,50.1,20.4,14.2,24.3,28.0,32.7,30.4,1.68,76.2,2,1
Liberty,North Florida,73,61,12,2021-02-12,ASun,106.3,99.9,63.1,19.0,17.8,55.5,46.9,15.8,17.9,22.3,23.6,35.8,31.5,1.77,75.8,4,1,ASun,102.3,113.1,66.8,17.8,16.6,52.9,48.6,23.1,16.0,28.0,36.3,36.6,32.1,1.26,77.4,4,1
Marshall,Middle Tennessee,107,79,28,2021-02-12,CUSA,108.8,97.0,72.1,14.6,17.7,53.4,48.0,16.3,20.3,25.1,30.1,34.1,33.4,1.96,77.1,3,1,CUSA,91.7,100.0,69.5,17.5,16.8,45.3,49.6,22.8,21.3,25.5,26.3,31.4,27.6,1.94,76.8,2,1
Wright St.,Milwaukee,92,81,11,2021-02-12,Horz,108.1,92.8,70.6,16.3,17.0,54.5,43.2,18.0,17.3,34.5,24.9,36.1,28.0,1.32,77.4,5,1,Horz,97.5,105.3,70.0,16.3,17.6,49.6,52.1,16.4,18.8,21.6,24.8,31.6,37.4,1.7,76.8,2,0
