home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
VCU,St. Bonaventure,67,64,3,2021-02-12,A10,106.1,90.6,70.1,15.7,17.7,51.9,45.9,21.1,25.2,29.3,31.5,35.1,31.1,1.26,77.3,4,1,A10,110.8,95.1,65.8,18.1,17.9,49.7,46.3,17.6,19.4,34.1,29.8,33.0,31.1,1.93,77.3,4,1
Clemson,Georgia Tech,74,72,2,2021-02-12,ACC,106.1,90.0,65.1,17.7,18.2,48.7,48.5,19.5,22.5,27.2,28.1,31.6,34.1,1.77,77.0,3,1,ACC,110.6,96.1,67.5,17.6,17.3,52.9,52.2,15.6,21.7,23.1,29.0,36.1,36.8,2.56,76.2,2,0
Louisiana Tech,UAB,70,58,12,2021-02-12,CUSA,102.0,94.1,69.8,16.4,17.1,49.7,45.9,18.2,18.8,26.5,23.5,33.4,30.0,2.12,76.2,4,0,CUSA,104.2,94.7,67.2,17.4,17.7,50.0,44.2,14.5,23.9,28.8,25.4,30.8,29.9,2.29,76.9,5,1
UC Riverside,UC Irvine,86,65,21,2021-02-12,BW,99.6,95.7,66.2,19.5,16.7,52.9,42.4,19.2,16.5,28.2,23.5,38.2,29.7,2.0,78.7,4,1,BW,100.5,94.3,66.3,18.5,17.2,46.6,45.4,20.4,19.6,33.0,25.4,32.2,32.5,0.99,77.5,3,0
Miami OH,Akron,76,83,-7,2021-02-12,MAC,104.8,105.2,65.9,18.3,16.7,50.4,52.0,16.0,18.1,26.3,29.5,35.5,34.4,1.94,75.1,2,0,MAC,106.2,97.9,68.7,17.2,17.3,53.7,47.2,18.7,17.1,28.8,25.3,34.1,29.6,1.92,75.6,4,1
Radford,Winthrop,47,55,-8,2021-02-12,BSth,99.8,102.5,64.4,19.6,17.1,51.5,49.0,23.3,18.0,35.1,23.4,30.7,36.8,1.2,75.5,3,0,BSth,105.7,99.3,74.0,14.6,17.8,53.2,51.1,19.4,23.4,35.9,21.4,35.3,34.1,1.98,76.7,4,1
Nebraska,Illinois,72,77,-5,2021-02-12,B10,101.2,96.9,72.3,14.6,17.9,45.8,49.0,19.1,19.3,25.8,29.3,30.4,31.3,1.97,78.2,0,0,B10,117.4,90.1,70.3,16.6,16.9,56.6,46.4,18.7,16.2,33.3,22.2,39.3,33.2,1.64,77.0,4,1
Cleveland St.,Detroit,83,89,-6,2021-02-12,Horz,99.5,98.9,66.1,17.9,17.2,50.0,47.6,20.2,21.1,31.2,33.2,32.5,29.0,2.02,76.8,4,1,Horz,106.9,106.8,66.6,17.7,17.2,53.8,54.5,17.0,19.0,27.2,29.5,38.3,38.0,2.46,77.5,5,1
Cincinnati,Temple,71,69,2,2021-02-12,Amer,104.4,95.0,70.6,16.7,16.8,47.8,49.2,21.0,19.9,29.2,25.1,29.0,31.0,1.6,77.4,3,1,Amer,100.8,98.4,68.4,17.5,17.5,45.1,48.5,19.5,16.4,26.8,26.4,31.1,35.7,1.59,77.6,1,0
Hawaii,UC Santa Barbara,50,59,-9,2021-02-12,BW,101.6,104.5,67.3,17.6,18.0,51.9,49.1,19.1,17.3,29.6,26.8,35.9,31.9,1.7,76.9,4,1,BW,107.8,98.1,65.8,17.2,17.8,54.4,46.4,15.8,21.7,26.9,25.1,37.0,31.9,2.32,77.3,5,1
UCF,Tulane,53,49,4,2021-02-12,Amer,104.7,97.7,67.2,17.7,17.3,48.5,51.1,22.4,20.6,29.4,32.8,34.6,33.6,1.54,77.7,1,0,Amer,98.5,97.5,66.6,17.5,18.0,43.6,47.9,16.9,22.1,24.8,28.5,29.2,33.5,1.04,76.4,2,1
UTSA,Florida Atlantic,84,80,4,2021-02-12,CUSA,105.0,106.3,71.1,16.4,16.8,48.2,52.5,16.4,18.9,27.0,26.8,31.9,35.8,1.91,76.7,4,1,CUSA,100.4,103.4,67.0,17.0,18.3,50.6,52.4,20.0,19.4,33.8,23.1,33.7,38.4,1.64,76.9,3,0
Arkansas St.,Little Rock,73,62,11,2021-02-12,SB,101.7,110.1,69.1,17.3,16.4,48.1,50.3,19.7,18.4,31.6,29.1,38.4,36.1,1.41,76.2,3,1,SB,102.3,104.5,67.3,17.3,17.7,52.0,50.3,23.1,20.7,31.8,29.3,32.5,33.7,1.96,78.0,2,0
Green Bay,Northern Kentucky,86,82,4,2021-02-12,Horz,102.3,110.3,67.1,18.4,16.4,49.4,54.0,16.6,17.6,25.7,29.7,34.3,36.4,1.29,76.2,2,1,Horz,103.2,107.4,65.1,18.2,17.6,50.8,51.5,19.8,20.4,34.9,33.6,30.0,35.3,1.26,75.8,5,1
Robert Morris,Oakland,88,82,6,2021-02-12,Horz,97.8,107.9,67.4,17.4,17.2,48.9,53.7,19.1,18.5,29.9,32.4,34.2,37.8,1.76,75.6,0,0,Horz,105.1,109.7,70.0,17.1,16.6,48.2,56.5,18.3,19.5,28.9,34.2,32.8,37.4,1.45,75.8,2,0
Longwood,Gardner Webb,78,71,7,2021-02-12,BSth,96.1,104.0,64.2,18.7,17.6,50.1,52.0,20.8,20.3,26.9,26.1,33.2,30.6,1.24,75.8,4,1,BSth,102.7,106.5,67.2,16.9,17.8,51.9,49.2,17.7,18.3,25.8,28.7,36.0,33.7,1.15,75.9,2,0
Albany,UMass Lowell,71,79,-8,2021-02-12,AE,97.9,103.5,69.5,17.4,17.5,51.3,51.7,17.8,21.9,20.3,28.3,33.0,36.6,2.31,77.1,3,1,AE,99.8,106.4,68.8,17.1,17.4,50.9,49.2,21.2,16.9,26.8,26.1,34.9,31.4,1.5,77.5,3,0
