home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Texas Tech,West Virginia,71,82,-11,2021-02-09,B12,112.4,89.9,66.1,17.9,17.7,49.1,47.1,16.0,24.9,34.7,28.4,34.1,34.5,1.43,76.9,3,1,B12,115.5,94.6,69.1,17.3,16.5,48.8,49.0,16.9,20.4,36.5,31.1,36.9,31.2,1.87,77.2,4,1
Kentucky,Arkansas,80,81,-1,2021-02-09,SEC,105.5,90.9,67.6,17.3,17.1,46.0,46.1,21.2,17.2,33.2,30.0,29.8,30.8,0.93,78.9,1,0,SEC,110.5,91.1,72.8,15.8,15.9,51.1,47.2,17.5,20.8,34.0,24.9,33.7,30.3,1.56,78.0,4,1
Michigan St.,Penn St.,60,58,2,2021-02-09,B10,107.6,93.6,69.4,16.5,17.1,48.7,47.7,19.8,16.2,31.4,25.6,33.0,31.6,1.7,77.9,1,1,B10,113.2,94.9,69.4,16.6,17.9,49.1,52.3,16.7,20.6,33.2,28.1,34.9,31.3,2.21,76.1,3,1
N.C. State,Syracuse,68,77,-9,2021-02-09,ACC,109.4,96.7,69.3,16.6,17.5,52.8,51.8,18.1,23.1,29.4,30.2,35.7,34.4,1.7,77.0,2,1,ACC,111.6,96.6,69.7,15.7,17.6,50.1,47.7,15.8,21.0,28.5,32.3,31.4,30.4,1.55,78.0,3,0
Duke,Notre Dame,89,93,-4,2021-02-09,ACC,113.5,95.7,69.5,16.7,16.9,52.1,52.5,19.0,20.1,32.4,26.0,33.5,38.4,0.88,77.0,2,0,ACC,114.2,100.1,66.8,17.8,18.3,54.9,50.3,15.8,12.7,20.0,27.4,38.7,36.0,2.21,78.7,3,0
Dayton,VCU,67,76,-9,2021-02-09,A10,107.3,96.7,65.3,18.9,17.6,55.3,47.8,21.2,18.5,22.0,28.7,36.3,29.9,1.95,77.9,3,1,A10,104.6,90.0,70.5,15.6,17.5,51.4,45.2,21.5,25.2,29.8,31.5,33.9,29.8,1.27,77.3,4,1
Butler,St. John's,76,73,3,2021-02-09,BE,103.1,95.5,64.9,19.6,17.5,47.9,53.2,16.8,18.9,25.3,22.4,34.4,37.0,1.69,76.6,2,1,BE,111.2,97.8,73.6,14.8,17.3,51.4,53.0,16.9,22.9,29.3,30.6,36.3,35.6,1.49,77.0,5,1
Georgetown,Creighton,48,63,-15,2021-02-09,BE,107.1,99.0,69.3,16.4,17.0,49.9,49.0,20.7,14.2,31.9,26.0,35.5,35.0,2.16,78.1,2,0,BE,115.7,95.0,69.4,15.9,18.0,56.5,47.1,15.7,17.9,24.6,29.3,36.9,33.4,2.23,77.0,4,1
South Carolina,Alabama,78,81,-3,2021-02-09,SEC,106.2,96.0,73.5,15.5,17.0,48.2,51.2,20.5,22.3,34.9,31.4,31.7,34.2,1.65,77.5,2,0,SEC,112.2,86.8,74.0,14.2,17.5,51.4,45.0,18.5,20.9,30.0,28.7,35.5,29.6,1.87,77.8,3,0
Vanderbilt,Auburn,67,73,-6,2021-02-09,SEC,107.9,103.8,68.4,17.7,16.3,51.3,54.5,19.9,19.0,31.3,26.4,34.7,35.8,1.39,77.1,1,0,SEC,112.5,98.1,71.8,16.2,16.3,53.0,49.0,21.9,19.1,33.8,31.0,33.3,31.0,0.76,78.8,2,0
Bowling Green,Kent St.,67,71,-4,2021-02-09,MAC,106.3,104.3,70.8,16.0,16.8,48.1,52.4,14.0,19.1,29.1,29.6,32.3,35.5,1.81,76.3,0,0,MAC,107.1,100.0,71.9,17.3,16.3,52.5,49.2,19.4,17.0,35.6,27.9,35.0,34.1,2.21,77.3,3,0
TCU,Iowa St.,79,76,3,2021-02-09,B12,107.5,99.7,67.2,18.4,16.7,51.9,50.3,20.5,16.9,28.7,28.0,35.1,32.5,1.14,77.7,1,1,B12,103.8,99.8,70.1,16.7,16.8,50.5,52.0,21.7,20.0,22.9,35.0,34.2,30.7,1.81,76.4,0,0
Elon,James Madison,61,70,-9,2021-02-09,CAA,96.7,105.6,67.3,16.5,18.9,45.4,52.5,19.2,17.7,19.0,23.7,30.3,34.7,1.63,75.7,0,0,CAA,102.3,103.8,71.4,16.0,17.4,50.7,48.7,17.3,21.5,26.4,28.0,33.9,29.9,1.35,76.3,4,1
Georgia St.,South Alabama,67,70,-3,2021-02-09,SB,104.7,101.5,70.1,15.3,18.1,50.7,48.3,17.3,20.5,29.0,35.5,32.3,33.6,1.62,76.4,2,0,SB,103.8,108.3,65.9,17.1,18.4,52.5,52.1,19.0,20.7,26.9,32.3,37.4,35.5,2.0,75.9,3,1
Florida A&M,North Carolina Central,60,47,13,2021-02-09,MEAC,92.3,102.7,68.5,16.6,16.9,48.4,52.1,22.8,21.3,27.2,31.2,32.2,29.4,2.1,76.8,2,1,MEAC,95.8,106.2,66.4,18.0,16.1,51.8,52.1,20.6,22.6,22.3,35.0,38.2,32.8,2.6,75.0,3,0
St. Bonaventure,La Salle,86,73,13,2021-02-09,A10,109.4,93.9,66.3,18.0,17.7,48.2,46.0,17.7,20.3,34.4,28.8,30.6,30.2,1.93,77.3,4,0,A10,102.0,102.7,68.6,16.9,17.4,51.1,50.8,21.5,20.8,25.0,30.1,35.7,30.9,1.34,76.7,2,0
