home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Utah,Oregon St.,70,75,-5,2021-03-03,P12,108.9,98.2,67.8,18.0,17.7,51.4,50.6,18.5,20.1,24.6,30.2,34.2,35.7,1.35,77.7,1,1,P12,106.7,98.7,65.8,18.7,17.5,47.0,49.3,16.9,18.7,29.3,29.2,33.2,29.9,2.03,78.3,3,1
Texas A&M,Mississippi St.,57,63,-6,2021-03-03,SEC,101.4,96.7,64.4,17.8,18.4,47.9,52.3,23.4,23.5,32.0,29.8,30.2,33.3,1.57,77.4,2,1,SEC,106.6,93.3,66.2,18.2,17.2,50.0,46.7,21.9,18.6,35.6,26.8,35.0,32.3,1.21,78.9,2,0
Tulane,Wichita St.,70,78,-8,2021-03-03,Amer,98.6,96.2,67.8,17.4,17.9,43.8,49.2,17.3,23.1,23.4,29.6,29.7,35.0,1.05,76.4,1,0,Amer,110.4,98.2,67.9,17.4,17.8,46.5,46.9,16.1,17.5,31.0,34.4,33.1,30.3,1.88,76.5,5,1
Stephen F. Austin,Abilene Christian,61,63,-2,2021-03-03,Slnd,105.3,104.3,70.0,16.6,16.5,55.8,51.7,23.1,24.0,37.8,27.9,34.4,36.0,2.41,76.8,4,1,Slnd,102.7,94.5,69.9,16.7,16.6,52.4,45.5,18.9,27.3,29.6,29.2,37.1,29.3,2.28,75.1,4,0
La Salle,Saint Joseph's,66,72,-6,2021-03-03,A10,103.3,105.2,69.3,17.1,17.3,50.2,52.3,20.8,19.9,26.7,30.1,33.7,32.8,1.33,76.7,0,0,A10,102.6,103.9,73.0,16.4,16.5,49.1,53.1,19.3,17.5,22.5,30.9,31.3,34.9,1.19,78.0,0,0
UNLV,San Diego St.,62,71,-9,2021-03-03,MWC,105.4,104.8,66.2,18.6,17.3,50.5,52.1,19.2,17.7,29.5,25.0,34.3,38.6,1.46,77.5,3,1,MWC,110.9,88.9,66.6,16.8,18.6,53.2,46.9,17.6,22.8,30.7,23.8,38.0,32.5,2.42,76.6,5,1
Florida St.,Boston College,93,64,29,2021-03-03,ACC,118.2,94.7,70.3,16.6,17.7,54.0,46.7,19.1,19.6,36.3,30.5,38.7,33.6,1.97,79.6,4,0,ACC,106.4,101.3,71.5,16.7,16.6,50.4,54.7,18.1,18.7,24.1,28.1,33.3,33.8,1.78,76.8,1,1
Central Arkansas,Southeastern Louisiana,88,71,17,2021-03-03,Slnd,96.4,112.7,71.8,15.9,16.1,48.7,53.8,24.3,15.5,28.2,29.1,34.6,37.5,2.09,78.0,1,0,Slnd,94.6,110.6,69.1,17.5,16.2,45.3,54.8,22.4,21.3,32.0,28.9,29.3,35.6,1.84,76.6,1,0
North Carolina Central,Florida A&M,58,65,-7,2021-03-03,MEAC,94.0,106.9,65.9,17.8,17.0,48.4,49.9,21.9,20.4,25.3,33.0,35.9,31.0,2.62,75.2,1,0,MEAC,90.6,100.7,68.3,16.4,17.3,48.1,48.1,23.8,21.3,30.6,32.5,31.0,28.3,2.09,76.7,3,1
New Orleans,Northwestern St.,92,83,9,2021-03-03,Slnd,97.4,108.0,73.0,16.1,16.1,51.3,51.8,22.0,21.0,29.0,32.5,33.9,32.6,2.14,74.6,3,1,Slnd,96.0,109.5,71.5,16.6,16.0,48.4,53.5,19.9,18.2,26.1,32.3,33.5,32.7,2.01,75.1,3,0
George Washington,Fordham,53,49,4,2021-03-03,A10,103.3,107.6,68.8,17.5,17.1,50.8,51.2,20.5,17.1,26.1,30.0,33.3,34.9,1.3,78.3,0,0,A10,88.3,99.4,64.6,18.8,18.1,41.1,52.0,21.0,19.6,19.7,31.5,26.9,34.3,1.61,75.7,0,0
Houston Baptist,Incarnate Word,72,67,5,2021-03-03,Slnd,93.9,110.8,73.0,16.3,15.8,49.2,54.6,23.3,18.8,25.2,32.1,33.3,35.1,1.37,76.6,1,0,Slnd,93.9,111.6,64.8,18.5,16.8,51.0,52.1,20.8,18.9,22.9,31.7,39.6,29.3,1.15,75.8,2,0
Wagner,Merrimack,64,59,5,2021-03-03,NEC,102.0,106.0,65.6,18.5,17.4,49.9,50.3,18.1,20.2,34.6,28.2,32.3,34.4,1.91,76.5,4,1,NEC,91.7,102.0,66.9,17.3,17.8,51.5,48.3,19.5,22.0,21.2,31.3,31.0,35.3,1.48,75.6,1,0
Morehead St.,Southeast Missouri St.,61,54,7,2021-03-03,OVC,99.6,96.1,66.2,18.1,17.2,51.6,46.9,23.0,18.3,31.2,25.1,34.2,30.2,1.7,77.3,0,0,OVC,96.0,105.3,69.1,17.2,17.2,50.2,52.1,21.8,19.6,27.8,23.3,35.3,36.4,1.77,76.3,0,0
Boston University,Lehigh,69,58,11,2021-03-03,Pat,101.6,110.2,66.2,18.0,17.3,49.6,54.8,18.5,15.3,30.6,25.8,32.1,37.2,1.95,77.4,0,0,Pat,93.9,109.2,70.6,17.1,16.5,47.6,52.8,18.0,16.5,24.7,24.2,31.8,36.6,1.33,77.5,0,0
Eastern Washington,Idaho St.,63,68,-5,2021-03-03,BSky,110.2,103.8,73.5,15.5,17.7,54.8,48.9,16.4,16.4,24.0,26.1,37.5,34.3,1.62,77.2,5,1,BSky,94.0,104.8,64.8,19.5,17.5,48.5,47.9,24.4,18.4,30.1,25.9,31.6,38.8,1.89,76.7,3,0
Belmont,SIU Edwardsville,78,61,17,2021-03-03,OVC,110.1,100.3,71.5,15.7,17.4,56.8,48.8,16.3,20.4,25.4,26.7,34.7,34.1,1.37,77.0,0,0,OVC,93.2,107.0,68.9,17.9,16.6,49.2,52.5,23.0,19.5,27.0,31.3,31.4,34.0,1.7,76.4,0,0
Colorado St.,New Mexico,87,73,14,2021-03-03,MWC,107.3,93.1,70.3,16.5,17.7,56.6,47.3,21.0,20.5,23.0,24.6,37.1,28.9,1.21,75.8,4,1,MWC,91.2,102.2,67.3,18.2,17.2,43.4,52.0,22.2,19.1,32.9,29.1,25.2,34.6,1.51,78.1,1,0
Sam Houston St.,Texas A&M Corpus Chris,84,61,23,2021-03-03,Slnd,102.4,102.2,71.5,16.1,16.4,50.5,48.5,20.0,21.9,28.8,34.1,35.0,30.2,1.84,75.1,4,1,Slnd,88.8,108.6,69.8,17.1,16.9,46.5,51.7,24.4,19.3,24.2,29.5,33.2,34.4,2.22,76.2,1,0
