home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
UC San Diego,UC Davis,71,78,-7,2021-01-23,BW,99.0,103.6,70.7,17.8,17.0,54.7,51.6,24.0,19.0,14.8,34.3,32.7,35.5,1.84,76.9,2,1,BW,99.7,104.1,71.7,14.5,16.8,48.5,56.5,19.3,23.8,20.0,28.4,28.2,37.9,1.57,75.6,2,0
FIU,Marshall,72,89,-17,2021-01-23,CUSA,102.0,106.4,71.7,15.9,17.1,52.9,52.5,20.8,22.4,26.9,33.8,35.5,35.5,1.92,74.8,1,0,CUSA,106.0,96.3,72.8,14.4,17.5,52.6,48.3,17.4,21.2,24.5,28.1,32.4,36.2,1.95,77.2,2,1
Navy,Army,69,62,7,2021-01-23,Pat,102.7,103.5,65.6,18.4,17.1,50.4,54.0,16.8,21.8,30.8,24.8,33.5,34.2,1.67,75.9,5,1,Pat,98.0,101.0,68.2,17.0,16.4,53.8,52.3,19.1,20.8,23.3,22.8,34.0,34.3,1.97,75.2,4,1
Sacramento St.,Montana,89,83,6,2021-01-23,BSky,97.8,103.9,65.3,19.0,19.3,48.8,49.5,16.2,22.3,26.9,27.0,37.8,27.8,2.39,76.9,2,0,BSky,98.3,98.5,65.2,18.6,17.5,47.2,47.3,20.1,18.8,22.8,32.1,36.2,30.8,1.07,77.3,4,1
Austin Peay,Jacksonville St.,70,76,-6,2021-01-23,OVC,103.8,107.3,67.8,17.8,16.2,47.8,55.4,22.2,22.6,36.9,28.6,29.1,35.1,1.63,75.0,4,1,OVC,100.0,104.0,66.6,18.1,16.2,51.0,47.2,21.0,14.8,30.2,27.3,33.9,30.0,2.12,77.2,2,1
Green Bay,Purdue Fort Wayne,87,72,15,2021-01-23,Horz,100.6,109.0,67.7,18.4,16.1,49.0,54.4,16.6,18.1,24.9,30.0,35.6,35.0,1.27,76.3,3,1,Horz,101.0,106.3,73.3,16.1,16.7,59.1,52.0,26.4,20.1,29.0,29.2,42.3,31.2,2.07,77.6,4,0
Illinois St.,Valparaiso,60,69,-9,2021-01-23,MVC,98.2,104.4,70.8,16.1,18.2,51.7,52.7,19.3,17.3,22.7,25.8,37.9,33.3,1.06,77.2,2,1,MVC,97.1,102.2,68.5,16.9,17.3,45.1,51.6,18.7,19.0,19.0,27.7,26.6,33.6,1.43,76.8,0,0
Youngstown St.,Illinois Chicago,85,77,8,2021-01-23,Horz,103.4,111.5,67.6,17.3,18.1,46.8,55.3,16.0,17.4,34.6,33.0,27.8,37.5,1.64,76.4,1,0,Horz,94.7,100.0,69.4,17.3,16.4,49.9,44.6,18.0,14.6,22.4,26.1,34.4,25.1,2.36,77.8,3,1
Cal Baptist,Long Beach St.,96,75,21,2021-01-23,WAC,99.3,110.3,69.8,15.9,17.8,51.1,51.1,20.6,18.1,30.0,31.3,37.5,36.3,1.87,77.3,3,1,BW,99.8,107.9,74.2,14.8,17.2,49.4,51.7,21.1,17.6,21.8,36.5,39.0,36.8,1.51,77.0,2,0
Cal St. Fullerton,Hawaii,53,76,-23,2021-01-23,BW,94.8,104.8,70.7,16.5,16.3,51.7,51.8,18.8,19.4,24.1,25.2,38.0,37.2,1.51,77.0,3,1,BW,100.0,106.9,70.9,16.8,18.0,50.2,53.8,17.9,17.1,26.8,28.4,33.9,39.0,1.73,77.0,1,0
Bellarmine,Stetson,76,65,11,2021-01-23,ASun,100.8,106.5,65.7,17.7,17.9,53.3,55.8,18.4,21.6,26.3,25.8,38.7,39.5,2.01,77.0,3,1,ASun,99.2,105.2,68.2,18.3,15.8,46.9,51.2,21.4,17.7,25.4,28.2,34.6,33.8,0.83,77.2,2,0
Robert Morris,Northern Kentucky,74,79,-5,2021-01-23,Horz,99.1,106.8,68.4,17.0,16.4,48.8,55.4,19.0,19.4,30.7,30.6,34.2,38.4,1.79,75.6,1,0,Horz,100.2,106.4,65.3,17.8,17.8,49.9,51.6,21.6,20.6,36.3,34.5,28.3,33.8,1.22,75.7,1,1
American,Loyola MD,71,70,1,2021-01-23,Pat,97.7,105.4,69.6,17.3,17.3,59.0,47.9,28.4,18.7,31.7,37.2,38.8,37.1,1.53,77.9,0,0,Pat,100.0,107.3,68.9,19.3,16.6,52.8,58.0,20.5,18.2,38.6,27.0,33.3,44.6,1.59,77.4,0,0
William & Mary,Drexel,64,79,-15,2021-01-23,CAA,97.8,107.8,68.3,18.2,17.0,46.1,51.2,20.8,17.0,29.4,30.8,30.3,28.9,1.22,77.3,2,1,CAA,102.7,102.8,65.2,19.0,16.3,50.5,50.0,18.2,19.7,29.1,19.2,31.5,29.7,1.79,77.3,2,0
Portland,San Diego,70,78,-8,2021-01-23,WCC,94.6,105.6,74.2,16.4,15.5,43.8,55.7,19.4,18.2,20.6,29.2,30.3,33.3,2.0,75.8,0,0,WCC,97.9,100.8,70.3,16.5,16.9,44.0,50.8,17.2,18.0,19.7,25.5,31.3,41.1,2.13,77.6,1,0
Mercer,VMI,83,80,3,2021-01-23,SC,105.4,104.1,71.5,16.5,16.3,54.8,49.1,18.3,16.3,29.6,26.4,34.4,32.2,1.96,77.4,2,1,SC,105.0,110.2,70.4,16.4,17.0,54.0,52.5,18.0,14.8,23.2,28.5,38.9,36.7,1.57,76.4,3,1
Quinnipiac,Niagara,78,69,9,2021-01-23,MAAC,90.8,100.9,71.0,16.2,17.1,44.3,40.5,22.1,15.8,20.1,28.5,28.0,28.9,1.19,77.5,1,0,MAAC,98.1,104.2,65.6,18.4,18.5,45.6,48.5,15.7,20.1,22.7,27.4,32.0,33.4,2.49,75.6,2,1
New Hampshire,Albany,71,64,7,2021-01-23,AE,97.7,103.3,67.2,18.8,16.4,45.2,49.5,17.2,18.4,28.5,19.2,31.8,34.3,1.58,77.1,3,1,AE,96.8,103.8,69.0,17.6,17.3,51.9,52.6,19.0,22.2,20.6,28.2,34.1,36.6,2.3,77.0,3,1
Hofstra,Towson,71,58,13,2021-01-23,CAA,101.6,103.2,69.3,16.6,17.5,48.1,50.4,18.4,18.0,26.3,26.8,27.9,32.8,1.73,76.8,2,1,CAA,100.7,106.7,67.9,18.4,15.9,46.9,50.4,20.5,14.1,34.5,28.3,27.1,36.8,1.77,77.1,3,1
South Alabama,Georgia Southern,62,48,14,2021-01-23,SB,103.9,109.7,67.0,17.0,18.5,54.0,55.5,19.8,21.0,26.7,31.8,38.7,38.0,2.0,76.0,1,0,SB,97.0,104.7,67.4,18.2,17.5,49.8,54.5,22.3,23.5,32.0,30.9,30.3,40.0,1.82,76.2,3,1
Portland St.,Idaho St.,69,43,26,2021-01-23,BSky,95.6,107.9,71.6,16.4,16.3,42.0,51.3,21.7,20.0,31.9,24.5,28.9,34.7,2.16,77.7,0,0,BSky,98.0,106.9,64.2,19.9,17.0,50.6,49.3,25.5,16.5,30.9,26.4,31.6,40.5,1.86,76.8,4,1
Lipscomb,Florida Gulf Coast,71,56,15,2021-01-23,ASun,102.6,108.9,66.3,17.7,18.1,51.3,52.9,17.2,17.6,21.7,29.8,36.7,34.3,1.87,76.5,3,0,ASun,96.0,104.3,69.7,16.9,17.2,49.4,49.9,23.1,20.6,29.6,33.3,31.2,30.1,1.6,76.8,3,1
Tennessee St.,Eastern Illinois,65,54,11,2021-01-23,OVC,89.6,102.4,70.9,16.5,16.6,46.8,47.8,22.3,22.3,24.6,29.7,27.0,30.6,1.69,76.4,1,0,OVC,100.4,106.7,70.2,16.7,16.9,48.5,53.3,18.9,19.0,30.1,26.8,33.6,40.1,2.62,76.7,1,0
UTSA,Southern Miss,78,72,6,2021-01-23,CUSA,103.8,107.8,72.2,15.8,17.0,47.0,54.4,17.0,17.6,25.3,25.5,29.6,39.0,1.93,76.8,2,1,CUSA,95.2,102.7,65.2,18.6,17.3,48.2,46.4,21.6,17.7,27.5,24.0,35.7,31.4,1.68,77.5,2,0
Rider,Marist,67,76,-9,2021-01-23,MAAC,99.6,110.9,68.4,17.7,17.9,48.4,53.8,17.5,16.5,27.6,27.1,33.9,35.7,1.73,76.3,2,1,MAAC,93.5,103.5,66.3,18.2,17.5,50.6,48.3,21.6,19.1,23.5,25.7,30.3,33.5,1.42,75.9,1,0
NJIT,Stony Brook,74,65,9,2021-01-23,AE,97.1,103.3,69.7,17.4,17.6,46.0,51.4,16.8,20.4,25.8,30.0,32.8,33.9,2.2,76.1,1,0,AE,95.6,103.9,68.6,17.1,17.1,50.0,51.2,20.8,20.1,26.3,27.6,32.8,36.5,2.16,77.1,3,0
Holy Cross,Lehigh,72,75,-3,2021-01-23,Pat,93.9,110.9,71.3,17.0,16.1,51.6,53.2,20.5,16.8,26.7,33.8,35.3,37.4,1.36,76.8,2,0,Pat,96.6,109.8,68.6,17.5,17.5,50.0,53.8,16.9,16.9,22.1,27.5,30.9,39.4,1.45,77.5,0,0
UNC Wilmington,Delaware,77,70,7,2021-01-23,CAA,101.7,104.8,69.8,16.3,17.5,48.3,49.6,18.0,19.6,27.9,31.8,35.2,30.6,1.84,76.7,3,0,CAA,97.3,104.6,66.7,18.2,17.4,48.0,48.8,20.9,19.6,27.4,28.0,29.2,36.5,1.71,78.0,2,0
Western Michigan,Akron,68,79,-11,2021-01-23,MAC,95.4,104.8,65.4,18.4,16.5,48.6,50.0,21.1,14.9,25.2,29.9,32.4,31.9,1.74,76.3,1,0,MAC,104.6,100.8,68.6,17.5,17.5,53.2,47.3,20.6,14.8,30.2,27.2,33.6,29.4,1.95,75.6,3,1
Southeastern Louisiana,Northwestern St.,68,73,-5,2021-01-23,Slnd,94.2,110.2,68.7,17.6,16.3,43.9,54.9,23.6,21.8,32.2,31.8,27.7,35.9,1.83,76.9,2,1,Slnd,96.1,110.4,71.6,16.5,15.8,45.7,54.6,19.4,16.5,25.0,32.3,31.5,34.4,2.03,75.1,1,0
Cleveland St.,Milwaukee,80,81,-1,2021-01-23,Horz,97.4,98.4,66.4,17.8,17.2,47.9,46.4,21.0,22.0,31.0,34.6,30.1,28.9,1.92,77.1,4,1,Horz,97.1,103.2,69.9,16.3,17.4,49.3,52.9,16.7,20.6,22.5,21.5,31.6,37.4,1.72,76.8,2,0
Wofford,Western Carolina,91,78,13,2021-01-23,SC,106.2,101.6,66.2,18.2,17.2,54.9,50.1,21.1,18.9,31.1,30.9,37.1,32.0,1.54,75.8,4,1,SC,101.1,105.4,71.4,16.2,16.9,51.5,51.2,20.9,17.7,24.7,27.4,31.9,32.9,1.71,76.0,1,0
Houston Baptist,McNeese St.,71,74,-3,2021-01-23,Slnd,95.9,113.7,72.6,16.3,15.6,50.5,55.0,24.1,17.2,23.3,32.9,36.9,32.8,1.39,76.7,1,0,Slnd,97.8,116.8,70.6,16.6,15.8,52.8,59.2,22.6,16.8,22.6,30.7,36.2,42.6,2.39,76.1,0,0
Incarnate Word,Texas A&M Corpus Chris,72,53,19,2021-01-23,Slnd,94.2,111.6,67.2,17.7,16.7,52.9,53.1,22.4,18.8,22.7,35.1,41.7,28.8,1.2,76.0,3,0,Slnd,92.8,106.9,69.2,17.3,16.6,44.6,50.0,26.2,19.3,25.4,31.3,30.7,31.7,2.2,76.0,2,0
Coppin St.,Norfolk St.,81,71,10,2021-01-23,MEAC,89.5,104.9,76.8,14.2,15.9,45.6,51.6,19.2,23.1,18.4,33.8,29.0,33.9,1.55,77.0,3,1,MEAC,98.6,105.4,67.3,17.4,17.3,50.3,46.1,17.5,18.0,26.6,32.0,40.0,30.8,2.33,76.9,4,1
Oregon,Oregon St.,64,75,-11,2021-01-23,P12,113.1,92.4,69.6,16.3,17.1,53.6,47.6,17.6,21.5,29.3,23.2,35.5,29.3,2.32,77.5,4,1,P12,105.7,103.4,64.5,18.6,17.1,46.6,50.7,15.9,17.7,29.6,29.2,34.6,31.7,2.01,78.3,3,1
