home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Mount St. Mary's,Wagner,55,57,-2,2021-02-17,NEC,95.6,103.3,61.5,20.4,17.1,48.1,45.7,20.3,16.7,31.1,25.1,32.8,30.0,1.55,76.9,3,0,NEC,99.7,105.5,64.6,18.8,16.6,49.4,51.1,18.4,19.8,33.8,26.8,33.8,35.6,1.87,76.6,5,1
Fairleigh Dickinson,St. Francis NY,87,90,-3,2021-02-17,NEC,101.6,112.9,71.0,16.3,16.7,52.0,53.0,20.2,19.7,29.1,33.8,38.3,32.7,1.5,75.4,2,0,NEC,98.8,111.5,72.1,16.5,16.3,48.6,52.3,16.6,20.3,29.6,31.5,32.6,37.9,2.19,74.9,2,1
Kansas St.,Kansas,41,59,-18,2021-02-17,B12,102.5,105.5,65.3,18.7,17.4,48.5,55.3,22.6,18.3,29.8,27.9,30.9,39.2,1.03,76.9,0,0,B12,111.7,91.5,68.6,16.2,17.8,49.9,48.1,17.7,20.0,32.3,26.4,34.7,34.4,1.48,78.3,4,1
New Mexico,Wyoming,74,83,-9,2021-02-17,MWC,94.0,103.6,65.2,18.7,16.8,41.2,52.6,21.5,19.5,32.8,30.1,24.1,35.2,1.54,78.1,1,0,MWC,107.3,110.3,69.4,17.0,16.9,52.7,53.3,15.9,18.4,22.8,28.9,34.6,32.6,1.02,77.9,1,0
Holy Cross,Boston University,69,78,-9,2021-02-17,Pat,94.9,110.7,69.5,17.2,16.6,49.6,52.5,18.9,17.4,26.1,32.5,33.8,35.7,1.36,76.7,1,0,Pat,99.8,109.3,66.5,17.5,17.1,48.1,54.5,19.7,14.9,32.7,25.7,29.6,35.3,1.88,77.5,3,1
Central Connecticut,Sacred Heart,70,82,-12,2021-02-17,NEC,92.4,110.5,69.1,16.6,17.2,48.6,54.7,20.1,20.8,22.3,30.7,32.1,37.4,1.67,75.5,2,0,NEC,98.0,111.1,67.7,18.0,17.2,46.3,48.8,19.2,15.2,29.5,32.0,31.0,31.1,1.06,75.5,3,0
Indiana St.,Evansville,87,73,14,2021-02-17,MVC,104.1,99.1,67.6,17.6,17.5,49.2,51.8,19.5,22.3,25.7,29.0,34.9,32.7,1.78,76.7,4,1,MVC,103.0,107.9,61.9,21.4,16.3,52.5,55.5,18.3,18.8,18.9,23.2,37.5,39.4,2.23,76.5,2,0
Wofford,The Citadel,81,67,14,2021-02-17,SC,105.8,103.3,66.4,18.0,17.3,54.3,52.4,19.9,18.8,26.7,29.0,35.4,35.3,1.45,75.5,2,0,SC,104.7,111.5,74.8,15.1,16.9,53.6,52.2,17.0,13.8,23.9,27.3,35.8,31.2,1.89,76.5,2,0
North Carolina,Northeastern,82,62,20,2021-02-17,ACC,109.4,92.8,70.3,15.9,17.9,47.8,50.3,20.7,18.5,39.4,24.1,31.0,36.7,1.11,78.9,3,0,CAA,99.5,99.2,67.0,18.1,16.7,52.7,48.6,19.8,17.0,18.5,24.8,35.7,32.1,1.14,77.6,3,0
Chattanooga,Western Carolina,89,81,8,2021-02-17,SC,104.0,103.1,66.7,18.2,16.6,50.9,52.0,15.8,19.2,22.4,25.3,35.7,34.2,2.01,77.1,5,1,SC,99.2,106.5,70.2,16.7,16.8,51.0,53.9,19.8,16.2,24.4,24.4,31.2,35.2,1.76,76.2,2,0
Furman,Samford,78,64,14,2021-02-17,SC,109.7,101.1,68.8,16.3,17.2,56.0,51.2,18.7,21.8,29.0,28.8,34.7,34.5,1.91,76.6,3,1,SC,97.2,105.8,72.8,15.6,16.5,48.6,51.9,21.2,19.1,28.7,26.1,28.2,34.1,2.02,76.6,1,0
Loyola Chicago,Valparaiso,54,52,2,2021-02-17,MVC,112.2,86.7,64.7,18.1,18.7,57.2,45.6,18.4,21.4,25.9,21.7,35.4,30.4,2.24,76.2,4,0,MVC,97.2,101.2,68.0,17.2,18.0,47.4,51.0,18.1,18.7,19.7,28.0,29.8,34.1,1.44,76.8,2,0
