home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
LSU,Arkansas,92,76,16,2021-01-13,SEC,117.5,98.3,69.4,16.2,17.1,56.5,47.7,18.2,21.6,34.3,31.1,36.5,27.8,1.08,77.5,4,1,SEC,111.9,93.2,73.3,15.4,16.1,53.3,45.0,16.1,19.5,34.9,22.9,35.6,30.0,1.6,77.9,3,1
Texas,Texas Tech,77,79,-2,2021-01-13,B12,113.0,87.8,69.1,16.3,17.9,51.8,42.3,19.0,17.7,32.6,27.5,33.2,27.1,1.88,78.0,5,1,B12,110.8,88.3,66.7,17.7,17.7,50.0,44.3,16.3,26.7,35.1,28.0,33.1,29.5,1.4,76.9,4,1
Florida St.,N.C. State,105,73,32,2021-01-13,ACC,110.5,92.6,70.3,16.6,17.3,50.0,46.6,19.2,21.8,34.1,29.9,33.9,34.2,1.9,79.5,3,0,ACC,109.3,93.9,69.9,16.3,17.7,53.5,48.5,17.9,25.8,29.9,31.0,36.2,31.6,1.73,77.1,3,0
Georgia,Auburn,77,95,-18,2021-01-13,SEC,105.0,96.4,75.1,14.9,16.4,50.9,49.6,22.3,22.4,35.6,28.6,30.1,33.0,2.0,76.2,2,0,SEC,107.8,97.6,70.4,16.4,16.6,53.3,49.4,23.4,20.0,33.9,28.7,34.0,30.1,0.76,79.0,1,0
Wichita St.,Tulsa,72,53,19,2021-01-13,Amer,108.3,98.1,68.8,17.4,17.1,46.1,47.6,15.6,17.5,31.1,35.5,31.8,31.8,1.86,76.5,4,1,Amer,103.4,92.2,65.4,17.4,18.1,51.2,43.7,20.8,22.4,28.3,33.4,30.5,30.7,2.26,77.2,5,1
Ohio St.,Northwestern,81,71,10,2021-01-13,B10,115.7,94.9,66.2,18.0,17.6,50.4,47.2,14.5,17.2,34.4,27.0,32.1,34.4,1.99,77.3,3,1,B10,108.3,95.1,69.9,15.5,17.9,53.5,48.2,15.6,16.3,20.2,26.3,39.0,32.4,1.5,77.8,2,0
Massachusetts,Rhode Island,80,78,2,2021-01-13,A10,107.1,101.5,73.6,16.1,15.3,51.2,54.1,16.4,20.6,26.9,22.3,34.4,37.7,0.98,76.8,2,1,A10,106.0,94.0,70.6,16.5,16.6,51.3,46.6,20.7,18.3,26.5,27.4,32.5,32.7,1.92,76.4,3,1
Wake Forest,Louisville,65,77,-12,2021-01-13,ACC,104.2,100.3,69.0,17.9,17.0,56.1,53.3,21.3,24.2,25.0,24.3,35.5,32.1,1.79,77.3,2,0,ACC,110.5,91.8,66.2,17.8,18.3,52.5,45.7,19.9,17.8,30.9,25.3,34.2,31.6,0.96,77.6,4,1
Dayton,Duquesne,72,63,9,2021-01-13,A10,109.0,97.5,65.3,18.8,18.2,57.8,49.4,23.6,20.1,24.6,30.8,36.8,34.4,2.11,77.7,3,1,A10,103.1,96.4,68.3,17.1,18.2,46.7,48.1,20.2,20.5,30.3,29.9,28.9,27.8,1.95,76.1,3,1
Mississippi St.,Texas A&M,55,56,-1,2021-01-13,SEC,110.7,98.5,65.4,18.2,17.8,52.1,48.2,19.3,18.1,37.9,25.3,38.9,36.4,1.28,79.0,4,1,SEC,102.0,95.5,66.1,17.7,17.8,49.8,52.4,25.1,24.6,32.7,29.7,29.9,34.5,1.59,77.4,2,0
Virginia,Notre Dame,80,68,12,2021-01-13,ACC,110.8,89.8,58.7,19.3,19.4,56.0,47.8,13.5,17.1,24.5,23.3,34.7,35.5,1.88,77.7,4,1,ACC,111.2,102.9,66.7,18.2,18.0,53.1,51.4,16.8,12.4,21.2,30.9,37.7,37.7,2.1,78.7,1,0
Chattanooga,Mercer,83,80,3,2021-01-13,SC,102.3,104.0,68.4,17.4,16.4,51.6,53.0,16.5,19.2,21.8,22.8,37.5,34.3,1.81,77.2,2,0,SC,104.3,103.7,72.4,16.7,16.2,54.3,50.3,19.6,16.5,31.7,28.2,36.8,31.1,1.98,77.5,2,0
La Salle,George Mason,42,75,-33,2021-01-13,A10,100.1,99.3,67.9,16.6,17.6,52.2,48.0,21.3,20.3,23.5,29.5,38.4,28.3,1.39,76.5,3,0,A10,100.8,99.8,67.9,17.2,17.4,49.0,51.2,19.7,19.1,29.4,23.9,31.3,38.6,1.63,76.0,1,0
Wyoming,Boise St.,70,90,-20,2021-01-13,MWC,103.5,107.2,69.8,16.4,17.4,53.8,51.0,14.0,19.2,23.3,31.6,37.5,34.1,1.12,78.1,3,0,MWC,109.7,96.9,68.7,16.0,17.8,54.4,45.3,15.4,21.1,32.3,19.8,36.3,29.4,2.03,78.3,5,1
VMI,Wofford,78,80,-2,2021-01-13,SC,100.0,106.9,70.3,16.3,17.1,51.5,49.7,19.7,15.1,22.7,27.2,36.3,32.1,1.65,76.6,2,1,SC,104.8,101.8,65.9,18.6,16.9,54.0,49.9,22.2,19.0,31.7,33.0,35.7,31.4,1.54,75.8,3,1
George Washington,VCU,77,84,-7,2021-01-13,A10,102.3,106.6,69.5,17.0,17.2,52.6,50.2,20.3,17.7,28.2,30.4,34.2,33.5,1.41,78.1,2,1,A10,104.5,91.5,70.9,15.5,17.3,53.2,45.4,20.5,25.5,27.2,31.3,34.5,30.2,1.27,77.1,4,0
