home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
West Virginia,Texas Tech,88,87,1,2021-01-25,B12,112.9,90.8,68.8,17.4,16.6,47.1,47.9,16.8,21.4,37.1,31.2,34.7,28.7,1.83,77.4,3,1,B12,111.5,88.7,67.1,17.8,17.6,49.1,45.4,16.7,26.1,35.1,28.9,32.6,32.1,1.41,76.9,3,0
Virginia,Syracuse,81,58,23,2021-01-25,ACC,115.4,90.8,59.6,19.9,19.2,58.3,48.1,13.5,15.9,23.7,21.2,38.9,34.6,1.85,77.8,5,1,ACC,112.7,95.3,69.3,15.5,17.4,51.7,45.7,16.1,20.9,29.7,32.0,32.1,28.6,1.53,77.9,3,1
Iowa St.,Oklahoma St.,60,81,-21,2021-01-25,B12,106.4,98.9,69.4,16.8,17.1,52.9,49.5,22.5,19.2,23.8,33.3,33.0,28.3,1.93,76.6,1,0,B12,110.4,93.2,71.1,15.9,17.6,51.1,47.6,19.5,19.3,32.3,30.5,32.8,33.2,1.14,77.6,3,0
Arizona,Arizona St.,80,67,13,2021-01-25,P12,114.1,95.6,69.9,16.3,17.8,51.5,47.8,16.6,19.5,36.5,23.7,37.7,32.7,1.33,78.6,3,1,P12,109.6,97.9,73.8,15.8,17.0,50.4,52.3,14.8,22.0,20.3,30.2,33.2,36.3,1.79,76.7,0,0
UNLV,Utah St.,59,56,3,2021-01-25,MWC,105.4,101.3,68.2,17.5,17.0,51.1,52.4,19.3,19.6,26.4,26.1,33.9,37.8,1.59,77.3,4,1,MWC,105.8,90.3,69.9,16.8,17.2,51.0,45.4,20.1,21.3,35.5,19.8,34.4,32.8,1.45,78.1,4,0
Bradley,Loyola Chicago,58,65,-7,2021-01-25,MVC,102.2,97.1,67.2,16.7,18.9,49.9,48.1,19.6,18.3,29.9,26.6,32.1,37.2,1.61,77.4,3,0,MVC,110.5,90.6,65.8,18.0,18.0,57.7,46.9,17.7,22.1,25.1,21.2,36.2,33.0,2.21,76.3,5,1
Indiana St.,Southern Illinois,69,66,3,2021-01-25,MVC,101.9,100.1,69.5,17.0,17.1,47.6,52.9,20.1,22.3,24.2,29.0,34.1,33.3,1.86,76.6,3,1,MVC,101.2,104.6,68.6,17.3,18.1,53.3,54.0,17.7,20.3,16.0,27.1,39.8,40.0,0.98,76.3,2,0
UNC Asheville,Radford,63,73,-10,2021-01-25,BSth,101.4,107.1,69.8,16.8,17.0,54.4,50.3,20.0,20.0,27.0,29.1,35.3,32.8,1.78,76.9,4,1,BSth,97.5,103.2,64.7,19.6,17.3,50.9,48.7,24.4,17.9,34.3,23.0,29.6,36.8,1.18,75.4,4,0
Portland,Loyola Marymount,50,75,-25,2021-01-25,WCC,95.1,106.5,73.8,16.4,15.7,44.6,56.1,19.7,18.4,20.8,28.6,30.8,33.5,2.0,75.7,0,0,WCC,100.9,97.3,69.2,17.5,16.9,48.4,47.9,24.1,18.8,32.2,21.3,29.8,34.5,1.79,78.2,2,0
Arkansas Pine Bluff,Prairie View A&M,56,73,-17,2021-01-25,SWAC,88.7,113.2,69.8,18.3,15.3,42.0,57.2,22.8,16.2,25.4,31.0,31.7,43.6,2.26,75.8,2,0,SWAC,93.1,102.5,68.7,17.5,17.2,48.5,48.9,21.6,26.4,31.5,34.8,28.8,31.1,2.05,76.8,3,1
Alabama St.,Southern,66,64,2,2021-01-25,SWAC,84.0,108.7,68.0,16.1,18.1,40.7,47.1,24.2,21.5,33.6,27.0,26.9,31.5,1.87,75.0,1,0,SWAC,94.8,104.1,70.3,16.2,16.8,46.8,49.7,21.6,17.9,30.3,22.8,33.6,33.7,2.16,76.0,3,0
High Point,Presbyterian,56,71,-15,2021-01-25,BSth,96.1,106.1,67.9,18.0,17.3,50.5,52.4,20.0,19.9,27.1,26.8,33.3,33.8,1.16,76.2,2,1,BSth,90.5,110.7,65.7,19.1,16.4,45.5,56.8,23.9,22.4,30.4,29.5,31.2,41.1,0.83,77.1,0,0
Gardner Webb,Charleston Southern,80,71,9,2021-01-25,BSth,102.2,104.8,68.8,16.5,16.9,51.1,50.1,17.7,18.1,25.3,25.9,35.9,34.1,1.16,75.9,2,1,BSth,89.6,107.5,69.6,16.8,16.5,45.1,52.8,25.4,18.8,26.1,30.3,30.8,35.3,1.12,76.5,0,0
