home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Mercer,The Citadel,88,52,36,2021-02-22,SC,108.1,106.1,68.4,17.1,17.0,54.7,51.3,18.3,17.3,26.3,27.2,36.8,32.5,1.92,77.2,3,0,SC,104.5,110.5,74.7,15.1,16.9,52.9,52.0,16.6,13.9,23.0,26.5,34.3,31.1,1.9,76.5,3,1
Texas A&M Corpus Chris,Southeastern Louisiana,75,78,-3,2021-02-22,Slnd,92.5,109.6,68.7,17.3,16.9,46.9,51.1,24.7,18.2,24.7,30.2,33.0,32.6,2.23,76.2,1,1,Slnd,94.7,109.7,68.0,17.7,16.1,44.0,54.5,23.0,21.5,32.8,29.2,27.7,35.1,1.87,76.6,2,0
Air Force,New Mexico,65,73,-8,2021-02-22,MWC,97.6,112.2,61.8,19.8,17.7,53.8,57.4,22.7,20.5,15.0,35.0,35.3,37.8,1.98,76.8,0,0,MWC,93.2,103.9,65.7,18.4,17.0,42.3,52.6,21.4,19.3,32.5,30.1,25.3,35.4,1.52,78.1,0,0
Northwestern St.,Houston Baptist,86,80,6,2021-02-22,Slnd,97.6,110.6,70.6,16.6,16.1,48.0,54.1,19.9,18.6,26.1,32.5,32.5,33.7,2.02,75.1,5,1,Slnd,96.6,111.9,72.1,16.4,15.7,50.3,53.8,24.3,18.6,25.6,33.5,35.8,33.6,1.39,76.7,2,1
New Orleans,Central Arkansas,88,63,25,2021-02-22,Slnd,96.8,109.9,71.6,16.4,16.0,49.6,54.0,22.3,21.4,29.2,32.3,32.6,33.7,2.17,74.5,1,0,Slnd,96.9,112.7,71.6,15.7,16.2,49.3,53.2,25.0,15.2,26.8,29.3,35.4,36.9,2.06,78.0,0,0
Alcorn St.,Alabama A&M,65,52,13,2021-02-22,SWAC,91.9,111.0,68.5,17.7,16.6,44.2,56.9,20.6,22.5,31.2,33.0,28.9,38.5,2.16,75.0,2,1,SWAC,89.3,107.4,69.0,17.5,16.2,45.8,44.0,19.9,19.1,30.7,30.1,27.8,28.7,0.72,76.5,2,0
Elon,William & Mary,73,54,19,2021-02-22,CAA,96.9,104.4,66.8,17.2,18.7,46.6,50.2,19.5,16.9,22.6,24.8,32.3,33.5,1.54,75.8,2,1,CAA,98.7,109.8,67.7,18.0,17.4,46.7,52.0,19.5,16.4,29.7,32.2,30.0,32.2,1.18,77.3,3,0
USC Upstate,Gardner Webb,58,69,-11,2021-02-22,BSth,96.8,110.7,68.2,17.8,16.8,49.3,54.6,20.9,18.8,24.0,28.6,34.5,35.3,1.66,76.0,2,1,BSth,106.2,106.4,66.9,17.0,18.1,52.7,48.7,17.5,18.2,26.0,27.9,36.7,34.1,1.14,75.9,2,1
Jackson St.,Grambling St.,63,59,4,2021-02-22,SWAC,91.4,101.6,69.3,16.8,16.6,43.6,44.8,23.8,21.8,29.8,30.2,31.4,32.0,2.35,76.5,5,1,SWAC,92.5,106.0,69.9,16.8,16.8,47.6,47.0,22.2,20.5,25.9,31.9,32.2,33.0,2.3,77.4,4,0
Presbyterian,Charleston Southern,77,78,-1,2021-02-22,BSth,91.4,106.3,65.5,18.9,17.2,47.5,53.3,23.9,22.5,32.6,28.7,31.2,35.6,0.87,77.3,2,0,BSth,90.7,108.7,69.2,16.9,17.3,46.8,51.5,23.9,17.8,27.0,31.0,31.6,35.1,1.1,76.5,1,0
SIU Edwardsville,Morehead St.,48,56,-8,2021-02-22,OVC,96.1,109.5,68.4,17.8,16.5,50.0,53.5,23.2,19.6,27.8,32.6,32.7,34.9,1.72,76.4,1,0,OVC,100.5,97.6,65.4,18.3,17.1,51.8,48.0,23.5,18.7,31.7,25.0,34.0,30.5,1.69,77.3,4,1
Drake,Evansville,74,63,11,2021-02-22,MVC,113.6,97.5,66.9,17.6,18.0,54.9,47.1,15.7,19.6,32.7,24.9,36.8,29.0,2.02,76.1,4,1,MVC,106.1,110.5,61.9,21.4,16.4,53.1,57.3,17.9,18.3,19.3,23.5,37.1,40.7,2.22,76.4,0,0
Lamar,Sam Houston St.,71,77,-6,2021-02-22,Slnd,92.2,109.5,68.9,16.9,16.8,43.7,54.2,20.1,19.6,26.3,29.6,27.8,39.2,1.74,76.0,0,0,Slnd,102.2,102.4,70.8,16.0,16.3,50.1,48.8,20.6,22.5,29.9,34.2,36.1,29.9,1.85,75.1,4,1
Southern,Alabama St.,75,66,9,2021-02-22,SWAC,93.0,104.6,70.0,16.4,17.0,47.0,47.3,22.3,19.3,30.7,26.2,33.2,32.8,2.15,76.2,2,1,SWAC,85.1,109.3,69.5,15.9,17.4,43.1,47.0,22.1,21.6,31.5,28.7,31.1,32.0,1.84,75.2,2,1
Liberty,North Alabama,74,54,20,2021-02-22,ASun,107.7,100.6,62.5,19.2,17.9,56.1,47.1,15.8,17.4,23.3,23.0,36.5,32.3,1.75,75.8,5,1,ASun,94.1,106.0,71.1,16.1,17.4,46.7,50.6,21.6,20.6,27.1,26.1,31.7,34.6,1.75,76.1,0,0
