home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Oklahoma St.,Texas Tech,74,69,5,2021-02-22,B12,108.4,91.9,71.1,15.7,17.4,51.0,45.9,20.9,19.8,31.4,29.9,34.0,31.1,1.11,77.5,3,1,B12,113.1,92.1,65.7,18.0,17.8,49.0,47.5,16.1,24.0,34.1,28.8,33.8,34.8,1.43,76.9,3,0
Duke,Syracuse,85,71,14,2021-02-22,ACC,116.5,97.6,68.6,17.1,17.3,53.7,52.7,18.5,19.8,32.2,26.6,35.9,37.8,0.86,77.1,3,1,ACC,113.0,97.4,69.1,15.8,17.7,50.5,48.1,16.2,21.1,29.1,31.4,33.1,31.2,1.56,78.0,4,1
USC,Oregon,72,58,14,2021-02-22,P12,114.3,91.3,67.3,17.2,18.1,52.2,44.2,18.0,17.3,36.3,27.8,34.6,31.7,1.71,79.5,4,0,P12,111.7,94.3,67.7,17.0,17.4,52.9,47.7,17.8,20.9,29.4,26.1,35.5,31.4,2.25,77.5,5,1
Saint Mary's,Pepperdine,66,61,5,2021-02-22,WCC,104.9,93.7,62.6,20.1,16.1,49.4,47.9,17.3,18.3,26.8,21.2,31.6,35.8,1.54,77.7,2,0,WCC,106.9,100.6,71.1,15.5,17.6,49.9,50.4,17.5,18.0,23.1,26.5,32.0,28.4,1.93,76.8,3,0
Arkansas St.,Texas St.,52,57,-5,2021-02-22,SB,102.8,109.7,68.1,17.6,16.5,49.3,50.7,19.6,18.3,30.5,28.2,39.1,35.7,1.42,76.2,4,1,SB,102.3,101.8,62.2,19.9,17.3,52.3,51.1,19.9,23.7,29.6,27.0,39.6,36.5,2.34,75.7,4,1
Southern Illinois,Valparaiso,67,64,3,2021-02-22,MVC,99.6,104.8,66.1,18.2,17.8,51.7,53.8,17.8,19.1,17.3,25.5,36.7,35.9,0.97,76.2,1,0,MVC,98.9,101.2,66.9,17.5,18.3,47.9,51.1,18.0,18.3,20.4,27.6,30.2,34.7,1.45,76.9,2,1
Southeast Missouri St.,Eastern Kentucky,65,87,-22,2021-02-22,OVC,95.5,104.7,68.3,17.3,17.3,50.2,51.7,22.4,19.6,27.9,22.6,35.0,35.7,1.77,76.3,2,1,OVC,101.6,103.0,75.1,15.3,16.1,50.9,51.6,17.0,24.7,28.1,30.9,35.1,33.9,1.3,76.1,3,0
Louisiana,UT Arlington,76,74,2,2021-02-22,SB,102.1,104.8,70.9,16.2,17.5,51.5,49.4,21.1,17.9,31.5,27.3,36.9,36.5,1.71,77.6,2,1,SB,97.9,104.7,69.5,16.6,17.2,46.0,50.2,17.2,19.7,26.5,31.6,35.0,36.4,1.53,76.6,3,0
Louisiana Monroe,Little Rock,68,64,4,2021-02-22,SB,93.8,105.9,66.5,17.4,17.7,48.7,50.3,19.6,21.2,22.8,32.9,34.6,36.6,1.98,76.4,2,1,SB,101.2,106.7,66.8,17.3,17.8,51.9,51.6,22.7,20.6,30.8,28.7,32.3,34.8,1.98,78.2,0,0
Western Carolina,UNC Greensboro,56,77,-21,2021-02-22,SC,99.5,107.7,70.0,16.8,16.9,50.7,54.4,19.7,15.6,24.1,23.4,31.5,35.4,1.76,76.2,1,0,SC,102.9,96.7,68.0,16.7,17.1,47.5,47.8,16.2,21.2,33.0,26.5,28.3,31.8,1.73,77.2,3,1
