home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Seton Hall,Creighton,81,85,-4,2021-01-27,BE,112.6,96.2,67.7,17.1,17.7,52.7,50.1,19.2,18.2,27.8,28.5,33.5,36.7,2.36,79.2,3,0,BE,115.4,93.0,70.1,15.8,17.9,57.1,45.7,15.5,18.1,23.8,29.9,36.4,33.1,2.21,77.0,3,1
Maryland,Wisconsin,55,61,-6,2021-01-27,B10,112.4,95.8,66.2,17.8,18.5,53.2,50.6,16.3,16.3,23.9,25.3,35.5,35.9,1.84,78.4,3,1,B10,112.7,89.2,64.8,18.3,17.9,51.4,45.9,12.6,17.8,23.1,23.2,37.9,32.6,2.39,78.0,3,0
Clemson,Louisville,54,50,4,2021-01-27,ACC,107.0,91.7,66.1,17.4,18.4,49.0,50.5,19.5,24.2,28.0,27.9,32.3,36.7,1.76,76.9,2,0,ACC,111.2,94.0,66.4,17.4,18.6,52.0,47.9,18.6,18.0,30.2,26.0,32.7,32.2,0.99,77.5,3,1
Arkansas,Mississippi,74,59,15,2021-01-27,SEC,110.5,93.3,73.4,15.4,15.9,51.7,47.4,17.0,20.0,34.0,24.5,34.3,31.3,1.57,77.9,3,1,SEC,105.3,90.3,66.9,17.5,16.9,49.4,47.2,19.8,25.0,33.2,25.7,29.6,35.1,1.98,77.2,2,1
Notre Dame,Virginia Tech,51,62,-11,2021-01-27,ACC,112.9,102.2,67.1,17.8,18.4,54.0,51.5,16.3,12.7,20.7,28.1,38.4,36.3,2.16,78.7,2,1,ACC,110.5,94.4,66.3,17.9,17.9,52.1,48.5,17.8,18.2,31.0,25.2,34.2,32.8,1.62,76.3,3,0
Colorado St.,Boise St.,78,56,22,2021-01-27,MWC,108.0,97.1,70.6,16.2,17.6,55.7,47.2,19.1,20.1,19.6,26.6,39.1,29.7,1.18,75.8,4,1,MWC,110.3,95.5,69.5,16.0,17.8,53.8,44.9,15.1,20.8,32.0,20.2,34.5,28.9,2.04,78.2,5,1
Ohio St.,Penn St.,83,79,4,2021-01-27,B10,118.3,95.4,66.6,18.2,17.4,52.1,47.8,15.2,16.0,31.2,26.3,34.5,32.6,1.97,77.5,4,1,B10,112.4,96.3,69.5,16.5,17.5,50.1,52.8,17.0,20.0,34.6,27.6,36.1,31.6,2.16,76.1,2,1
Providence,Marquette,72,63,9,2021-01-27,BE,110.5,96.7,66.9,17.9,17.4,49.9,49.9,17.4,17.3,30.7,30.1,32.4,31.8,1.87,78.1,1,0,BE,110.1,97.0,67.4,18.1,16.9,51.3,47.0,20.3,15.6,32.7,28.1,35.9,35.0,1.71,78.1,3,0
DePaul,St. John's,68,81,-13,2021-01-27,BE,102.6,94.8,72.9,15.3,18.0,49.2,48.0,22.2,21.5,30.2,29.5,33.1,29.8,1.87,76.8,2,1,BE,109.1,99.3,74.1,14.5,17.3,50.5,55.2,16.8,23.4,29.1,29.0,34.9,37.6,1.49,77.0,3,1
South Carolina,Georgia,83,59,24,2021-01-27,SEC,106.7,96.3,74.2,15.6,16.9,48.2,52.7,20.7,21.8,35.0,27.9,31.3,35.0,1.64,77.5,2,0,SEC,106.9,98.6,73.9,15.3,16.6,51.3,51.5,21.6,22.6,34.5,32.3,31.9,31.6,1.93,76.0,2,0
Missouri St.,Drake,73,78,-5,2021-01-27,MVC,105.2,100.4,71.5,16.6,16.6,56.8,45.8,18.6,14.2,22.5,22.5,33.9,33.7,1.62,77.5,4,0,MVC,109.9,95.7,67.5,17.0,17.9,57.8,44.9,17.0,21.7,34.3,23.0,42.5,28.4,2.04,76.2,5,1
UNLV,Utah St.,74,83,-9,2021-01-27,MWC,104.4,99.6,68.5,17.5,16.8,50.3,50.6,19.9,20.0,26.0,26.7,34.9,36.5,1.59,77.4,5,1,MWC,103.8,89.0,70.0,16.7,17.3,50.1,45.3,20.3,21.6,35.2,20.0,33.6,33.7,1.45,78.2,3,0
Pepperdine,BYU,76,73,3,2021-01-27,WCC,103.9,100.7,71.1,15.6,17.6,48.9,50.3,18.5,18.5,22.2,29.3,31.3,29.4,1.92,76.7,2,0,WCC,108.9,93.1,68.7,16.9,16.4,52.8,45.5,19.8,16.9,29.1,24.0,33.2,32.3,2.03,78.0,4,1
Kent St.,Bowling Green,96,91,5,2021-01-27,MAC,106.7,100.3,71.5,17.3,16.4,53.4,48.3,19.8,17.5,36.6,27.8,34.8,33.1,2.26,77.2,4,0,MAC,105.8,102.6,70.3,16.2,16.7,48.5,51.0,15.1,19.6,29.8,30.0,33.4,34.2,1.81,76.3,2,0
N.C. State,Wake Forest,72,67,5,2021-01-27,ACC,109.5,96.9,69.7,16.5,17.3,53.2,52.4,17.3,24.0,28.4,31.8,36.4,35.6,1.76,77.0,1,0,ACC,104.8,99.8,69.3,18.3,16.2,52.6,52.7,21.3,21.1,27.3,26.1,35.5,32.9,1.77,77.5,1,1
La Salle,Rhode Island,60,73,-13,2021-01-27,A10,100.1,100.9,69.1,16.7,17.5,51.3,50.2,21.2,19.9,23.7,29.3,36.3,29.5,1.37,76.6,2,1,A10,105.7,93.1,70.3,16.8,16.8,50.4,45.9,20.9,18.1,29.6,25.9,32.4,31.5,1.92,76.4,3,1
UNC Greensboro,Mercer,81,68,13,2021-01-27,SC,102.5,97.2,68.5,16.7,16.7,47.3,46.7,17.7,21.2,35.7,26.4,27.8,30.6,1.74,77.3,4,1,SC,105.8,104.8,70.9,16.6,16.6,55.3,49.6,17.7,15.9,28.9,26.8,35.4,32.5,1.96,77.4,3,1
Abilene Christian,Stephen F. Austin,82,62,20,2021-01-27,Slnd,98.3,92.8,68.6,17.2,16.3,50.6,43.2,20.1,29.2,28.1,30.6,35.2,24.9,2.22,75.0,4,1,Slnd,102.2,101.0,70.9,16.5,16.0,58.2,53.8,24.6,26.5,34.8,28.0,33.6,38.7,2.41,76.8,5,1
UCF,East Carolina,71,64,7,2021-01-27,Amer,103.5,96.5,66.2,17.6,18.0,46.2,49.9,20.6,20.0,28.9,32.5,33.7,32.9,1.45,77.6,0,0,Amer,99.4,97.6,68.2,17.5,17.2,46.2,47.1,20.0,21.1,27.0,26.6,32.6,30.4,1.96,77.8,2,0
