home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Florida St.,Miami FL,81,59,22,2021-01-27,ACC,115.1,92.8,69.7,17.1,17.1,54.7,46.7,19.4,20.4,34.5,30.3,39.1,33.1,1.98,79.6,4,1,ACC,102.5,95.6,68.9,18.0,16.3,47.4,50.3,20.0,18.8,28.6,24.9,25.8,37.1,1.48,78.4,2,0
VMI,Western Carolina,87,61,26,2021-01-27,SC,105.6,110.5,69.9,16.6,17.0,54.0,53.1,17.5,14.5,23.8,28.1,38.7,37.3,1.56,76.4,2,0,SC,101.9,106.4,71.2,16.4,17.0,52.0,52.7,20.2,17.4,24.8,26.8,32.0,34.2,1.8,75.9,0,0
James Madison,Towson,78,63,15,2021-01-27,CAA,101.4,106.1,71.8,15.8,17.2,51.0,50.9,18.5,21.7,25.4,29.4,34.5,31.2,1.33,76.3,4,1,CAA,100.9,107.7,66.4,18.8,16.3,46.4,51.1,20.2,14.8,35.5,30.7,26.1,38.6,1.74,77.1,2,0
Northwestern St.,New Orleans,81,73,8,2021-01-27,Slnd,95.9,109.6,71.6,16.5,15.9,46.4,53.7,19.5,17.0,24.6,32.6,31.8,33.6,2.02,75.0,2,1,Slnd,96.5,108.3,71.6,16.7,15.9,49.4,54.0,22.4,21.8,29.6,30.7,32.3,34.7,2.17,74.5,3,0
Southeastern Louisiana,Central Arkansas,69,57,12,2021-01-27,Slnd,93.3,109.9,68.8,17.6,16.3,43.7,55.3,23.7,21.7,32.5,30.9,27.4,36.0,1.83,76.9,2,0,Slnd,99.1,109.1,73.4,15.6,16.0,48.7,52.8,25.4,15.0,28.3,28.6,35.2,36.2,2.13,78.0,1,0
Fordham,Duquesne,62,86,-24,2021-01-27,A10,89.0,96.9,63.6,19.0,18.7,39.9,51.3,20.6,20.2,22.1,30.9,25.6,33.5,1.64,75.8,0,0,A10,101.7,96.2,68.0,17.3,18.2,46.2,46.2,20.0,19.7,30.1,32.3,29.0,27.1,1.84,76.2,2,0
St. Francis PA,Fairleigh Dickinson,90,82,8,2021-01-27,NEC,97.6,106.6,70.3,16.7,16.5,47.3,50.6,19.7,19.2,28.2,32.1,31.2,27.9,1.29,76.9,2,0,NEC,99.5,111.5,70.6,16.5,17.0,49.9,54.2,20.4,19.0,28.4,32.7,37.6,30.0,1.41,75.3,2,1
Colorado,Washington St.,70,58,12,2021-01-27,P12,114.4,92.5,67.4,17.0,18.4,51.8,47.4,15.8,20.5,31.5,24.6,35.2,32.9,2.31,77.3,4,1,P12,98.2,95.1,68.8,17.5,16.8,47.8,44.4,21.1,17.7,27.9,27.3,34.2,29.1,1.13,78.7,0,0
Florida,Vanderbilt,78,71,7,2021-01-27,SEC,113.1,93.5,70.5,16.1,17.2,53.5,47.9,19.6,21.5,32.8,30.8,37.2,34.4,1.51,77.3,3,1,SEC,104.9,103.3,69.7,17.6,16.7,50.6,52.7,19.6,17.5,30.3,25.9,33.7,33.3,1.34,77.1,0,0
Incarnate Word,Houston Baptist,57,73,-16,2021-01-27,Slnd,94.8,110.3,66.4,17.9,16.8,53.1,51.9,21.4,18.8,23.3,33.3,40.6,28.7,1.17,75.9,3,1,Slnd,95.0,113.0,72.1,16.3,15.7,50.8,55.0,24.1,17.8,23.7,33.2,36.8,32.8,1.39,76.7,0,0
LIU,Merrimack,63,68,-5,2021-01-27,NEC,95.9,103.1,74.5,14.7,17.2,48.8,48.5,20.6,24.1,32.6,30.2,28.6,33.8,1.76,76.3,3,0,NEC,92.2,104.6,68.4,16.9,18.5,49.7,51.8,16.9,22.2,21.5,29.4,27.4,42.9,1.37,75.7,2,1
The Citadel,Wofford,77,69,8,2021-01-27,SC,101.6,113.2,77.2,14.5,16.6,54.3,54.6,16.9,14.5,25.2,27.9,37.4,33.1,1.86,76.5,1,0,SC,107.1,102.2,66.2,18.1,17.3,56.5,50.8,20.4,18.3,30.3,30.5,37.8,32.1,1.51,75.7,4,1
Texas A&M Corpus Chris,Sam Houston St.,70,75,-5,2021-01-27,Slnd,91.3,107.5,68.6,17.4,16.9,44.2,50.5,25.5,18.7,24.8,31.0,30.3,32.4,2.23,76.0,2,0,Slnd,99.8,102.7,71.9,16.1,15.9,49.2,50.0,22.0,21.6,30.0,33.7,37.0,29.7,1.85,75.2,5,1
Baylor,Kansas St.,107,59,48,2021-01-27,B12,120.6,86.8,68.8,16.1,17.5,58.4,46.4,17.7,26.5,38.3,30.0,42.6,32.0,1.96,76.6,5,1,B12,100.9,101.8,65.1,18.4,17.8,48.8,54.8,23.0,19.2,32.2,27.5,31.0,36.8,1.08,76.8,0,0
Nicholls St.,McNeese St.,76,69,7,2021-01-27,Slnd,100.0,103.0,71.4,16.2,16.3,50.5,49.4,17.9,21.4,29.3,28.7,31.8,33.8,2.48,76.1,5,1,Slnd,97.3,116.0,70.2,16.7,15.9,52.9,58.7,22.9,17.6,24.2,30.4,35.8,41.6,2.39,76.1,1,1
