home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Oklahoma,Texas,65,69,-4,2021-03-04,B12,112.3,93.8,68.2,17.2,17.4,50.7,48.5,15.5,19.0,27.9,27.8,33.5,35.4,2.09,76.8,2,0,B12,113.4,92.8,69.4,16.3,18.0,52.0,46.1,19.7,17.7,31.1,26.5,34.4,32.1,1.92,77.8,3,1
Dayton,Rhode Island,84,72,12,2021-03-04,A10,107.7,97.0,66.3,18.6,17.5,55.4,47.5,21.3,17.4,22.6,29.1,36.5,31.4,1.92,77.8,0,0,A10,104.8,95.8,69.6,16.9,17.1,48.8,47.3,19.8,17.7,30.1,26.4,30.9,32.2,1.91,76.4,0,0
Baylor,Oklahoma St.,81,70,11,2021-03-04,B12,123.2,91.3,68.6,16.4,17.5,57.8,48.2,16.9,25.5,37.0,31.1,42.1,32.6,1.98,76.6,4,1,B12,109.2,91.2,71.8,15.8,17.4,51.4,46.6,21.1,19.4,31.4,28.9,33.8,32.2,1.09,77.5,5,1
Cincinnati,Vanderbilt,64,78,-14,2021-03-04,Amer,105.3,97.3,71.3,16.6,17.0,48.6,49.2,20.5,18.7,28.7,25.2,30.2,32.6,1.53,77.3,3,0,SEC,110.2,102.0,69.5,18.0,16.0,51.4,52.6,19.8,19.4,29.0,28.2,35.4,34.1,1.43,77.0,1,0
East Carolina,UCF,60,64,-4,2021-03-04,Amer,101.1,97.8,68.4,17.5,17.2,46.0,48.0,19.3,21.1,27.6,28.2,30.5,31.2,2.0,77.7,1,0,Amer,107.7,98.8,67.3,17.8,17.5,50.4,50.3,21.8,19.8,29.0,32.3,36.3,33.2,1.55,77.7,4,1
Richmond,Duquesne,62,67,-5,2021-03-04,A10,112.5,98.3,68.9,16.5,17.8,53.6,52.6,14.6,21.5,19.5,28.2,34.6,32.2,2.46,76.1,0,0,A10,103.4,97.7,69.0,17.6,17.7,48.2,47.2,19.2,19.6,30.9,29.9,30.0,28.5,1.67,76.2,0,0
Michigan,Michigan St.,69,50,19,2021-03-04,B10,119.7,87.8,67.7,17.2,18.0,55.6,44.3,17.0,15.0,29.9,24.7,38.8,33.2,2.14,77.9,4,0,B10,108.0,93.7,68.9,17.1,17.3,48.4,47.7,18.8,15.2,30.9,26.1,32.7,31.1,1.72,78.0,4,1
Jacksonville St.,Murray St.,68,65,3,2021-03-04,OVC,106.4,105.4,66.3,18.3,16.8,53.0,48.3,20.1,15.5,32.4,28.0,34.9,33.0,2.17,77.1,0,0,OVC,104.4,103.4,66.8,17.2,18.1,55.2,49.8,19.5,19.8,27.6,26.1,37.0,32.4,1.46,76.8,0,0
Colorado,Arizona St.,75,61,14,2021-03-04,P12,114.6,92.2,67.1,17.5,18.6,52.4,47.2,16.7,20.2,29.7,25.7,36.8,32.6,2.3,77.4,3,1,P12,108.8,100.5,72.9,16.0,17.1,50.2,51.5,14.6,21.1,21.8,30.5,33.8,36.0,1.98,76.4,3,1
Massachusetts,Saint Joseph's,100,66,34,2021-03-04,A10,105.0,99.4,72.3,16.5,16.5,48.6,51.5,17.2,20.4,24.7,24.9,32.1,34.4,1.03,76.9,0,0,A10,102.4,103.4,72.7,16.5,16.5,48.9,52.8,18.8,17.6,22.0,30.8,31.5,34.7,1.2,78.0,0,0
Northern Iowa,Illinois St.,65,60,5,2021-03-04,MVC,104.1,103.1,69.2,17.4,17.7,50.2,53.3,19.1,16.5,26.2,22.0,32.8,34.8,1.35,76.8,0,0,MVC,99.8,102.5,69.4,16.6,18.3,50.6,51.9,19.1,16.6,24.0,26.2,34.7,31.9,1.03,77.1,0,0
Eastern Kentucky,Austin Peay,70,67,3,2021-03-04,OVC,102.2,101.7,75.6,15.4,15.9,51.4,51.0,16.9,24.2,27.5,30.2,35.7,33.3,1.28,76.1,0,0,OVC,104.7,108.9,67.5,17.9,17.0,50.5,55.1,21.1,22.7,35.6,30.2,33.8,36.9,1.55,74.9,0,0
Portland St.,Southern Utah,58,68,-10,2021-03-04,BSky,95.3,100.9,70.5,17.0,16.9,45.4,48.8,20.2,23.2,30.4,24.2,30.2,34.7,2.06,77.6,4,1,BSky,106.6,106.5,70.8,16.9,16.9,52.5,53.6,16.4,16.8,30.7,21.6,33.1,37.4,2.43,76.7,5,1
Bradley,Southern Illinois,63,73,-10,2021-03-04,MVC,103.8,100.3,66.4,17.1,19.0,49.8,50.8,18.9,18.2,28.2,26.7,31.3,38.1,1.47,77.3,0,0,MVC,99.6,102.5,66.6,18.4,17.9,52.3,52.9,18.8,19.0,17.2,25.6,37.8,33.9,0.97,76.2,0,0
Iowa,Nebraska,102,64,38,2021-03-04,B10,124.9,95.4,69.8,16.3,17.4,55.0,48.3,13.4,16.2,31.6,29.7,40.1,34.9,1.7,78.0,4,1,B10,101.9,92.6,72.2,15.4,17.7,48.1,48.9,19.3,18.5,23.3,28.8,33.0,30.6,1.95,78.3,2,1
San Francisco,San Diego,67,51,16,2021-03-04,WCC,106.8,98.9,68.6,17.6,16.6,50.9,50.0,17.1,19.8,25.2,24.6,33.8,33.6,2.0,77.8,0,0,WCC,99.1,101.8,70.8,16.9,15.9,47.3,53.4,18.3,18.4,20.9,26.3,31.6,39.0,2.09,77.6,0,0
George Mason,George Washington,73,59,14,2021-03-04,A10,102.2,96.9,68.3,16.9,17.6,48.7,49.5,18.1,19.8,30.9,23.1,33.0,34.3,1.57,76.1,0,0,A10,102.7,107.1,68.5,17.7,17.2,50.3,50.9,20.1,17.2,25.4,29.0,32.3,34.3,1.28,78.3,0,0
West Virginia,TCU,76,67,9,2021-03-04,B12,117.7,95.5,69.5,17.4,16.7,49.2,50.1,16.7,20.2,35.7,30.4,36.6,32.6,1.83,77.2,3,0,B12,106.7,101.9,66.8,18.5,17.0,50.4,50.5,20.4,16.6,29.1,28.8,34.4,32.6,1.14,77.8,1,0
Bellarmine,Stetson,70,73,-3,2021-03-04,ASun,107.8,108.2,65.0,17.9,18.5,55.5,55.7,17.4,23.3,27.3,27.8,36.5,39.4,2.04,76.8,0,0,ASun,101.2,108.3,69.1,18.4,16.5,50.9,52.7,19.5,18.0,27.1,27.0,36.8,35.0,0.84,76.9,0,0
Radford,Campbell,60,78,-18,2021-03-04,BSth,98.2,103.2,63.9,19.8,17.2,50.5,49.3,23.2,17.8,33.2,23.9,30.3,36.9,1.21,75.5,0,0,BSth,102.8,107.4,64.3,18.9,17.8,55.7,51.4,18.2,21.3,19.3,31.2,38.0,30.1,1.8,75.4,0,0
Quinnipiac,Saint Peter's,65,60,5,2021-03-04,MAAC,91.3,100.8,72.2,16.5,17.0,47.8,44.3,19.1,16.3,20.6,27.1,33.2,30.0,1.16,77.4,3,0,MAAC,90.8,94.0,67.7,17.8,17.1,45.4,44.7,21.5,22.9,30.0,28.3,32.0,34.1,1.3,75.9,3,0
Lipscomb,Florida Gulf Coast,60,72,-12,2021-03-04,ASun,102.3,107.6,66.4,17.6,18.0,51.7,51.6,17.1,18.3,22.5,28.5,34.7,32.7,1.83,76.6,0,0,ASun,93.7,104.3,70.4,16.8,17.1,47.0,48.1,20.4,19.0,29.4,30.2,28.6,30.8,1.62,76.8,0,0
