home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Rutgers,Michigan St.,67,37,30,2021-01-28,B10,110.1,93.3,68.8,16.8,17.5,51.6,49.2,14.9,18.3,28.5,27.9,35.4,33.4,1.96,77.9,1,1,B10,110.8,94.6,70.1,16.1,17.3,51.2,47.7,19.0,16.2,30.7,24.3,34.7,32.9,1.7,77.9,2,0
Arizona,Stanford,64,73,-9,2021-01-28,P12,114.0,95.1,69.7,16.2,17.7,51.7,47.3,17.0,19.3,35.8,23.6,37.6,32.1,1.33,78.6,3,1,P12,106.7,90.8,70.8,16.4,17.0,50.1,46.0,21.5,20.5,29.2,29.4,30.8,33.2,1.33,78.8,3,1
SMU,Memphis,67,65,2,2021-01-28,Amer,112.5,97.2,69.7,15.8,17.4,54.0,46.8,18.6,19.6,30.2,28.2,37.0,34.6,2.12,77.4,2,0,Amer,103.4,88.8,71.4,15.9,17.2,49.1,44.0,21.1,22.2,33.5,24.0,34.5,28.6,1.1,77.8,4,1
Kansas,TCU,59,51,8,2021-01-28,B12,113.3,91.1,68.0,16.4,17.6,50.6,49.0,18.4,18.7,33.1,26.1,35.8,34.2,1.44,78.2,2,0,B12,105.9,98.3,67.2,18.3,17.0,51.7,49.2,20.7,16.9,28.4,28.5,34.5,30.7,1.12,77.7,2,0
Arizona St.,California,72,68,4,2021-01-28,P12,108.9,97.8,73.7,15.8,16.8,49.6,52.5,14.9,22.1,20.5,29.7,32.4,36.3,1.78,76.7,0,0,P12,103.9,101.5,65.9,18.5,17.2,51.8,53.0,19.4,18.7,21.6,26.7,34.5,40.7,2.0,77.4,2,0
UTSA,UTEP,86,79,7,2021-01-28,CUSA,104.0,108.0,72.1,16.0,17.0,47.2,54.3,16.5,17.8,25.8,24.9,30.6,38.9,1.94,76.8,3,1,CUSA,101.8,102.9,67.7,17.5,18.1,47.5,51.3,15.5,19.3,24.0,28.4,33.3,35.9,1.93,77.8,1,0
Valparaiso,Bradley,91,85,6,2021-01-28,MVC,97.4,101.5,67.6,17.1,17.3,45.4,50.7,18.2,18.5,21.8,26.5,27.0,34.5,1.42,76.7,2,1,MVC,101.8,96.5,67.1,16.8,18.8,49.7,48.0,20.1,18.5,30.1,26.6,31.6,36.7,1.59,77.4,2,0
Austin Peay,Belmont,76,81,-5,2021-01-28,OVC,103.8,108.3,67.6,17.9,16.4,48.8,56.6,22.3,22.8,36.6,28.8,29.2,35.3,1.61,75.0,3,0,OVC,109.5,101.4,71.8,16.0,16.8,57.8,49.2,16.6,22.1,24.9,27.0,35.6,34.5,1.34,76.9,5,1
Jacksonville St.,Morehead St.,66,85,-19,2021-01-28,OVC,101.2,104.2,66.4,18.1,16.4,52.2,48.0,21.3,15.4,30.3,27.5,34.1,30.0,2.14,77.2,3,1,OVC,95.4,98.5,65.8,18.3,16.6,49.5,47.4,24.4,18.9,29.8,25.6,30.3,30.0,1.7,77.4,5,1
USC,Oregon St.,75,62,13,2021-01-28,P12,111.9,91.6,68.4,17.1,18.0,52.1,43.7,17.8,17.4,35.9,27.7,33.9,32.2,1.73,79.6,4,1,P12,106.6,102.3,64.7,18.7,17.0,46.9,50.4,16.1,17.1,30.0,27.8,34.4,31.2,2.0,78.3,3,1
San Jose St.,Air Force,59,58,1,2021-01-28,MWC,97.1,111.4,73.4,15.9,16.6,42.9,54.0,17.9,15.1,21.3,35.7,29.9,33.8,1.62,78.0,1,1,MWC,96.9,109.8,63.0,19.5,17.4,53.8,56.9,24.4,20.2,14.1,36.2,34.3,38.3,1.91,76.8,1,0
Southeast Missouri St.,SIU Edwardsville,64,62,2,2021-01-28,OVC,94.2,107.9,68.4,17.4,17.2,49.3,52.3,21.5,18.6,26.2,19.5,34.1,36.1,1.77,76.2,1,0,OVC,95.2,107.3,70.6,17.2,16.0,50.7,53.9,24.4,21.6,28.5,32.2,32.6,35.2,1.82,76.4,3,1
Southern Miss,Louisiana Tech,63,76,-13,2021-01-28,CUSA,95.1,103.1,65.4,18.4,17.3,48.5,46.6,21.5,17.1,26.8,24.5,35.9,32.2,1.68,77.5,2,0,CUSA,102.4,95.6,69.8,16.5,16.6,49.5,45.8,17.9,18.4,27.5,23.4,34.1,30.4,2.13,76.2,4,1
LIU,Merrimack,78,68,10,2021-01-28,NEC,95.4,103.4,74.0,14.7,17.6,48.2,48.6,20.1,24.2,30.7,30.0,29.3,33.5,1.77,76.2,3,0,NEC,92.5,104.2,68.0,17.3,17.9,49.6,50.8,18.0,21.5,22.4,27.8,28.0,41.8,1.38,75.7,3,1
Middle Tennessee,UAB,59,70,-11,2021-01-28,CUSA,89.8,98.9,71.7,17.0,16.1,42.8,49.7,23.1,22.4,23.9,24.1,28.4,27.6,1.94,76.7,1,0,CUSA,105.0,97.1,68.7,17.1,17.7,50.4,44.5,14.2,24.8,28.5,26.1,30.6,28.9,2.27,76.8,4,1
Tennessee Martin,Eastern Illinois,51,41,10,2021-01-28,OVC,94.3,115.4,69.4,17.7,16.3,44.6,61.1,22.0,20.4,27.9,30.3,33.5,40.8,1.58,77.0,1,1,OVC,98.8,108.3,69.9,16.7,17.1,48.3,53.4,18.5,19.6,28.8,28.1,32.0,38.9,2.56,76.7,0,0
Fresno St.,New Mexico,64,62,2,2021-01-28,MWC,99.6,101.8,66.3,17.9,16.8,48.4,51.9,21.5,18.7,31.9,23.4,29.1,35.3,1.3,77.2,2,0,MWC,95.0,104.7,65.1,18.6,16.8,41.3,53.2,21.0,18.7,31.8,30.7,24.9,36.0,1.49,78.1,2,0
