home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Arkansas,Alabama,81,66,15,2021-02-24,SEC,112.7,92.1,72.1,15.9,16.0,51.1,47.5,17.1,20.6,32.7,25.8,33.8,31.7,1.55,78.0,4,1,SEC,113.6,88.3,74.1,14.1,17.5,52.3,45.4,18.8,20.7,30.3,29.0,36.0,29.2,1.88,77.8,4,1
Rutgers,Indiana,74,63,11,2021-02-24,B10,110.2,90.7,67.3,17.1,17.8,50.5,48.0,16.0,19.1,28.7,28.6,31.8,32.9,2.01,77.9,2,0,B10,112.3,94.0,65.8,18.0,17.4,50.4,48.5,17.5,17.5,26.1,26.9,34.6,33.8,1.37,77.2,3,0
Davidson,St. Bonaventure,53,56,-3,2021-02-24,A10,113.9,101.6,62.9,19.2,18.3,55.6,49.9,17.2,15.1,28.5,19.6,35.7,33.6,1.75,78.5,4,0,A10,112.1,95.6,65.3,18.3,18.2,50.1,46.1,17.7,18.7,33.8,30.2,33.9,30.9,1.93,77.3,3,1
Providence,Xavier,83,68,15,2021-02-24,BE,109.0,97.8,65.9,18.2,17.4,48.3,49.0,17.1,17.1,30.4,30.2,32.4,30.9,1.86,78.1,2,0,BE,111.6,96.9,68.7,16.3,17.6,53.3,46.1,16.4,16.8,27.3,28.1,34.2,32.3,1.9,77.2,3,1
Vanderbilt,Tennessee,58,70,-12,2021-02-24,SEC,110.1,102.6,68.9,17.9,16.0,51.2,52.9,20.0,19.3,30.7,27.0,34.9,34.0,1.43,77.1,1,0,SEC,109.4,88.8,66.9,17.3,17.2,50.3,45.9,17.3,22.8,30.4,27.5,34.4,31.2,1.54,77.5,3,0
Mississippi St.,South Carolina,69,48,21,2021-02-24,SEC,107.7,95.8,65.7,18.1,17.5,50.4,47.8,21.5,18.7,35.7,26.7,35.9,33.2,1.21,78.9,2,1,SEC,107.3,98.9,74.2,15.3,16.7,48.0,52.6,20.6,22.1,34.6,31.3,31.8,35.5,1.67,77.5,0,0
Wake Forest,Clemson,39,60,-21,2021-02-24,ACC,105.4,101.2,67.2,18.7,16.5,50.8,53.3,20.5,18.2,27.7,26.1,35.6,37.3,1.7,77.5,1,0,ACC,107.4,90.6,65.3,17.8,18.1,49.1,48.9,19.7,22.3,27.4,27.5,32.3,33.8,1.77,76.9,4,1
Butler,Seton Hall,61,52,9,2021-02-24,BE,101.5,97.4,64.6,19.3,17.4,46.9,52.8,17.4,19.5,25.9,24.1,32.7,35.4,1.76,76.6,2,0,BE,113.8,96.8,66.9,17.1,18.0,51.3,49.7,18.8,19.1,29.5,29.7,33.1,37.0,2.37,79.2,4,0
Tulsa,Cincinnati,69,70,-1,2021-02-24,Amer,102.7,96.1,65.1,17.7,18.2,48.8,48.0,20.2,22.7,26.5,32.9,28.3,34.6,2.29,77.2,2,1,Amer,104.2,96.8,70.2,16.7,17.1,47.5,49.2,20.7,18.5,28.3,25.2,28.3,32.2,1.58,77.3,4,0
North Carolina,Marquette,70,83,-13,2021-02-24,ACC,111.3,91.7,70.8,15.7,17.9,48.7,49.1,20.1,18.9,39.8,24.6,31.6,35.5,1.08,78.8,3,1,BE,108.8,98.6,66.9,18.3,17.0,50.7,47.9,20.8,15.6,30.5,27.9,33.3,36.1,1.76,78.0,2,1
