home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Virginia,N.C. State,61,68,-7,2021-02-24,ACC,116.7,91.9,59.8,20.1,18.7,57.3,48.4,15.7,15.7,22.0,21.9,40.0,33.8,1.91,77.8,3,0,ACC,110.0,98.1,68.1,16.8,17.8,53.2,52.1,19.3,23.0,30.3,31.6,36.0,35.4,1.68,77.0,3,1
Ball St.,Kent St.,90,71,19,2021-02-24,MAC,100.7,100.4,70.1,16.7,16.6,49.7,48.4,20.3,17.9,26.2,30.5,33.0,30.4,1.91,76.9,1,0,MAC,108.3,98.8,70.3,17.4,16.7,51.9,48.1,19.1,17.2,35.0,28.7,34.8,34.1,2.15,77.4,4,1
South Florida,Temple,47,65,-18,2021-02-24,Amer,103.5,98.8,67.0,18.0,17.1,46.1,50.3,20.8,19.0,35.1,26.0,33.5,31.2,1.88,78.3,2,1,Amer,102.7,100.5,68.8,17.4,17.7,46.2,48.4,20.1,15.8,26.6,27.5,32.8,34.6,1.56,77.6,0,0
Mercer,Chattanooga,81,77,4,2021-02-24,SC,108.6,104.8,68.2,17.2,17.0,55.0,50.5,18.2,17.2,26.8,26.6,37.0,31.5,1.91,77.2,3,1,SC,104.7,103.3,66.3,18.2,16.8,50.8,51.5,15.6,18.7,22.1,25.6,35.6,33.6,2.02,77.1,4,0
La Salle,Duquesne,85,65,20,2021-02-24,A10,103.5,105.9,68.3,17.1,17.4,50.0,52.3,20.3,20.2,26.6,30.0,33.5,32.2,1.32,76.7,1,0,A10,103.4,96.5,67.8,17.7,17.8,47.6,46.4,18.7,19.4,30.3,28.8,29.0,27.7,1.69,76.2,3,0
Miami FL,Florida St.,71,88,-17,2021-02-24,ACC,101.3,98.4,67.9,18.2,16.5,47.2,51.7,19.1,18.3,27.1,26.2,29.1,36.5,1.62,78.7,1,0,ACC,118.4,94.3,69.4,16.8,17.7,54.4,47.5,19.0,19.6,35.4,28.6,39.4,34.2,1.99,79.6,4,1
Saint Joseph's,Dayton,97,84,13,2021-02-24,A10,100.8,105.4,72.0,16.3,16.6,48.2,52.8,19.8,17.6,22.2,32.1,30.4,35.0,1.17,78.1,1,1,A10,108.7,97.3,65.4,18.8,17.4,55.2,47.2,21.0,17.8,22.2,29.1,35.9,30.4,1.95,77.8,2,1
Creighton,DePaul,77,53,24,2021-02-24,BE,117.2,95.1,68.9,15.9,18.0,56.8,46.5,16.0,18.3,24.3,29.5,36.8,33.0,2.24,77.0,4,1,BE,99.9,94.6,70.4,15.9,17.8,46.9,47.2,22.8,20.4,33.5,30.7,32.1,30.7,1.83,76.9,1,1
Abilene Christian,Sam Houston St.,86,72,14,2021-02-24,Slnd,101.7,93.3,69.1,16.8,16.6,51.9,44.2,19.0,28.6,29.8,29.8,35.3,29.1,2.26,75.1,5,1,Slnd,101.8,102.4,71.0,16.0,16.4,50.1,48.2,20.3,22.1,29.1,34.6,35.8,29.7,1.84,75.1,4,1
George Mason,George Washington,63,58,5,2021-02-24,A10,102.2,98.6,68.0,17.0,17.5,48.8,49.9,18.8,19.6,30.0,23.5,32.2,35.1,1.58,76.1,3,1,A10,104.9,107.9,68.9,17.3,16.9,51.9,51.2,20.4,17.8,27.5,28.5,34.3,33.7,1.37,78.2,2,1
Memphis,Tulane,61,46,15,2021-02-24,Amer,104.6,88.7,71.2,16.0,17.1,50.6,44.4,22.0,23.1,33.6,25.2,35.7,27.3,1.12,77.8,4,1,Amer,99.8,97.3,66.3,17.7,18.1,44.4,48.9,17.0,22.8,24.8,29.1,30.3,35.0,1.05,76.4,2,0
UNLV,Fresno St.,64,67,-3,2021-02-24,MWC,105.4,103.8,65.8,18.4,17.1,50.5,52.3,19.8,18.0,29.5,24.8,34.6,38.3,1.45,77.5,3,1,MWC,99.0,103.2,65.8,18.1,17.8,48.1,51.6,22.3,19.6,32.3,25.0,29.6,35.5,1.25,77.3,2,0
Loyola MD,American,60,49,11,2021-02-24,Pat,97.9,103.5,69.5,17.8,16.8,50.4,48.9,18.6,19.4,30.3,24.3,29.2,35.8,1.75,77.2,2,0,Pat,97.2,105.4,68.3,17.8,17.8,52.4,48.5,23.4,19.3,24.6,33.8,38.5,28.7,1.62,77.6,2,0
Texas A&M Corpus Chris,New Orleans,61,69,-8,2021-02-24,Slnd,92.7,110.5,68.8,17.3,17.0,47.5,51.7,24.5,18.1,24.3,29.8,33.6,33.6,2.22,76.1,1,0,Slnd,96.8,109.0,71.6,16.3,16.1,50.4,52.5,22.0,21.3,29.1,33.2,33.2,32.7,2.16,74.5,1,1
North Carolina Central,North Carolina A&T,63,79,-16,2021-02-24,MEAC,96.0,107.2,65.4,18.2,16.4,49.9,52.2,20.5,22.4,23.5,34.0,36.7,31.8,2.62,75.0,3,0,MEAC,96.6,108.2,70.8,16.3,16.2,45.8,53.0,19.4,23.5,27.2,36.6,30.7,36.6,2.18,76.1,4,1
Air Force,New Mexico,62,55,7,2021-02-24,MWC,97.1,112.9,62.3,19.7,17.7,53.5,57.5,22.5,20.9,15.6,35.3,34.7,37.5,1.97,76.8,0,0,MWC,93.3,103.7,66.2,18.3,17.1,43.3,52.4,21.7,19.2,32.9,29.8,25.2,34.8,1.52,78.1,1,1
Northwestern St.,Stephen F. Austin,57,83,-26,2021-02-24,Slnd,97.7,110.9,70.7,16.5,16.1,48.6,53.9,19.8,18.6,26.3,32.4,33.6,33.3,2.02,75.1,5,1,Slnd,105.4,105.1,70.1,16.6,16.2,56.3,53.2,23.9,24.0,38.8,27.1,33.5,37.2,2.4,76.8,4,1
Boston University,Holy Cross,75,86,-11,2021-02-24,Pat,101.2,109.8,66.5,17.7,17.1,48.7,54.4,19.3,15.3,31.8,27.0,29.3,36.4,1.92,77.4,2,0,Pat,96.1,109.5,68.7,17.4,16.6,49.2,52.3,18.8,18.6,27.1,31.4,34.4,35.5,1.36,76.7,2,1
Southeastern Louisiana,McNeese St.,91,95,-4,2021-02-24,Slnd,95.1,110.1,68.1,17.7,16.2,44.9,54.6,22.8,21.5,32.4,28.7,28.8,35.4,1.85,76.6,3,1,Slnd,97.4,115.9,68.1,17.2,16.0,52.8,57.1,22.9,18.6,26.9,29.5,37.4,41.6,2.33,76.1,2,0
Incarnate Word,Lamar,45,67,-22,2021-02-24,Slnd,95.2,109.9,64.7,18.4,16.8,52.1,51.3,20.9,19.0,22.6,31.3,40.9,27.9,1.13,75.9,2,0,Slnd,91.9,109.5,69.0,16.9,16.7,43.4,54.0,19.8,19.4,27.1,28.9,27.7,38.7,1.74,76.0,0,0
Alcorn St.,Alabama St.,68,59,9,2021-02-24,SWAC,91.9,110.2,68.1,17.7,16.7,44.4,56.0,20.3,22.6,30.7,32.2,28.9,37.4,2.18,75.0,2,1,SWAC,85.0,109.3,70.0,15.8,17.2,43.3,47.1,22.1,21.5,30.5,28.5,31.1,30.8,1.84,75.2,2,0
Southern,Alabama A&M,73,57,16,2021-02-24,SWAC,92.4,104.4,70.6,16.3,16.9,47.1,47.2,22.1,19.5,30.4,25.6,31.9,32.6,2.12,76.2,3,1,SWAC,88.2,107.4,68.5,17.5,16.3,45.6,44.3,20.3,18.8,30.0,29.6,27.1,28.7,0.71,76.5,2,0
Longwood,Hampton,68,74,-6,2021-02-24,BSth,97.9,104.5,65.3,18.6,17.4,49.5,51.2,19.5,20.7,26.9,26.2,34.3,31.2,1.21,75.6,5,1,BSth,95.3,111.1,70.6,16.4,17.4,49.1,49.3,17.8,17.6,22.6,32.0,33.2,34.1,1.85,77.9,1,0
Furman,The Citadel,72,63,9,2021-02-24,SC,110.2,100.8,68.2,16.3,17.3,56.4,50.8,18.5,21.5,28.1,28.4,34.7,34.0,1.91,76.6,4,1,SC,103.4,110.5,74.4,15.2,17.0,51.9,52.5,16.5,14.0,22.6,27.1,33.3,31.7,1.9,76.5,2,0
Nicholls St.,Houston Baptist,83,68,15,2021-02-24,Slnd,100.3,104.2,71.1,15.9,16.6,51.0,49.0,18.3,21.2,29.4,29.3,32.3,34.1,2.62,76.0,4,1,Slnd,96.7,112.2,72.1,16.4,15.8,50.3,54.1,23.8,18.6,25.9,33.3,35.2,34.7,1.39,76.6,2,0
UNC Greensboro,Western Carolina,80,81,-1,2021-02-24,SC,103.1,96.1,67.9,16.7,17.2,47.9,47.8,16.4,21.3,33.2,26.1,28.8,31.8,1.72,77.2,4,1,SC,98.8,107.9,70.0,16.9,16.9,50.6,54.5,19.9,15.8,23.8,24.0,31.6,35.6,1.75,76.2,1,0
Southern Utah,Northern Arizona,85,80,5,2021-02-24,BSky,105.9,106.8,69.6,17.1,16.7,51.4,53.3,16.5,16.6,30.4,21.5,33.0,36.2,2.44,76.8,5,1,BSky,97.5,114.1,63.1,19.5,17.5,46.1,59.7,17.7,18.3,24.5,27.1,32.4,39.5,1.25,77.5,1,0
Norfolk St.,Delaware St.,86,55,31,2021-02-24,MEAC,100.1,106.8,67.1,17.5,16.2,48.9,48.5,17.5,19.5,28.2,27.8,36.8,32.7,2.34,76.7,4,1,MEAC,92.6,115.4,72.9,15.5,15.9,46.8,54.8,21.7,18.4,25.5,33.8,33.8,34.8,1.63,75.7,2,1
