home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Washington St.,California,82,51,31,2021-02-18,P12,100.8,94.2,68.7,17.7,16.7,48.1,46.1,21.6,18.3,29.9,26.7,34.0,31.5,1.09,78.7,2,0,P12,105.4,101.9,65.3,18.7,17.1,50.5,53.5,19.4,18.0,23.8,25.3,33.7,38.9,1.98,77.4,1,1
Washington,Stanford,61,79,-18,2021-02-18,P12,103.7,103.2,70.2,16.6,17.8,48.0,50.9,18.8,17.8,23.9,37.2,33.3,34.8,1.92,77.9,1,1,P12,106.5,91.6,69.9,16.7,17.2,51.7,47.1,21.1,20.3,26.5,27.7,31.3,32.9,1.34,78.8,3,1
Radford,Gardner Webb,49,77,-28,2021-02-18,BSth,99.2,102.6,63.6,19.7,17.2,50.9,49.2,23.2,18.0,33.8,24.1,30.3,37.0,1.2,75.5,2,0,BSth,104.4,106.7,67.3,16.9,17.9,52.2,49.1,17.8,18.2,26.0,28.1,36.2,34.3,1.15,75.9,2,1
Eastern Washington,Montana,90,76,14,2021-02-18,BSky,108.8,103.5,72.5,15.5,17.7,54.2,49.1,17.0,16.7,24.3,26.2,36.2,33.9,1.63,77.2,5,1,BSky,99.7,101.2,64.6,18.6,17.6,48.9,48.2,19.9,18.6,23.8,31.5,38.1,30.4,1.04,77.1,2,0
Gonzaga,Saint Mary's,87,65,22,2021-02-18,WCC,126.0,88.4,74.4,14.2,17.5,60.9,46.9,15.8,20.4,31.4,23.4,35.6,33.3,1.51,78.2,5,1,WCC,104.6,93.4,62.7,20.1,16.2,49.3,46.7,16.7,18.2,26.7,21.1,31.7,34.6,1.55,77.7,2,0
Santa Clara,San Diego,60,71,-11,2021-02-18,WCC,98.6,96.9,69.8,15.4,18.5,45.2,44.5,18.5,16.8,22.9,25.3,28.1,30.6,1.97,79.1,2,0,WCC,98.5,101.5,69.3,16.9,16.5,46.4,52.8,18.2,18.5,18.9,25.2,33.5,40.6,2.11,77.5,1,0
Southern Utah,Sacramento St.,88,69,19,2021-02-18,BSky,104.2,107.3,69.6,16.9,16.5,50.0,54.3,16.3,17.3,29.2,21.4,32.0,37.4,2.39,76.9,4,1,BSky,99.8,106.6,64.8,18.9,18.3,49.1,53.1,15.5,20.3,26.9,28.9,37.8,34.6,2.46,76.7,2,1
Belmont,Jacksonville St.,63,59,4,2021-02-18,OVC,113.4,101.5,70.7,15.8,17.4,59.3,49.1,16.4,21.2,24.2,27.0,37.1,35.2,1.37,77.0,5,1,OVC,104.8,105.5,66.2,18.0,16.7,51.9,48.0,20.1,15.5,31.8,28.1,33.8,33.0,2.15,77.2,4,1
Hampton,Campbell,57,76,-19,2021-02-18,BSth,94.6,108.4,71.6,16.1,17.1,48.8,48.6,17.9,18.0,22.5,31.8,33.6,32.4,1.85,78.0,2,0,BSth,99.9,108.4,65.5,18.4,17.5,55.5,52.3,18.9,22.2,16.4,31.8,35.1,30.9,1.78,75.4,4,1
Bradley,Illinois St.,71,88,-17,2021-02-18,MVC,102.4,98.6,66.1,17.0,18.9,49.7,49.8,19.5,18.9,28.2,26.9,31.6,38.2,1.55,77.3,2,0,MVC,99.2,102.9,69.0,16.5,18.3,49.9,51.8,18.9,16.6,24.2,26.5,35.7,32.1,1.03,77.1,1,0
Fresno St.,San Diego St.,53,67,-14,2021-02-18,MWC,99.3,102.5,66.2,17.9,17.8,48.8,50.5,22.0,20.0,31.9,25.8,29.7,34.4,1.27,77.3,4,1,MWC,111.9,91.5,65.9,16.6,18.6,53.3,47.8,17.5,22.9,32.2,22.7,38.1,33.9,2.42,76.6,5,1
Tennessee St.,Tennessee Tech,91,86,5,2021-02-18,OVC,87.8,102.6,71.1,16.6,16.6,45.4,49.6,21.6,22.5,24.8,30.7,26.1,32.4,1.66,76.6,0,0,OVC,95.4,110.2,68.2,17.1,17.3,49.3,54.8,22.9,17.9,26.0,27.3,30.8,35.8,1.49,77.0,1,0
Presbyterian,USC Upstate,51,65,-14,2021-02-18,BSth,92.6,106.5,65.5,19.0,17.1,47.4,53.1,23.4,22.1,32.6,28.5,31.2,35.3,0.88,77.3,2,1,BSth,96.7,111.5,68.2,17.8,16.8,49.0,54.8,20.4,18.0,23.6,28.4,34.3,35.5,1.66,76.0,1,0
High Point,Winthrop,70,76,-6,2021-02-18,BSth,97.9,107.3,66.4,18.4,17.1,47.3,52.4,19.0,20.1,32.4,27.2,30.1,34.9,1.19,76.3,3,0,BSth,105.2,98.0,73.6,14.7,17.9,52.6,50.6,19.4,23.4,35.7,21.1,35.2,33.3,1.97,76.7,4,1
Charleston Southern,Longwood,62,70,-8,2021-02-18,BSth,92.2,109.2,68.6,17.0,17.2,47.2,52.8,23.9,18.2,26.7,30.7,31.8,35.6,1.11,76.5,1,1,BSth,98.2,104.7,64.9,18.6,17.5,50.5,52.0,20.0,20.3,26.2,25.9,34.5,31.3,1.24,75.8,4,1
Austin Peay,SIU Edwardsville,79,57,22,2021-02-18,OVC,105.9,108.9,67.0,17.9,16.8,50.9,54.1,21.5,22.2,35.7,29.7,34.8,35.2,1.55,74.9,2,0,OVC,96.3,108.4,68.6,17.7,16.5,50.4,52.7,23.1,19.6,28.1,32.3,33.1,34.1,1.74,76.5,1,0
Weber St.,Northern Arizona,92,59,33,2021-02-18,BSky,106.6,105.8,72.1,15.9,17.2,56.4,49.7,18.1,18.7,23.3,26.7,37.3,35.9,2.06,77.5,4,1,BSky,99.0,113.3,63.3,19.5,17.8,46.3,59.2,17.2,18.9,25.7,27.3,32.7,38.6,1.24,77.5,2,1
Tennessee Martin,Eastern Kentucky,72,89,-17,2021-02-18,OVC,93.2,113.7,67.1,18.1,16.9,44.6,57.4,21.1,19.9,29.0,33.1,33.8,38.4,1.65,77.1,2,0,OVC,101.0,101.0,75.3,15.3,16.1,50.8,50.5,17.0,24.4,27.9,30.3,34.7,32.4,1.31,76.1,3,1
Murray St.,Eastern Illinois,59,68,-9,2021-02-18,OVC,105.5,101.2,66.4,17.4,17.8,55.5,48.4,19.7,19.6,27.7,25.5,36.9,30.1,1.49,76.8,4,1,OVC,94.9,108.5,68.8,17.1,17.0,47.9,52.2,19.2,18.8,27.7,28.9,31.8,37.3,2.45,76.7,2,0
Portland St.,Idaho,84,64,20,2021-02-18,BSky,95.1,104.2,70.1,16.9,16.6,43.3,49.4,21.7,21.7,31.9,24.0,27.8,34.3,2.11,77.7,4,1,BSky,89.8,113.5,67.5,17.5,17.7,47.9,54.3,23.0,17.1,21.9,29.9,33.7,39.4,1.85,76.3,0,0
