home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Auburn,Missouri,88,82,6,2021-01-26,SEC,110.4,96.1,71.6,16.3,16.1,53.5,48.7,22.8,20.2,34.5,30.2,33.8,30.4,0.78,78.7,3,1,SEC,109.8,91.7,68.9,16.8,17.3,51.0,44.6,20.2,18.2,30.8,30.4,29.0,28.6,2.51,77.6,4,1
Texas,Oklahoma,79,80,-1,2021-01-26,B12,114.1,89.4,69.3,16.3,18.0,52.8,43.3,18.8,17.3,32.0,27.4,35.2,28.7,1.91,77.9,4,1,B12,112.7,93.0,68.9,16.8,17.6,51.6,48.9,14.7,20.1,29.0,26.7,34.6,36.8,2.12,77.1,3,1
Pittsburgh,North Carolina,65,75,-10,2021-01-26,ACC,106.4,93.3,70.6,16.4,16.7,48.9,45.7,18.7,19.1,35.3,26.9,31.7,28.5,1.21,77.7,3,0,ACC,109.4,91.8,71.4,15.7,17.5,47.2,49.8,20.7,19.4,40.7,24.5,31.0,35.7,1.11,78.8,4,1
Memphis,SMU,76,72,4,2021-01-26,Amer,102.8,88.2,71.9,15.8,17.2,48.4,42.9,21.4,22.0,33.9,23.7,33.5,27.2,1.1,77.8,3,1,Amer,111.7,96.4,70.3,15.7,17.4,53.6,45.6,18.0,19.8,30.3,28.2,36.2,33.5,2.12,77.4,3,1
Duke,Georgia Tech,75,68,7,2021-01-26,ACC,111.8,93.9,69.2,16.4,17.1,51.3,52.6,19.3,20.4,32.3,24.7,33.2,37.4,0.87,76.9,2,0,ACC,111.3,97.0,66.4,17.9,16.8,55.0,52.6,16.0,22.1,24.6,27.2,38.3,38.0,2.57,76.1,4,0
Alabama,Kentucky,70,59,11,2021-01-26,SEC,114.6,90.3,74.6,14.2,17.4,52.5,45.6,18.1,21.1,31.8,30.2,36.2,29.7,1.9,77.9,5,1,SEC,105.7,90.6,67.0,17.4,17.5,46.0,45.8,21.3,17.3,35.8,31.3,28.2,30.3,0.92,78.9,2,1
Missouri St.,Drake,61,68,-7,2021-01-26,MVC,106.2,101.4,70.7,16.7,16.6,58.8,46.6,18.2,15.1,21.9,23.0,35.6,34.1,1.61,77.5,5,1,MVC,110.6,97.2,67.0,17.0,18.0,59.6,45.2,18.0,21.7,36.4,22.6,43.5,29.7,1.99,76.2,5,1
Texas A&M,LSU,66,78,-12,2021-01-26,SEC,100.3,95.1,64.9,17.8,18.3,48.3,52.1,24.8,24.5,32.0,30.3,29.3,33.8,1.57,77.4,1,0,SEC,117.0,99.9,70.9,15.9,16.7,53.8,49.1,17.4,20.4,32.9,31.6,33.9,30.3,1.06,77.5,3,0
Saint Louis,Dayton,71,76,-5,2021-01-26,A10,110.9,93.1,68.5,16.1,17.3,56.8,47.2,17.9,24.0,38.1,22.9,41.0,32.9,1.84,76.2,4,1,A10,107.0,97.2,65.0,19.0,17.9,55.4,48.0,22.3,19.6,23.3,30.6,36.2,31.8,2.0,77.8,3,0
Connecticut,Butler,63,51,12,2021-01-26,BE,110.7,92.2,64.4,19.2,17.0,48.3,47.5,19.1,21.6,39.8,29.9,35.1,30.3,1.97,78.1,3,0,BE,104.4,95.1,65.4,19.6,17.0,49.1,52.3,17.8,17.8,24.8,21.5,34.7,35.5,1.58,76.5,3,1
Temple,Tulsa,76,67,9,2021-01-26,Amer,100.1,97.7,68.6,17.5,17.5,44.1,47.7,19.6,16.3,27.6,27.2,32.9,36.5,1.61,77.5,2,0,Amer,102.7,93.4,65.4,17.6,18.0,48.8,45.7,20.6,22.6,26.9,35.7,28.0,32.3,2.25,77.2,3,0
Tennessee,Mississippi St.,56,53,3,2021-01-26,SEC,109.8,88.0,66.1,17.3,17.7,50.5,46.1,16.4,24.4,32.8,26.8,33.9,31.2,1.63,77.5,3,0,SEC,108.6,98.3,65.7,18.4,17.5,50.6,48.6,19.9,18.0,37.1,25.2,36.7,35.8,1.28,78.9,2,0
Miami OH,Toledo,81,90,-9,2021-01-26,MAC,103.9,103.9,66.4,18.5,16.6,50.9,50.2,15.9,19.7,26.5,30.0,38.1,32.5,1.96,75.1,4,1,MAC,113.9,101.8,67.7,17.4,17.2,53.5,48.2,16.3,18.7,32.2,31.6,38.9,28.7,1.74,76.7,4,1
Saint Joseph's,Richmond,56,79,-23,2021-01-26,A10,102.2,105.4,73.4,16.1,16.5,48.7,54.4,19.8,19.0,22.5,33.8,30.0,38.1,1.16,78.0,1,0,A10,112.6,98.7,70.0,16.4,17.6,54.4,53.4,15.2,22.0,21.3,29.3,34.6,32.8,2.52,76.2,3,0
Indiana St.,Southern Illinois,71,59,12,2021-01-26,MVC,101.6,100.1,69.0,17.2,17.1,48.2,53.2,20.4,22.3,24.9,28.3,33.9,33.6,1.85,76.7,4,1,MVC,101.3,104.5,68.1,17.3,18.2,53.7,54.1,18.2,20.7,16.4,27.7,39.4,39.4,0.99,76.3,1,0
St. Francis PA,Fairleigh Dickinson,92,94,-2,2021-01-26,NEC,97.5,105.9,70.2,16.5,16.6,46.7,50.0,19.6,19.2,26.7,31.4,31.3,26.1,1.26,76.8,2,0,NEC,98.8,111.1,70.6,16.6,16.9,49.1,54.4,20.4,18.8,27.1,31.4,35.9,30.0,1.39,75.3,2,0
Tennessee Martin,Southeast Missouri St.,69,66,3,2021-01-26,OVC,94.2,115.4,69.8,17.5,16.2,43.3,61.4,22.1,20.2,28.9,30.7,31.6,41.3,1.59,76.9,0,0,OVC,94.4,107.6,68.6,17.4,17.1,48.8,51.8,21.4,18.5,26.2,20.0,34.0,34.6,1.77,76.2,2,0
Eastern Illinois,SIU Edwardsville,74,87,-13,2021-01-26,OVC,98.8,106.4,70.1,16.7,17.0,47.7,53.2,18.8,19.8,29.2,27.3,32.7,39.7,2.59,76.7,0,0,OVC,93.4,107.2,70.8,17.1,16.0,49.9,53.5,25.2,22.5,26.9,33.6,33.5,36.7,1.81,76.5,2,0
Akron,Eastern Michigan,86,65,21,2021-01-26,MAC,105.1,100.8,68.8,17.1,17.8,53.6,47.8,19.9,15.4,29.3,26.9,33.6,29.6,1.93,75.6,4,1,MAC,97.5,105.3,69.0,17.1,16.8,45.0,61.3,18.5,19.5,28.9,31.0,25.7,40.0,2.3,76.3,1,0
Ohio,Western Michigan,81,58,23,2021-01-26,MAC,109.1,104.9,69.5,16.9,16.9,55.3,53.3,16.9,20.6,28.0,28.5,37.1,36.2,1.45,77.0,3,1,MAC,95.5,105.1,65.7,18.6,16.3,49.0,50.6,21.0,14.8,25.0,29.1,32.3,32.1,1.74,76.3,0,0
