home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Wisconsin,Illinois,69,74,-5,2021-02-27,B10,112.6,89.2,64.7,18.7,17.6,49.6,47.0,13.6,17.8,23.8,23.7,35.9,33.5,2.37,78.0,2,1,B10,118.4,91.1,70.3,16.6,17.0,56.1,46.9,18.4,16.7,32.7,22.3,37.8,33.3,1.64,77.0,4,1
North Carolina,Florida St.,78,70,8,2021-02-27,ACC,110.1,92.2,71.4,15.6,18.0,48.5,49.6,20.3,19.1,39.5,24.7,31.5,35.6,1.07,78.8,3,0,ACC,119.1,94.8,69.7,16.7,17.8,54.8,47.0,18.9,19.1,35.9,29.2,39.1,34.3,1.98,79.6,4,1
Texas Tech,Texas,68,59,9,2021-02-27,B12,112.4,92.0,65.9,17.9,17.8,48.9,47.4,16.1,24.0,33.8,29.2,33.7,34.1,1.43,77.0,2,0,B12,114.2,93.2,68.9,16.3,18.1,52.1,45.9,19.4,17.4,31.6,26.6,34.2,32.4,1.91,77.8,3,1
Kansas,Baylor,71,58,13,2021-02-27,B12,110.7,89.9,68.6,16.4,17.9,49.6,47.1,17.6,20.2,31.3,26.7,34.0,32.4,1.46,78.3,4,0,B12,123.0,89.9,68.8,16.2,17.4,58.6,47.6,17.3,25.9,37.7,29.7,43.2,32.8,1.96,76.6,5,1
Arkansas,LSU,83,75,8,2021-02-27,SEC,112.9,91.0,72.3,16.0,15.9,51.0,47.4,17.1,20.6,32.5,26.0,33.7,31.8,1.58,78.2,5,1,SEC,120.8,101.5,70.8,16.1,16.8,53.7,49.0,16.7,19.4,31.3,32.9,34.6,30.1,1.06,77.6,3,0
Kentucky,Florida,67,71,-4,2021-02-27,SEC,107.9,92.0,68.0,17.1,17.1,46.7,46.0,20.5,17.0,33.6,30.2,33.2,30.7,0.97,78.9,3,1,SEC,112.5,92.7,69.1,16.1,17.1,52.5,47.2,20.0,21.0,31.4,31.4,35.5,31.2,1.55,77.3,3,1
Xavier,Creighton,77,69,8,2021-02-27,BE,111.5,97.2,69.1,16.4,17.6,52.9,47.0,16.2,16.7,26.7,27.6,33.5,33.3,1.88,77.3,2,0,BE,117.4,94.2,69.0,16.0,17.9,56.9,46.2,16.1,18.6,24.5,29.4,36.7,32.8,2.24,77.0,4,1
Indiana,Michigan,57,73,-16,2021-02-27,B10,112.0,93.9,66.3,18.0,17.4,50.0,48.9,17.5,17.6,26.2,26.7,35.0,34.1,1.36,77.2,2,0,B10,121.3,88.6,67.5,17.1,17.9,56.7,44.0,17.0,14.7,30.9,24.4,39.1,33.0,2.14,77.9,5,1
Auburn,Tennessee,77,72,5,2021-02-27,SEC,111.6,98.6,71.9,16.1,16.3,51.5,49.8,22.0,19.0,34.6,31.6,32.8,32.8,0.76,78.7,1,0,SEC,109.1,87.9,67.1,17.2,17.3,50.3,46.2,17.7,23.0,30.6,27.3,34.3,31.8,1.53,77.5,3,1
Oklahoma,Oklahoma St.,90,94,-4,2021-02-27,B12,111.7,92.9,67.4,17.2,17.6,50.3,47.7,15.3,18.7,28.6,27.4,32.7,35.3,2.08,76.9,3,0,B12,108.1,91.1,71.2,15.8,17.4,50.9,45.9,21.0,19.7,31.4,29.7,33.5,31.2,1.11,77.6,4,1
Duke,Louisville,73,80,-7,2021-02-27,ACC,116.8,97.8,68.8,17.2,17.2,54.2,52.3,18.6,19.6,32.7,27.6,36.4,37.5,0.86,77.1,4,1,ACC,109.3,93.4,66.3,17.8,18.0,48.9,48.0,18.2,17.1,31.8,26.0,30.6,31.1,0.99,77.6,3,1
