home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Georgia Tech,Clemson,83,65,18,2021-01-20,ACC,108.6,97.0,66.6,17.6,16.3,53.4,51.5,16.5,21.7,26.2,26.8,34.0,36.4,2.55,76.2,4,1,ACC,107.3,89.7,66.4,17.4,18.3,49.4,47.6,18.7,25.3,27.5,27.6,32.8,33.0,1.74,77.0,4,0
St. Bonaventure,VCU,70,54,16,2021-01-20,A10,108.6,95.2,67.1,17.5,17.8,47.7,46.6,16.4,20.8,33.6,25.4,29.3,27.1,1.92,77.2,4,1,A10,104.9,91.9,71.8,15.2,17.1,53.5,45.5,20.8,25.7,26.3,31.2,34.1,30.8,1.27,77.2,4,1
Georgia,Kentucky,63,62,1,2021-01-20,SEC,106.2,98.2,75.2,15.1,16.3,51.5,51.2,22.3,22.6,34.6,30.2,32.6,32.3,1.94,76.1,1,1,SEC,106.4,91.9,67.5,17.0,17.8,46.1,46.6,21.7,18.2,35.1,31.6,29.7,31.7,0.9,79.0,3,0
Arkansas,Auburn,75,73,2,2021-01-20,SEC,110.3,93.8,73.8,15.3,15.9,51.1,47.1,16.8,19.7,33.8,24.2,34.2,31.7,1.56,77.9,1,0,SEC,108.6,96.6,71.1,16.4,16.4,53.0,48.7,23.3,20.5,34.3,30.1,32.8,30.1,0.75,78.8,2,1
Creighton,Providence,70,74,-4,2021-01-20,BE,116.0,92.8,70.2,15.9,17.6,57.8,45.7,15.8,17.9,24.3,28.5,38.0,33.7,2.2,77.0,4,0,BE,111.1,98.0,66.4,17.9,17.7,50.4,50.7,16.4,18.0,31.1,30.5,32.8,33.3,1.89,78.0,2,0
Duquesne,Rhode Island,71,69,2,2021-01-20,A10,102.0,96.7,68.0,17.3,18.3,45.5,47.4,20.0,19.4,31.1,29.6,28.3,28.3,1.87,76.2,1,0,A10,106.7,93.7,70.3,16.6,16.6,51.7,45.9,20.8,17.8,27.7,27.2,33.7,31.4,1.94,76.3,3,1
Wisconsin,Northwestern,68,52,16,2021-01-20,B10,113.5,89.4,64.9,18.2,17.9,51.6,45.1,12.4,18.0,23.7,24.1,39.1,32.8,2.34,78.2,3,1,B10,108.6,96.4,70.1,15.5,17.9,52.1,50.7,14.1,15.9,19.6,25.3,36.3,33.9,1.5,77.8,0,0
Houston,Tulsa,86,59,27,2021-01-20,Amer,113.4,88.8,65.8,19.3,16.5,47.5,41.7,17.8,24.0,40.6,27.5,32.4,25.6,1.78,77.1,4,1,Amer,102.7,92.8,64.9,17.8,17.9,49.2,45.0,20.1,22.7,27.6,33.3,27.6,31.2,2.26,77.2,4,1
Washington,Colorado,84,80,4,2021-01-20,P12,101.9,100.0,70.9,16.5,17.6,45.7,49.5,19.4,17.1,24.9,38.0,29.3,35.0,1.93,78.0,0,0,P12,113.5,90.9,68.0,16.8,18.4,51.9,46.4,16.3,20.7,31.5,24.2,36.6,30.9,2.3,77.3,4,1
Western Carolina,East Tennessee St.,48,59,-11,2021-01-20,SC,102.9,106.3,71.5,16.0,17.0,53.2,51.9,20.8,17.6,25.1,27.8,33.6,33.6,1.68,76.0,1,0,SC,100.5,100.1,67.5,17.5,16.8,49.6,49.1,23.2,21.2,30.9,28.1,32.5,35.7,1.87,77.0,3,1
