home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Sam Houston St.,Abilene Christian,64,57,7,2021-01-20,Slnd,100.1,104.2,72.6,16.0,15.8,49.5,50.8,21.6,21.9,28.8,34.1,37.1,30.7,1.8,75.2,5,1,Slnd,99.1,94.1,69.0,17.5,16.1,50.3,43.0,20.8,29.1,28.2,28.9,36.7,23.4,2.23,75.0,4,1
Gardner Webb,UNC Asheville,84,57,27,2021-01-20,BSth,101.0,105.9,68.9,16.2,16.9,49.7,50.4,17.6,17.7,23.7,27.9,34.1,35.2,1.18,75.9,1,0,BSth,102.2,106.5,70.1,16.8,16.6,55.1,49.2,20.5,19.3,28.2,28.1,34.5,31.3,1.76,76.9,4,1
Samford,Chattanooga,64,70,-6,2021-01-20,SC,99.4,107.8,74.0,15.3,16.4,49.5,52.1,20.3,19.2,30.9,26.6,30.0,33.1,2.16,76.7,1,1,SC,102.4,105.2,67.8,17.6,16.4,51.1,53.3,16.2,18.9,21.6,24.9,36.5,34.0,1.86,77.2,2,0
North Carolina,Wake Forest,80,73,7,2021-01-20,ACC,109.5,91.8,70.8,16.1,17.5,46.2,49.7,21.5,19.3,41.8,24.8,30.6,35.5,1.09,78.8,3,0,ACC,104.3,100.2,68.9,18.4,16.8,52.0,53.7,20.5,22.8,27.7,24.8,32.7,32.2,1.83,77.3,0,0
George Mason,Saint Joseph's,87,85,2,2021-01-20,A10,100.6,98.7,68.1,17.3,17.4,48.3,49.3,19.6,19.5,30.0,25.0,30.7,36.0,1.63,76.0,1,0,A10,102.8,105.8,74.5,15.8,16.5,49.0,54.9,20.3,18.9,22.1,33.8,29.8,38.2,1.18,78.0,1,0
Campbell,Radford,61,67,-6,2021-01-20,BSth,98.6,107.3,67.3,18.0,17.1,55.5,52.4,19.6,22.5,15.3,33.3,35.7,31.4,1.79,75.5,3,0,BSth,97.9,103.8,64.8,19.5,17.3,50.6,48.3,23.8,18.2,33.8,23.7,29.8,36.3,1.19,75.5,5,1
The Citadel,Mercer,63,83,-20,2021-01-20,SC,102.8,113.6,77.7,14.1,16.8,56.4,53.9,16.5,15.4,24.4,29.9,38.4,32.9,1.84,76.6,2,0,SC,105.3,105.0,72.4,16.7,16.2,54.2,50.2,19.4,15.8,31.4,26.0,34.4,32.6,1.96,77.5,2,1
Valparaiso,Loyola Chicago,39,75,-36,2021-01-20,MVC,98.4,101.8,68.6,16.7,17.2,46.1,50.9,18.1,19.5,20.1,28.2,27.7,34.2,1.45,76.8,1,0,MVC,110.3,92.6,65.4,17.8,18.0,57.5,48.0,17.6,21.7,25.5,22.6,37.7,35.8,2.2,76.2,4,1
VMI,Furman,74,73,1,2021-01-20,SC,104.1,110.5,70.9,16.3,16.9,53.7,53.3,17.8,15.2,22.7,27.4,38.5,37.5,1.57,76.4,2,0,SC,110.7,100.4,69.5,15.7,16.8,59.7,51.4,18.9,22.4,27.2,31.3,37.3,33.5,1.92,76.6,5,1
McNeese St.,Southeastern Louisiana,88,92,-4,2021-01-20,Slnd,96.5,114.9,70.7,16.5,15.4,50.1,58.6,22.7,17.1,22.1,29.7,33.8,42.6,2.41,76.1,1,0,Slnd,92.5,108.6,69.1,17.6,16.3,42.3,53.7,24.2,21.8,31.8,32.0,26.4,34.8,1.82,76.9,1,0
Longwood,High Point,67,54,13,2021-01-20,BSth,96.4,106.0,65.3,18.3,17.2,50.9,52.3,20.7,19.2,25.1,26.5,32.2,30.1,1.2,75.9,2,1,BSth,95.7,105.8,68.2,17.9,16.8,49.8,52.1,19.2,19.1,25.2,26.2,32.7,32.5,1.13,76.1,2,0
Illinois St.,Bradley,71,56,15,2021-01-20,MVC,97.8,106.1,70.8,15.8,18.5,51.8,53.4,19.8,17.1,22.8,26.4,37.9,34.0,1.05,77.2,1,0,MVC,104.4,97.3,66.8,16.8,18.9,50.6,47.0,19.1,18.3,31.7,27.3,33.3,38.0,1.67,77.4,3,1
New Orleans,Texas A&M Corpus Chris,87,68,19,2021-01-20,Slnd,97.1,108.8,70.9,16.9,15.9,49.3,54.8,23.3,22.0,30.1,29.9,31.8,33.5,2.17,74.5,2,1,Slnd,93.6,106.6,68.1,17.5,17.0,44.1,49.1,26.5,20.0,25.2,32.0,29.7,31.5,2.23,75.7,2,0
Boise St.,Fresno St.,73,51,22,2021-01-20,MWC,110.6,96.9,69.7,16.0,17.7,54.8,45.1,15.4,20.6,31.6,20.3,35.5,29.2,2.03,78.2,5,1,MWC,100.4,102.2,66.4,17.8,16.8,49.2,53.3,21.2,19.6,33.4,21.3,29.5,36.9,1.32,77.2,3,0
Houston Baptist,Nicholls St.,83,92,-9,2021-01-20,Slnd,95.9,113.8,71.4,16.4,15.8,49.9,54.3,23.7,16.6,23.2,33.7,36.6,32.3,1.42,76.7,1,0,Slnd,99.9,103.9,70.5,16.6,16.3,49.1,49.3,17.6,20.7,28.7,29.2,30.4,32.8,2.51,76.1,4,1
Stephen F. Austin,Northwestern St.,86,74,12,2021-01-20,Slnd,100.6,100.3,71.1,16.5,15.7,55.3,55.5,25.8,28.1,33.1,26.3,29.6,41.0,2.4,76.8,4,1,Slnd,95.7,109.6,72.1,16.5,15.8,45.0,54.0,19.1,16.1,25.3,31.8,31.6,34.2,2.04,75.0,1,0
Davidson,Fordham,73,58,15,2021-01-20,A10,112.7,99.9,63.9,19.1,18.1,55.6,50.0,17.7,15.1,30.3,19.2,36.2,31.4,1.76,78.4,3,1,A10,89.8,97.9,64.0,19.2,18.4,39.0,51.8,21.6,20.0,24.5,30.3,22.8,33.8,1.63,75.9,1,0
Presbyterian,Winthrop,66,78,-12,2021-01-20,BSth,90.9,110.0,65.7,19.2,16.5,44.0,57.0,22.7,23.1,31.4,26.3,30.4,41.1,0.86,77.1,1,0,BSth,105.2,98.9,76.4,14.1,17.5,54.7,49.0,20.2,22.5,33.7,21.0,35.3,31.9,1.98,76.7,5,1
