home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Michigan,Wisconsin,77,54,23,2021-01-12,B10,116.4,91.4,68.0,16.6,17.6,59.0,43.8,18.2,15.2,31.1,24.1,35.8,34.8,2.1,77.9,5,1,B10,114.9,89.2,64.9,18.1,18.0,53.8,44.4,12.1,18.2,23.7,21.9,41.4,33.0,2.33,78.2,4,1
Oklahoma St.,Kansas,75,70,5,2021-01-12,B12,109.8,92.3,71.7,15.7,17.6,51.3,46.8,19.2,19.5,32.2,29.6,31.6,33.2,1.12,77.6,2,1,B12,112.7,89.5,68.7,16.3,17.5,49.9,47.2,18.0,18.1,35.0,25.9,35.5,32.1,1.42,78.2,4,1
Virginia Tech,Duke,74,67,7,2021-01-12,ACC,111.7,93.9,67.2,17.7,18.0,53.0,48.8,17.9,18.6,31.8,23.0,35.3,33.8,1.63,76.3,4,1,ACC,112.8,92.9,69.0,16.4,16.8,52.7,52.2,20.0,21.8,35.3,24.9,35.2,37.1,0.9,76.9,4,1
Kentucky,Alabama,65,85,-20,2021-01-12,SEC,107.7,91.1,68.0,17.0,18.0,47.2,45.9,20.8,18.3,33.8,30.4,31.1,30.8,0.9,79.0,3,1,SEC,111.6,93.0,74.6,14.2,17.5,49.4,47.4,18.0,21.0,32.8,29.2,32.2,31.6,1.93,77.9,5,1
North Carolina,Syracuse,81,75,6,2021-01-12,ACC,108.6,90.3,71.1,15.8,17.7,46.1,48.7,22.0,18.8,40.7,23.7,30.4,34.7,1.08,78.8,3,1,ACC,109.6,92.7,70.6,15.3,17.0,51.3,46.3,17.5,22.8,29.6,28.0,32.6,29.8,1.49,77.9,4,1
Florida,Mississippi,72,63,9,2021-01-12,SEC,111.1,94.3,70.4,15.7,17.0,53.8,48.8,20.4,22.6,32.2,29.3,38.5,37.3,1.52,77.4,2,0,SEC,104.9,90.4,69.0,16.9,16.5,49.2,46.3,20.2,26.1,34.1,26.2,28.6,34.4,1.93,77.2,2,0
Marquette,Providence,79,69,10,2021-01-12,BE,110.8,96.3,67.8,18.1,17.0,51.8,47.2,20.5,15.7,33.0,28.3,37.2,34.3,1.71,78.1,1,0,BE,110.2,96.6,66.2,17.8,17.7,50.6,50.5,16.5,18.5,31.4,29.8,31.6,33.7,1.88,77.9,2,0
Boston College,Miami FL,84,62,22,2021-01-12,ACC,105.9,99.5,72.3,16.4,16.6,50.6,54.5,20.5,19.8,26.2,29.5,33.0,34.5,1.83,76.6,1,0,ACC,105.2,92.6,69.8,17.7,16.2,47.8,47.2,20.6,20.6,29.6,25.1,28.0,35.5,1.44,78.3,2,1
St. John's,Butler,69,57,12,2021-01-12,BE,107.7,99.6,74.8,14.3,16.9,50.3,55.9,17.5,22.9,29.4,28.4,33.5,38.5,1.48,77.0,1,0,BE,105.5,97.0,67.1,19.3,17.4,48.9,54.2,17.0,18.3,24.8,22.8,36.0,39.2,1.5,76.6,2,0
Oklahoma,TCU,82,46,36,2021-01-12,B12,112.0,95.3,68.8,17.0,17.2,51.0,50.4,15.8,19.3,30.4,27.5,33.2,39.0,2.11,77.2,2,0,B12,106.3,97.0,67.7,18.2,17.1,52.7,48.6,20.4,17.6,28.8,28.4,35.4,29.3,1.13,77.5,3,0
