home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Bowling Green,Ball St.,64,88,-24,2021-01-12,MAC,107.8,101.3,70.8,16.3,16.4,51.6,49.8,14.5,19.7,28.5,28.0,36.9,32.9,1.79,76.3,5,1,MAC,101.1,101.1,70.0,16.6,16.9,48.9,49.7,18.1,19.9,26.1,32.3,31.0,31.2,1.99,76.9,2,0
Central Michigan,Kent St.,85,94,-9,2021-01-12,MAC,100.7,107.6,72.2,15.7,16.7,48.7,53.5,17.6,18.6,28.6,32.8,34.8,38.6,2.04,77.3,2,0,MAC,104.2,101.2,71.0,17.4,17.4,53.4,46.2,20.2,17.8,35.2,26.3,35.3,32.7,2.26,77.2,3,1
Ohio,Miami OH,78,61,17,2021-01-12,MAC,107.7,104.2,69.4,17.1,16.7,55.2,52.9,17.0,20.7,28.8,27.6,37.1,35.3,1.46,76.9,2,0,MAC,100.3,103.7,66.2,18.3,17.0,47.7,50.1,16.1,19.8,24.2,31.4,36.7,31.4,1.96,75.4,3,1
Western Michigan,Buffalo,69,85,-16,2021-01-12,MAC,95.1,104.2,65.8,18.4,16.8,48.2,49.5,21.2,15.4,26.4,30.0,31.1,30.4,1.73,76.3,0,0,MAC,106.1,100.2,74.2,14.3,16.8,50.7,46.1,18.3,16.2,35.4,25.7,34.6,24.0,2.31,77.0,3,1
Toledo,Eastern Michigan,96,63,33,2021-01-12,MAC,110.4,100.2,68.4,17.3,17.1,52.0,48.1,17.2,18.9,31.5,29.2,38.5,28.3,1.72,76.7,5,1,MAC,99.6,102.5,67.7,17.3,16.9,47.9,60.4,17.2,20.8,27.6,29.3,27.2,35.8,2.27,76.3,3,1
Davidson,Saint Joseph's,80,66,14,2021-01-12,A10,111.4,100.1,64.0,19.1,18.4,54.3,50.9,16.9,15.0,29.6,19.6,35.3,32.6,1.76,78.4,3,0,A10,102.3,105.0,74.2,15.9,16.4,48.2,53.2,20.5,17.9,22.1,33.8,28.8,36.7,1.23,78.0,1,1
Mississippi Valley St.,Alabama St.,51,64,-13,2021-01-12,SWAC,83.6,118.8,73.7,16.1,15.5,41.3,61.0,22.9,15.8,17.3,41.8,31.9,37.8,1.26,76.1,0,0,SWAC,85.3,109.9,68.8,16.2,17.9,41.1,53.7,25.8,22.4,31.5,29.9,28.9,40.0,1.89,75.1,0,0
Northern Illinois,Akron,67,65,2,2021-01-12,MAC,93.2,106.8,64.5,18.5,17.5,43.3,56.6,22.6,17.0,32.5,28.0,26.3,39.0,1.82,76.7,2,0,MAC,103.5,101.0,69.4,17.3,17.2,52.7,47.3,22.5,13.2,28.8,25.8,31.9,23.0,2.01,75.8,3,0
Grambling St.,Alcorn St.,79,74,5,2021-01-12,SWAC,90.8,104.2,69.8,17.1,17.0,45.9,45.3,23.9,20.7,24.0,35.3,30.5,35.8,2.38,77.6,3,0,SWAC,91.6,111.1,71.3,18.1,15.2,41.6,65.2,25.3,16.4,33.0,41.2,25.6,44.8,2.0,75.2,3,0
USC,UC Riverside,67,62,5,2021-01-12,P12,110.9,90.1,68.7,16.9,17.4,53.9,41.1,19.3,17.1,34.4,29.0,35.5,30.0,1.75,79.7,4,1,BW,98.7,99.7,66.9,19.3,16.4,54.9,45.0,20.1,16.7,29.7,22.5,38.3,28.3,1.94,78.7,4,1
