home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
West Virginia,Baylor,89,94,-5,2021-03-02,B12,117.2,95.1,69.6,17.4,16.7,49.0,49.6,16.5,20.2,35.4,30.1,36.5,32.1,1.84,77.2,4,1,B12,122.0,90.5,68.7,16.3,17.5,57.6,47.9,16.8,25.7,36.9,30.6,42.1,32.1,1.97,76.6,4,0
Purdue,Wisconsin,73,69,4,2021-03-02,B10,113.4,90.5,66.7,18.5,17.3,51.3,48.6,18.9,17.3,32.1,23.8,33.6,32.0,1.04,78.3,4,1,B10,112.1,88.8,65.3,18.6,17.5,49.2,47.4,13.4,18.2,23.8,23.8,35.7,33.9,2.37,78.0,2,0
Michigan,Illinois,53,76,-23,2021-03-02,B10,121.6,87.7,67.7,17.2,18.0,56.5,43.9,17.0,14.8,30.9,24.2,39.0,32.7,2.14,77.9,5,1,B10,118.1,90.6,71.0,16.6,17.0,56.1,46.7,18.8,16.5,32.5,22.4,38.1,33.2,1.63,77.0,4,1
Georgia Tech,Duke,81,77,4,2021-03-02,ACC,114.5,95.8,67.8,17.7,17.5,54.1,51.9,15.9,22.2,24.1,29.7,35.6,36.9,2.56,76.3,4,1,ACC,115.9,98.2,69.0,17.2,17.3,54.0,52.1,18.4,19.5,32.2,28.2,35.7,37.4,0.86,77.1,4,0
Michigan St.,Indiana,64,58,6,2021-03-02,B10,108.4,94.5,68.9,17.0,17.3,48.7,48.2,19.0,15.4,30.9,26.1,33.1,32.1,1.72,78.0,3,0,B10,111.5,94.0,66.5,18.1,17.4,49.7,49.1,17.5,17.5,25.9,26.8,34.7,34.2,1.36,77.3,1,0
Mississippi,Kentucky,70,62,8,2021-03-02,SEC,106.7,91.8,65.7,18.0,17.2,48.7,49.5,20.2,24.0,34.3,27.5,28.5,37.0,1.98,77.1,3,0,SEC,107.8,92.1,68.2,17.2,17.2,46.6,46.5,20.6,17.3,33.5,30.1,32.6,31.2,0.99,78.9,3,0
Georgetown,Xavier,72,66,6,2021-03-02,BE,106.4,97.0,70.0,16.6,16.9,49.6,48.5,22.6,15.8,32.3,26.9,36.3,33.9,2.11,78.1,3,1,BE,111.8,96.2,69.3,16.5,17.4,53.3,47.1,16.1,16.4,26.1,27.0,33.5,33.5,1.85,77.3,2,1
South Carolina,Arkansas,73,101,-28,2021-03-02,SEC,106.1,97.2,74.7,15.3,16.7,47.9,51.9,20.2,22.6,33.1,31.6,31.8,35.4,1.65,77.5,1,1,SEC,112.3,90.1,72.7,16.0,15.8,50.9,47.3,16.9,20.2,32.2,26.0,33.6,31.9,1.56,78.1,5,1
DePaul,Marquette,71,77,-6,2021-03-02,BE,98.8,94.1,70.4,16.0,17.9,46.4,47.9,22.7,20.7,32.3,31.1,32.3,31.6,1.84,76.9,1,0,BE,109.4,97.8,67.8,18.3,16.8,50.8,48.2,21.0,15.9,30.7,28.3,33.2,35.5,1.76,78.0,2,0
Alabama,Auburn,70,58,12,2021-03-02,SEC,112.0,87.4,74.5,14.0,17.6,51.4,45.4,18.9,20.7,30.6,28.9,35.5,28.7,1.88,77.8,4,1,SEC,112.0,98.4,72.1,16.3,16.4,51.4,49.8,21.8,19.0,34.9,31.6,32.9,33.2,0.77,78.7,2,1
Buffalo,Akron,80,78,2,2021-03-02,MAC,108.4,96.3,74.6,14.7,17.1,51.6,46.2,17.8,18.3,36.7,26.2,32.6,28.1,2.21,77.0,4,1,MAC,108.9,101.3,69.6,16.8,17.5,52.8,49.0,17.8,16.7,30.2,27.3,34.3,32.1,1.94,75.6,3,0
UCF,Tulsa,73,69,4,2021-03-02,Amer,107.3,98.5,67.2,17.8,17.5,50.1,50.0,21.9,19.8,29.2,32.6,36.7,32.9,1.55,77.7,3,1,Amer,102.8,95.8,65.8,17.6,18.2,48.9,48.0,20.2,22.5,26.0,33.2,28.9,34.8,2.29,77.2,1,0
LSU,Vanderbilt,83,68,15,2021-03-02,SEC,120.2,101.0,71.2,16.0,16.8,53.3,49.0,16.4,19.1,30.9,32.6,34.5,30.1,1.06,77.6,3,0,SEC,111.0,102.7,69.3,18.1,16.1,51.7,52.5,20.3,19.3,30.0,27.9,35.7,33.8,1.43,77.0,2,1
South Florida,Memphis,52,73,-21,2021-03-02,Amer,101.8,100.0,66.8,18.2,17.3,45.4,52.1,21.3,18.3,35.2,26.5,33.9,33.4,1.87,78.2,1,0,Amer,103.5,87.3,72.2,16.1,16.8,50.1,44.0,22.5,22.8,34.3,24.3,34.9,27.2,1.12,77.8,5,1
Northern Kentucky,Detroit,70,69,1,2021-03-02,Horz,105.7,107.5,65.6,18.1,17.8,51.2,51.3,18.8,19.5,34.1,33.3,31.2,35.0,1.27,75.7,0,0,Horz,110.3,107.9,67.9,17.9,17.1,54.7,54.3,16.8,18.5,27.7,28.5,39.0,37.3,2.37,77.7,0,0
Bowling Green,Miami OH,79,84,-5,2021-03-02,MAC,108.7,101.8,70.7,16.0,16.9,48.8,51.5,14.1,19.4,30.1,29.6,33.1,33.9,1.8,76.2,4,1,MAC,107.2,105.3,66.3,18.4,16.8,50.6,52.4,16.2,18.3,28.4,28.3,36.2,35.1,1.91,75.0,3,0
Iowa St.,Texas,67,81,-14,2021-03-02,B12,101.9,100.9,70.0,17.0,16.9,48.9,51.1,21.2,18.3,23.7,35.2,33.2,32.5,1.87,76.2,0,0,B12,113.6,93.1,69.2,16.3,18.2,51.7,46.0,19.4,17.4,31.2,26.6,34.0,32.3,1.92,77.8,3,0
Texas Tech,TCU,69,49,20,2021-03-02,B12,112.2,91.2,66.1,18.0,17.8,48.8,47.2,16.2,23.7,33.6,28.9,33.6,33.8,1.43,77.0,2,1,B12,107.3,101.9,67.2,18.4,16.9,50.7,50.2,20.2,16.7,28.9,28.2,34.8,32.2,1.14,77.8,2,1
Pittsburgh,Wake Forest,70,57,13,2021-03-02,ACC,108.3,97.6,69.1,17.3,17.3,48.1,49.5,18.0,18.1,35.0,26.9,32.3,31.5,1.29,77.6,0,0,ACC,102.4,101.3,67.5,18.8,16.7,49.1,53.9,20.7,18.1,26.3,26.0,34.6,37.9,1.7,77.5,0,0
Oakland,Youngstown St.,87,83,4,2021-03-02,Horz,105.6,109.5,70.1,17.3,16.5,48.6,56.0,18.2,18.9,30.1,33.6,33.1,38.2,1.44,75.8,0,0,Horz,103.3,108.9,68.1,17.7,17.4,48.2,54.4,16.3,18.8,33.1,28.8,30.4,36.1,1.71,76.4,0,0
New Mexico St.,UT Rio Grande Valley,69,51,18,2021-03-02,WAC,103.4,103.4,65.4,19.6,17.5,48.9,52.0,17.9,16.8,33.4,24.4,31.8,33.2,2.36,76.3,3,0,WAC,96.1,102.1,70.2,15.2,17.3,43.5,46.9,17.5,25.3,31.3,34.4,28.5,28.6,2.15,76.0,2,0
Northern Illinois,Western Michigan,63,73,-10,2021-03-02,MAC,94.1,110.1,65.5,17.8,17.6,44.3,55.1,21.2,16.8,32.5,31.7,31.4,38.7,1.86,76.7,0,0,MAC,95.4,104.5,66.5,18.2,16.4,48.3,50.7,20.6,14.6,23.0,29.3,31.9,31.6,1.69,76.3,1,0
Wagner,Merrimack,74,67,7,2021-03-02,NEC,101.2,105.5,65.4,18.5,17.3,49.9,49.4,18.2,20.0,34.4,28.8,32.8,34.3,1.89,76.5,4,0,NEC,91.2,101.6,66.8,17.2,17.8,50.7,48.2,19.2,22.3,21.5,31.0,30.7,35.9,1.47,75.6,2,1
Ball St.,Eastern Michigan,100,65,35,2021-03-02,MAC,102.9,101.1,70.7,16.6,16.7,51.3,48.7,20.3,17.8,26.6,31.1,34.8,30.3,1.93,76.9,3,1,MAC,98.1,106.1,68.7,17.8,16.2,46.7,58.8,17.8,19.2,24.9,30.8,29.9,39.6,2.37,76.4,1,1
Cleveland St.,Purdue Fort Wayne,108,104,4,2021-03-02,Horz,100.8,99.1,66.5,17.7,17.5,50.2,48.9,19.2,20.9,30.6,32.0,31.7,30.4,2.08,76.9,0,0,Horz,100.3,110.1,70.2,16.6,17.7,58.1,52.5,24.2,17.3,26.1,30.0,39.7,33.6,2.07,77.7,0,0
