home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Maryland,Ohio St.,65,73,-8,2021-02-08,B10,110.3,93.7,65.8,17.8,18.7,52.1,49.6,16.6,17.0,22.0,25.7,34.4,34.7,1.82,78.4,2,0,B10,120.9,95.9,66.8,18.2,17.1,52.7,47.9,15.2,15.5,30.7,26.2,35.0,33.4,1.98,77.5,4,1
Kansas,Oklahoma St.,78,66,12,2021-02-08,B12,111.7,92.6,68.4,16.3,18.0,49.9,49.3,18.0,19.5,32.0,26.8,34.3,35.7,1.47,78.2,2,0,B12,109.5,91.9,70.8,15.8,17.4,51.6,46.5,20.7,19.4,32.4,29.9,34.3,31.6,1.13,77.6,3,1
BYU,Gonzaga,71,82,-11,2021-02-08,WCC,110.9,93.6,68.1,16.9,16.8,54.2,45.9,19.4,16.3,30.1,23.5,34.8,33.2,2.03,78.0,4,1,WCC,123.9,89.1,74.6,14.1,17.6,60.7,46.8,15.8,20.1,32.1,23.5,35.0,34.0,1.5,78.2,5,1
East Carolina,SMU,56,71,-15,2021-02-08,Amer,101.6,98.1,68.2,17.6,17.2,47.0,48.1,19.3,20.9,27.2,28.1,31.3,32.1,2.0,77.7,1,0,Amer,111.0,96.7,68.8,16.0,17.7,52.4,46.9,19.5,19.9,29.9,28.5,35.1,34.4,2.19,77.3,3,1
Furman,UNC Greensboro,68,49,19,2021-02-08,SC,109.5,102.2,68.8,16.0,17.3,57.0,52.3,18.3,21.8,28.2,30.7,35.3,35.9,1.96,76.6,2,0,SC,102.6,96.0,68.3,16.6,16.7,48.3,46.8,16.7,21.4,34.1,25.5,29.3,30.2,1.72,77.2,5,1
Minnesota,Nebraska,79,61,18,2021-02-08,B10,111.5,94.8,69.9,16.4,17.1,46.8,48.2,15.3,18.6,28.9,32.4,30.0,33.5,1.89,78.0,1,0,B10,102.8,98.2,72.3,14.6,17.8,46.5,50.4,18.2,20.3,26.0,29.5,30.7,32.7,1.98,78.2,0,0
Colorado,Oregon St.,78,49,29,2021-02-08,P12,116.4,95.2,66.7,17.1,18.6,53.0,48.5,16.1,20.2,30.2,25.4,37.9,34.1,2.32,77.3,3,1,P12,107.3,101.6,65.1,18.6,17.3,47.7,49.4,16.4,17.5,28.8,29.6,35.3,30.7,2.0,78.3,3,1
Stony Brook,UMBC,48,60,-12,2021-02-08,AE,94.8,102.1,67.6,17.4,17.4,46.9,48.4,20.7,18.8,30.6,26.8,28.8,33.7,2.16,77.0,2,0,AE,99.5,100.9,68.2,16.3,18.1,50.2,45.4,19.4,18.3,25.8,26.3,33.0,31.9,2.5,75.7,3,1
Lafayette,Loyola MD,80,76,4,2021-02-08,Pat,102.5,108.4,68.5,17.3,17.0,50.5,50.6,14.9,17.3,26.3,27.9,36.9,32.9,1.96,77.7,2,0,Pat,97.8,105.6,68.3,18.1,17.6,49.6,51.5,21.1,18.8,30.8,24.8,29.3,40.6,1.71,77.3,1,1
Hampton,High Point,76,71,5,2021-02-08,BSth,93.3,107.0,71.8,16.1,16.9,48.2,48.5,17.8,18.5,23.6,31.3,32.6,32.7,1.85,78.0,3,0,BSth,96.2,105.2,66.8,18.4,17.2,47.9,52.4,19.6,20.4,30.9,26.8,30.3,34.4,1.2,76.3,4,1
Florida A&M,North Carolina Central,59,50,9,2021-02-08,MEAC,92.7,104.0,68.9,16.4,16.8,48.3,53.3,23.2,21.4,27.6,31.3,31.3,30.7,2.08,76.8,1,0,MEAC,96.7,106.6,67.0,18.0,15.7,53.9,52.5,20.6,23.1,20.9,36.7,42.0,31.7,2.59,74.9,3,1
Southern,Jackson St.,53,57,-4,2021-02-08,SWAC,93.3,103.8,70.9,16.1,16.7,48.3,47.6,22.5,17.9,29.1,24.7,34.7,33.5,2.12,76.0,2,0,SWAC,91.4,102.1,69.3,16.8,16.6,44.1,45.8,23.6,22.0,29.0,30.9,32.5,33.1,2.35,76.5,5,1
LIU,St. Francis NY,96,84,12,2021-02-08,NEC,94.9,103.9,74.8,14.8,17.3,47.9,50.2,20.7,22.3,34.4,28.3,29.9,32.9,1.77,76.0,2,0,NEC,97.0,109.2,73.7,16.0,16.6,48.3,51.5,17.5,20.5,29.6,31.7,31.0,39.0,2.19,74.9,2,0
SIU Edwardsville,Eastern Kentucky,74,78,-4,2021-02-08,OVC,94.4,107.2,69.1,17.6,16.4,49.7,52.6,23.9,20.5,30.0,32.0,30.2,33.1,1.75,76.5,2,0,OVC,99.4,100.8,75.5,15.2,16.2,50.0,49.9,16.4,25.3,28.7,31.6,33.3,32.0,1.31,75.7,3,0
USC Upstate,Gardner Webb,77,69,8,2021-02-08,BSth,96.7,111.3,68.5,17.6,16.5,48.0,54.9,20.3,18.4,24.2,30.2,35.5,35.7,1.68,76.0,1,0,BSth,104.3,107.3,67.2,16.9,17.7,52.4,49.4,17.6,18.1,26.6,28.5,36.9,33.2,1.15,75.9,3,1
Fairfield,Quinnipiac,77,70,7,2021-02-08,MAAC,92.4,109.3,65.2,18.9,17.5,44.8,52.4,19.5,16.2,28.1,26.0,30.2,34.4,1.75,76.8,1,0,MAAC,92.8,101.0,70.4,16.3,17.4,47.1,41.5,21.5,16.0,21.0,28.8,30.6,28.2,1.17,77.6,2,1
Mercer,Samford,89,82,7,2021-02-08,SC,106.9,106.5,69.5,16.8,17.0,55.2,50.8,17.9,15.8,27.9,27.7,36.4,33.1,1.95,77.3,2,0,SC,98.8,106.9,73.7,15.3,16.5,49.7,51.7,20.9,19.2,29.7,26.2,30.4,33.2,2.14,76.7,1,0
Norfolk St.,Coppin St.,64,74,-10,2021-02-08,MEAC,99.8,106.7,67.4,17.4,16.4,49.8,48.8,16.4,19.6,26.9,27.8,37.2,32.9,2.33,76.8,3,1,MEAC,89.9,104.3,77.5,14.0,16.1,47.6,49.8,20.0,21.1,18.2,32.7,30.1,32.0,1.73,77.3,2,0
Tennessee Martin,Austin Peay,76,75,1,2021-02-08,OVC,93.2,113.9,67.5,17.9,16.8,44.3,58.2,20.9,20.3,30.0,31.7,33.4,38.9,1.63,77.0,3,1,OVC,105.8,108.5,66.7,18.2,16.5,51.1,54.9,21.8,21.3,35.6,29.0,34.5,35.2,1.58,75.0,3,0
Alabama A&M,Arkansas Pine Bluff,56,55,1,2021-02-08,SWAC,89.6,105.9,70.1,17.4,15.4,47.7,44.5,19.7,20.5,29.3,30.4,28.0,27.3,0.69,76.6,3,1,SWAC,89.0,114.1,68.8,18.3,15.4,41.6,56.0,22.7,17.4,26.6,31.2,30.2,42.7,2.26,75.8,0,0
UNLV,Air Force,69,64,5,2021-02-08,MWC,105.2,103.2,67.2,17.9,17.1,50.2,52.9,19.4,19.0,25.9,26.2,33.7,39.2,1.49,77.5,2,1,MWC,95.5,110.2,61.9,19.5,17.6,53.5,57.1,23.1,20.0,14.9,34.7,34.4,37.0,1.92,76.8,0,0
Texas A&M Corpus Chris,Abilene Christian,69,82,-13,2021-02-08,Slnd,91.0,108.2,68.3,17.4,17.1,46.1,50.1,23.8,17.9,23.7,30.5,32.9,33.0,2.26,75.9,0,0,Slnd,100.4,93.2,68.5,17.2,16.5,51.0,45.0,19.3,28.4,29.5,29.8,34.8,29.9,2.25,75.1,4,1
Alabama St.,Mississippi Valley St.,65,68,-3,2021-02-08,SWAC,83.9,108.1,70.3,15.6,17.4,42.2,47.4,23.2,22.1,32.3,28.6,31.3,30.8,1.84,75.1,2,1,SWAC,80.8,123.6,71.0,16.7,15.7,42.4,58.5,23.7,15.2,16.7,39.9,31.3,37.6,1.35,76.2,0,0
San Diego St.,San Jose St.,85,54,31,2021-02-08,MWC,111.6,91.6,66.3,16.7,18.6,54.8,48.8,18.7,23.2,30.6,24.0,39.8,33.7,2.43,76.6,4,1,MWC,97.4,111.0,72.4,16.3,16.8,44.8,53.4,18.2,15.0,21.3,33.5,30.5,32.9,1.63,77.9,3,1
