home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Youngstown St.,IUPUI,70,72,-2,2021-02-19,Horz,104.8,111.3,66.8,17.8,17.6,47.6,55.5,15.7,18.0,34.7,29.8,30.3,36.5,1.64,76.5,5,1,Horz,99.4,107.5,70.9,16.8,16.5,49.4,52.9,18.5,18.6,25.8,26.0,34.7,30.6,2.13,74.9,3,1
FIU,Southern Miss,72,85,-13,2021-02-19,CUSA,98.9,108.4,70.2,16.4,17.2,51.2,53.2,21.2,21.3,26.6,32.5,33.2,37.5,1.86,74.6,1,0,CUSA,95.3,103.2,66.3,17.9,17.4,46.9,49.4,20.2,18.0,24.7,24.5,32.2,32.8,1.71,77.6,0,0
Cal St. Northridge,Hawaii,74,75,-1,2021-02-19,BW,99.8,111.4,69.8,16.2,17.6,48.6,54.4,17.4,19.0,21.9,27.5,33.3,36.2,1.32,76.8,2,0,BW,101.2,103.7,67.2,17.9,18.1,50.7,48.8,19.5,17.4,28.3,26.6,35.7,30.9,1.7,76.9,3,0
Nebraska Omaha,North Dakota,72,62,10,2021-02-19,Sum,94.3,107.3,70.7,16.3,16.9,45.4,54.0,19.0,16.9,23.8,26.6,32.4,38.8,1.88,76.1,0,0,Sum,98.4,110.3,67.1,17.6,17.2,49.6,53.8,18.7,17.7,22.6,28.2,34.2,39.2,1.52,77.3,3,1
Dixie St.,Tarleton St.,59,77,-18,2021-02-19,WAC,92.6,108.8,74.4,14.8,16.6,45.5,53.0,20.1,19.6,23.6,32.3,28.7,33.1,1.81,76.3,3,1,WAC,96.8,110.3,65.7,19.1,16.1,48.6,56.2,17.9,22.2,17.5,30.4,40.4,40.4,1.49,76.2,4,1
New Mexico,Wyoming,67,79,-12,2021-02-19,MWC,93.9,103.8,65.0,18.6,17.0,42.0,52.4,21.3,19.0,32.6,29.9,25.0,35.4,1.53,78.1,1,0,MWC,108.3,110.7,69.2,17.1,17.0,52.5,53.3,15.8,18.4,23.1,28.9,34.8,32.8,1.02,77.8,1,1
Hampton,Campbell,68,73,-5,2021-02-19,BSth,94.7,109.9,71.0,16.2,17.3,48.9,49.0,17.9,17.7,22.4,32.2,33.5,33.3,1.85,78.0,2,0,BSth,101.5,108.6,64.8,18.5,17.6,55.6,52.2,18.5,21.9,17.9,31.2,36.1,31.0,1.78,75.4,5,1
Purdue Fort Wayne,Cleveland St.,75,68,7,2021-02-19,Horz,99.8,110.8,70.2,16.3,17.5,58.1,53.2,24.7,18.2,26.8,30.7,39.8,34.6,2.07,77.6,0,0,Horz,100.5,99.2,66.5,17.6,17.3,50.7,48.0,19.9,20.5,30.5,32.5,32.5,30.0,2.06,77.0,4,1
New Mexico St.,Utah Valley,66,69,-3,2021-02-19,WAC,104.6,103.5,66.0,19.7,16.9,48.6,52.3,17.7,14.9,34.3,23.9,30.3,35.3,2.44,76.3,2,1,WAC,99.6,107.1,70.0,16.5,16.4,53.8,49.9,21.5,15.1,30.9,22.3,35.0,36.4,1.82,77.5,2,0
Cal St. Fullerton,UC Irvine,78,89,-11,2021-02-19,BW,98.3,107.6,71.4,16.7,16.7,52.3,53.4,18.2,19.6,21.3,29.9,37.8,36.4,1.42,77.0,3,0,BW,102.8,96.5,66.6,18.3,17.4,46.7,46.9,19.9,19.0,32.9,24.7,33.2,34.5,0.99,77.5,2,1
High Point,Winthrop,63,71,-8,2021-02-19,BSth,98.5,107.5,66.3,18.4,17.0,47.2,52.4,18.5,20.1,31.6,27.6,30.0,34.8,1.19,76.3,2,0,BSth,105.5,98.2,73.5,14.7,18.0,52.7,50.3,19.5,22.7,35.8,21.0,35.2,33.0,1.97,76.7,4,1
Fairfield,Canisius,69,80,-11,2021-02-19,MAAC,93.8,109.9,64.5,18.9,17.6,45.2,51.5,19.8,16.3,27.6,25.6,30.2,34.9,1.76,76.8,3,0,MAAC,100.9,105.8,69.6,16.5,16.8,45.8,51.0,17.9,20.7,28.3,24.2,30.3,33.3,1.72,77.2,4,1
Charleston Southern,Longwood,58,64,-6,2021-02-19,BSth,91.5,109.0,69.0,16.9,17.3,47.1,52.1,24.0,18.0,26.7,31.1,31.9,35.0,1.1,76.5,1,0,BSth,98.3,104.5,65.1,18.6,17.4,50.0,51.7,19.7,20.6,26.8,25.9,34.1,31.5,1.2,75.6,4,1
Stetson,Jacksonville,91,75,16,2021-02-19,ASun,99.7,106.7,68.0,18.4,16.7,48.7,51.3,20.0,17.7,26.2,28.1,35.2,33.6,0.83,77.0,3,0,ASun,92.1,104.6,67.2,16.9,17.9,48.1,50.4,20.3,21.1,24.8,30.7,30.7,32.4,1.56,76.5,1,0
San Jose St.,UNLV,60,76,-16,2021-02-19,MWC,97.6,111.5,71.9,16.6,16.6,44.2,52.1,18.5,14.1,20.4,34.6,31.1,32.1,1.63,77.8,3,0,MWC,106.4,104.6,66.0,18.2,17.4,50.7,53.0,19.4,18.5,27.2,26.0,35.1,39.4,1.48,77.5,2,0
Saint Peter's,Marist,59,54,5,2021-02-19,MAAC,94.3,95.2,66.9,17.8,17.0,46.6,44.4,21.2,21.9,29.2,29.1,34.9,34.1,1.27,76.0,3,1,MAAC,93.5,102.8,65.5,18.4,17.4,50.4,47.9,21.4,18.2,22.6,25.1,31.3,33.3,1.43,75.9,2,0
Detroit,Robert Morris,85,74,11,2021-02-19,Horz,108.6,107.9,67.2,17.8,17.1,53.5,54.7,16.8,18.8,27.0,28.8,38.2,37.5,2.41,77.6,4,0,Horz,98.6,108.6,67.1,17.1,17.5,50.3,53.2,19.4,19.0,30.0,33.7,36.7,37.8,1.74,75.5,1,0
Grand Canyon,Cal Baptist,71,61,10,2021-02-19,WAC,105.4,100.5,64.1,18.3,17.3,54.5,45.9,20.8,17.2,31.9,21.8,31.0,31.3,2.13,77.4,5,1,WAC,104.1,112.1,70.2,16.2,17.5,54.9,52.8,20.1,16.1,28.9,26.6,41.1,37.1,1.93,77.2,2,0
Georgia St.,Troy,80,66,14,2021-02-19,SB,105.1,103.3,69.9,15.6,18.1,50.3,48.7,17.5,19.7,31.1,34.8,31.1,33.2,1.68,76.4,2,1,SB,92.2,102.6,67.6,18.0,16.9,43.7,51.2,21.4,18.4,28.1,25.3,28.0,37.1,1.42,76.6,2,0
Long Beach St.,Cal Poly,64,60,4,2021-02-19,BW,98.9,108.1,72.2,15.3,17.0,50.9,51.7,22.1,18.2,22.9,34.3,37.6,37.7,1.61,77.2,1,0,BW,90.5,110.2,66.7,17.6,17.6,42.9,52.7,19.8,17.8,22.4,30.6,29.1,38.1,1.42,76.8,1,0
UMKC,Denver,68,57,11,2021-02-19,Sum,95.5,100.3,62.2,19.5,17.9,50.9,49.9,20.4,22.0,21.9,24.3,36.0,36.7,1.85,76.3,4,1,Sum,93.9,112.2,70.5,16.6,17.2,49.1,56.4,21.0,19.0,21.6,26.4,34.6,40.3,1.31,76.6,1,0
Lipscomb,Kennesaw St.,76,62,14,2021-02-19,ASun,103.5,108.4,65.9,17.7,18.2,51.4,52.0,17.5,17.9,23.0,28.6,34.9,33.3,1.86,76.5,3,1,ASun,88.2,108.1,68.5,18.4,16.5,45.0,52.5,21.0,17.2,24.5,26.5,30.3,31.5,0.89,76.4,1,1
