home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Iowa,Ohio St.,85,89,-4,2021-02-04,B10,125.6,99.0,70.1,15.8,17.2,55.9,49.1,13.2,17.7,34.2,31.1,38.2,35.5,1.65,77.8,3,1,B10,119.7,95.6,66.7,18.2,17.2,52.4,47.5,15.6,15.9,30.7,26.3,34.3,32.6,1.98,77.5,4,1
Rutgers,Minnesota,76,72,4,2021-02-04,B10,109.2,89.8,68.4,16.9,17.5,51.5,48.0,15.9,19.8,28.9,27.8,33.9,31.8,1.97,77.9,3,1,B10,110.5,93.7,70.2,16.3,17.1,46.9,47.7,15.2,18.5,28.3,32.1,29.9,33.2,1.89,78.0,1,0
Utah,Arizona,73,58,15,2021-02-04,P12,108.8,97.1,67.4,17.8,17.5,51.1,49.7,17.6,20.7,25.8,29.3,32.6,35.6,1.38,77.5,3,1,P12,113.2,94.8,69.1,16.3,17.9,51.9,47.7,17.6,19.5,35.0,23.1,38.2,32.5,1.31,78.7,4,1
Temple,Cincinnati,60,63,-3,2021-02-04,Amer,100.3,98.9,69.1,17.3,17.4,45.6,48.6,19.3,16.4,25.4,26.3,32.0,35.8,1.6,77.5,3,0,Amer,105.2,95.5,70.9,16.4,16.8,48.1,50.1,20.8,18.7,28.6,24.4,28.2,30.8,1.65,77.5,1,0
California,Stanford,55,70,-15,2021-02-04,P12,103.1,101.3,65.3,18.7,17.1,51.1,53.3,19.8,18.5,22.6,26.4,34.0,40.1,1.97,77.4,1,0,P12,107.0,91.3,70.1,16.7,16.9,50.8,47.0,21.7,20.5,28.6,28.7,31.3,33.2,1.32,78.8,2,0
Oregon St.,Washington,91,71,20,2021-02-04,P12,105.8,101.2,64.6,18.7,17.2,46.7,49.6,16.7,17.2,29.5,30.0,34.4,30.8,1.99,78.3,3,0,P12,103.6,102.0,70.7,16.4,17.7,47.7,49.8,19.4,17.3,25.4,38.9,32.6,32.7,1.93,77.9,2,0
Morehead St.,Murray St.,66,56,10,2021-02-04,OVC,97.2,97.1,66.3,18.3,16.6,51.0,47.2,24.1,19.4,30.4,25.6,32.5,28.8,1.69,77.3,5,1,OVC,103.3,101.9,66.6,17.3,18.0,54.1,49.0,20.9,19.9,30.0,26.9,34.9,30.3,1.52,76.8,3,1
Weber St.,Montana St.,96,88,8,2021-02-04,BSky,100.4,101.8,71.9,15.7,17.0,55.3,47.6,18.4,19.8,23.1,26.4,37.9,32.1,2.11,77.5,4,1,BSky,97.3,100.1,68.4,17.1,17.9,49.5,45.5,18.1,20.1,20.2,29.0,32.0,30.7,1.97,76.7,5,1
Wyoming,Colorado St.,72,74,-2,2021-02-04,MWC,106.7,110.3,70.1,17.0,16.9,53.2,52.8,15.6,17.6,23.1,29.2,35.8,33.1,1.04,77.9,3,0,MWC,108.3,95.8,70.4,16.4,17.3,56.3,47.8,20.0,20.0,20.9,26.0,39.2,29.9,1.19,75.8,3,0
Oregon,Washington St.,71,74,-3,2021-02-04,P12,111.4,93.2,69.2,16.2,17.3,53.1,47.8,17.0,21.2,27.9,24.0,34.7,29.4,2.24,77.4,3,0,P12,98.7,94.2,68.4,17.7,16.7,48.1,45.0,21.5,18.4,29.4,26.7,33.6,31.1,1.1,78.7,1,1
