home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Fresno St.,Utah St.,53,69,-16,2021-02-04,MWC,98.0,100.6,66.7,17.7,17.3,48.4,49.6,21.9,19.8,31.0,26.9,29.6,33.1,1.25,77.2,2,1,MWC,104.9,89.8,69.9,16.6,17.3,50.6,45.7,20.2,21.2,35.4,20.1,34.7,33.8,1.48,78.2,3,1
Pacific,Gonzaga,58,76,-18,2021-02-04,WCC,102.1,98.2,66.7,18.9,16.4,44.3,51.5,16.6,19.1,29.0,26.2,29.8,35.2,2.27,77.0,2,0,WCC,124.7,90.0,74.6,14.1,17.5,61.0,47.1,15.7,20.1,32.7,23.5,35.4,34.4,1.5,78.2,5,1
Eastern Kentucky,Austin Peay,79,94,-15,2021-02-04,OVC,100.1,99.6,75.4,15.3,16.1,49.9,48.3,16.4,25.7,29.7,31.8,33.2,30.1,1.33,75.8,5,1,OVC,103.6,107.6,67.1,18.1,16.4,50.0,55.2,21.9,21.9,35.3,27.6,32.4,34.6,1.58,75.0,3,1
Portland St.,Montana,64,70,-6,2021-02-04,BSky,95.7,105.8,71.1,16.6,16.3,42.6,49.3,21.8,20.7,32.7,24.6,28.3,34.0,2.17,77.7,2,1,BSky,98.2,99.3,65.0,18.8,17.6,47.4,47.2,19.4,17.9,23.2,32.2,36.4,31.2,1.06,77.2,3,0
St. Francis NY,Wagner,67,74,-7,2021-02-04,NEC,96.9,107.8,73.5,15.8,16.1,48.5,52.7,17.2,20.9,28.9,29.0,30.9,42.5,2.24,74.8,2,0,NEC,96.8,106.4,64.0,19.2,16.1,46.8,53.1,18.6,20.6,32.7,25.6,30.2,35.4,1.85,76.6,2,1
Merrimack,St. Francis PA,68,62,6,2021-02-04,NEC,92.0,103.8,68.2,17.2,17.6,49.5,50.4,18.0,21.6,21.9,30.0,28.3,39.8,1.37,75.7,3,0,NEC,96.9,107.5,69.9,16.8,16.4,48.9,51.2,20.1,19.0,28.6,30.3,32.9,29.2,1.3,76.9,2,0
LIU,Fairleigh Dickinson,70,78,-8,2021-02-04,NEC,96.9,103.6,74.6,14.8,17.2,50.2,49.4,20.3,22.8,33.4,28.3,32.6,32.3,1.77,76.0,3,1,NEC,100.7,111.9,70.8,16.2,16.7,51.1,54.3,20.3,19.6,29.1,32.8,37.5,32.0,1.44,75.4,3,1
SIU Edwardsville,Tennessee St.,68,60,8,2021-02-04,OVC,94.2,106.9,69.4,17.4,16.6,50.0,52.3,23.7,20.5,28.4,31.0,30.8,34.8,1.79,76.5,2,0,OVC,87.3,100.6,70.7,16.7,16.8,46.0,47.5,22.2,22.4,23.8,30.0,27.0,30.2,1.7,76.5,1,0
Southeast Missouri St.,Tennessee Tech,68,64,4,2021-02-04,OVC,94.8,106.3,67.8,17.4,17.5,49.3,51.8,21.4,19.1,27.3,20.2,34.1,35.9,1.74,76.2,2,0,OVC,93.7,108.4,69.1,17.2,17.0,48.5,53.9,23.7,17.1,25.4,29.1,30.2,34.0,1.46,77.2,1,0
Radford,USC Upstate,63,61,2,2021-02-04,BSth,98.6,102.4,64.4,19.6,17.2,50.9,48.5,24.3,17.9,35.3,23.1,29.6,37.1,1.2,75.5,4,1,BSth,96.9,110.1,68.1,17.8,16.1,47.8,55.1,20.8,18.8,25.6,28.6,35.6,35.9,1.68,76.0,3,0
Tennessee Martin,Jacksonville St.,70,82,-12,2021-02-04,OVC,92.3,113.1,68.0,17.8,16.7,43.5,58.9,21.3,20.8,29.6,30.9,32.0,38.8,1.59,76.9,2,0,OVC,102.2,106.5,66.0,18.1,16.6,52.0,49.1,21.1,14.9,30.4,27.9,34.0,32.1,2.14,77.2,2,0
Eastern Illinois,Belmont,61,89,-28,2021-02-04,OVC,94.5,107.3,68.5,17.0,17.3,47.3,52.0,19.1,19.6,28.3,29.6,31.2,37.3,2.48,76.7,1,1,OVC,110.3,102.5,71.3,16.0,17.1,58.6,49.6,16.5,21.4,23.7,27.5,36.6,35.5,1.36,77.0,5,1
Gardner Webb,Presbyterian,59,53,6,2021-02-04,BSth,102.9,107.1,67.4,16.7,17.5,52.2,50.1,17.7,17.8,25.7,27.5,36.7,33.8,1.16,75.9,3,0,BSth,90.7,107.1,65.4,19.2,17.0,47.1,53.3,24.5,22.9,31.2,30.8,33.3,36.2,0.87,77.3,2,1
Portland,BYU,60,105,-45,2021-02-04,WCC,94.8,107.8,71.8,16.7,15.9,44.8,56.8,19.3,18.6,19.8,29.4,31.0,34.9,1.99,75.8,0,0,WCC,109.5,93.8,68.3,16.9,16.6,52.9,45.6,19.5,16.4,29.0,24.4,33.2,32.0,2.03,78.0,4,1
Idaho,Eastern Washington,75,89,-14,2021-02-04,BSky,90.4,113.2,67.7,17.2,17.8,49.1,54.0,23.9,16.9,21.9,29.6,33.2,39.4,1.93,76.2,0,0,BSky,105.1,102.1,72.6,15.3,17.9,52.2,50.0,17.4,16.6,23.6,26.2,33.5,34.6,1.72,77.2,3,1
