home,away,home_score,away_score,score,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Lamar,Texas A&M Corpus Chris,66,47,19,2021-03-01,Slnd,93.1,107.3,68.7,17.1,16.8,44.3,53.4,20.1,19.8,27.8,28.6,28.9,39.3,1.73,75.9,2,1,Slnd,90.6,109.3,69.5,17.1,16.9,46.9,51.6,24.5,18.8,24.4,29.8,33.3,34.0,2.22,76.1,1,0
Alabama A&M,Texas Southern,58,68,-10,2021-03-01,SWAC,86.4,105.8,68.8,17.4,16.5,45.7,44.1,21.7,18.2,28.5,28.9,28.3,27.6,0.7,76.4,1,0,SWAC,98.5,105.4,72.0,16.1,16.0,48.0,47.7,21.8,19.4,31.8,25.6,29.2,33.4,2.53,77.8,4,1
Richmond,Saint Joseph's,73,76,-3,2021-03-01,A10,113.5,98.2,68.6,16.5,17.9,53.8,52.9,14.5,21.7,19.9,28.4,35.0,32.3,2.47,76.1,3,0,A10,102.5,105.2,72.7,16.4,16.5,49.1,53.2,19.4,17.6,22.4,31.9,31.4,35.3,1.18,78.0,2,1
Central Arkansas,Stephen F. Austin,66,79,-13,2021-03-01,Slnd,96.8,112.9,72.0,15.8,16.1,48.7,53.8,24.3,15.3,27.9,28.7,34.6,37.8,2.1,78.0,1,1,Slnd,105.0,104.4,70.2,16.6,16.3,55.8,52.0,23.3,24.0,37.8,27.5,35.0,36.1,2.4,76.8,4,0
Radford,Hampton,67,52,15,2021-03-01,BSth,98.6,104.1,63.7,19.8,17.3,50.3,49.8,23.0,17.7,33.3,24.2,30.2,37.5,1.21,75.5,0,0,BSth,96.2,110.7,70.7,16.6,17.4,50.0,49.0,18.1,17.5,22.4,31.9,33.8,33.8,1.85,77.9,0,0
Nicholls St.,Northwestern St.,87,71,16,2021-03-01,Slnd,101.0,104.0,71.7,15.8,16.5,51.6,49.5,18.3,21.2,29.4,28.6,33.6,33.5,2.64,76.0,5,1,Slnd,96.5,109.7,71.0,16.6,16.1,48.5,53.3,20.1,18.4,26.2,32.5,33.3,33.0,2.01,75.1,4,1
Houston Baptist,Sam Houston St.,70,83,-13,2021-03-01,Slnd,94.1,111.1,72.8,16.3,15.8,49.5,54.6,23.6,19.0,25.4,32.4,33.9,35.5,1.38,76.6,1,0,Slnd,102.2,102.6,71.3,16.1,16.4,50.2,48.8,20.2,22.1,28.9,34.7,35.4,30.7,1.84,75.1,4,0
Alabama St.,Prairie View A&M,67,70,-3,2021-03-01,SWAC,85.1,109.4,70.7,15.6,17.3,43.6,47.7,21.7,21.8,29.9,29.5,32.0,31.2,1.82,75.2,1,0,SWAC,94.5,100.7,69.1,17.1,16.8,50.6,48.2,20.1,27.4,31.3,31.0,30.6,32.7,2.11,76.9,5,1
Winthrop,High Point,83,54,29,2021-03-01,BSth,104.8,97.7,73.9,14.7,18.0,52.5,50.0,19.6,22.6,35.5,21.6,35.3,33.3,1.96,76.7,0,0,BSth,96.8,107.0,66.4,18.6,17.1,46.4,52.4,18.7,20.1,32.2,27.5,29.8,35.2,1.2,76.3,0,0
Jackson St.,Arkansas Pine Bluff,64,58,6,2021-03-01,SWAC,89.5,99.8,69.8,16.8,16.6,43.6,44.9,22.6,22.0,29.6,27.3,33.2,33.5,2.42,76.6,5,1,SWAC,90.8,115.1,67.7,18.5,15.8,42.5,55.0,23.2,18.4,27.2,33.3,30.8,40.6,2.27,75.8,0,0
Western Kentucky,FIU,71,59,12,2021-03-01,CUSA,108.3,98.0,68.4,17.4,16.3,51.4,49.9,20.6,19.5,32.8,23.8,34.6,36.5,2.16,76.3,4,1,CUSA,97.6,109.3,71.0,16.4,17.1,50.9,53.8,21.1,21.1,25.8,33.2,33.0,37.1,1.89,74.7,0,0
Colorado St.,Air Force,74,44,30,2021-03-01,MWC,107.5,94.3,70.2,16.5,17.5,57.2,47.7,21.2,20.1,21.7,24.8,38.4,29.0,1.21,75.8,4,1,MWC,96.0,111.0,63.0,19.7,17.6,52.9,57.5,22.5,21.8,15.6,35.2,34.2,37.1,1.91,76.8,1,0
Mississippi Valley St.,Grambling St.,67,63,4,2021-03-01,SWAC,79.0,121.3,71.5,16.6,15.6,43.4,55.3,24.8,14.6,16.9,36.6,32.6,34.9,1.44,76.3,1,0,SWAC,91.7,105.1,70.0,16.8,16.7,47.4,46.8,22.3,20.5,25.3,31.8,31.9,33.8,2.3,77.4,3,0
