away_x,away_y,bet,date,draft_kings,home,home_cover,lasso,linear,percent_chance,predict_kp,rf,score
Tarleton St.,Tarleton St.,Tarleton St.,2021-02-19,0.0,Dixie St.,0.0,,,0.6153,1,,-18.0
Green Bay,Green Bay,Green Bay,2021-02-19,-0.5,Illinois Chicago,0.0,,,0.614,2,,3.0
Kennesaw St.,Kennesaw St.,Lipscomb,2021-02-19,12.5,Lipscomb,1.0,,,0.5939,13,,14.0
Canisius,Canisius,Fairfield,2021-02-19,-4.5,Fairfield,1.0,,,0.5912,-6,,-11.0
Cal Baptist,Cal Baptist,Grand Canyon,2021-02-19,10.0,Grand Canyon,1.0,,,0.5845,10,,10.0
Longwood,Longwood,Longwood,2021-02-19,-4.0,Charleston Southern,0.0,,,0.5605,-5,,-6.0
UC Riverside,UC Riverside,UC San Diego,2021-02-19,-9.0,UC San Diego,1.0,,,0.5601,-6,,-6.0
Campbell,Campbell,Campbell,2021-02-19,-3.5,Hampton,0.0,,,0.5579,-3,,-5.0
Akron,Akron,Ball St.,2021-02-19,-4.0,Ball St.,1.0,,,0.5572,-3,,-9.0
Southern Miss,Southern Miss,Southern Miss,2021-02-19,3.0,FIU,0.0,,,0.5513,1,,-13.0
Robert Morris,Robert Morris,Detroit,2021-02-19,9.5,Detroit,1.0,,,0.5449,9,,11.0
Winthrop,Winthrop,Winthrop,2021-02-19,-9.0,High Point,0.0,,,0.5424,-9,,-8.0
South Dakota St.,South Dakota St.,North Dakota St.,2021-02-19,-1.0,North Dakota St.,1.0,,,0.5384,-1,,-1.0
Cal Poly,Cal Poly,Cal Poly,2021-02-19,7.5,Long Beach St.,0.0,,,0.5328,10,,4.0
Cleveland St.,Cleveland St.,Cleveland St.,2021-02-19,-4.0,Purdue Fort Wayne,0.0,,,0.5211,-6,,7.0
South Alabama,South Alabama,South Alabama,2021-02-19,1.0,Appalachian St.,0.0,,,0.5191,3,,-2.0
Wright St.,Wright St.,Northern Kentucky,2021-02-19,-9.5,Northern Kentucky,1.0,,,0.5169,-11,,6.0
Oakland,Oakland,Milwaukee,2021-02-19,2.0,Milwaukee,1.0,,,0.5165,2,,-4.0
UNLV,UNLV,UNLV,2021-02-19,-14.5,San Jose St.,0.0,,,0.512,-9,,-16.0
Vermont,Vermont,Vermont,2021-02-19,-3.5,UMBC,0.0,,,0.5074,-2,,11.0
Denver,Denver,UMKC,2021-02-20,10.0,UMKC,1.0,,,0.8377,11,,11.0
Old Dominion,Old Dominion,UAB,2021-02-20,7.0,UAB,1.0,,,0.8012,7,,-7.0
Pacific,Pacific,Pacific,2021-02-20,-12.5,Portland,0.0,,,0.7977,-11,,-22.0
Hawaii,Hawaii,Cal St. Northridge,2021-02-20,-4.0,Cal St. Northridge,1.0,,,0.7972,-4,,8.0
Louisville,Louisville,North Carolina,2021-02-20,5.0,North Carolina,1.0,,,0.7694,1,,45.0
Robert Morris,Robert Morris,Detroit,2021-02-20,9.5,Detroit,1.0,,,0.7694,9,,19.0
Cleveland St.,Cleveland St.,Purdue Fort Wayne,2021-02-20,-3.0,Purdue Fort Wayne,1.0,,,0.7458,-5,,-12.0
Kennesaw St.,Kennesaw St.,Lipscomb,2021-02-20,12.5,Lipscomb,1.0,,,0.7413,12,,14.0
UC Irvine,UC Irvine,UC Irvine,2021-02-20,-9.0,Cal St. Fullerton,0.0,,,0.7304,-9,,3.0
Eastern Illinois,Eastern Illinois,Austin Peay,2021-02-20,8.0,Austin Peay,1.0,,,0.7243,9,,-7.0
Wright St.,Wright St.,Northern Kentucky,2021-02-20,-9.0,Northern Kentucky,1.0,,,0.7013,-8,,-6.0
Notre Dame,Notre Dame,Notre Dame,2021-02-20,3.0,Syracuse,0.0,,,0.6978,2,,8.0
Cal St. Bakersfield,Cal St. Bakersfield,Cal St. Bakersfield,2021-02-20,7.5,UC Santa Barbara,0.0,,,0.6885,7,,19.0
Northern Arizona,Northern Arizona,Weber St.,2021-02-20,14.5,Weber St.,1.0,,,0.6767,14,,22.0
Missouri,Missouri,South Carolina,2021-02-20,-3.0,South Carolina,1.0,,,0.6758,-2,,-15.0
Canisius,Canisius,Canisius,2021-02-20,-5.5,Fairfield,0.0,,,0.6661,-6,,13.0
Cal Poly,Cal Poly,Cal Poly,2021-02-20,7.5,Long Beach St.,0.0,,,0.6661,9,,5.0
Stanford,Stanford,Washington St.,2021-02-20,-5.5,Washington St.,1.0,,,0.6657,-2,,9.0
Georgia,Georgia,Georgia,2021-02-20,8.0,Florida,0.0,,,0.6642,9,,7.0
Tarleton St.,Tarleton St.,Tarleton St.,2021-02-20,-2.0,Dixie St.,0.0,,,0.6621,-2,,16.0
Morehead St.,Morehead St.,Morehead St.,2021-02-20,-13.0,Tennessee Martin,0.0,,,0.6609,-13,,-10.0
Auburn,Auburn,Auburn,2021-02-20,4.5,LSU,0.0,,,0.6527,5,,24.0
Navy,Navy,Navy,2021-02-20,-3.0,American,0.0,,,0.6525,-3,,-12.0
Georgia Tech,Georgia Tech,Miami FL,2021-02-20,-3.5,Miami FL,1.0,,,0.6523,-5,,-27.0
Southern Miss,,Southern Miss,2021-02-20,3.0,FIU,0.0,,,0.6495,-1,,
UC Riverside,UC Riverside,UC San Diego,2021-02-20,-7.5,UC San Diego,1.0,,,0.6314,-6,,1.0
Stony Brook,Stony Brook,Stony Brook,2021-02-20,3.0,Albany,0.0,,,0.627,3,,-16.0
Pepperdine,Pepperdine,Pepperdine,2021-02-20,-3.0,Santa Clara,0.0,,,0.6228,-2,,4.0
IUPUI,IUPUI,Youngstown St.,2021-02-20,6.5,Youngstown St.,1.0,,,0.6153,3,,7.0
Eastern Washington,Eastern Washington,Eastern Washington,2021-02-20,-4.5,Montana,0.0,,,0.6146,-3,,-14.0
Oakland,Oakland,Oakland,2021-02-20,1.0,Milwaukee,0.0,,,0.6117,1,,2.0
Furman,Furman,Furman,2021-02-20,-3.0,Mercer,0.0,,,0.6114,-2,,-10.0
Lamar,Lamar,Texas A&M Corpus Chris,2021-02-20,2.0,Texas A&M Corpus Chris,1.0,,,0.5971,2,,9.0
Arizona,Arizona,Arizona,2021-02-20,6.0,USC,0.0,,,0.5939,7,,-9.0
Cal Baptist,Cal Baptist,Grand Canyon,2021-02-20,10.0,Grand Canyon,1.0,,,0.5929,11,,-3.0
Colorado,Colorado,Oregon St.,2021-02-20,-6.5,Oregon St.,1.0,,,0.5842,-7,,-4.0
Boston University,Boston University,Colgate,2021-02-20,12.0,Colgate,1.0,,,0.5832,14,,10.0
South Dakota St.,South Dakota St.,North Dakota St.,2021-02-20,-0.5,North Dakota St.,1.0,,,0.5829,-1,,2.0
Oral Roberts,Oral Roberts,Oral Roberts,2021-02-20,3.5,South Dakota,0.0,,,0.5724,2,,2.0
George Mason,George Mason,George Mason,2021-02-20,10.5,VCU,0.0,,,0.5681,12,,-3.0
Miami OH,Miami OH,Miami OH,2021-02-20,-5.0,Northern Illinois,0.0,,,0.5675,-6,,-5.0
Kentucky,Kentucky,Kentucky,2021-02-20,7.5,Tennessee,0.0,,,0.5672,7,,-15.0
North Carolina A&T,North Carolina A&T,Florida A&M,2021-02-20,3.5,Florida A&M,1.0,,,0.5653,4,,14.0
Arizona St.,Arizona St.,Arizona St.,2021-02-20,8.0,UCLA,0.0,,,0.5653,8,,1.0
BYU,BYU,BYU,2021-02-20,-8.0,Loyola Marymount,0.0,,,0.5621,-6,,-17.0
New Hampshire,New Hampshire,New Hampshire,2021-02-20,2.5,UMass Lowell,0.0,,,0.5606,5,,-2.0
South Alabama,South Alabama,Appalachian St.,2021-02-20,2.0,Appalachian St.,1.0,,,0.5528,2,,-2.0
N.C. State,N.C. State,Wake Forest,2021-02-20,-1.5,Wake Forest,1.0,,,0.5517,-1,,-18.0
Central Arkansas,Central Arkansas,Nicholls St.,2021-02-20,11.5,Nicholls St.,1.0,,,0.5502,10,,11.0
Mississippi St.,Mississippi St.,Mississippi,2021-02-20,7.0,Mississippi,1.0,,,0.5502,5,,-10.0
North Dakota,North Dakota,Nebraska Omaha,2021-02-20,1.5,Nebraska Omaha,1.0,,,0.5498,3,,-12.0
Duquesne,Duquesne,Richmond,2021-02-20,9.0,Richmond,1.0,,,0.5479,7,,7.0
California,California,Washington,2021-02-20,1.0,Washington,1.0,,,0.5472,1,,11.0
Tennessee Tech,Tennessee Tech,Tennessee Tech,2021-02-20,21.0,Belmont,0.0,,,0.5462,20,,24.0
St. Francis PA,St. Francis PA,St. Francis PA,2021-02-20,5.5,Wagner,0.0,,,0.5445,6,,15.0
Purdue,Purdue,Purdue,2021-02-20,-7.0,Nebraska,0.0,,,0.5445,-8,,-17.0
UCF,UCF,UCF,2021-02-20,-1.0,Tulane,0.0,,,0.5435,-2,,-3.0
Holy Cross,Holy Cross,Army,2021-02-20,11.0,Army,1.0,,,0.5429,12,,4.0
West Virginia,West Virginia,West Virginia,2021-02-20,3.5,Texas,0.0,,,0.5422,2,,-2.0
Wofford,Wofford,Western Carolina,2021-02-20,-5.0,Western Carolina,1.0,,,0.542,-5,,-24.0
Jacksonville St.,Jacksonville St.,Jacksonville St.,2021-02-20,-7.5,Tennessee St.,0.0,,,0.5399,-8,,-1.0
Siena,Siena,Niagara,2021-02-20,-4.0,Niagara,1.0,,,0.5384,-4,,2.0
Troy,Troy,Georgia St.,2021-02-20,10.0,Georgia St.,1.0,,,0.5372,11,,12.0
Illinois,Illinois,Illinois,2021-02-20,-4.0,Minnesota,0.0,,,0.5362,-5,,-31.0
Chattanooga,Chattanooga,UNC Greensboro,2021-02-20,6.5,UNC Greensboro,1.0,,,0.5361,5,,5.0
Sacramento St.,Sacramento St.,Southern Utah,2021-02-20,7.5,Southern Utah,1.0,,,0.5344,7,,20.0
La Salle,La Salle,Saint Joseph's,2021-02-20,-3.0,Saint Joseph's,1.0,,,0.5332,-1,,9.0
Kansas St.,Kansas St.,TCU,2021-02-20,6.5,TCU,1.0,,,0.5317,8,,-8.0
Jacksonville,Jacksonville,Stetson,2021-02-20,5.0,Stetson,1.0,,,0.5306,6,,-4.0
Virginia,Virginia,Virginia,2021-02-20,-2.0,Duke,0.0,,,0.5286,-1,,1.0
Florida St.,Florida St.,Florida St.,2021-02-20,-5.5,Pittsburgh,0.0,,,0.5281,-7,,-7.0
Eastern Michigan,Eastern Michigan,Kent St.,2021-02-20,14.5,Kent St.,1.0,,,0.5274,15,,13.0
Utah Valley,Utah Valley,New Mexico St.,2021-02-20,8.0,New Mexico St.,1.0,,,0.526,5,,7.0
Texas Tech,Texas Tech,Texas Tech,2021-02-20,1.5,Kansas,0.0,,,0.5259,1,,6.0
Loyola MD,Loyola MD,Lehigh,2021-02-20,-5.5,Lehigh,1.0,,,0.5251,-4,,-28.0
San Diego St.,San Diego St.,Fresno St.,2021-02-20,-14.0,Fresno St.,1.0,,,0.5247,-14,,-18.0
Utah,Utah,Oregon,2021-02-20,9.5,Oregon,1.0,,,0.5235,6,,3.0
Portland St.,Portland St.,Portland St.,2021-02-20,-8.5,Idaho,0.0,,,0.5229,-9,,-31.0
Oklahoma,Oklahoma,Iowa St.,2021-02-20,-11.5,Iowa St.,1.0,,,0.5227,-11,,-10.0
Central Connecticut,Central Connecticut,LIU,2021-02-20,9.5,LIU,1.0,,,0.5222,9,,13.0
Green Bay,Green Bay,Illinois Chicago,2021-02-20,1.5,Illinois Chicago,1.0,,,0.5181,2,,-10.0
Merrimack,Merrimack,Merrimack,2021-02-20,6.0,Bryant,0.0,,,0.5147,7,,2.0
Eastern Kentucky,Eastern Kentucky,Southeast Missouri St.,2021-02-20,-5.5,Southeast Missouri St.,1.0,,,0.5113,-6,,22.0
SIU Edwardsville,SIU Edwardsville,Murray St.,2021-02-20,17.0,Murray St.,1.0,,,0.5089,13,,27.0
San Diego,San Diego,Gonzaga,2021-02-20,32.0,Gonzaga,1.0,,,0.507,32,,37.0
Sacred Heart,Sacred Heart,Sacred Heart,2021-02-20,3.5,St. Francis NY,0.0,,,0.5051,2,,12.0
VMI,VMI,The Citadel,2021-02-20,-3.5,The Citadel,1.0,,,0.5045,-3,,1.0
Elon,Elon,William & Mary,2021-02-20,2.5,William & Mary,1.0,,,0.5029,2,,-21.0
Connecticut,Connecticut,Connecticut,2021-02-20,6.5,Villanova,0.0,,,0.5024,6,,8.0
DePaul,DePaul,St. John's,2021-02-20,11.0,St. John's,1.0,,,0.5021,8,,-5.0
Vanderbilt,Vanderbilt,Alabama,2021-02-20,14.5,Alabama,1.0,,,0.5017,17,,4.0
UNLV,UNLV,UNLV,2021-02-21,-13.5,San Jose St.,0.0,,,0.7842,-10,,-3.0
Navy,Navy,Navy,2021-02-21,-5.5,American,0.0,,,0.7586,-3,,-9.0
Oral Roberts,,Oral Roberts,2021-02-21,2.0,South Dakota,0.0,,,0.7544,2,,
Central Connecticut,Central Connecticut,LIU,2021-02-21,10.5,LIU,1.0,,,0.7262,10,,2.0
Army,Army,Army,2021-02-21,-6.0,Holy Cross,0.0,,,0.7014,-7,,16.0
Stony Brook,Stony Brook,Stony Brook,2021-02-21,6.0,Albany,0.0,,,0.6799,1,,8.0
South Florida,South Florida,Temple,2021-02-21,-1.0,Temple,1.0,,,0.679,2,,-7.0
Prairie View A&M,Prairie View A&M,Prairie View A&M,2021-02-21,-2.0,Texas Southern,0.0,,,0.6726,2,,-2.0
St. Francis PA,St. Francis PA,Wagner,2021-02-21,6.5,Wagner,1.0,,,0.6723,7,,2.0
North Carolina A&T,North Carolina A&T,Florida A&M,2021-02-21,3.0,Florida A&M,1.0,,,0.6703,6,,-7.0
Sacred Heart,Sacred Heart,St. Francis NY,2021-02-21,4.5,St. Francis NY,1.0,,,0.6666,3,,-6.0
Little Rock,Little Rock,Louisiana Monroe,2021-02-21,-3.5,Louisiana Monroe,1.0,,,0.65,-3,,12.0
Penn St.,Penn St.,Penn St.,2021-02-21,11.5,Iowa,0.0,,,0.6364,11,,6.0
Siena,Siena,Niagara,2021-02-21,-5.0,Niagara,1.0,,,0.6248,-3,,-2.0
Valparaiso,Valparaiso,Valparaiso,2021-02-21,1.5,Southern Illinois,0.0,,,0.6194,1,,-1.0
Boston University,Boston University,Boston University,2021-02-21,11.0,Colgate,0.0,,,0.6152,14,,15.0
Michigan,Michigan,Michigan,2021-02-21,0.5,Ohio St.,0.0,,,0.5943,1,,-5.0
Bryant,Bryant,Merrimack,2021-02-21,-1.0,Merrimack,1.0,,,0.5875,-2,,-16.0
Western Michigan,,Western Michigan,2021-02-21,7.5,Ball St.,0.0,,,0.5861,8,,
Lehigh,Lehigh,Lehigh,2021-02-21,11.0,Loyola MD,0.0,,,0.5751,11,,-4.0
Evansville,Evansville,Drake,2021-02-21,12.5,Drake,1.0,,,0.5414,15,,14.0
Georgia Southern,Georgia Southern,Georgia Southern,2021-02-21,6.5,Coastal Carolina,0.0,,,0.5307,8,,10.0
Wisconsin,Wisconsin,Northwestern,2021-02-21,-6.0,Northwestern,1.0,,,0.5306,-4,,-17.0
Davidson,Davidson,Davidson,2021-02-21,4.5,St. Bonaventure,0.0,,,0.5173,4,,11.0
Cincinnati,Cincinnati,Cincinnati,2021-02-21,13.0,Houston,0.0,,,0.5103,14,,38.0
Butler,Butler,Butler,2021-02-21,8.5,Xavier,0.0,,,0.5097,8,,12.0
Morehead St.,Morehead St.,Morehead St.,2021-02-22,-11.0,SIU Edwardsville,0.0,,,0.7687,-9,,-8.0
Central Arkansas,Central Arkansas,Central Arkansas,2021-02-22,3.5,New Orleans,0.0,,,0.7248,4,,25.0
Texas Tech,Texas Tech,Oklahoma St.,2021-02-22,-3.5,Oklahoma St.,1.0,,,0.7131,-1,,5.0
Little Rock,Little Rock,Louisiana Monroe,2021-02-22,-3.5,Louisiana Monroe,1.0,,,0.7122,-2,,4.0
Evansville,Evansville,Drake,2021-02-22,11.5,Drake,1.0,,,0.6715,15,,11.0
Alabama A&M,Alabama A&M,Alcorn St.,2021-02-22,-2.0,Alcorn St.,1.0,,,0.6656,2,,13.0
Alabama St.,Alabama St.,Alabama St.,2021-02-22,11.5,Southern,0.0,,,0.6613,11,,9.0
Grambling St.,Grambling St.,Grambling St.,2021-02-22,7.0,Jackson St.,0.0,,,0.6582,5,,4.0
Houston Baptist,Houston Baptist,Houston Baptist,2021-02-22,5.0,Northwestern St.,0.0,,,0.6576,4,,6.0
Texas St.,Texas St.,Arkansas St.,2021-02-22,-3.5,Arkansas St.,1.0,,,0.6342,-3,,-5.0
Oregon,Oregon,Oregon,2021-02-22,3.5,USC,0.0,,,0.6192,6,,14.0
Syracuse,Syracuse,Syracuse,2021-02-22,5.0,Duke,0.0,,,0.5955,4,,14.0
The Citadel,The Citadel,The Citadel,2021-02-22,8.5,Mercer,0.0,,,0.5923,8,,36.0
Valparaiso,Valparaiso,Valparaiso,2021-02-22,2.0,Southern Illinois,0.0,,,0.5898,1,,3.0
UNC Greensboro,UNC Greensboro,Western Carolina,2021-02-22,-8.5,Western Carolina,1.0,,,0.5864,-8,,-21.0
New Mexico,New Mexico,Air Force,2021-02-22,1.5,Air Force,1.0,,,0.5863,-1,,-8.0
UT Arlington,UT Arlington,UT Arlington,2021-02-22,4.5,Louisiana,0.0,,,0.5374,5,,2.0
Southeastern Louisiana,Southeastern Louisiana,Texas A&M Corpus Chris,2021-02-22,2.5,Texas A&M Corpus Chris,1.0,,,0.5291,1,,-3.0
Eastern Kentucky,Eastern Kentucky,Southeast Missouri St.,2021-02-22,-4.0,Southeast Missouri St.,1.0,,,0.5284,-3,,-22.0
Pepperdine,Pepperdine,Pepperdine,2021-02-22,5.5,Saint Mary's,0.0,,,0.528,6,,5.0
Sam Houston St.,Sam Houston St.,Sam Houston St.,2021-02-22,-10.5,Lamar,0.0,,,0.5269,-10,,-6.0
VMI,,VMI,2021-02-22,10.0,Furman,0.0,,,0.5244,8,,
William & Mary,William & Mary,Elon,2021-02-22,4.0,Elon,1.0,,,0.502,4,,19.0
Massachusetts,Massachusetts,Massachusetts,2021-02-23,8.5,Richmond,0.0,,,0.7695,7,,14.0
Kansas,Kansas,Texas,2021-02-23,3.0,Texas,1.0,,,0.7559999999999999,2,,3.0
Appalachian St.,Appalachian St.,Georgia St.,2021-02-23,6.5,Georgia St.,1.0,,,0.6816,7,,14.0
Illinois,Illinois,Illinois,2021-02-23,-7.0,Michigan St.,0.0,,,0.6787,-9,,9.0
Georgia Tech,Georgia Tech,Virginia Tech,2021-02-23,2.0,Virginia Tech,1.0,,,0.6634,2,,-16.0
Iowa St.,Iowa St.,Baylor,2021-02-23,23.0,Baylor,1.0,,,0.6618,26,,5.0
Penn St.,Penn St.,Penn St.,2021-02-23,-6.5,Nebraska,0.0,,,0.6453,-7,,-3.0
Florida,Florida,Auburn,2021-02-23,1.0,Auburn,1.0,,,0.6231,-1,,-17.0
Arkansas Pine Bluff,Arkansas Pine Bluff,Prairie View A&M,2021-02-23,16.5,Prairie View A&M,1.0,,,0.6164,15,,16.0
LSU,LSU,LSU,2021-02-23,-6.0,Georgia,0.0,,,0.6126,-5,,13.0
Pacific,Pacific,Pacific,2021-02-23,-3.5,San Diego,0.0,,,0.6034,-2,,-10.0
Connecticut,Connecticut,Georgetown,2021-02-23,-4.5,Georgetown,1.0,,,0.6005,-3,,-13.0
Miami OH,Miami OH,Central Michigan,2021-02-23,-3.5,Central Michigan,1.0,,,0.5889,-3,,-42.0
Mississippi Valley St.,Mississippi Valley St.,Texas Southern,2021-02-23,28.0,Texas Southern,1.0,,,0.5856,27,,37.0
West Virginia,West Virginia,West Virginia,2021-02-23,-7.0,TCU,0.0,,,0.5836,-9,,-8.0
Akron,Akron,Akron,2021-02-23,1.5,Ohio,0.0,,,0.5733,1,,17.0
Saint Louis,Saint Louis,VCU,2021-02-23,-3.0,VCU,1.0,,,0.5452,3,,2.0
Notre Dame,Notre Dame,Louisville,2021-02-23,4.5,Louisville,1.0,,,0.5382,3,,12.0
Washington,Washington,Arizona St.,2021-02-23,9.5,Arizona St.,1.0,,,0.5339,8,,33.0
Mississippi,Mississippi,Missouri,2021-02-23,4.0,Missouri,1.0,,,0.5306,4,,-7.0
Buffalo,Buffalo,Northern Illinois,2021-02-23,-12.5,Northern Illinois,1.0,,,0.5222,-13,,-28.0
Oklahoma,Oklahoma,Kansas St.,2021-02-23,-11.0,Kansas St.,1.0,,,0.5123,-12,,5.0
St. John's,St. John's,St. John's,2021-02-23,11.0,Villanova,0.0,,,0.5103,11,,23.0
Bowling Green,Bowling Green,Eastern Michigan,2021-02-23,-8.0,Eastern Michigan,1.0,,,0.5055,-7,,-13.0
High Point,High Point,Campbell,2021-02-23,4.0,Campbell,1.0,,,0.5024,4,,20.0
DePaul,DePaul,DePaul,2021-02-24,15.0,Creighton,0.0,,,0.7164,14,,24.0
Alabama,Alabama,Arkansas,2021-02-24,2.0,Arkansas,1.0,,,0.7115,-1,,15.0
The Citadel,The Citadel,Furman,2021-02-24,17.0,Furman,1.0,,,0.6995,15,,9.0
Alabama A&M,Alabama A&M,Alabama A&M,2021-02-24,7.5,Southern,0.0,,,0.6804,7,,16.0
Lamar,Lamar,Incarnate Word,2021-02-24,1.5,Incarnate Word,1.0,,,0.6637,4,,-22.0
Chattanooga,Chattanooga,Chattanooga,2021-02-24,3.5,Mercer,0.0,,,0.6505,4,,4.0
Florida St.,Florida St.,Miami FL,2021-02-24,-11.5,Miami FL,1.0,,,0.6473,-12,,-17.0
Houston Baptist,Houston Baptist,Houston Baptist,2021-02-24,11.5,Nicholls St.,0.0,,,0.6444,11,,15.0
Marquette,Marquette,Marquette,2021-02-24,9.5,North Carolina,0.0,,,0.6436,8,,-13.0
Western Carolina,Western Carolina,UNC Greensboro,2021-02-24,14.0,UNC Greensboro,1.0,,,0.6352,13,,-1.0
McNeese St.,McNeese St.,McNeese St.,2021-02-24,3.5,Southeastern Louisiana,0.0,,,0.6298,5,,-4.0
South Carolina,South Carolina,South Carolina,2021-02-24,5.5,Mississippi St.,0.0,,,0.6219,5,,21.0
Dayton,Dayton,Dayton,2021-02-24,-8.0,Saint Joseph's,0.0,,,0.6158,-9,,13.0
Northern Arizona,Northern Arizona,Southern Utah,2021-02-24,12.5,Southern Utah,1.0,,,0.6123,12,,5.0
Tennessee,Tennessee,Tennessee,2021-02-24,-8.0,Vanderbilt,0.0,,,0.6067,-7,,-12.0
Xavier,Xavier,Providence,2021-02-24,-1.5,Providence,1.0,,,0.6046,-1,,15.0
Temple,Temple,South Florida,2021-02-24,4.5,South Florida,1.0,,,0.5966,4,,-18.0
New Orleans,New Orleans,Texas A&M Corpus Chris,2021-02-24,-1.5,Texas A&M Corpus Chris,1.0,,,0.5844,-2,,-8.0
New Mexico,New Mexico,New Mexico,2021-02-24,-1.5,Air Force,0.0,,,0.5782,-1,,7.0
Fresno St.,Fresno St.,Fresno St.,2021-02-24,7.0,UNLV,0.0,,,0.5624,6,,-3.0
N.C. State,N.C. State,Virginia,2021-02-24,11.0,Virginia,1.0,,,0.5601,11,,-7.0
Duquesne,Duquesne,La Salle,2021-02-24,-4.0,La Salle,1.0,,,0.5515,-4,,20.0
North Carolina A&T,North Carolina A&T,North Carolina Central,2021-02-24,4.0,North Carolina Central,1.0,,,0.5496,2,,-16.0
St. Bonaventure,St. Bonaventure,Davidson,2021-02-24,2.5,Davidson,1.0,,,0.5493,-1,,-3.0
American,American,American,2021-02-24,9.5,Loyola MD,0.0,,,0.5475,4,,11.0
Delaware St.,Delaware St.,Norfolk St.,2021-02-24,14.0,Norfolk St.,1.0,,,0.5391,13,,31.0
Holy Cross,Holy Cross,Boston University,2021-02-24,8.5,Boston University,1.0,,,0.535,6,,-11.0
Alabama St.,Alabama St.,Alcorn St.,2021-02-24,5.5,Alcorn St.,1.0,,,0.531,7,,9.0
Sam Houston St.,Sam Houston St.,Abilene Christian,2021-02-24,8.5,Abilene Christian,1.0,,,0.5295,8,,14.0
Tulane,Tulane,Tulane,2021-02-24,10.0,Memphis,0.0,,,0.5249,12,,15.0
Stephen F. Austin,Stephen F. Austin,Stephen F. Austin,2021-02-24,-10.5,Northwestern St.,0.0,,,0.5225,-7,,-26.0
Hampton,Hampton,Longwood,2021-02-24,7.0,Longwood,1.0,,,0.5189,8,,-6.0
Clemson,Clemson,Wake Forest,2021-02-24,-2.5,Wake Forest,1.0,,,0.5152,-6,,-21.0
George Washington,George Washington,George Mason,2021-02-24,7.5,George Mason,1.0,,,0.5044,7,,5.0
Cincinnati,Cincinnati,Cincinnati,2021-02-24,2.0,Tulsa,0.0,,,0.5036,2,,-1.0
Robert Morris,Robert Morris,Detroit,2021-02-25,10.5,Detroit,1.0,,,0.7717,11,,10.0
Ohio St.,Ohio St.,Ohio St.,2021-02-25,-4.0,Michigan St.,0.0,,,0.7376,-7,,4.0
Mount St. Mary's,Mount St. Mary's,Mount St. Mary's,2021-02-25,-0.5,St. Francis PA,0.0,,,0.7309,-1,,-7.0
Loyola Marymount,Loyola Marymount,Loyola Marymount,2021-02-25,4.5,Pepperdine,0.0,,,0.7173,3,,-7.0
Oregon,Oregon,Stanford,2021-02-25,-0.5,Stanford,1.0,,,0.7126,1,,-3.0
Washington,Washington,Arizona St.,2021-02-25,9.5,Arizona St.,1.0,,,0.6901,9,,8.0
Florida A&M,Florida A&M,Florida A&M,2021-02-25,-10.0,South Carolina St.,0.0,,,0.6829,-10,,-8.0
Santa Clara,Santa Clara,Gonzaga,2021-02-25,30.0,Gonzaga,1.0,,,0.6771,31,,14.0
Mississippi Valley St.,Mississippi Valley St.,Prairie View A&M,2021-02-25,31.5,Prairie View A&M,1.0,,,0.6559,28,,20.0
Boise St.,Boise St.,San Diego St.,2021-02-25,6.0,San Diego St.,1.0,,,0.6435,7,,12.0
Iowa,Iowa,Iowa,2021-02-25,5.5,Michigan,0.0,,,0.6319,3,,22.0
Pacific,Pacific,Pacific,2021-02-25,6.5,Saint Mary's,0.0,,,0.6305,6,,12.0
Belmont,Belmont,Belmont,2021-02-25,-7.5,Eastern Kentucky,0.0,,,0.6189,-7,,14.0
Tennessee Martin,Tennessee Martin,Tennessee Martin,2021-02-25,5.5,SIU Edwardsville,0.0,,,0.6168,7,,13.0
IUPUI,IUPUI,IUPUI,2021-02-25,4.5,Milwaukee,0.0,,,0.6122,4,,12.0
Portland St.,Portland St.,Portland St.,2021-02-25,1.5,Northern Colorado,0.0,,,0.6115,3,,2.0
San Francisco,San Francisco,San Francisco,2021-02-25,10.0,BYU,0.0,,,0.6092,11,,6.0
Illinois Chicago,Illinois Chicago,Youngstown St.,2021-02-25,6.0,Youngstown St.,1.0,,,0.5788,4,,16.0
Weber St.,Weber St.,Weber St.,2021-02-25,-6.0,Sacramento St.,0.0,,,0.5721,-6,,-9.0
USC,USC,Colorado,2021-02-25,3.5,Colorado,1.0,,,0.5646,1,,18.0
Wagner,Wagner,Wagner,2021-02-25,-8.0,Central Connecticut,0.0,,,0.5572,-7,,-20.0
Oregon St.,Oregon St.,Oregon St.,2021-02-25,-1.0,California,0.0,,,0.5492,-2,,-2.0
St. Francis NY,St. Francis NY,St. Francis NY,2021-02-25,4.0,Merrimack,0.0,,,0.5478,4,,-13.0
Arkansas Pine Bluff,Arkansas Pine Bluff,Arkansas Pine Bluff,2021-02-25,13.5,Texas Southern,0.0,,,0.5473,14,,14.0
LIU,LIU,LIU,2021-02-25,6.5,Bryant,0.0,,,0.5439,9,,7.0
Austin Peay,Austin Peay,Tennessee Tech,2021-02-25,-8.5,Tennessee Tech,1.0,,,0.5408,-6,,5.0
Central Michigan,Central Michigan,Buffalo,2021-02-25,19.5,Buffalo,1.0,,,0.5339,18,,12.0
Nebraska,Nebraska,Nebraska,2021-02-25,15.0,Illinois,0.0,,,0.5314,17,,16.0
Montana,Montana,Montana,2021-02-25,-3.0,Idaho St.,0.0,,,0.5284,-3,,-6.0
