team,off,def,tempo,luck
Dayton,108.0,94.8,68.2,-0.009
Memphis,102.5,89.3,74.9,-0.13
Utah,107.9,94.8,68.9,0.077
TCU,107.4,94.4,68.4,0.068
Providence,108.8,96.3,67.7,0.11
South Carolina,106.1,93.8,73.1,-0.01
Auburn,107.1,95.0,69.3,0.089
BYU,107.1,95.3,71.8,0.104
Miami FL,104.5,92.8,70.3,0.008
Saint Mary's,106.0,94.4,63.9,0.131
Davidson,110.8,99.3,64.2,-0.075
Furman,108.4,97.2,71.1,-0.204
St. Bonaventure,107.7,96.6,71.2,0.0
Butler,106.7,95.6,68.9,0.056
Boise St.,106.3,95.2,69.1,0.013
San Francisco,107.2,96.3,70.8,-0.064
Texas A&M,103.7,93.0,67.8,0.078
Drake,107.9,97.3,69.2,0.022
Cincinnati,104.5,93.9,71.6,-0.087
Pittsburgh,103.1,92.7,71.8,0.027
Georgia Tech,107.7,97.4,67.9,-0.08
Rhode Island,105.3,95.2,71.1,-0.157
Mississippi St.,107.9,97.8,65.4,-0.078
Marshall,106.3,96.3,75.4,-0.049
Utah St.,104.0,94.1,69.9,-0.053
Western Kentucky,108.6,98.9,70.4,0.164
Georgia,104.6,94.9,74.6,0.046
DePaul,105.4,96.1,73.3,-0.171
Duquesne,105.9,96.5,70.4,-0.033
Tulsa,101.5,92.6,67.6,-0.13
Notre Dame,110.7,101.9,67.9,0.018
Toledo,107.6,98.8,68.4,-0.021
Iowa St.,106.0,97.5,70.0,-0.122
St. John's,107.9,99.4,74.7,0.032
UCF,103.1,94.8,69.3,0.15
Wright St.,103.1,95.0,72.9,0.025
Wichita St.,105.0,97.0,69.0,0.096
South Dakota St.,109.4,101.7,72.2,0.08
UAB,103.3,95.7,72.2,-0.045
Winthrop,106.1,98.8,75.5,0.063
Colorado St.,104.4,97.2,71.8,0.058
Yale,106.4,99.6,70.1,0.0
North Texas,103.2,96.5,67.4,-0.166
Georgia St.,106.7,100.0,72.3,0.152
Boston College,104.5,97.9,73.0,-0.042
South Florida,101.4,94.9,69.8,0.085
Northern Iowa,105.7,99.3,71.6,-0.093
Liberty,105.6,99.1,64.9,-0.094
Belmont,104.9,98.5,72.7,0.024
Vermont,103.5,97.2,69.2,-0.135
Georgetown,104.6,98.4,72.5,-0.084
Murray St.,104.0,98.1,68.8,-0.179
Bradley,101.4,95.6,67.6,-0.118
UNC Greensboro,101.7,96.0,71.8,-0.022
New Mexico St.,102.0,96.8,69.2,0.0
Washington,100.3,95.0,70.3,-0.184
Nebraska,101.6,96.7,73.5,-0.148
Buffalo,105.2,100.3,74.2,-0.182
Louisiana Tech,102.6,97.7,71.7,0.094
Old Dominion,103.2,98.3,69.4,0.171
Ohio,104.6,99.8,70.2,-0.115
Massachusetts,105.9,101.3,73.5,-0.211
Abilene Christian,99.2,94.8,69.9,-0.019
Santa Clara,97.9,93.6,70.8,0.117
East Carolina,100.7,96.6,69.1,0.125
Wake Forest,103.3,99.2,69.8,0.138
Akron,104.7,100.9,70.7,-0.149
Loyola Marymount,102.6,99.0,68.7,0.022
UC Irvine,100.1,96.6,69.9,-0.037
Nevada,102.0,98.4,72.4,0.065
UC Santa Barbara,103.0,99.5,68.5,-0.074
Eastern Washington,103.3,99.8,73.0,-0.229
Washington St.,97.1,93.9,69.5,0.151
Oregon St.,103.1,100.0,67.2,-0.171
California,101.2,98.1,66.3,0.005
Missouri St.,103.8,100.9,70.9,-0.011
Vanderbilt,101.3,98.5,70.0,0.017
Pacific,100.6,98.0,66.5,0.198
UNLV,103.9,101.5,70.1,-0.065
George Mason,101.3,98.9,69.9,0.029
Hofstra,104.1,101.8,69.8,0.045
Ball St.,101.1,98.8,71.0,0.043
Grand Canyon,102.2,100.1,67.0,-0.179
Siena,102.0,99.9,69.3,0.0
Pepperdine,104.4,102.3,71.0,-0.094
Wofford,103.2,101.2,67.4,-0.129
Princeton,103.3,101.4,68.8,0.0
Kansas St.,101.5,99.7,66.1,0.089
Little Rock,104.1,102.3,69.9,0.02
Montana,98.9,97.2,68.3,-0.125
Kent St.,102.7,101.2,71.7,-0.054
Colgate,104.2,102.7,69.9,0.0
Temple,98.8,97.5,71.6,0.109
Drexel,101.6,100.5,67.1,0.007
Mercer,103.3,102.2,72.8,0.044
Bowling Green,104.7,103.8,72.2,0.088
Saint Peter's,96.9,96.3,70.1,0.106
Harvard,101.2,100.6,70.2,0.0
Indiana St.,101.0,100.8,70.7,0.054
UC Riverside,97.5,97.3,67.6,-0.087
UTEP,97.9,97.8,69.4,-0.072
Cal St. Bakersfield,98.3,98.3,66.6,-0.086
UT Arlington,100.6,100.9,70.6,-0.044
Chattanooga,100.6,101.0,69.1,0.02
Monmouth,101.2,101.9,76.2,-0.096
North Dakota St.,99.5,100.3,66.6,0.007
Fresno St.,99.6,100.4,67.9,0.0
Saint Joseph's,103.8,104.7,76.3,-0.095
Louisiana,98.0,98.9,75.0,0.302
Valparaiso,98.6,99.5,70.4,-0.191
Texas St.,98.6,99.6,66.8,0.241
Southern Illinois,100.8,101.9,69.9,0.142
Northeastern,99.9,101.1,68.3,0.033
Charlotte,99.5,100.6,65.0,-0.034
Eastern Michigan,99.9,101.1,69.3,0.0
Stephen F. Austin,98.0,99.3,72.7,0.044
Wyoming,102.6,104.0,70.6,0.052
UTSA,103.1,104.5,73.0,-0.067
La Salle,97.8,99.2,68.7,-0.02
Southern Utah,101.9,103.5,70.9,0.042
Coastal Carolina,103.3,105.0,72.6,0.027
East Tennessee St.,95.7,97.3,69.2,-0.04
Austin Peay,103.5,105.3,70.4,0.162
Eastern Illinois,101.9,103.7,69.6,-0.02
Boston University,100.4,102.2,69.4,0.0
Oral Roberts,104.0,105.9,72.7,-0.087
Navy,100.7,102.6,66.3,0.31
FIU,102.9,104.9,73.2,-0.132
Fordham,93.1,95.2,67.8,0.0
NJIT,99.1,101.4,69.7,0.066
UNC Wilmington,101.1,103.6,70.5,0.03
Eastern Kentucky,97.2,99.9,77.4,0.001
San Diego,97.7,100.5,71.3,0.018
UC San Diego,99.3,102.2,70.7,0.0
Cleveland St.,99.7,102.6,69.4,0.141
UC Davis,99.3,102.2,72.2,-0.161
Western Carolina,101.8,104.7,72.8,0.184
Penn,99.6,102.8,71.3,0.0
Cornell,100.7,104.0,69.0,0.0
Bryant,102.2,105.6,77.4,-0.106
Middle Tennessee,94.3,97.8,73.0,-0.155
Appalachian St.,98.2,101.8,67.2,0.039
Miami OH,99.1,102.8,67.5,0.013
UMBC,97.4,101.1,70.8,0.016
Northern Kentucky,100.5,104.3,68.2,-0.003
Tulane,96.2,100.0,67.8,0.015
Youngstown St.,103.5,107.4,67.5,-0.011
Elon,99.3,103.3,67.5,0.1
Illinois Chicago,96.5,100.9,69.8,0.061
Army,95.5,99.9,70.4,0.061
Sacramento St.,97.2,101.6,66.8,0.0
Gardner Webb,98.6,103.4,70.6,-0.127
South Dakota,100.1,104.9,69.9,-0.076
Iona,98.9,103.8,68.5,0.041
Montana St.,97.5,102.3,70.7,-0.118
UNC Asheville,99.9,104.8,70.0,-0.096
Florida Atlantic,96.9,101.8,68.3,0.05
Nicholls St.,97.8,102.8,72.4,-0.031
New Hampshire,94.4,99.5,71.9,0.033
Lipscomb,101.1,106.3,67.6,0.009
Charleston,98.8,104.0,65.3,-0.143
South Alabama,102.2,107.5,68.8,0.11
Texas Southern,99.1,104.5,70.9,0.075
Towson,99.6,105.1,68.5,-0.035
Niagara,98.2,103.8,66.3,0.004
Stony Brook,94.9,100.5,70.0,0.051
Marist,92.2,98.0,67.3,0.148
Brown,94.5,100.4,71.8,0.0
Lafayette,100.3,106.2,69.9,0.0
Northern Colorado,97.0,102.9,70.1,0.126
Norfolk St.,95.4,101.3,68.1,0.125
UT Rio Grande Valley,94.5,100.4,72.5,0.093
UMass Lowell,97.4,103.4,70.3,-0.002
Florida Gulf Coast,95.9,102.0,69.0,0.143
Hawaii,96.7,102.8,70.5,0.0
Milwaukee,97.2,103.4,69.8,-0.079
New Mexico,98.3,104.6,71.1,0.084
Georgia Southern,97.9,104.1,70.3,0.107
Mount St. Mary's,96.4,102.8,64.6,-0.011
Robert Morris,99.0,105.3,70.5,-0.087
Nebraska Omaha,95.8,102.3,72.6,0.051
Jacksonville St.,95.8,102.4,68.0,0.084
Detroit,100.0,106.8,70.5,-0.111
VMI,99.2,106.0,70.7,-0.095
Stetson,98.8,105.6,68.6,0.024
Central Arkansas,98.6,105.5,75.4,-0.017
George Washington,99.2,106.1,71.6,-0.258
Bucknell,96.4,103.3,71.8,0.0
Weber St.,95.9,102.9,72.0,-0.27
Purdue Fort Wayne,98.9,106.1,71.5,0.061
Central Michigan,99.7,106.9,72.9,0.076
Loyola MD,98.1,105.5,72.1,0.0
Illinois St.,97.4,104.8,72.4,-0.028
James Madison,98.9,106.4,73.3,-0.116
Air Force,96.7,104.2,63.4,0.159
Long Beach St.,97.3,104.9,74.5,0.136
Western Michigan,95.6,103.4,66.6,-0.143
Rice,96.2,104.0,70.5,0.009
American,96.1,104.0,69.7,0.0
Canisius,97.3,105.3,71.8,-0.02
Delaware,97.3,105.3,68.4,0.068
Bellarmine,98.2,106.3,68.3,-0.141
High Point,96.6,104.7,71.8,-0.17
St. Francis PA,99.3,107.5,70.2,0.043
IUPUI,98.7,107.0,73.2,0.0
North Carolina Central,95.4,104.0,68.8,-0.026
North Alabama,95.5,104.1,72.3,-0.152
Hartford,94.6,103.3,67.5,0.076
Portland,93.8,102.6,73.3,0.242
Quinnipiac,94.9,103.7,70.0,0.056
Dartmouth,94.2,103.0,68.7,0.0
Cal Baptist,98.9,107.9,72.3,-0.248
Sam Houston St.,95.7,104.7,74.6,0.109
Wagner,95.3,104.3,66.1,-0.223
Cal St. Northridge,98.6,107.7,72.8,0.128
Campbell,97.2,106.3,68.3,0.127
Samford,97.4,106.6,75.1,-0.109
UMKC,95.2,104.5,65.1,-0.112
North Dakota,95.7,105.0,67.8,-0.053
Oakland,98.6,108.0,72.2,0.015
LIU,94.5,103.9,74.2,-0.039
Columbia,94.0,103.4,71.1,0.0
Arkansas St.,97.5,107.2,69.7,-0.125
Utah Valley,95.9,105.6,72.2,-0.06
Seattle,95.1,105.1,69.0,-0.081
Fairleigh Dickinson,99.5,109.6,72.3,0.067
Southern,94.5,104.7,71.0,-0.033
Green Bay,97.8,108.1,70.4,-0.116
Evansville,95.3,105.6,64.1,0.016
Idaho St.,95.3,105.6,67.7,-0.087
Florida A&M,93.8,104.1,69.2,0.009
Southern Miss,92.8,103.2,67.5,0.012
Lehigh,96.7,107.2,71.0,0.0
Northwestern St.,96.2,106.8,73.8,-0.063
Troy,92.4,103.1,68.4,0.211
Radford,93.4,104.1,64.9,0.026
Morehead St.,94.4,105.1,66.4,-0.015
North Florida,99.9,110.7,69.0,-0.034
Louisiana Monroe,92.9,103.8,67.5,-0.024
William & Mary,98.1,109.0,67.7,0.09
Merrimack,92.0,103.0,66.9,0.0
Tennessee St.,92.1,103.2,72.4,-0.138
Albany,92.9,104.1,69.8,-0.058
Jacksonville,93.0,104.6,69.8,0.086
San Jose St.,95.5,107.0,76.5,-0.049
USC Upstate,97.4,109.0,71.3,-0.032
Rider,96.4,108.1,69.5,-0.123
Northern Illinois,93.6,105.5,66.2,-0.04
Lamar,91.2,103.2,72.4,-0.038
Dixie St.,94.9,107.0,72.6,0.245
Morgan St.,92.5,104.6,70.8,0.029
Texas A&M Corpus Chris,93.0,105.1,68.7,-0.131
Portland St.,95.9,108.0,74.4,0.043
St. Francis NY,94.6,107.0,73.6,0.147
Prairie View A&M,92.7,105.3,70.1,0.066
Charleston Southern,91.7,104.4,68.9,-0.131
The Citadel,98.6,111.6,76.0,0.077
North Carolina A&T,94.1,107.1,72.0,-0.099
Howard,97.4,110.7,71.4,0.102
Longwood,92.8,106.1,69.8,-0.173
Jackson St.,89.3,102.6,71.8,-0.0
SIU Edwardsville,92.4,106.0,71.2,-0.01
Manhattan,91.2,104.8,69.1,-0.023
Southeastern Louisiana,93.4,107.1,70.1,0.032
Cal St. Fullerton,91.1,104.8,71.3,0.0
New Orleans,93.5,107.3,71.1,-0.08
Southeast Missouri St.,94.6,108.4,69.4,-0.065
Grambling St.,91.8,105.6,70.6,-0.078
Denver,94.1,108.2,72.3,-0.147
McNeese St.,96.6,110.8,71.7,-0.147
Cal Poly,92.3,106.8,70.0,0.045
Fairfield,88.5,103.1,68.6,-0.097
Tennessee Tech,90.4,105.0,70.9,-0.109
Sacred Heart,94.4,109.2,70.3,0.132
Northern Arizona,95.2,110.2,65.9,0.047
Tarleton St.,92.5,107.7,70.6,-0.09
Central Connecticut,94.6,109.9,72.3,-0.048
Coppin St.,88.0,103.3,77.1,-0.0
Hampton,91.8,107.3,74.1,0.086
Western Illinois,93.2,109.1,73.3,-0.137
Alabama A&M,89.2,105.9,71.2,0.0
Binghamton,92.7,109.5,68.8,-0.034
Tennessee Martin,95.6,112.7,70.0,0.226
Idaho,91.0,108.6,70.0,-0.082
Incarnate Word,91.7,111.0,69.0,-0.0
Presbyterian,91.3,111.0,69.5,0.04
Alcorn St.,90.1,109.8,72.2,-0.0
Holy Cross,90.8,110.5,70.5,0.0
Maine,87.1,106.9,68.1,-0.057
Kennesaw St.,86.3,106.8,69.0,-0.105
Bethune Cookman,89.5,110.1,74.5,0.0
Houston Baptist,93.5,114.3,73.7,-0.0
Arkansas Pine Bluff,86.5,108.1,71.2,0.057
Alabama St.,85.6,107.3,71.1,0.0
Delaware St.,88.9,112.1,75.7,-0.016
Maryland Eastern Shore,83.3,109.0,69.9,0.0
South Carolina St.,84.1,112.1,72.9,-0.069
Chicago St.,87.2,115.6,69.7,-0.006
Mississippi Valley St.,84.3,117.5,74.5,-0.0
