team,off,def,tempo,luck
Gonzaga,122.2,90.7,76.4,0.037
Baylor,119.8,88.6,70.1,0.018
Villanova,119.5,92.8,64.2,0.026
Wisconsin,114.7,89.0,65.6,-0.028
Iowa,122.7,97.6,71.4,-0.022
Michigan,116.4,91.3,68.6,0.013
Texas,113.0,88.0,69.4,0.054
Illinois,116.1,92.2,72.2,-0.022
Tennessee,110.6,87.0,67.4,0.036
Houston,112.6,89.0,66.6,0.011
Creighton,115.5,92.0,71.3,-0.005
Kansas,113.5,90.2,69.4,0.133
West Virginia,112.9,91.4,69.0,0.04
Oregon,112.3,91.5,70.4,0.03
Texas Tech,109.2,88.4,66.8,-0.07
Clemson,107.5,86.8,66.8,0.075
Duke,112.4,91.9,70.0,0.044
Virginia,111.0,90.7,60.0,0.007
Ohio St.,114.7,94.7,66.5,-0.001
Colorado,112.1,92.5,68.0,-0.068
Indiana,109.2,89.8,67.1,-0.019
Florida,111.9,93.0,71.5,0.033
Alabama,111.6,92.8,73.5,-0.013
Connecticut,111.2,92.5,65.8,-0.053
USC,110.0,91.3,68.5,-0.068
Louisville,110.5,91.8,66.5,0.242
Arizona,111.8,93.2,69.6,0.053
San Diego St.,110.3,91.8,65.9,-0.038
Saint Louis,111.0,92.7,69.0,0.018
Minnesota,111.6,93.6,72.3,0.137
Florida St.,110.7,92.6,70.7,0.037
Rutgers,110.3,92.2,69.6,0.065
LSU,117.4,99.3,69.6,-0.022
North Carolina,108.4,90.5,71.5,-0.019
UCLA,113.6,95.9,65.2,0.077
Purdue,111.1,93.8,67.0,-0.028
Arkansas,111.3,94.0,73.5,0.008
Syracuse,109.2,91.9,71.7,-0.013
Virginia Tech,111.4,94.3,67.4,0.078
Michigan St.,111.6,94.5,71.8,0.096
Stanford,106.7,89.7,71.2,0.03
Oklahoma St.,109.8,92.9,72.7,-0.069
N.C. State,110.2,93.6,71.2,-0.026
Oklahoma,112.4,95.9,69.7,0.022
Loyola Chicago,109.0,92.6,67.3,-0.065
Maryland,113.3,96.9,67.2,-0.084
Mississippi,106.1,90.3,69.7,-0.088
Penn St.,112.3,96.5,69.0,-0.143
Missouri,108.0,92.2,70.2,0.176
Seton Hall,111.6,96.0,68.3,0.035
SMU,110.7,95.5,70.7,0.061
Xavier,110.4,95.5,69.5,0.118
Kentucky,106.7,91.9,69.0,-0.158
VCU,105.0,90.5,70.8,-0.003
Northwestern,109.4,94.9,70.5,-0.022
Marquette,110.6,96.5,68.2,-0.062
Arizona St.,110.2,96.3,75.0,0.063
Richmond,111.5,97.8,70.7,0.052
Providence,110.0,96.3,66.6,0.052
Drake,110.3,96.9,67.5,0.014
Utah St.,105.9,92.8,69.3,-0.039
South Carolina,106.7,93.8,73.6,0.04
Memphis,102.6,90.1,73.3,-0.079
Mississippi St.,110.2,97.9,65.2,-0.076
St. Bonaventure,107.9,95.6,68.5,0.06
Davidson,111.2,98.9,64.0,-0.091
Saint Mary's,106.4,94.3,63.3,0.122
BYU,108.1,96.1,71.0,0.104
Utah,108.1,96.1,67.1,-0.029
Miami FL,104.9,93.1,71.2,-0.165
Georgia Tech,108.4,96.9,67.0,-0.03
Boise St.,107.9,96.4,69.7,0.047
Pittsburgh,103.7,92.5,70.5,0.063
Tulsa,103.4,92.2,66.2,-0.001
Furman,110.3,99.6,69.7,-0.067
Dayton,107.9,97.2,65.4,-0.092
Rhode Island,105.0,94.5,70.7,-0.094
San Francisco,107.0,96.6,69.8,-0.026
Auburn,107.9,97.6,69.3,-0.029
TCU,107.2,97.3,68.2,0.167
Marshall,106.9,97.1,73.8,-0.042
Wichita St.,107.9,98.1,68.4,0.098
Cincinnati,105.5,95.7,70.5,-0.105
Georgia,105.5,95.8,75.3,-0.035
Colorado St.,105.6,96.2,72.0,0.053
Butler,106.0,96.7,67.0,0.052
Toledo,109.5,100.2,68.1,0.018
Iowa St.,106.6,97.4,70.0,-0.156
Western Kentucky,108.5,99.5,69.9,0.124
Notre Dame,111.5,102.7,66.7,-0.033
Wright St.,104.1,95.6,72.4,-0.003
St. John's,107.2,98.8,75.3,0.005
DePaul,105.7,97.3,73.2,-0.112
South Dakota St.,110.5,102.4,71.4,0.08
UCF,103.6,95.8,68.4,0.082
Duquesne,104.7,97.0,69.1,-0.102
UAB,104.0,96.4,71.9,-0.045
