team,off,def,tempo,luck
Gonzaga,117.9,88.6,75.5,0.083
Baylor,116.3,87.2,70.0,0.003
Villanova,115.4,90.0,66.0,0.065
Iowa,119.0,94.4,74.5,0.01
Texas,109.9,86.0,69.4,0.025
West Virginia,111.0,87.5,71.0,-0.049
Wisconsin,110.0,87.0,67.4,-0.047
Texas Tech,107.7,85.0,68.1,-0.032
Kansas,109.6,87.0,73.0,0.131
Houston,111.4,89.6,68.9,0.124
Duke,110.3,88.7,72.7,-0.074
Florida St.,109.6,88.6,71.5,0.146
Michigan,112.0,91.0,70.2,0.024
Indiana,108.3,87.5,70.1,-0.051
Creighton,114.6,93.9,72.1,-0.156
Tennessee,107.5,86.9,69.0,0.0
Illinois,111.4,90.8,72.5,-0.064
Virginia,106.9,86.3,62.2,-0.088
Clemson,106.4,85.9,68.5,0.08
Rutgers,108.0,87.6,71.3,0.001
Ohio St.,111.4,91.1,68.1,0.113
Michigan St.,111.8,91.5,73.8,0.016
Louisville,109.7,89.9,69.1,0.084
Florida,109.4,89.9,72.1,0.017
Oregon,110.8,91.3,70.7,0.016
UCLA,110.9,91.7,67.3,0.062
Syracuse,109.2,90.1,72.9,-0.003
North Carolina,108.5,89.4,72.5,-0.023
San Diego St.,108.0,89.3,68.1,0.017
LSU,114.3,96.2,71.8,-0.056
Stanford,105.2,87.1,71.9,-0.125
Purdue,109.1,91.2,69.3,-0.038
Marquette,109.8,92.0,70.0,0.002
Arkansas,108.0,90.4,72.7,0.055
Oklahoma,111.9,94.4,72.2,0.079
N.C. State,109.4,92.0,71.6,0.0
Saint Louis,108.4,91.1,69.5,0.082
Missouri,109.1,91.9,70.3,0.09
USC,108.2,91.0,69.6,-0.054
Kentucky,106.5,89.6,70.4,-0.318
Mississippi,105.3,88.5,69.9,0.017
Minnesota,108.3,91.7,72.8,0.1
Oklahoma St.,106.4,90.0,72.9,0.075
Colorado,106.3,89.8,70.1,-0.061
Arizona,106.7,90.4,70.7,0.111
Arizona St.,110.3,94.0,75.5,0.088
Virginia Tech,108.2,92.0,67.0,0.172
Connecticut,109.0,92.8,68.2,0.101
Penn St.,108.7,92.6,71.0,-0.108
Xavier,109.7,93.7,69.7,0.178
Maryland,109.6,93.7,68.5,-0.032
Alabama,107.8,92.0,75.7,-0.033
Loyola Chicago,106.8,91.1,68.9,0.09
SMU,109.2,93.7,71.2,0.055
Seton Hall,108.9,93.7,70.0,-0.064
Memphis,103.2,88.1,75.2,-0.152
Richmond,108.2,93.5,73.4,0.123
Miami FL,105.6,90.9,71.2,-0.043
VCU,103.2,88.9,71.6,-0.081
Utah,107.6,94.2,69.4,0.075
Cincinnati,104.4,91.2,71.2,-0.008
Butler,106.2,93.0,68.1,0.0
TCU,105.1,92.0,66.5,0.01
Providence,108.0,95.0,68.6,0.1
Dayton,107.2,94.3,68.6,-0.016
Saint Mary's,106.5,93.9,65.4,0.083
Furman,107.4,95.1,70.8,-0.138
South Carolina,105.0,92.9,73.4,-0.01
Northwestern,104.7,92.7,72.7,-0.201
Davidson,109.8,98.3,65.7,-0.12
Georgia Tech,106.1,94.7,70.1,-0.137
San Francisco,106.7,95.3,71.5,-0.084
Rhode Island,105.2,94.1,72.4,-0.16
St. Bonaventure,107.1,96.1,69.6,0.0
Auburn,105.7,95.0,72.6,0.186
Notre Dame,108.1,97.6,69.9,0.071
Marshall,105.9,95.6,74.5,0.0
Iowa St.,107.6,97.5,70.6,-0.089
BYU,104.3,94.3,72.1,0.083
Texas A&M,102.4,92.4,70.5,0.107
Mississippi St.,106.3,96.5,67.6,-0.093
Western Kentucky,107.7,98.1,70.2,0.159
DePaul,104.4,94.9,72.5,0.0
Duquesne,104.9,95.5,71.1,-0.033
Pittsburgh,102.7,93.5,72.3,0.067
St. John's,105.7,96.8,75.5,-0.002
