team,off,def,tempo,luck
Gonzaga,117.1,87.8,76.0,0.083
Baylor,115.8,87.1,70.1,0.012
Villanova,114.1,89.3,67.2,0.012
Texas,109.5,85.4,69.6,0.165
Kansas,109.8,86.1,73.8,0.064
Duke,110.5,87.1,73.7,-0.068
Texas Tech,108.5,85.2,70.2,-0.09
West Virginia,110.1,87.0,72.4,-0.036
Wisconsin,109.8,86.8,67.0,-0.094
Houston,110.4,88.5,69.4,0.122
Iowa,115.3,93.6,74.5,0.0
Ohio St.,109.4,87.8,69.5,0.037
Michigan St.,110.4,89.3,73.5,0.023
North Carolina,108.6,87.6,72.7,-0.065
Creighton,112.2,91.3,71.8,0.019
Virginia,106.2,85.8,63.0,-0.088
Indiana,107.8,87.5,71.0,0.069
Florida St.,108.4,88.2,73.2,0.0
Tennessee,108.5,88.5,70.1,0.0
Kentucky,107.3,87.4,71.9,-0.285
Louisville,109.1,89.3,69.7,0.084
Oregon,110.7,91.0,70.2,-0.069
Michigan,110.4,90.8,72.4,0.003
Florida,108.9,89.4,71.7,0.064
Illinois,109.7,90.5,72.0,-0.005
Oklahoma,108.6,89.6,74.4,0.0
Virginia Tech,108.2,89.5,68.6,0.017
Clemson,106.0,87.3,70.1,0.099
Arizona St.,110.9,92.4,75.8,0.052
Oklahoma St.,106.8,88.3,73.0,0.067
Purdue,109.5,91.1,70.2,0.026
Rutgers,105.8,87.5,72.6,0.0
Maryland,109.9,91.7,70.3,0.0
Marquette,107.2,89.1,73.2,-0.007
San Diego St.,107.6,89.7,69.0,0.0
Stanford,104.5,86.9,72.7,-0.129
N.C. State,108.7,91.3,72.2,0.0
LSU,114.0,96.9,70.8,-0.094
UCLA,108.9,91.8,68.3,0.072
Syracuse,106.7,90.0,73.6,0.227
Minnesota,107.0,90.4,73.2,0.077
Saint Louis,107.0,90.4,70.2,0.183
Arizona,105.5,89.0,72.4,0.0
Miami FL,107.1,90.6,72.9,0.0
Mississippi,105.5,89.0,71.3,0.0
Missouri,107.4,91.2,71.3,0.089
Alabama,108.2,92.1,76.4,0.048
Connecticut,108.2,92.3,68.9,0.101
Colorado,106.9,91.1,71.1,0.0
USC,106.7,90.8,69.8,-0.062
Memphis,103.1,87.4,76.3,-0.093
Arkansas,106.7,91.1,72.4,0.147
Richmond,107.3,91.7,73.8,0.001
Utah,107.6,92.1,70.5,0.0
Loyola Chicago,105.3,89.8,69.3,0.0
SMU,108.8,93.6,72.3,0.0
Cincinnati,104.0,89.9,71.1,0.0
Dayton,108.2,94.1,69.6,0.0
Penn St.,106.2,92.5,73.4,0.171
TCU,102.3,88.6,67.7,0.16
Seton Hall,106.6,93.0,71.4,-0.218
Butler,105.5,92.2,68.2,0.0
Xavier,105.6,92.6,70.5,0.209
Providence,105.9,93.4,69.0,-0.005
Northwestern,104.5,92.1,70.8,0.0
South Carolina,104.1,91.9,74.3,0.074
Saint Mary's,104.6,92.7,66.4,0.115
VCU,101.8,90.2,72.1,-0.098
Texas A&M,101.9,90.4,70.8,0.128
Iowa St.,106.7,95.3,72.0,-0.191
Furman,105.0,93.9,72.9,0.0
St. Bonaventure,106.4,95.3,70.3,0.0
Rhode Island,105.1,94.1,73.3,-0.126
Western Kentucky,106.9,96.1,70.7,0.125
San Francisco,104.7,93.9,72.0,-0.007
Auburn,104.9,94.7,73.2,0.115
St. John's,103.7,93.5,76.7,0.096
South Dakota St.,108.2,98.1,72.1,0.045
Notre Dame,105.5,95.4,71.8,0.0
Davidson,108.5,98.4,67.5,-0.182
DePaul,103.7,94.2,73.2,0.0
Mississippi St.,105.2,95.7,67.9,-0.009
Duquesne,104.2,94.7,71.9,-0.033
Utah St.,103.4,94.2,72.0,0.04
Northern Iowa,105.6,96.5,72.3,-0.075
Boston College,103.9,94.9,73.9,0.002
Belmont,103.9,95.0,74.2,0.0
Marshall,103.3,94.5,76.9,0.0
Georgia Tech,103.5,94.9,72.4,-0.148
BYU,103.6,95.1,72.9,0.147
Vermont,102.9,94.5,70.0,0.0
Georgia,104.3,96.1,75.0,0.077
Tulsa,100.2,92.4,70.3,-0.16
Boise St.,103.5,95.9,72.1,-0.137
Pittsburgh,102.2,94.6,71.3,0.003
Pepperdine,105.2,98.0,73.3,-0.102
Wichita St.,102.4,95.4,71.8,0.0
UNC Greensboro,102.2,95.3,72.5,-0.005
Georgetown,102.0,95.1,74.7,0.002
Yale,104.7,97.8,71.5,0.0
South Florida,100.4,93.7,69.5,-0.073
Toledo,104.7,98.1,70.2,-0.174
UAB,102.4,95.9,72.8,0.005
Old Dominion,102.6,96.0,70.5,0.137
New Mexico St.,102.4,95.9,69.0,0.0
Washington,99.2,92.8,71.2,-0.035
UCF,98.8,92.5,71.7,0.0
Louisiana Tech,104.0,97.9,71.2,0.029
Nebraska,101.1,95.0,75.3,-0.052
North Texas,101.9,95.9,69.2,-0.263
Murray St.,102.1,96.4,71.6,0.0
Georgia St.,103.8,98.2,74.6,0.184
Santa Clara,97.4,91.8,71.8,0.058
Oregon St.,102.1,96.6,69.7,-0.092
George Mason,102.4,97.4,69.5,-0.05
Bradley,99.9,95.2,69.5,-0.135
Colorado St.,105.4,100.8,72.0,0.0
East Carolina,100.3,95.7,72.2,0.0
Ohio,101.7,97.1,72.7,-0.134
Nevada,100.2,95.7,72.4,0.218
Liberty,102.0,97.5,66.2,-0.06
Winthrop,102.2,98.1,75.3,0.0
Wake Forest,101.8,97.6,71.1,0.138
California,98.7,94.6,69.1,-0.11
Massachusetts,102.5,98.6,71.5,0.0
Wright St.,100.2,96.3,73.2,0.0
Vanderbilt,100.0,96.3,73.7,0.0
Drake,102.5,98.9,69.8,0.0
Abilene Christian,98.2,94.7,72.0,0.042
Buffalo,101.4,98.1,74.9,-0.115
UC Santa Barbara,100.4,97.1,69.3,0.0
Loyola Marymount,102.1,99.1,71.7,-0.052
Ball St.,100.1,97.4,71.4,-0.214
Little Rock,101.9,99.2,71.4,-0.038
Pacific,98.9,96.3,68.1,0.198
Washington St.,96.9,94.5,72.0,0.0
Indiana St.,101.7,99.4,71.3,0.0
Siena,100.3,98.2,70.7,0.0
Kansas St.,98.1,96.2,67.9,0.092
Princeton,101.6,99.7,70.2,0.0
Wofford,101.1,99.3,70.2,0.0
Eastern Washington,101.1,99.4,74.1,0.0
