team,off,def,tempo,luck
Baylor,116.0,86.8,70.5,0.003
Gonzaga,117.5,88.3,75.9,0.083
Villanova,114.6,89.5,67.3,0.066
Texas,109.6,85.7,69.7,0.025
West Virginia,110.8,87.8,71.7,-0.041
Wisconsin,109.8,86.8,67.7,-0.047
Texas Tech,107.2,84.2,69.3,-0.037
Iowa,116.6,94.0,74.7,0.006
Kansas,109.0,87.0,73.3,0.175
Houston,111.1,89.3,69.2,0.124
Duke,110.1,88.4,73.5,-0.074
Ohio St.,111.7,90.1,69.0,0.091
Creighton,112.5,91.4,71.9,-0.122
Michigan,112.7,91.6,71.4,0.003
Illinois,111.1,90.1,71.8,0.036
Michigan St.,110.8,90.0,72.8,0.029
Virginia,106.7,86.1,62.7,-0.088
Tennessee,107.9,87.4,68.8,0.0
Florida,109.5,89.0,71.9,0.122
Indiana,108.3,87.9,69.4,-0.055
North Carolina,108.9,88.7,73.0,-0.076
Florida St.,108.7,88.6,71.1,0.206
Clemson,106.9,86.9,69.0,0.063
Louisville,109.4,89.6,69.4,0.084
Oregon,110.4,90.7,70.7,-0.047
San Diego St.,107.7,88.9,68.5,0.017
Rutgers,106.9,88.1,72.0,0.002
UCLA,110.6,91.9,68.0,0.043
LSU,114.3,96.0,71.5,-0.078
Purdue,108.9,90.6,69.4,-0.082
Stanford,104.9,86.8,72.4,-0.125
Kentucky,107.0,89.2,71.4,-0.274
Marquette,107.8,90.3,71.8,0.01
Arkansas,107.2,89.8,72.7,0.061
N.C. State,109.1,91.7,71.9,0.0
Saint Louis,108.1,90.8,70.1,0.082
Arizona St.,110.7,93.6,75.7,0.021
Maryland,109.7,92.5,69.3,0.005
Mississippi,106.0,88.9,71.0,0.0
Arizona,106.8,89.7,71.4,0.093
Oklahoma,111.4,94.3,72.9,0.093
USC,107.8,90.8,70.0,-0.054
Syracuse,107.5,90.7,72.6,0.014
Miami FL,106.5,89.8,71.8,0.057
Missouri,108.3,91.5,70.0,0.047
Oklahoma St.,106.8,90.1,73.3,0.049
Minnesota,108.0,91.4,73.2,0.1
Alabama,108.6,92.4,76.2,0.048
Virginia Tech,107.8,91.6,67.1,0.172
Connecticut,108.7,92.5,68.6,0.101
Xavier,109.4,93.3,70.1,0.178
Penn St.,109.0,93.3,72.1,-0.024
Loyola Chicago,105.8,90.1,69.3,0.0
Memphis,103.4,87.7,75.4,-0.09
SMU,108.9,93.4,71.6,0.055
Colorado,105.9,90.5,70.3,-0.059
Utah,108.1,92.8,69.8,0.0
Richmond,107.8,92.6,73.2,0.015
Seton Hall,108.4,93.4,70.8,-0.116
Cincinnati,104.9,91.6,71.1,0.042
Butler,105.9,92.6,68.2,0.0
Dayton,107.0,94.0,69.2,-0.054
VCU,102.4,89.4,71.9,-0.085
Providence,107.5,94.6,68.9,0.1
Furman,107.1,94.8,71.4,-0.138
South Carolina,104.7,92.6,73.8,-0.01
Northwestern,104.3,92.3,73.3,-0.201
San Francisco,106.0,94.1,72.2,-0.018
Saint Mary's,105.5,93.6,65.8,0.108
TCU,104.2,92.3,66.9,0.019
Georgia Tech,105.9,94.3,70.6,-0.137
Iowa St.,107.0,95.7,71.7,-0.191
Texas A&M,102.8,91.5,70.6,0.077
Rhode Island,105.4,94.1,73.2,-0.113
St. Bonaventure,106.8,95.8,70.0,0.0
Auburn,105.3,95.1,73.1,0.115
Davidson,108.9,98.7,67.2,-0.182
Mississippi St.,105.9,96.1,68.0,-0.014
Notre Dame,107.8,98.0,70.9,-0.072
South Dakota St.,108.9,99.2,72.2,0.105
DePaul,104.1,94.6,72.9,0.0
Western Kentucky,107.6,98.1,71.0,0.121
St. John's,104.9,95.6,76.1,0.095
Marshall,104.9,95.5,75.9,0.0
Duquesne,104.5,95.2,71.4,-0.033
Boston College,104.5,95.3,73.2,-0.033
Pittsburgh,103.4,94.3,71.9,0.072
Utah St.,103.0,94.3,71.8,-0.046
Northern Iowa,105.7,97.0,71.9,-0.038
Georgia,103.5,94.9,74.6,0.047
Vermont,103.3,94.9,69.8,0.0
