team,off,def,tempo,luck
Gonzaga,117.2,87.9,75.2,0.022
Baylor,115.0,86.9,70.8,0.0
Villanova,114.1,89.2,67.7,0.012
Texas,109.4,85.4,70.1,0.108
Kansas,109.9,86.2,74.2,0.064
Duke,110.9,87.3,74.6,-0.072
Wisconsin,109.6,86.1,68.4,0.045
West Virginia,110.1,87.1,71.8,0.0
Texas Tech,108.4,85.6,70.8,-0.095
Michigan St.,111.1,88.7,73.4,0.026
Houston,110.4,88.6,69.6,0.122
Iowa,115.6,93.9,73.6,0.0
Virginia,106.4,85.2,63.9,-0.187
Ohio St.,109.3,88.2,70.5,0.045
North Carolina,108.5,87.5,73.4,0.076
Creighton,112.2,91.3,72.0,0.029
Florida St.,108.5,88.5,73.6,0.0
Tennessee,108.7,88.7,70.3,0.0
Louisville,109.3,89.4,69.7,0.084
Oregon,109.6,89.6,69.9,0.0
Kentucky,107.5,87.5,72.0,-0.285
Illinois,109.6,89.6,72.6,0.112
Virginia Tech,109.5,89.7,69.2,0.007
Florida,108.8,89.3,69.9,0.0
Michigan,110.3,91.0,72.4,0.001
Purdue,110.3,91.2,70.5,-0.052
Indiana,107.0,88.0,70.9,0.037
Stanford,105.0,86.1,72.7,-0.161
Clemson,106.3,87.7,70.8,0.0
Oklahoma St.,107.0,88.5,72.6,0.067
Arizona St.,111.5,93.0,76.2,0.017
Rutgers,106.0,87.6,72.8,0.0
Oklahoma,108.1,90.1,73.5,0.0
San Diego St.,107.6,89.8,69.3,0.0
Marquette,106.6,88.9,74.5,-0.119
Minnesota,107.2,89.9,74.5,0.098
Maryland,109.5,92.3,69.7,0.001
LSU,114.0,97.0,71.2,-0.094
UCLA,109.2,92.4,68.0,0.123
Arizona,105.7,89.1,72.6,0.0
Mississippi,105.6,89.2,71.5,0.0
N.C. State,108.3,91.8,72.5,0.0
Saint Louis,107.0,90.6,70.4,0.183
Miami FL,107.2,90.9,72.7,0.0
USC,106.9,90.8,71.3,0.047
Syracuse,107.3,91.1,73.5,0.0
Colorado,107.0,91.2,71.3,0.0
Seton Hall,107.2,91.4,72.6,-0.241
Memphis,104.2,88.5,74.4,-0.163
Arkansas,106.8,91.1,74.3,0.129
Richmond,107.4,91.8,73.9,0.001
Connecticut,108.1,92.6,71.1,0.013
Loyola Chicago,105.4,89.9,69.5,0.0
SMU,108.8,93.4,71.6,0.0
Missouri,106.2,91.2,71.1,0.0
Utah,107.3,92.3,70.7,0.0
Alabama,106.6,91.9,77.6,0.044
TCU,102.9,88.3,67.7,0.164
Cincinnati,104.9,90.6,71.8,0.0
Dayton,108.3,94.2,69.8,0.0
Providence,105.6,91.8,70.3,0.087
Penn St.,106.3,92.5,73.8,0.0
Butler,105.7,92.3,68.4,0.0
Texas A&M,102.9,90.0,70.1,0.0
Xavier,105.5,93.2,71.6,0.276
South Carolina,104.2,92.1,74.5,0.074
Iowa St.,107.8,95.8,72.5,0.0
Saint Mary's,103.4,91.5,67.9,0.116
Northwestern,104.3,92.5,70.2,0.0
VCU,101.8,90.3,73.0,0.028
Furman,105.2,94.0,73.3,0.0
St. Bonaventure,106.5,95.5,70.5,0.0
St. John's,104.6,93.6,77.6,0.194
Western Kentucky,106.9,96.1,71.4,0.125
Auburn,104.2,93.5,73.4,0.074
Davidson,108.4,98.1,67.5,-0.288
Notre Dame,105.7,95.5,72.1,0.0
Boston College,104.2,94.4,73.0,-0.018
DePaul,103.8,94.3,73.4,0.0
Rhode Island,104.3,94.8,74.5,-0.155
Mississippi St.,104.8,95.6,68.5,-0.127
South Dakota St.,107.5,98.3,71.7,-0.188
Northern Iowa,105.8,96.7,72.2,-0.075
Utah St.,103.4,94.4,72.3,0.04
Belmont,104.0,95.1,74.4,0.0
Georgia Tech,103.6,95.0,72.5,-0.148
Vermont,103.0,94.6,70.2,0.0
Duquesne,103.7,95.3,71.6,0.0
San Francisco,103.5,95.3,71.4,0.063
Murray St.,103.3,95.3,72.1,0.0
UNC Greensboro,102.8,94.8,72.1,0.002
BYU,103.7,95.9,73.3,0.08
Boise St.,103.6,96.0,72.3,-0.137
Wichita St.,101.8,94.2,72.7,0.0
Pittsburgh,102.2,94.7,71.2,0.003
