team,off,def,tempo,luck
Gonzaga,121.1,90.3,77.0,0.062
Baylor,118.9,88.3,69.7,0.013
Villanova,118.6,91.7,64.8,0.026
Wisconsin,113.7,87.3,66.7,-0.003
Iowa,120.6,96.3,72.4,-0.073
Kansas,112.1,88.2,69.7,0.153
Illinois,116.2,92.4,72.7,-0.048
Houston,112.3,89.0,67.2,0.066
Tennessee,110.2,87.0,67.5,0.061
Texas,110.7,87.8,69.1,0.055
Texas Tech,107.9,85.3,67.1,-0.049
Duke,111.4,89.6,70.6,-0.027
West Virginia,111.7,90.1,68.5,0.077
Creighton,114.1,92.6,72.3,-0.042
Michigan,113.2,91.7,69.3,0.021
Ohio St.,113.9,93.3,67.2,-0.01
Oregon,111.5,91.3,70.0,0.037
Virginia,109.1,89.0,60.9,-0.061
Rutgers,110.0,90.0,71.3,0.05
Clemson,106.2,86.5,68.0,0.007
North Carolina,109.6,90.1,72.0,-0.07
Florida,110.1,90.8,71.4,0.017
Indiana,108.1,88.8,68.0,-0.091
Colorado,110.1,91.0,68.9,-0.034
San Diego St.,109.3,90.4,66.7,0.026
Florida St.,110.1,91.4,70.5,0.078
Louisville,109.3,91.1,66.7,0.223
UCLA,112.4,94.2,66.3,0.005
Syracuse,109.3,91.2,72.7,0.059
Saint Louis,109.9,91.9,69.3,0.018
Michigan St.,112.5,94.6,73.1,0.06
Mississippi,105.6,87.9,69.3,-0.063
Purdue,110.0,92.3,68.2,0.043
USC,109.3,91.7,68.8,-0.054
Arkansas,109.3,91.8,72.8,0.083
LSU,115.4,97.9,70.8,-0.003
Stanford,106.2,88.8,71.3,0.019
Virginia Tech,109.8,92.5,66.6,0.121
Missouri,108.4,91.4,69.6,0.133
N.C. State,108.8,91.9,73.1,-0.005
Oklahoma,112.0,95.2,70.8,0.004
Minnesota,110.8,94.3,74.2,0.181
Xavier,111.2,94.8,69.2,0.122
Oklahoma St.,107.5,91.2,73.2,-0.054
Connecticut,109.4,93.2,67.5,-0.05
SMU,110.1,93.9,70.4,0.045
Arizona,108.4,92.4,70.0,0.041
Maryland,111.7,95.9,67.6,-0.07
Seton Hall,109.7,94.1,69.6,-0.052
Loyola Chicago,108.3,92.7,68.6,-0.118
Marquette,111.7,96.2,69.0,-0.091
Kentucky,106.0,90.4,70.0,-0.324
Northwestern,108.3,92.8,70.9,0.014
Penn St.,110.2,95.0,70.0,-0.085
Alabama,109.2,94.3,73.8,-0.038
Arizona St.,109.3,95.4,75.5,0.063
VCU,104.2,90.5,72.0,-0.03
Richmond,109.7,96.2,71.8,0.084
Dayton,107.9,94.6,68.1,-0.009
Memphis,102.4,89.2,74.8,-0.13
Utah,107.8,94.7,68.8,0.077
TCU,107.3,94.3,68.4,0.068
Providence,108.7,96.2,67.7,0.11
South Carolina,106.0,93.7,73.0,-0.01
Auburn,107.0,94.9,69.3,0.089
BYU,107.0,95.2,71.7,0.104
Miami FL,104.4,92.7,70.3,0.008
Saint Mary's,105.8,94.3,64.0,0.131
Davidson,110.6,99.1,64.1,-0.075
Furman,108.3,97.1,71.0,-0.204
Butler,106.8,95.5,69.0,0.056
St. Bonaventure,107.5,96.4,71.1,0.0
Boise St.,106.2,95.1,69.0,0.013
San Francisco,107.1,96.2,70.8,-0.064
Texas A&M,103.6,92.9,67.8,0.078
Cincinnati,104.4,93.8,71.6,-0.087
Pittsburgh,103.0,92.6,71.7,0.027
Georgia Tech,107.6,97.3,67.9,-0.08
Rhode Island,105.2,95.0,71.1,-0.157
Mississippi St.,107.8,97.7,65.4,-0.078
Marshall,106.2,96.2,75.4,-0.049
Drake,107.2,97.3,69.8,0.009
Utah St.,103.9,94.0,70.0,-0.053
Western Kentucky,108.5,98.8,70.4,0.164
Georgia,104.5,94.8,74.5,0.046
DePaul,105.3,95.9,73.3,-0.171
Duquesne,105.7,96.4,70.4,-0.033
Notre Dame,110.7,101.7,67.8,0.018
Tulsa,101.4,92.4,67.6,-0.13
Toledo,107.5,98.7,68.4,-0.021
Iowa St.,105.9,97.4,70.0,-0.122
St. John's,107.7,99.3,74.6,0.032
UCF,103.0,94.7,69.3,0.15
Wright St.,103.0,94.9,72.9,0.025
Wichita St.,104.9,96.9,69.0,0.096
South Dakota St.,109.3,101.6,72.2,0.08
UAB,103.2,95.6,72.2,-0.045
Winthrop,106.0,98.7,75.5,0.063
Vermont,103.3,96.0,70.5,0.003
Yale,106.3,99.4,70.1,0.0
North Texas,103.1,96.3,67.4,-0.166
Georgia St.,106.6,99.9,72.2,0.152
New Mexico St.,104.0,97.5,67.6,0.0
Boston College,104.3,97.8,73.0,-0.042
South Florida,101.3,94.8,69.7,0.085
Liberty,105.4,99.0,64.9,-0.094
Georgetown,104.5,98.3,72.5,-0.084
Belmont,104.8,98.5,72.6,0.024
Northern Iowa,105.3,99.1,70.9,-0.082
Murray St.,104.1,98.0,68.8,-0.179
Colorado St.,104.1,98.1,71.9,0.042
Bradley,101.3,95.5,67.6,-0.118
UNC Greensboro,101.6,95.8,71.8,-0.022
Washington,100.2,95.0,70.2,-0.184
Nebraska,101.6,96.5,73.5,-0.148
Buffalo,105.1,100.1,74.2,-0.182
Louisiana Tech,102.5,97.6,71.7,0.094
Ohio,104.4,99.6,70.2,-0.115
Old Dominion,103.1,98.3,69.3,0.171
Massachusetts,105.8,101.1,73.5,-0.211
Abilene Christian,99.1,94.7,69.9,-0.019
Santa Clara,97.7,93.5,70.8,0.117
East Carolina,100.6,96.4,69.1,0.125
Wake Forest,103.2,99.1,69.8,0.138
Akron,104.6,100.8,70.7,-0.149
UC Santa Barbara,102.2,98.6,68.8,-0.0
Nevada,101.9,98.3,72.4,0.065
Loyola Marymount,102.5,99.0,68.5,0.022
Eastern Washington,103.2,99.8,72.9,-0.229
Missouri St.,103.7,100.3,70.5,0.023
UC Irvine,99.3,95.9,70.2,-0.118
Washington St.,97.0,93.7,69.4,0.151
Oregon St.,102.9,99.8,67.1,-0.171
California,101.0,98.0,66.3,0.005
Vanderbilt,101.2,98.4,70.0,0.017
Pacific,100.5,97.9,66.5,0.198
UNLV,103.8,101.3,70.1,-0.065
Ball St.,101.0,98.6,70.9,0.043
George Mason,101.1,98.8,69.9,0.029
Grand Canyon,102.2,100.0,66.9,-0.179
Hofstra,103.9,101.8,69.8,0.045
Siena,101.9,99.8,69.3,0.0
Wofford,103.1,101.1,67.4,-0.129
Pepperdine,104.2,102.2,70.9,-0.094
Princeton,103.2,101.3,68.8,0.0
Kansas St.,101.5,99.7,66.0,0.089
Little Rock,104.0,102.2,69.9,0.02
Montana,98.8,97.2,68.3,-0.125
Kent St.,102.6,101.1,71.7,-0.054
Colgate,104.1,102.6,69.9,0.0
Temple,98.7,97.4,71.3,0.109
Drexel,101.5,100.4,67.1,0.007
Mercer,103.1,102.1,72.8,0.044
Bowling Green,104.6,103.6,72.2,0.088
Southern Illinois,100.3,99.5,69.5,0.091
Fresno St.,100.7,100.0,68.2,0.0
Harvard,101.1,100.5,70.2,0.0
Indiana St.,101.0,100.5,71.0,0.099
Saint Peter's,96.6,96.3,70.2,0.106
