team,off,def,tempo,luck
Baylor,118.7,88.2,69.7,0.013
Gonzaga,119.0,89.6,76.3,0.087
Villanova,118.5,91.6,64.8,0.026
Wisconsin,112.2,86.5,66.8,-0.023
Iowa,119.5,94.4,73.7,-0.032
Kansas,112.1,88.2,69.8,0.153
Illinois,116.1,92.9,73.2,-0.079
Tennessee,110.1,86.9,67.6,0.061
Texas,110.6,87.7,69.1,0.055
Houston,112.6,89.7,67.8,0.055
Texas Tech,107.7,85.2,67.1,-0.049
Duke,111.4,89.6,70.7,-0.027
West Virginia,111.6,90.1,68.6,0.077
Virginia,108.3,86.8,60.9,-0.082
Creighton,114.0,92.5,72.3,-0.042
Michigan,112.9,91.6,69.2,0.024
Ohio St.,113.7,92.8,67.4,0.06
Oregon,111.4,91.2,70.1,0.037
Rutgers,110.0,90.0,71.2,0.05
Clemson,106.1,86.5,68.1,0.007
North Carolina,109.6,90.1,71.9,-0.07
Indiana,108.5,89.0,68.7,-0.061
Florida,110.0,90.7,71.5,0.017
Colorado,110.0,90.9,69.0,-0.034
San Diego St.,109.2,90.3,66.8,0.026
Florida St.,109.9,91.3,70.4,0.078
Michigan St.,111.7,93.2,72.9,0.09
LSU,115.3,96.8,70.7,-0.056
Louisville,109.5,91.3,67.3,0.198
UCLA,112.3,94.1,66.2,0.005
Syracuse,109.2,91.1,72.7,0.059
Saint Louis,110.0,91.9,69.3,0.018
Purdue,109.8,92.0,67.9,0.01
Mississippi,105.5,87.8,69.3,-0.063
USC,109.2,91.7,68.9,-0.054
Arkansas,109.2,91.7,72.9,0.083
Stanford,106.1,88.6,71.3,0.019
Virginia Tech,109.7,92.5,66.7,0.121
N.C. State,108.7,91.8,73.1,-0.005
Missouri,108.2,91.3,69.6,0.133
Oklahoma,111.9,95.1,70.8,0.004
Xavier,111.0,94.8,69.2,0.122
Oklahoma St.,107.4,91.2,73.2,-0.054
Connecticut,109.3,93.1,67.5,-0.05
SMU,110.0,93.8,70.4,0.045
Arizona,108.4,92.3,70.1,0.041
Maryland,111.2,95.4,67.7,-0.005
Kentucky,106.3,90.6,70.4,-0.309
Seton Hall,109.6,94.0,69.6,-0.052
Minnesota,108.9,93.3,74.9,0.174
Marquette,111.6,96.1,69.0,-0.091
Northwestern,107.9,92.7,70.9,-0.058
Penn St.,110.1,94.9,70.0,-0.085
Alabama,109.2,94.2,73.9,-0.038
Loyola Chicago,107.6,92.7,68.8,-0.141
Arizona St.,109.3,95.3,75.6,0.063
VCU,104.1,90.4,72.0,-0.03
Richmond,109.7,96.0,71.8,0.084
Dayton,107.8,94.5,68.2,-0.009
Memphis,102.3,89.1,74.9,-0.13
Utah,107.7,94.6,68.9,0.077
TCU,107.2,94.2,68.5,0.068
Providence,108.6,95.9,67.6,0.075
South Carolina,105.9,93.5,73.0,-0.01
Auburn,106.9,94.9,69.4,0.089
BYU,106.9,95.1,71.8,0.104
Miami FL,104.3,92.6,70.4,0.008
Saint Mary's,105.8,94.2,64.1,0.131
Davidson,110.6,99.1,64.2,-0.075
Butler,106.7,95.4,69.0,0.056
Furman,108.2,97.0,71.1,-0.204
San Francisco,107.2,96.1,70.8,-0.064
St. Bonaventure,107.5,96.4,71.2,0.0
Boise St.,106.0,95.0,69.0,0.013
Texas A&M,103.5,92.8,67.8,0.078
Cincinnati,104.3,93.7,71.5,-0.087
Pittsburgh,102.9,92.5,71.7,0.027
Georgia Tech,107.5,97.2,67.9,-0.08
Rhode Island,105.2,95.0,71.2,-0.157
Mississippi St.,107.7,97.6,65.4,-0.078
Utah St.,103.9,93.8,70.1,-0.053
Marshall,106.2,96.3,75.6,-0.049
Western Kentucky,108.5,98.6,70.4,0.164
Georgia,104.4,94.7,74.6,0.046
Duquesne,105.7,96.3,70.4,-0.033
DePaul,105.2,95.9,72.9,0.0
Notre Dame,110.7,101.6,67.8,0.018
Tulsa,101.3,92.3,67.6,-0.13
Northern Iowa,106.8,98.1,70.9,-0.038
Toledo,107.4,98.8,68.4,-0.021
Iowa St.,105.9,97.3,69.9,-0.122
Wright St.,103.6,95.2,72.3,0.021
St. John's,107.6,99.3,74.7,0.032
UCF,103.3,95.0,69.8,0.245
Drake,106.1,97.8,70.2,0.011
Wichita St.,104.8,96.8,69.0,0.096
South Dakota St.,109.2,101.5,72.3,0.08
UAB,103.1,95.5,72.3,-0.045
Winthrop,105.9,98.6,75.5,0.063
Vermont,102.3,95.1,69.2,-0.019
Yale,106.2,99.3,70.1,0.0
North Texas,103.0,96.2,67.4,-0.166
