team,off,def,tempo,luck
Gonzaga,117.8,88.5,75.6,0.083
Baylor,116.2,87.1,70.1,0.003
Villanova,115.3,89.9,66.0,0.065
Texas,109.8,85.9,69.6,0.025
Iowa,118.4,94.5,74.0,0.002
West Virginia,110.4,87.4,70.7,-0.046
Wisconsin,110.0,87.1,67.3,-0.047
Texas Tech,107.6,84.9,68.2,-0.032
Kansas,109.6,87.0,72.9,0.131
Houston,111.3,89.4,68.9,0.124
Duke,110.3,88.6,72.9,-0.074
Creighton,113.2,91.5,72.6,-0.111
Ohio St.,111.9,90.4,68.7,0.091
Michigan,112.9,91.7,71.0,0.003
Florida St.,109.5,88.5,71.7,0.146
Michigan St.,111.1,90.2,72.8,0.029
Illinois,111.4,90.7,72.4,-0.064
Tennessee,107.4,86.8,69.1,0.0
Virginia,106.9,86.3,62.3,-0.088
Clemson,106.3,85.8,68.4,0.08
Indiana,108.5,88.0,68.8,-0.055
Louisville,109.6,89.8,69.2,0.084
Florida,109.3,89.8,72.2,0.017
Oregon,110.7,91.3,70.7,0.016
UCLA,110.9,91.8,67.2,0.062
North Carolina,108.4,89.4,72.6,-0.023
Syracuse,109.1,90.1,73.0,-0.003
Rutgers,107.2,88.2,71.5,0.002
San Diego St.,107.9,89.1,68.2,0.017
LSU,114.6,96.3,71.1,-0.078
Stanford,105.1,87.0,72.2,-0.125
Purdue,109.1,91.1,69.5,-0.038
Arkansas,107.9,90.2,72.6,0.055
Oklahoma,111.8,94.3,72.3,0.079
N.C. State,109.3,91.9,71.6,0.0
Saint Louis,108.3,91.0,69.7,0.082
Mississippi,106.3,89.0,70.5,0.004
Missouri,109.0,91.8,70.4,0.09
USC,108.1,90.9,69.7,-0.054
Maryland,110.0,92.9,69.0,0.005
Arizona St.,110.9,93.8,75.5,0.021
Kentucky,106.4,89.5,70.5,-0.318
Marquette,107.5,90.7,70.9,-0.044
Minnesota,108.2,91.6,72.9,0.1
Arizona,106.7,90.2,70.8,0.111
Oklahoma St.,106.5,90.1,73.0,0.075
Virginia Tech,108.0,91.8,66.8,0.172
Connecticut,108.9,92.7,68.2,0.101
Xavier,109.6,93.6,69.8,0.178
Penn St.,109.3,93.4,71.7,-0.024
Alabama,107.7,91.9,75.7,-0.033
Loyola Chicago,106.0,90.3,69.0,0.0
SMU,109.1,93.6,71.3,0.055
Colorado,106.0,90.6,69.9,-0.059
Seton Hall,108.8,93.5,69.9,-0.064
Richmond,108.1,93.0,72.8,0.015
Memphis,103.0,87.9,75.0,-0.152
Miami FL,105.5,90.8,71.2,-0.043
VCU,103.0,88.8,71.7,-0.081
Utah,107.5,94.1,69.5,0.075
Butler,106.1,92.9,68.1,0.0
Cincinnati,104.3,91.1,71.2,-0.008
TCU,105.0,91.9,66.6,0.01
Dayton,107.1,94.2,68.7,-0.016
Providence,107.8,94.9,68.8,0.1
Saint Mary's,106.5,93.8,65.6,0.083
Furman,107.4,95.0,70.9,-0.138
South Carolina,104.9,92.8,73.5,-0.01
Northwestern,104.6,92.6,72.8,-0.201
San Francisco,106.0,94.2,71.9,-0.018
Davidson,109.8,98.2,65.8,-0.12
Georgia Tech,106.0,94.6,70.2,-0.137
Rhode Island,105.6,94.5,72.8,-0.113
St. Bonaventure,107.0,96.0,69.7,0.0
Auburn,105.6,94.9,72.7,0.186
Notre Dame,108.1,97.5,70.0,0.071
Iowa St.,107.5,97.4,70.8,-0.089
BYU,104.2,94.2,72.1,0.083
Texas A&M,102.3,92.3,70.5,0.107
Mississippi St.,106.2,96.4,67.6,-0.093
DePaul,104.3,94.8,72.6,0.0
Western Kentucky,107.9,98.5,70.6,0.121
Marshall,105.1,95.7,75.5,0.0
Duquesne,104.7,95.4,71.1,-0.033
Pittsburgh,102.6,93.4,72.3,0.067
St. John's,105.0,95.9,75.6,0.064
Utah St.,103.2,94.5,71.2,-0.046
Northern Iowa,105.9,97.1,71.5,-0.038
Vermont,103.5,95.1,69.4,0.0
Boise St.,104.5,96.2,71.2,0.015
South Dakota St.,108.2,100.2,72.7,0.08
Washington,100.1,92.3,70.7,-0.188
Tulsa,100.6,92.9,69.8,-0.16
Georgia,103.1,95.5,74.2,0.099
UAB,102.7,95.4,72.2,0.05
Georgetown,103.0,95.8,72.9,-0.128
Boston College,103.9,96.9,73.4,-0.049
Murray St.,103.4,96.5,70.2,-0.107
Yale,105.3,98.5,70.8,0.0
Wichita St.,102.5,95.7,70.2,-0.024
Pepperdine,105.6,99.0,72.3,-0.18
Belmont,104.0,97.4,74.3,0.043
New Mexico St.,103.0,96.5,68.4,0.0
Ohio,103.1,96.6,72.6,-0.071
South Florida,99.7,93.3,69.8,0.11
North Texas,102.0,95.8,67.8,-0.287
Toledo,105.7,99.7,68.2,-0.063
Georgia St.,104.5,98.7,74.3,0.184
UCF,99.4,93.9,69.8,0.145
UNC Greensboro,102.3,96.9,72.8,-0.054
Wright St.,100.7,95.3,72.5,-0.069
