team,off,def,tempo,luck
Elon,98.1,102.4,70.3,0.0
Sacramento St.,96.0,100.3,68.1,0.0
Lipscomb,99.9,104.3,69.0,0.032
Army,94.2,98.8,71.7,0.061
South Alabama,100.5,105.1,68.8,0.077
Detroit,99.6,104.2,73.0,-0.004
Purdue Fort Wayne,95.4,100.0,71.7,0.0
New Mexico,98.1,103.3,74.2,0.0
Canisius,98.7,103.9,72.7,0.0
Illinois Chicago,94.0,99.2,70.6,0.011
Texas Southern,97.5,102.8,72.4,0.067
UT Rio Grande Valley,94.4,99.6,72.6,0.189
New Hampshire,93.8,99.1,73.3,-0.0
UMass Lowell,98.4,103.7,72.3,0.001
Towson,99.2,104.5,68.3,-0.123
UNC Asheville,98.2,103.7,71.2,-0.262
UNC Wilmington,97.6,103.2,71.5,-0.029
Norfolk St.,94.0,99.7,69.8,0.15
Brown,93.3,99.1,73.0,0.0
Lafayette,99.1,104.9,71.1,0.0
Illinois St.,96.1,101.9,72.8,0.027
Rice,95.7,101.6,72.5,0.0
Georgia Southern,96.5,102.4,71.1,0.227
George Washington,97.0,103.0,73.8,-0.205
Robert Morris,94.8,100.7,70.4,0.0
Nebraska Omaha,95.0,101.0,73.0,0.101
Gardner Webb,97.4,103.4,71.8,0.0
Western Michigan,94.9,100.9,70.0,-0.132
Hawaii,95.4,101.6,71.6,0.0
Nicholls St.,95.6,101.8,73.1,0.021
Iona,97.4,103.6,71.4,-0.017
South Dakota,98.1,104.5,70.5,-0.073
Delaware,97.8,104.2,68.8,0.182
Mount St. Mary's,95.2,101.6,65.8,-0.011
Central Michigan,97.9,104.8,75.1,-0.01
Campbell,98.5,105.4,69.5,0.131
Bryant,98.2,105.1,77.7,-0.231
Air Force,96.3,103.2,63.5,0.165
Central Arkansas,97.4,104.3,76.8,-0.091
Bucknell,95.1,102.1,72.9,0.0
North Dakota,97.3,104.3,70.5,-0.004
Cleveland St.,94.2,101.3,71.2,-0.15
Stetson,96.6,103.9,70.0,-0.07
Loyola MD,96.9,104.3,73.2,0.0
VMI,96.9,104.3,73.0,-0.04
Rider,95.9,103.4,72.0,-0.068
Long Beach St.,96.0,103.7,75.3,0.136
Florida Gulf Coast,94.1,102.0,69.8,0.101
American,94.9,102.8,70.8,0.0
IUPUI,98.6,106.8,73.4,0.0
North Alabama,94.8,103.0,71.1,0.0
Bellarmine,96.1,104.4,69.4,-0.114
St. Francis PA,97.8,106.1,71.5,0.043
Marist,91.9,100.3,68.4,0.206
Portland,94.1,102.5,73.9,0.161
Jacksonville St.,93.7,102.1,69.4,0.075
Stony Brook,92.1,100.5,72.7,0.068
Louisiana Monroe,94.1,102.6,69.4,-0.045
Quinnipiac,93.5,102.2,70.9,0.056
Dartmouth,92.9,101.8,69.9,0.0
Green Bay,98.6,107.4,73.0,-0.115
Niagara,94.4,103.2,71.0,-0.007
Hartford,94.4,103.4,70.3,0.165
Milwaukee,95.1,104.1,71.6,0.0
Cal Baptist,97.7,106.8,72.7,-0.248
Southern,94.4,103.5,71.2,-0.061
Lamar,91.6,100.8,73.0,-0.022
High Point,95.5,104.7,71.2,-0.171
James Madison,97.0,106.3,72.8,0.028
San Jose St.,96.2,105.5,75.1,0.0
Northwestern St.,96.3,105.6,75.9,-0.136
Columbia,92.8,102.2,72.2,0.0
William & Mary,98.5,107.9,71.1,0.0
LIU,93.7,103.1,74.9,0.0
Samford,97.2,106.6,75.1,-0.197
Fairleigh Dickinson,98.7,108.3,73.2,0.016
Arkansas St.,96.2,105.9,71.0,-0.125
Wagner,93.6,103.4,70.1,0.0
North Carolina Central,93.6,103.5,69.7,0.042
Northern Illinois,93.8,103.7,67.7,-0.089
Charleston Southern,92.6,102.7,71.4,-0.113
Weber St.,93.2,103.4,71.2,0.0
UMKC,93.7,104.0,68.6,-0.184
Troy,92.3,102.7,69.3,0.201
Tennessee St.,92.5,102.9,72.9,0.0
Oakland,95.1,105.6,71.9,-0.07
USC Upstate,95.9,106.4,73.9,-0.098
Lehigh,95.5,106.0,72.1,0.0
Jacksonville,92.7,103.2,72.2,0.079
Seattle,93.0,103.6,70.9,-0.041
Albany,92.5,103.2,71.0,0.0
Utah Valley,92.8,103.6,73.2,-0.026
Merrimack,90.8,101.8,68.0,0.0
Cal St. Northridge,96.5,107.6,72.6,-0.092
North Florida,98.0,109.1,71.2,-0.106
Portland St.,96.3,107.5,76.3,0.0
Radford,92.6,104.0,67.4,-0.038
St. Francis NY,94.3,105.7,74.6,0.213
Prairie View A&M,91.3,102.9,70.5,0.064
Morehead St.,93.3,105.2,68.3,-0.001
Southern Miss,90.9,102.8,68.9,-0.0
Sam Houston St.,94.5,106.5,73.1,0.0
Manhattan,90.3,102.3,70.1,0.0
Tennessee Tech,90.1,102.1,70.7,-0.13
Florida A&M,90.7,102.9,71.5,-0.017
Idaho St.,94.1,106.3,68.9,-0.0
Jackson St.,89.5,101.8,71.8,-0.0
Evansville,91.9,104.2,66.5,-0.032
Texas A&M Corpus Chris,91.9,104.3,71.6,-0.175
North Carolina A&T,91.0,103.4,73.1,-0.043
Dixie St.,93.4,106.0,72.4,0.0
Longwood,90.4,103.0,70.9,-0.121
Denver,94.2,107.0,72.3,0.0
Sacred Heart,94.5,107.7,72.2,0.0
Howard,96.6,109.8,71.7,-0.0
New Orleans,92.8,106.0,72.3,-0.102
Fairfield,87.1,100.4,69.5,-0.13
Morgan St.,91.1,104.4,71.8,-0.058
Cal Poly,92.0,105.7,72.0,-0.104
Cal St. Fullerton,89.9,103.6,72.4,0.0
Coppin St.,88.0,101.8,77.0,0.049
The Citadel,95.2,109.0,76.7,0.0
Northern Arizona,93.5,107.4,69.6,-0.004
McNeese St.,96.0,110.2,72.4,-0.138
SIU Edwardsville,91.0,105.3,72.0,-0.111
Southeast Missouri St.,93.9,108.3,71.1,0.039
Southeastern Louisiana,91.2,105.7,73.4,-0.018
Grambling St.,87.6,102.5,72.8,-0.032
Tarleton St.,91.3,106.4,71.5,-0.09
Tennessee Martin,95.8,111.0,72.0,0.0
Hampton,92.8,108.6,74.4,0.158
Central Connecticut,92.1,108.9,73.1,0.04
Idaho,89.6,107.0,70.7,-0.081
Alabama A&M,87.4,105.0,72.0,0.0
Binghamton,89.7,107.4,70.9,-0.0
Alcorn St.,88.7,106.6,72.9,0.0
Presbyterian,90.2,109.2,72.0,0.0
Incarnate Word,90.7,109.8,70.0,-0.0
Western Illinois,89.7,108.9,72.2,-0.141
Holy Cross,89.6,109.3,71.6,0.0
Maine,85.9,106.2,69.5,0.0
Bethune Cookman,88.2,108.9,75.6,0.0
Houston Baptist,92.2,112.9,75.4,-0.0
Arkansas Pine Bluff,85.0,106.7,71.7,0.11
Alabama St.,84.3,106.1,72.2,0.0
Kennesaw St.,85.5,107.7,70.5,-0.0
Delaware St.,87.6,109.9,76.3,0.0
Maryland Eastern Shore,82.0,107.8,71.1,0.0
Chicago St.,86.8,113.6,71.3,-0.003
South Carolina St.,84.6,112.3,74.5,-0.004
Mississippi Valley St.,83.8,115.7,77.9,-0.002
