team,off,def,tempo,luck
Gonzaga,117.4,88.0,75.2,0.022
Baylor,115.2,87.0,70.8,0.0
Duke,112.2,87.6,74.1,0.0
Villanova,113.7,89.4,68.1,0.028
Kansas,110.9,87.1,74.4,-0.082
West Virginia,110.3,87.2,71.8,0.0
Texas Tech,108.7,85.8,70.9,-0.095
Wisconsin,109.6,86.9,69.2,0.095
Texas,109.6,87.6,70.2,0.209
Houston,110.7,88.8,69.6,0.122
Iowa,115.8,94.2,73.6,0.0
Michigan St.,111.4,89.9,73.0,0.003
Ohio St.,109.5,88.4,70.5,0.045
Indiana,109.2,88.2,70.9,0.0
North Carolina,108.9,88.1,74.0,0.0
Virginia,106.2,85.5,64.3,-0.248
Creighton,111.9,91.4,71.9,0.0
Florida St.,108.7,88.7,73.6,0.0
Tennessee,108.9,88.9,70.3,0.0
Oregon,109.8,89.9,69.9,0.0
Kentucky,108.4,88.5,72.2,-0.15
Illinois,109.7,89.9,72.5,0.112
Virginia Tech,109.7,90.0,69.2,0.007
Florida,109.0,89.5,69.9,0.0
Michigan,110.5,91.2,72.2,0.001
Stanford,105.6,86.5,73.4,0.0
Louisville,109.6,90.7,69.5,0.129
Marquette,108.3,89.6,73.8,0.001
Clemson,106.5,88.0,70.6,0.0
Arizona St.,111.7,93.3,76.1,0.017
Rutgers,106.2,87.8,72.8,0.0
Purdue,109.8,91.6,71.5,-0.036
Oklahoma,108.3,90.3,73.5,0.0
San Diego St.,107.8,90.0,69.3,0.0
Oklahoma St.,107.6,90.1,72.0,0.082
Minnesota,107.4,90.0,74.3,0.098
Maryland,109.7,92.6,69.6,0.001
LSU,114.2,97.2,71.2,-0.094
UCLA,109.4,92.6,68.0,0.123
Arizona,105.9,89.4,72.6,0.0
N.C. State,108.5,92.0,72.5,0.0
Mississippi,105.9,89.4,71.5,0.0
Saint Louis,107.2,90.8,70.4,0.183
Miami FL,107.4,91.1,72.7,0.0
Syracuse,107.5,91.5,73.8,0.0
Colorado,107.2,91.4,71.4,0.0
Memphis,104.4,88.7,74.2,-0.163
Seton Hall,107.3,91.6,72.7,-0.241
Arkansas,107.0,91.3,74.3,0.129
Richmond,107.6,92.0,73.9,0.001
Connecticut,108.4,92.8,71.0,0.013
Loyola Chicago,105.7,90.2,69.5,0.0
SMU,109.0,93.7,71.6,0.0
Dayton,109.4,94.2,70.9,0.0
Missouri,106.4,91.4,71.1,0.0
Utah,107.6,92.6,70.7,0.0
TCU,103.1,88.5,67.8,0.164
Alabama,106.3,91.7,78.0,-0.05
USC,106.7,92.4,71.6,0.015
Cincinnati,105.1,90.8,71.8,0.0
Providence,105.8,91.7,71.5,-0.08
Penn St.,106.5,92.8,74.0,0.0
Butler,105.9,92.6,68.4,0.0
Texas A&M,103.1,90.2,70.1,0.0
Xavier,105.7,93.3,71.5,0.276
Iowa St.,108.1,96.0,72.6,0.0
South Carolina,104.4,92.4,74.6,0.074
Western Kentucky,108.2,96.4,71.3,0.075
Northwestern,104.6,92.7,70.2,0.0
VCU,102.0,90.5,73.0,0.028
Saint Mary's,103.2,92.1,68.8,0.178
Furman,105.4,94.2,73.3,0.0
St. Bonaventure,106.8,95.7,70.5,0.0
St. John's,104.8,93.8,77.8,0.194
Auburn,104.4,93.7,73.4,0.074
Notre Dame,105.9,95.7,72.2,0.0
Davidson,108.4,98.3,68.6,-0.168
Boston College,104.4,94.7,72.9,-0.018
BYU,105.3,95.6,73.6,0.0
Washington,102.6,93.0,71.7,0.0
DePaul,104.1,94.6,73.4,0.0
Rhode Island,104.5,95.0,74.5,-0.155
Mississippi St.,105.0,95.8,68.6,-0.127
South Dakota St.,107.7,98.5,71.5,-0.188
Northern Iowa,106.0,96.9,72.1,-0.075
UNC Greensboro,104.4,95.4,71.2,0.0
Utah St.,103.6,94.6,72.3,0.04
Belmont,104.2,95.3,74.4,0.0
Georgetown,102.6,94.0,75.2,0.0
Georgia Tech,103.8,95.3,72.5,-0.148
Vermont,103.3,94.9,70.2,0.0
Duquesne,103.9,95.5,71.6,0.0
San Francisco,103.7,95.6,71.4,0.063
Murray St.,103.6,95.5,72.1,0.0
Boise St.,103.8,96.2,72.3,-0.137
Wichita St.,102.1,94.5,72.7,0.0
Pittsburgh,102.4,94.9,71.1,0.003
Marshall,103.2,95.9,77.7,0.0
Georgia,104.2,96.8,73.7,0.0
Tulsa,99.9,92.7,70.7,-0.008
Pepperdine,105.5,98.3,73.6,-0.102
Yale,105.1,98.2,71.7,0.0
Nevada,101.5,94.8,72.5,0.053
Nebraska,102.0,95.4,75.1,-0.148
New Mexico St.,102.8,96.3,69.2,0.0
