team,off,def,tempo,luck
Gonzaga,121.6,90.5,77.5,0.046
Baylor,119.6,88.8,70.5,0.005
Villanova,118.6,91.9,64.9,0.026
Iowa,121.7,96.6,72.0,-0.059
Wisconsin,113.5,88.5,66.8,-0.039
Tennessee,110.4,85.6,68.2,0.057
Kansas,112.3,88.4,69.7,0.153
Illinois,116.1,92.3,72.8,-0.048
Texas,110.7,87.9,69.1,0.055
Houston,112.0,89.5,67.3,-0.012
Texas Tech,107.7,85.4,67.2,-0.051
West Virginia,111.5,89.6,68.7,0.061
Ohio St.,114.4,92.8,67.5,-0.012
Duke,111.5,89.9,70.6,-0.027
Michigan,113.2,91.8,69.4,0.021
Creighton,114.1,92.8,72.3,-0.042
Virginia,109.5,88.9,60.8,-0.021
Clemson,106.5,86.0,68.6,0.018
Rutgers,111.7,91.4,70.8,0.066
Oregon,111.6,91.4,69.8,0.037
Florida,111.1,91.1,72.0,0.027
San Diego St.,109.5,90.5,66.8,0.026
Indiana,108.9,90.0,68.0,-0.044
LSU,116.2,97.4,70.2,-0.011
North Carolina,109.0,90.3,72.3,-0.105
Arkansas,111.2,92.8,73.3,0.09
USC,109.9,91.5,69.7,-0.058
UCLA,112.5,94.3,66.2,0.005
Minnesota,111.0,92.8,74.1,0.157
Louisville,109.4,91.1,66.7,0.223
Syracuse,109.4,91.1,72.8,0.059
Saint Louis,110.1,91.9,69.6,0.018
Colorado,111.1,93.0,68.7,-0.042
Florida St.,109.9,91.9,71.1,0.037
Purdue,111.3,93.6,67.7,0.001
Stanford,106.3,88.8,71.2,0.019
Seton Hall,111.2,93.8,69.9,-0.046
Maryland,112.7,95.2,67.6,-0.033
Arizona,110.4,93.1,70.1,0.04
Connecticut,110.0,92.7,67.3,-0.058
Virginia Tech,110.1,93.2,67.6,0.146
Oklahoma,112.0,95.5,70.8,0.004
N.C. State,109.3,92.9,72.3,0.041
Loyola Chicago,109.1,92.7,68.1,-0.109
Alabama,109.6,93.3,74.5,-0.033
Mississippi,104.5,88.2,70.0,-0.064
Oklahoma St.,107.6,91.4,73.2,-0.054
SMU,110.5,94.4,70.6,0.062
Missouri,107.3,91.7,70.1,0.204
Penn St.,111.4,95.8,69.6,-0.143
Michigan St.,110.7,95.2,73.0,0.096
Kentucky,106.0,90.5,70.0,-0.324
Marquette,111.7,96.3,69.0,-0.091
Northwestern,108.6,93.6,70.6,-0.007
Xavier,111.1,96.4,69.1,0.104
VCU,104.4,90.0,71.8,-0.026
Richmond,110.6,96.3,72.1,0.094
Arizona St.,109.5,95.6,75.6,0.063
Providence,109.4,95.9,67.0,0.107
Utah,107.9,94.8,68.9,0.077
Memphis,101.7,89.1,74.0,-0.079
South Carolina,106.1,93.8,73.1,-0.01
Saint Mary's,105.8,93.6,64.0,0.122
Miami FL,104.7,92.8,71.5,-0.066
BYU,107.1,95.2,71.7,0.104
Dayton,107.6,95.7,67.6,-0.041
TCU,106.1,94.4,69.2,0.083
Auburn,107.9,96.6,69.7,0.049
Furman,109.4,98.3,70.3,-0.128
Davidson,111.1,100.1,64.3,-0.11
Mississippi St.,108.5,97.5,65.7,-0.048
Boise St.,106.2,95.2,69.1,0.013
San Francisco,107.3,96.3,70.9,-0.064
Georgia Tech,108.0,97.1,67.7,-0.035
Rhode Island,104.6,93.8,71.0,-0.112
St. Bonaventure,106.4,95.7,70.9,0.028
Drake,108.0,97.4,69.3,0.022
Cincinnati,104.4,93.9,71.7,-0.087
Pittsburgh,103.1,92.7,71.6,0.027
Utah St.,104.0,94.0,70.0,-0.053
Marshall,106.2,96.3,75.4,-0.049
Western Kentucky,108.8,99.0,70.4,0.164
Butler,106.0,96.2,68.6,0.058
Tulsa,102.0,92.4,67.7,-0.055
Duquesne,105.8,96.5,70.5,-0.033
Texas A&M,103.0,93.7,67.2,0.097
Georgia,104.3,95.5,75.4,0.036
St. John's,107.9,99.2,74.8,0.032
Iowa St.,106.0,97.5,70.1,-0.122
Toledo,107.4,98.9,68.4,-0.021
Notre Dame,110.5,102.1,68.0,0.011
DePaul,104.8,96.5,73.7,-0.112
Wright St.,103.1,94.9,73.0,0.025
UCF,102.9,94.8,69.2,0.15
Colorado St.,104.4,96.3,72.4,0.061
Wichita St.,105.0,97.0,69.1,0.096
South Dakota St.,109.4,101.7,72.2,0.08
UAB,103.2,95.6,72.3,-0.045
Belmont,104.9,97.6,72.2,0.014
Boston College,105.3,98.3,72.5,-0.078
South Florida,101.3,94.4,68.9,0.017
North Texas,103.2,96.3,67.3,-0.166
Yale,106.4,99.5,70.1,0.0
Georgia St.,106.6,100.0,72.3,0.152
Northern Iowa,105.7,99.3,71.6,-0.093
Georgetown,104.7,98.3,72.5,-0.084
Winthrop,105.6,99.2,77.2,0.113
Vermont,103.5,97.2,69.2,-0.135
Liberty,105.5,99.1,64.8,-0.094
UNC Greensboro,101.6,96.0,71.9,-0.022
Bradley,101.3,95.7,67.6,-0.118
