team,off,def,tempo,luck
Baylor,118.2,88.2,70.0,0.001
Gonzaga,118.6,88.8,76.4,0.059
Wisconsin,112.5,86.6,67.5,-0.034
Villanova,117.1,91.3,65.4,0.035
Iowa,119.3,95.2,75.1,-0.045
Texas,110.0,86.6,69.6,0.021
West Virginia,110.8,87.7,70.4,-0.032
Kansas,109.7,87.0,71.9,0.167
Tennessee,109.1,86.6,67.9,0.104
Texas Tech,107.5,85.1,67.1,-0.099
Illinois,112.3,90.1,73.4,-0.043
Duke,111.4,89.4,70.9,-0.027
Houston,111.8,90.0,68.7,0.124
Creighton,115.9,94.5,71.8,-0.136
Michigan,112.6,91.3,69.7,0.024
Indiana,108.3,87.5,69.7,-0.013
Virginia,107.3,86.7,61.9,-0.088
Rutgers,108.4,88.0,70.8,0.001
Oregon,111.0,90.6,70.6,0.037
Michigan St.,112.1,91.8,73.9,0.016
Ohio St.,112.7,92.6,67.2,0.059
Clemson,106.2,86.1,68.8,0.014
North Carolina,109.2,89.4,71.9,-0.01
Florida,109.6,90.2,72.0,0.017
Florida St.,110.5,91.3,70.4,0.082
Saint Louis,109.7,90.9,69.6,0.085
Purdue,110.6,91.9,69.3,0.022
LSU,114.9,96.4,71.3,-0.056
UCLA,112.2,94.0,66.5,0.005
Syracuse,109.0,90.8,73.2,0.059
Stanford,106.8,89.1,71.3,0.005
Arkansas,108.4,90.8,72.3,0.055
Louisville,109.2,91.6,68.7,0.182
Colorado,107.1,89.5,70.1,-0.065
USC,108.8,91.3,69.5,-0.054
Missouri,109.6,92.2,70.0,0.09
Virginia Tech,109.1,91.9,67.1,0.146
Mississippi,104.9,87.9,69.5,-0.091
San Diego St.,107.8,90.8,67.3,0.042
Marquette,109.4,92.5,69.2,-0.046
N.C. State,108.2,91.4,72.8,-0.072
Oklahoma,111.5,94.7,71.7,0.096
Arizona,108.0,91.5,70.3,0.01
Penn St.,109.1,92.8,70.8,-0.108
Connecticut,109.4,93.2,67.9,0.101
Seton Hall,109.7,93.6,69.7,-0.025
SMU,109.5,93.4,70.9,0.045
Oklahoma St.,106.7,90.8,73.9,-0.01
Maryland,110.0,94.1,68.0,-0.032
Xavier,110.0,94.2,69.2,0.178
Kentucky,106.1,90.4,70.4,-0.309
Richmond,109.4,94.1,73.0,0.141
VCU,104.5,89.4,71.2,-0.08
Minnesota,108.0,92.9,73.9,0.166
Loyola Chicago,107.3,92.3,69.1,-0.141
Alabama,108.3,93.4,74.4,-0.048
Memphis,104.0,89.2,75.6,-0.101
Arizona St.,108.9,95.1,75.8,0.063
Saint Mary's,106.2,92.6,64.8,0.086
TCU,105.9,92.6,67.2,0.055
Dayton,107.4,94.1,68.5,-0.009
Utah,107.4,94.3,69.4,0.077
Providence,108.2,95.5,68.4,0.1
Butler,106.6,94.3,68.7,0.08
Northwestern,105.2,93.1,72.4,-0.201
South Carolina,105.4,93.3,73.3,-0.01
Auburn,106.3,94.4,71.2,0.088
Miami FL,103.9,92.0,70.5,0.008
BYU,105.7,94.1,71.5,0.095
San Francisco,107.0,95.6,71.2,-0.11
Cincinnati,103.8,92.8,72.0,-0.064
Furman,107.6,96.7,71.1,-0.224
Pittsburgh,103.2,92.3,72.5,0.06
St. Bonaventure,107.1,96.2,71.1,0.0
Davidson,109.2,98.6,64.4,-0.084
Georgia Tech,106.8,96.4,68.2,-0.073
Rhode Island,104.8,94.6,71.9,-0.157
Western Kentucky,107.8,97.7,70.2,0.19
Mississippi St.,107.2,97.3,66.4,-0.073
Texas A&M,102.7,92.9,69.0,0.095
DePaul,104.8,95.3,72.2,0.0
Notre Dame,109.7,100.2,68.6,0.057
Marshall,105.8,96.4,75.2,-0.042
Duquesne,105.3,96.0,71.0,-0.033
Utah St.,103.4,94.3,69.8,-0.017
Georgia,103.8,94.8,75.4,0.071
Northern Iowa,106.6,97.7,71.3,-0.038
Iowa St.,106.7,97.8,70.8,-0.167
Boise St.,104.7,96.3,70.3,0.049
Vermont,104.0,95.6,69.1,0.0
St. John's,106.2,98.1,75.4,0.021
Toledo,107.0,99.1,68.2,-0.017
UCF,102.4,94.5,69.9,0.195
Wright St.,102.8,94.9,72.8,0.004
South Dakota St.,108.8,101.0,72.6,0.08
Tulsa,101.5,93.7,68.7,-0.205
UAB,102.8,95.2,72.6,-0.045
Wichita St.,104.0,96.5,69.0,0.054
Winthrop,105.6,98.3,75.9,0.063
Georgetown,104.2,96.9,72.4,-0.037
South Florida,101.2,94.1,69.3,0.163
North Texas,102.8,95.9,67.7,-0.166
Yale,105.8,99.0,70.5,0.0
Murray St.,103.9,97.0,69.7,-0.107
Boston College,104.2,97.4,72.9,-0.049
New Mexico St.,103.5,97.0,68.1,0.0
Belmont,104.0,97.5,73.6,0.023
Washington,99.4,93.0,70.6,-0.206
Ohio,103.6,97.6,71.5,-0.109
Georgia St.,105.8,99.8,73.8,0.207
Drake,104.1,98.1,69.6,0.003
Massachusetts,105.8,99.9,73.0,-0.147
UC Santa Barbara,103.0,97.6,68.6,-0.073
Liberty,103.7,98.3,65.0,-0.094
Pepperdine,105.1,99.8,72.3,-0.158
UNC Greensboro,101.1,95.8,71.5,-0.011
Old Dominion,102.8,97.6,70.3,0.103
Santa Clara,98.7,93.6,70.5,0.046
Nebraska,101.5,96.6,74.8,-0.101
Buffalo,104.6,99.6,74.8,-0.182
Louisiana Tech,102.8,98.0,71.1,0.083
Bradley,101.7,96.9,68.0,-0.046
Colorado St.,104.2,99.5,70.9,-0.08
George Mason,103.3,98.6,68.5,-0.05
Nevada,102.1,97.6,72.4,0.142
Abilene Christian,98.0,93.7,70.4,-0.014
Wake Forest,102.8,98.6,70.4,0.138
Oregon St.,103.0,99.3,68.6,-0.231
California,100.4,96.6,67.1,-0.048
East Carolina,100.1,96.4,69.7,0.139
Loyola Marymount,102.2,98.6,69.4,0.022
Eastern Washington,102.8,99.3,73.0,-0.229
Vanderbilt,100.5,97.1,69.9,0.051
Wofford,103.3,100.0,68.6,-0.233
Pacific,100.0,97.3,67.1,0.198
Indiana St.,101.9,99.3,71.2,0.028
Washington St.,96.8,94.4,70.0,0.194
Ball St.,100.0,97.7,71.3,0.014
UNLV,103.2,100.9,70.6,-0.065
Little Rock,103.2,100.9,70.5,0.035
Siena,101.4,99.3,69.8,0.0
UC Irvine,98.5,96.4,70.1,-0.183
Princeton,102.7,100.8,69.2,0.0
Temple,98.9,97.0,72.3,0.0
Kent St.,102.4,100.6,71.9,-0.054
Grand Canyon,101.1,99.3,68.3,-0.082
Akron,101.7,100.0,72.5,0.0
Colgate,103.6,102.1,70.3,0.0
Drexel,101.1,99.9,67.7,0.007
Mercer,102.3,101.2,72.6,0.051
Montana,98.1,97.1,68.7,-0.124
Bowling Green,104.2,103.4,72.9,0.088
Fresno St.,100.2,99.6,68.6,0.0
Harvard,100.6,100.1,70.7,0.0
