team,off,def,tempo,luck
Gonzaga,121.9,90.4,76.8,0.037
Baylor,119.2,88.6,71.3,0.015
Villanova,119.2,92.3,64.6,0.026
Wisconsin,114.0,88.4,66.1,-0.028
Texas,112.1,86.9,69.8,0.039
Iowa,122.2,96.9,71.8,-0.022
Illinois,115.8,91.6,72.5,-0.022
Tennessee,109.9,86.3,67.6,0.004
Houston,112.2,89.8,67.1,-0.012
Michigan,114.7,92.2,69.4,0.017
Ohio St.,115.0,93.3,67.4,-0.012
Duke,111.9,90.2,70.6,-0.027
Kansas,111.4,89.8,70.2,0.154
West Virginia,111.5,90.2,69.0,0.018
Texas Tech,108.0,86.9,66.6,-0.089
Creighton,113.9,92.8,72.0,-0.006
Oregon,112.1,91.0,70.8,0.03
Virginia,110.0,89.4,60.9,-0.021
Clemson,107.1,86.5,68.0,0.056
Rutgers,112.1,91.8,70.6,0.002
Florida,111.9,92.0,71.9,0.072
Colorado,111.6,92.1,68.6,-0.068
Indiana,109.4,90.4,67.7,-0.044
Louisville,109.9,91.1,66.6,0.224
LSU,117.1,98.3,69.8,-0.069
USC,109.4,90.8,68.8,-0.068
Arizona,111.3,92.8,70.1,0.053
Syracuse,109.7,91.4,72.7,0.059
Saint Louis,110.5,92.3,69.3,0.018
North Carolina,108.9,90.8,71.4,-0.056
San Diego St.,109.4,91.3,66.6,-0.047
Florida St.,110.2,92.1,71.0,0.037
UCLA,113.2,95.4,65.5,0.077
Minnesota,111.2,93.4,73.4,0.132
Seton Hall,112.0,94.2,69.0,-0.029
Purdue,110.6,93.0,67.5,-0.028
Alabama,110.4,92.9,74.0,-0.014
Connecticut,110.4,93.1,67.3,-0.058
Oklahoma St.,108.9,91.6,72.7,-0.034
Arkansas,110.4,93.2,73.7,0.056
Missouri,107.9,90.8,70.8,0.191
Virginia Tech,110.5,93.4,67.5,0.146
Oklahoma,112.2,95.3,71.1,0.043
Stanford,105.3,88.5,71.6,0.011
Maryland,113.5,96.9,67.5,-0.057
Loyola Chicago,108.5,92.2,67.8,-0.065
N.C. State,109.5,93.3,72.1,0.041
SMU,110.9,94.7,70.5,0.062
Penn St.,111.8,96.1,69.5,-0.143
Kentucky,105.9,90.4,69.8,-0.232
Marquette,111.0,95.5,69.2,-0.05
Michigan St.,111.6,96.1,72.8,0.114
Mississippi,105.6,90.3,70.1,-0.119
Northwestern,108.9,93.9,70.4,-0.007
Xavier,111.5,96.7,68.9,0.104
VCU,104.7,90.3,71.6,-0.026
Arizona St.,109.7,95.8,75.4,0.063
Providence,109.4,95.7,67.0,0.052
Richmond,110.9,97.3,71.0,0.042
Memphis,102.1,89.5,73.7,-0.079
Utah St.,105.5,93.4,69.6,-0.039
Saint Mary's,106.0,93.9,63.7,0.122
TCU,106.8,94.8,68.9,0.086
Miami FL,105.4,93.4,70.9,-0.124
Utah,107.6,95.7,67.7,-0.029
BYU,107.5,95.6,71.6,0.104
Dayton,108.2,96.4,66.7,-0.04
South Carolina,105.9,94.4,73.7,0.082
St. Bonaventure,107.3,95.9,69.5,0.073
Boise St.,107.3,96.2,69.3,0.051
Auburn,107.9,96.8,70.0,-0.007
Davidson,111.6,100.5,64.2,-0.11
Georgia Tech,108.4,97.5,67.6,-0.035
Mississippi St.,108.5,97.7,65.5,-0.09
Rhode Island,105.0,94.2,71.1,-0.112
Furman,109.8,99.2,70.2,-0.067
Drake,108.2,97.7,68.9,0.022
San Francisco,106.6,96.2,70.3,-0.026
Pittsburgh,103.4,93.1,71.7,0.027
Tulsa,103.0,92.8,66.7,-0.012
Marshall,106.6,96.8,74.3,-0.042
Duquesne,106.8,97.0,68.9,0.008
Cincinnati,104.8,95.2,71.2,-0.105
Butler,106.3,96.8,67.8,0.039
Wichita St.,107.3,97.9,68.9,0.12
Colorado St.,105.1,95.8,72.1,0.106
Texas A&M,102.9,93.6,67.6,0.134
Notre Dame,111.2,102.1,67.1,-0.033
Western Kentucky,108.2,99.2,70.4,0.124
Toledo,107.7,98.8,68.7,-0.011
Georgia,104.6,95.7,75.2,0.036
Iowa St.,105.6,97.0,70.4,-0.136
St. John's,108.3,99.7,74.8,0.032
Wright St.,103.5,95.2,72.9,-0.003
DePaul,105.2,96.9,73.5,-0.112
South Dakota St.,110.1,102.1,72.0,0.08
UCF,103.1,95.3,68.8,0.082
UAB,103.5,95.9,72.2,-0.045
