team,off,def,tempo,luck
Gonzaga,122.3,90.5,75.9,0.033
Baylor,119.8,88.5,70.0,0.018
Villanova,119.4,92.7,64.1,0.026
Iowa,123.0,96.3,72.0,-0.021
Illinois,116.6,91.0,72.0,-0.019
Wisconsin,114.8,89.2,65.3,-0.008
Texas,112.9,87.9,69.5,0.054
Michigan,116.3,91.4,68.5,0.013
Tennessee,110.6,86.9,67.3,0.036
Creighton,115.4,91.9,71.3,-0.005
Houston,112.5,89.0,66.4,0.011
Kansas,113.4,90.1,69.4,0.133
West Virginia,112.9,91.3,68.9,0.04
Texas Tech,109.1,88.4,66.8,-0.07
Clemson,107.5,86.8,66.8,0.075
Duke,112.4,91.8,70.0,0.044
Oregon,112.1,91.8,70.4,-0.003
Virginia,111.0,90.6,59.9,0.007
Colorado,112.5,92.4,68.0,-0.041
USC,110.9,90.8,69.3,-0.056
Ohio St.,114.6,94.7,66.5,-0.001
Indiana,109.3,89.9,66.8,-0.05
Florida,111.9,93.0,71.5,0.033
Alabama,111.5,92.7,73.4,-0.013
Connecticut,111.2,92.4,65.6,-0.053
Louisville,110.4,91.7,66.5,0.242
Saint Louis,110.9,92.6,68.9,0.018
Minnesota,111.7,93.4,72.2,0.137
Rutgers,110.3,92.1,69.5,0.065
North Carolina,108.4,90.3,71.2,-0.019
Florida St.,110.6,92.5,70.7,0.037
UCLA,113.2,95.2,65.2,0.095
LSU,117.3,99.3,69.6,-0.022
San Diego St.,109.8,91.8,65.6,-0.011
Purdue,111.2,93.7,66.9,-0.028
Syracuse,109.2,91.8,71.5,-0.013
Arizona,111.5,94.1,70.0,0.041
Arkansas,111.2,93.9,73.5,0.008
Virginia Tech,111.3,94.2,67.4,0.078
Stanford,106.8,89.7,72.5,0.037
Michigan St.,111.5,94.4,71.8,0.096
Oklahoma St.,109.7,92.8,72.6,-0.069
N.C. State,110.1,93.5,71.2,-0.026
Oklahoma,112.3,95.8,69.7,0.022
Loyola Chicago,108.9,92.5,67.4,-0.065
Penn St.,112.3,96.4,69.1,-0.143
Missouri,108.0,92.1,70.2,0.176
Mississippi,106.0,90.2,69.7,-0.088
Seton Hall,111.5,95.9,68.3,0.035
Maryland,112.2,97.1,67.7,-0.08
Xavier,110.4,95.5,69.5,0.118
Kentucky,106.7,91.9,69.0,-0.158
VCU,104.9,90.4,70.8,-0.003
Marquette,110.6,96.4,68.1,-0.062
SMU,109.5,95.4,71.7,0.004
Richmond,111.5,97.7,70.6,0.052
Providence,109.9,96.2,66.6,0.052
Drake,110.2,96.8,67.5,0.014
Arizona St.,109.2,96.1,75.2,0.015
Northwestern,108.3,95.2,70.3,-0.022
Utah St.,105.8,92.7,69.3,-0.039
South Carolina,106.7,93.7,73.6,0.04
Memphis,102.5,90.0,73.3,-0.079
Mississippi St.,110.1,97.8,65.2,-0.076
Davidson,111.1,98.8,64.0,-0.091
St. Bonaventure,107.8,95.5,68.4,0.06
BYU,108.0,95.9,70.6,0.095
Utah,108.0,96.0,66.9,-0.029
Saint Mary's,106.3,94.3,63.3,0.122
Miami FL,104.8,93.0,71.2,-0.165
Georgia Tech,108.3,96.8,67.0,-0.03
Boise St.,107.8,96.3,69.8,0.047
Tulsa,103.4,92.1,66.1,-0.001
Pittsburgh,103.7,92.6,70.4,0.063
San Francisco,107.3,96.6,69.9,-0.024
Furman,110.3,99.6,69.6,-0.067
Dayton,107.8,97.2,65.2,-0.092
Cincinnati,105.3,94.7,71.2,-0.072
Rhode Island,104.9,94.5,70.7,-0.094
Auburn,107.9,97.5,69.4,-0.029
TCU,107.1,97.2,68.2,0.167
Marshall,106.9,97.0,73.8,-0.042
Wichita St.,107.8,98.0,68.4,0.098
Georgia,105.5,95.8,75.2,-0.035
Butler,106.0,96.6,67.0,0.052
Toledo,109.4,100.1,68.0,0.018
Iowa St.,106.6,97.2,69.9,-0.156
Colorado St.,105.1,96.0,72.2,0.091
Western Kentucky,108.5,99.5,69.9,0.124
Notre Dame,111.5,102.6,66.7,-0.033
Wright St.,104.0,95.5,72.4,-0.003
St. John's,107.1,98.7,75.4,0.005
DePaul,105.6,97.2,73.2,-0.112
South Dakota St.,110.5,102.4,71.4,0.08
UCF,103.6,95.7,68.3,0.082
Duquesne,104.6,96.9,69.1,-0.102
UAB,103.9,96.3,71.8,-0.045
Texas A&M,101.7,94.4,67.4,0.119
Boston College,106.7,99.6,72.5,-0.111
North Texas,102.9,95.8,66.1,-0.201
Belmont,105.6,98.6,72.0,0.004
Yale,107.1,100.3,69.4,0.0
Liberty,105.9,99.1,64.7,-0.11
Winthrop,106.9,100.3,77.7,0.092
South Florida,101.1,94.6,68.1,0.026
Georgia St.,106.0,99.9,71.3,0.112
Bradley,102.1,96.4,66.8,-0.118
Georgetown,103.4,97.9,71.0,-0.124
New Mexico St.,102.7,97.5,68.6,0.0
Buffalo,106.0,100.9,73.6,-0.182
Bowling Green,107.0,102.1,71.1,0.074
Louisiana Tech,103.2,98.4,70.5,0.064
Massachusetts,106.7,101.9,73.0,-0.282
Washington St.,98.0,93.3,68.9,0.079
UNC Greensboro,102.7,98.1,70.8,-0.016
Nevada,103.2,98.8,70.8,0.034
Vermont,103.4,99.0,68.2,-0.166
Nebraska,102.4,98.1,73.0,-0.142
Ohio,107.4,103.1,68.8,-0.05
Northern Iowa,105.0,101.1,71.6,-0.107
Abilene Christian,98.9,95.0,69.3,0.024
Santa Clara,98.2,94.3,70.9,0.161
Akron,104.3,100.5,70.5,-0.007
Wake Forest,103.5,99.8,69.8,-0.117
Eastern Washington,104.0,100.4,72.1,-0.229
UC Irvine,100.9,97.3,69.0,-0.037
Old Dominion,102.9,99.3,68.9,0.167
East Carolina,100.3,96.7,68.4,0.061
Loyola Marymount,103.1,99.6,68.2,0.022
Missouri St.,104.4,101.2,70.4,0.052
Colgate,105.9,102.8,71.0,-0.241
Washington,99.6,96.6,71.0,-0.158
UC Santa Barbara,103.1,100.2,68.1,-0.006
UNLV,104.8,101.9,69.3,-0.103
Oregon St.,104.6,101.7,65.9,-0.107
Vanderbilt,103.4,100.7,69.2,-0.076
Pacific,101.3,98.6,66.1,0.198
Little Rock,106.1,103.4,69.7,0.01
Siena,102.5,99.9,68.1,0.209
Wofford,106.0,103.7,66.8,-0.059
George Mason,101.9,99.6,68.9,0.038
Grand Canyon,103.1,100.8,66.4,-0.179
Murray St.,101.2,98.9,68.4,-0.23
Pepperdine,104.8,103.0,70.4,-0.094
Princeton,104.0,102.1,68.1,0.0
Kent St.,103.7,101.9,70.8,-0.223
La Salle,100.5,99.2,68.0,-0.047
Kansas St.,102.6,101.3,65.4,0.07
Ball St.,101.9,100.7,69.5,0.023
Hofstra,103.1,101.9,70.3,0.03
California,101.7,100.5,66.3,-0.048
Temple,99.9,98.7,70.4,-0.013
Drexel,102.4,101.2,66.5,0.007
Northeastern,99.8,99.1,68.5,0.031
Cal St. Bakersfield,100.7,100.2,65.4,-0.096
Harvard,101.9,101.3,69.6,0.0
Mercer,104.1,103.6,72.6,-0.003
Montana,97.8,97.5,66.4,-0.072
North Dakota St.,100.7,100.5,65.2,-0.035
East Tennessee St.,97.8,97.6,68.6,0.029
UTEP,99.4,99.3,68.3,-0.101
Indiana St.,101.1,101.1,71.0,-0.001
Oral Roberts,106.8,106.9,71.9,-0.061
UC Riverside,98.0,98.1,66.7,-0.087
Texas St.,99.9,100.1,64.9,0.162
Charlotte,100.0,100.2,64.3,-0.037
Fresno St.,100.7,101.4,67.7,-0.13
FIU,103.7,104.4,72.8,-0.151
Saint Peter's,96.5,97.2,68.3,0.036
Chattanooga,102.2,102.9,68.0,0.025
Valparaiso,99.2,99.9,69.8,-0.191
Coastal Carolina,103.1,103.9,71.7,-0.016
Monmouth,101.7,102.7,76.4,-0.154
Stephen F. Austin,98.8,100.1,72.0,0.109
UT Arlington,101.2,102.6,71.3,-0.026
Eastern Kentucky,96.7,98.2,77.1,0.058
Navy,101.0,102.6,66.6,0.335
Louisiana,98.1,100.1,74.2,0.249
Eastern Illinois,102.0,104.2,70.4,0.028
South Dakota,101.8,104.0,69.3,-0.16
Saint Joseph's,102.9,105.1,75.2,-0.065
Cleveland St.,98.2,100.5,69.0,0.199
Bryant,103.2,105.6,77.7,-0.08
Wyoming,103.7,106.3,70.1,0.121
