team,off,def,tempo,luck
Gonzaga,123.5,91.6,75.4,0.026
Baylor,119.3,87.4,69.4,0.018
Iowa,123.3,96.0,71.4,-0.014
Villanova,119.7,93.0,63.6,0.026
Wisconsin,114.9,89.2,64.9,-0.008
Texas,113.1,87.9,69.1,0.078
Michigan,116.4,91.4,68.0,0.013
Illinois,116.0,91.3,71.0,-0.058
Tennessee,111.7,87.1,65.9,0.038
Houston,112.5,88.6,65.9,0.002
Creighton,116.4,92.4,70.7,-0.006
Kansas,112.7,89.5,68.7,0.15
Texas Tech,110.8,88.5,66.8,-0.07
West Virginia,112.9,91.7,68.9,-0.001
Virginia,110.9,90.0,58.7,0.021
USC,110.9,90.1,68.7,-0.037
Ohio St.,115.7,95.0,66.2,0.009
Clemson,107.7,87.0,66.4,0.075
Colorado,112.0,91.3,68.0,-0.02
Oregon,112.9,92.3,70.0,0.015
Connecticut,110.8,90.8,64.8,-0.035
Duke,112.8,92.9,69.0,0.05
Indiana,110.0,90.7,66.5,-0.028
LSU,117.6,98.4,69.3,-0.012
Arkansas,112.0,93.3,73.3,0.005
Louisville,110.6,91.9,66.2,0.242
Alabama,111.6,93.0,74.6,0.012
UCLA,114.6,96.0,64.7,0.109
North Carolina,108.6,90.3,71.1,-0.019
Saint Louis,111.0,92.7,68.8,0.018
Florida St.,110.6,92.7,70.3,0.037
Minnesota,111.7,93.9,71.7,0.115
Virginia Tech,111.7,93.9,67.2,0.077
Purdue,110.4,92.8,66.2,0.006
Oklahoma St.,109.8,92.3,71.7,-0.067
Stanford,107.3,89.9,71.6,0.038
San Diego St.,109.7,92.4,65.0,0.021
Rutgers,110.4,93.4,69.3,0.043
Syracuse,109.6,92.7,70.6,0.017
Florida,111.1,94.3,70.4,0.015
Arizona,112.3,95.5,69.7,0.003
Oklahoma,112.0,95.3,68.8,-0.027
Kentucky,107.7,91.1,68.0,-0.14
Michigan St.,110.3,93.9,70.8,0.044
Maryland,112.6,96.5,66.9,-0.044
Seton Hall,111.8,95.7,67.8,0.053
Missouri,108.0,92.0,69.8,0.176
Penn St.,112.3,96.5,68.6,-0.143
N.C. State,109.6,94.1,69.6,-0.072
Loyola Chicago,108.4,93.0,66.2,-0.088
Richmond,112.0,97.2,70.0,0.039
Xavier,110.5,95.7,69.3,0.14
Mississippi,104.9,90.4,69.0,-0.1
Marquette,110.8,96.3,67.8,-0.062
SMU,110.1,95.9,70.9,0.016
Utah St.,105.7,91.9,69.2,-0.041
Providence,110.2,96.6,66.2,0.005
Drake,110.4,96.8,67.3,0.014
Northwestern,108.4,95.3,70.0,-0.022
VCU,104.5,91.6,71.0,-0.002
South Carolina,106.7,93.8,73.2,0.04
Boise St.,109.8,97.0,68.7,0.042
Miami FL,105.2,92.6,69.8,-0.125
Arizona St.,108.1,95.6,75.0,-0.006
BYU,108.1,95.8,70.2,0.095
Mississippi St.,110.8,98.5,65.3,-0.043
St. Bonaventure,108.0,95.7,68.2,0.06
Memphis,102.6,90.3,72.7,-0.079
Rhode Island,106.0,94.1,70.6,-0.089
Georgia Tech,108.5,96.8,66.5,-0.03
Dayton,109.1,97.6,65.3,-0.09
Utah,107.4,96.0,66.9,-0.111
Tulsa,103.5,92.2,65.5,-0.001
Davidson,111.4,100.1,64.0,-0.102
Saint Mary's,105.7,94.6,63.2,0.067
Pittsburgh,103.7,92.7,70.1,0.063
Furman,110.3,99.7,68.6,-0.067
Wichita St.,108.5,98.2,68.7,0.105
Toledo,110.4,100.2,68.4,0.015
Cincinnati,105.3,95.1,71.7,-0.083
Auburn,107.9,97.7,70.4,-0.064
Marshall,107.2,97.2,73.2,-0.042
San Francisco,106.0,96.0,70.0,-0.048
TCU,106.3,97.0,67.7,0.159
Wright St.,104.0,95.0,71.9,-0.057
Colorado St.,105.7,96.7,72.1,0.12
Georgia,105.1,96.4,75.1,0.036
