team,off,def,tempo,luck
Gonzaga,122.2,90.5,75.9,0.033
Baylor,119.7,88.4,70.1,0.018
Villanova,119.4,92.7,64.1,0.026
Iowa,122.9,96.3,72.0,-0.021
Illinois,116.5,90.9,71.9,-0.019
Wisconsin,114.8,89.2,65.4,-0.008
Michigan,116.2,91.2,68.5,0.013
Texas,112.7,87.8,69.4,0.054
Tennessee,110.5,86.8,67.3,0.036
Creighton,115.3,91.8,71.2,-0.005
Houston,112.3,88.9,66.4,0.011
Kansas,113.3,90.0,69.4,0.133
West Virginia,112.7,91.3,69.0,0.04
Texas Tech,109.0,88.3,66.8,-0.07
Clemson,107.4,86.8,66.8,0.075
Duke,112.3,91.8,70.0,0.044
Oregon,112.1,91.7,70.4,-0.003
Virginia,110.9,90.6,59.9,0.007
Colorado,112.4,92.2,67.9,-0.041
USC,110.8,90.7,69.3,-0.056
Ohio St.,114.7,94.7,66.7,-0.001
Indiana,109.1,89.8,66.7,-0.05
Florida,111.8,92.8,71.4,0.033
Connecticut,111.1,92.3,65.7,-0.053
Alabama,111.5,92.7,73.3,-0.013
Louisville,110.3,91.7,66.5,0.242
Saint Louis,110.8,92.5,68.9,0.018
Minnesota,111.6,93.4,72.4,0.137
Rutgers,110.3,92.1,69.6,0.065
North Carolina,108.3,90.2,71.2,-0.019
Florida St.,110.5,92.5,70.7,0.037
UCLA,113.1,95.1,65.2,0.095
LSU,117.2,99.2,69.5,-0.022
San Diego St.,109.7,91.7,65.6,-0.011
Purdue,110.2,92.6,66.3,0.006
Syracuse,109.1,91.7,71.7,-0.013
Arizona,111.3,93.9,70.1,0.041
Arkansas,111.1,93.7,73.5,0.008
Virginia Tech,111.2,94.1,67.4,0.078
Stanford,106.8,89.7,72.6,0.037
Oklahoma St.,109.6,92.7,72.6,-0.069
N.C. State,110.1,93.5,71.2,-0.026
Michigan St.,110.2,93.6,71.2,0.044
Oklahoma,112.1,95.7,69.7,0.022
Loyola Chicago,108.7,92.4,67.4,-0.065
Penn St.,112.2,96.3,69.1,-0.143
Mississippi,105.9,90.1,69.8,-0.088
Missouri,107.8,92.1,70.2,0.176
