team,off,def,tempo,luck
Gonzaga,117.4,88.3,76.0,0.083
Baylor,116.0,86.8,70.6,0.003
Villanova,114.7,89.4,67.4,0.066
Texas,109.5,85.6,69.9,0.025
West Virginia,110.9,87.7,72.0,-0.041
Wisconsin,109.8,86.8,67.8,-0.047
Texas Tech,107.1,84.2,69.4,-0.037
Iowa,116.5,93.9,74.8,0.006
Kansas,108.9,87.0,73.5,0.175
Houston,111.1,89.2,69.3,0.124
Duke,110.0,88.4,73.8,-0.074
Ohio St.,111.6,90.1,69.2,0.091
Michigan,112.6,91.5,71.5,0.003
Creighton,112.5,91.4,72.0,-0.122
Illinois,111.0,90.1,71.9,0.036
Michigan St.,110.8,90.0,73.0,0.029
Virginia,106.6,86.1,62.9,-0.088
Tennessee,107.8,87.4,69.0,0.0
Florida,109.4,89.0,72.0,0.122
Indiana,108.2,87.8,69.6,-0.055
North Carolina,108.9,88.6,73.1,-0.076
Florida St.,108.7,88.5,71.2,0.206
Clemson,106.9,86.9,69.2,0.063
Louisville,109.4,89.5,69.7,0.084
Oregon,110.4,90.6,70.9,-0.047
Rutgers,106.9,88.1,72.2,0.002
UCLA,110.5,92.0,68.2,0.043
Arizona St.,111.3,92.8,75.8,0.052
LSU,114.3,95.9,71.7,-0.078
Purdue,108.9,90.6,69.6,-0.082
Stanford,104.9,86.7,72.6,-0.125
Kentucky,107.0,89.2,71.6,-0.274
San Diego St.,107.0,89.5,68.6,0.035
Marquette,107.7,90.2,72.0,0.01
Arkansas,107.1,89.8,72.8,0.061
N.C. State,109.0,91.7,72.0,0.0
Saint Louis,108.0,90.8,70.2,0.082
Arizona,106.8,89.7,71.5,0.093
Maryland,109.6,92.5,69.4,0.005
Oklahoma,111.3,94.3,73.1,0.093
USC,107.8,90.8,70.2,-0.054
Syracuse,107.4,90.6,72.8,0.014
Missouri,108.3,91.5,70.1,0.047
Miami FL,106.5,89.7,71.9,0.057
Oklahoma St.,106.7,90.1,73.4,0.049
Mississippi,105.9,89.4,71.2,0.0
Alabama,108.6,92.4,76.4,0.048
Minnesota,107.3,91.1,73.4,0.098
Virginia Tech,107.7,91.6,67.3,0.172
Connecticut,108.6,92.5,68.8,0.101
Xavier,109.3,93.3,70.3,0.178
Penn St.,109.0,93.2,72.2,-0.024
Memphis,103.4,87.7,75.6,-0.09
Loyola Chicago,105.8,90.1,69.5,0.0
SMU,108.9,93.4,71.8,0.055
Colorado,105.9,90.5,70.4,-0.059
Utah,108.0,92.7,69.9,0.0
Richmond,107.7,92.6,73.3,0.015
Seton Hall,108.4,93.4,70.9,-0.116
Cincinnati,104.9,91.5,71.2,0.042
Butler,105.9,92.6,68.3,0.0
Dayton,107.0,94.0,69.3,-0.054
VCU,102.3,89.4,72.0,-0.085
Providence,107.5,94.6,69.1,0.1
Furman,107.1,94.7,71.6,-0.138
South Carolina,104.6,92.6,74.0,-0.01
Northwestern,104.3,92.3,73.5,-0.201
Saint Mary's,105.5,93.6,66.0,0.108
TCU,104.2,92.3,67.1,0.019
Georgia Tech,105.8,94.2,70.8,-0.137
Iowa St.,107.0,95.6,71.8,-0.191
Texas A&M,102.8,91.5,70.8,0.077
Rhode Island,105.4,94.1,73.4,-0.113
St. Bonaventure,106.8,95.7,70.2,0.0
San Francisco,105.1,94.3,72.0,-0.007
Western Kentucky,107.3,96.8,70.6,0.06
Auburn,105.3,95.0,73.2,0.115
Davidson,108.8,98.7,67.4,-0.182
South Dakota St.,108.6,98.5,72.1,0.045
Mississippi St.,105.8,96.0,68.2,-0.014
Notre Dame,107.7,98.0,71.0,-0.072
DePaul,104.1,94.6,73.1,0.0
Duquesne,104.5,95.1,71.8,-0.033
St. John's,104.9,95.5,76.3,0.095
Marshall,104.8,95.5,76.1,0.0
Boston College,104.5,95.3,73.4,-0.033
Pittsburgh,103.4,94.3,72.0,0.072
Northern Iowa,105.7,97.0,72.1,-0.038
Utah St.,103.0,94.2,71.9,-0.046
Georgia,103.5,94.9,74.8,0.047
Vermont,103.3,94.9,69.9,0.0
BYU,103.1,94.8,72.5,0.083
Boise St.,104.2,96.0,71.7,0.015
Pepperdine,105.5,97.3,72.6,-0.133
Washington,99.7,91.9,71.0,-0.138
Tulsa,100.4,92.7,70.4,-0.16
Murray St.,103.8,96.1,70.4,0.025
Georgetown,102.6,95.0,74.0,-0.114
UAB,102.8,95.7,72.7,0.004
UNC Greensboro,102.5,95.7,72.4,-0.005
Yale,105.1,98.2,71.4,0.0
Wichita St.,102.5,96.0,71.1,0.099
Ohio,102.9,96.4,73.2,-0.071
New Mexico St.,102.8,96.3,68.9,0.0
Old Dominion,102.9,96.4,70.7,0.137
South Florida,100.6,94.2,69.8,0.021
Toledo,105.5,99.2,69.7,-0.112
Belmont,103.2,97.0,75.0,0.037
North Texas,102.4,96.3,69.0,-0.263
Georgia St.,104.3,98.4,74.8,0.184
UCF,99.2,93.7,70.3,0.145
Nebraska,101.2,95.7,74.5,-0.101
Wright St.,100.4,95.1,73.0,-0.069
Santa Clara,98.0,92.9,71.3,0.046
Bradley,100.2,95.3,69.4,-0.135
East Carolina,100.7,96.0,71.1,0.001
George Mason,102.5,97.8,69.4,-0.05
Liberty,102.6,97.9,66.0,-0.087
Colorado St.,105.8,101.2,71.9,0.0
Nevada,100.6,96.0,72.4,0.218
Abilene Christian,97.4,92.8,71.0,-0.014
Oregon St.,102.5,98.2,69.7,-0.185
Louisiana Tech,103.4,99.1,70.9,0.235
Wake Forest,102.2,97.9,71.2,0.138
UC Santa Barbara,101.1,96.9,68.3,0.0
Winthrop,102.6,98.4,75.2,0.0
Massachusetts,102.9,99.0,71.4,0.0
Vanderbilt,100.4,96.7,73.5,0.0
Drake,102.8,99.3,69.9,0.0
Pacific,99.3,96.6,68.0,0.198
California,98.7,96.0,68.1,-0.058
Buffalo,101.8,99.1,75.0,-0.13
Ball St.,100.9,98.3,70.5,0.07
Wofford,102.3,99.8,69.5,0.0
UNLV,102.6,100.1,71.0,-0.065
Eastern Washington,100.4,98.0,74.1,-0.176
Loyola Marymount,101.9,99.6,71.1,-0.076
Indiana St.,102.1,99.8,71.2,0.0
Little Rock,102.3,100.1,71.6,0.035
Siena,100.7,98.6,70.6,0.0
Princeton,102.0,100.1,70.1,0.0
Akron,101.0,99.3,72.1,0.0
Colgate,102.9,101.4,71.2,0.0
Mercer,101.0,99.6,73.1,0.001
Temple,98.0,96.7,73.1,0.0
Drexel,101.3,100.1,69.2,-0.023
