team,off,def,tempo,luck
Gonzaga,122.2,90.6,76.3,0.037
Baylor,119.5,88.9,70.7,0.015
Villanova,119.4,92.6,64.2,0.026
Wisconsin,114.6,88.9,65.8,-0.028
Iowa,122.6,97.4,71.4,-0.022
Texas,112.8,87.9,69.4,0.054
Illinois,116.1,92.0,72.2,-0.022
Tennessee,110.3,86.6,67.2,0.004
Houston,112.7,89.1,66.6,-0.007
Michigan,115.6,92.2,69.1,0.012
Kansas,113.4,90.2,69.5,0.133
Duke,112.4,90.6,70.1,-0.027
West Virginia,112.8,91.3,68.9,0.04
Creighton,114.2,93.0,71.8,-0.006
Oregon,112.3,91.3,70.4,0.03
Texas Tech,109.0,88.2,66.7,-0.07
Clemson,107.4,86.7,66.9,0.075
Virginia,110.3,89.6,60.4,-0.021
Ohio St.,114.6,94.6,66.6,-0.001
Colorado,112.0,92.4,68.0,-0.068
Minnesota,112.4,92.9,72.6,0.122
Indiana,109.1,89.7,67.2,-0.019
Florida,111.9,93.0,71.6,0.033
Louisville,110.2,91.4,66.2,0.224
Alabama,111.5,92.7,73.5,-0.013
LSU,117.4,98.7,69.3,-0.069
USC,109.9,91.2,68.6,-0.068
Connecticut,111.0,92.5,65.8,-0.053
Arizona,111.7,93.1,69.7,0.053
San Diego St.,110.2,91.7,66.0,-0.038
Saint Louis,111.0,92.5,69.0,0.018
Syracuse,110.1,91.9,72.2,0.059
Rutgers,110.2,92.1,69.6,0.065
Florida St.,110.5,92.5,70.8,0.037
North Carolina,108.3,90.3,71.5,-0.019
UCLA,113.5,95.8,65.2,0.077
Seton Hall,112.3,94.7,68.6,-0.029
Purdue,111.0,93.7,67.1,-0.028
Michigan St.,111.6,94.3,71.9,0.096
Arkansas,110.7,93.5,73.3,0.056
Virginia Tech,110.9,93.8,67.0,0.146
Stanford,106.6,89.6,71.3,0.03
Oklahoma St.,109.7,92.8,72.8,-0.069
Oklahoma,112.3,95.5,70.5,0.043
N.C. State,110.1,93.6,71.3,-0.026
Loyola Chicago,108.9,92.5,67.4,-0.065
Maryland,113.1,96.9,67.1,-0.084
Penn St.,112.2,96.4,69.0,-0.143
Missouri,107.9,92.2,70.3,0.176
Mississippi,106.0,90.6,69.9,-0.119
SMU,110.4,95.4,70.6,0.061
Kentucky,106.7,91.8,69.1,-0.158
Xavier,111.8,97.0,68.5,0.104
VCU,105.0,90.6,71.0,-0.026
Northwestern,109.2,94.8,70.5,-0.022
Marquette,110.4,96.2,68.2,-0.062
Arizona St.,110.1,96.2,75.0,0.063
Providence,109.8,96.1,66.5,0.052
Richmond,111.2,97.6,70.5,0.042
Drake,110.2,96.8,67.7,0.014
Memphis,102.5,89.9,73.3,-0.079
Mississippi St.,110.1,97.8,65.3,-0.076
Davidson,111.1,98.8,64.2,-0.091
Utah St.,105.9,93.8,69.2,-0.039
Saint Mary's,106.3,94.2,63.3,0.122
BYU,107.8,95.9,71.2,0.104
Utah,107.9,96.0,67.2,-0.029
Miami FL,104.8,93.0,71.2,-0.165
South Carolina,106.3,94.7,73.2,0.082
Georgia Tech,108.3,96.8,67.1,-0.03
St. Bonaventure,107.7,96.3,69.0,0.073
Boise St.,107.7,96.5,68.9,0.051
Auburn,108.3,97.2,69.6,-0.007
Furman,110.2,99.5,69.7,-0.067
Rhode Island,104.9,94.2,70.4,-0.079
Dayton,107.7,97.1,65.4,-0.092
San Francisco,107.0,96.5,69.9,-0.026
Pittsburgh,103.7,93.4,71.2,0.027
Tulsa,103.3,93.1,66.4,-0.012
TCU,107.0,97.0,68.2,0.167
Marshall,106.8,97.0,73.9,-0.042
Cincinnati,105.2,95.5,70.8,-0.105
Butler,106.6,97.2,67.4,0.039
Colorado St.,105.5,96.1,72.1,0.053
Wichita St.,107.5,98.2,68.3,0.12
Toledo,109.3,100.0,68.2,0.018
Iowa St.,106.5,97.3,70.0,-0.156
Texas A&M,103.1,93.9,67.2,0.134
Western Kentucky,108.5,99.5,70.1,0.124
Notre Dame,111.6,102.6,66.7,-0.033
Georgia,105.1,96.1,74.8,0.036
St. John's,108.6,100.1,74.3,0.032
Wright St.,103.9,95.5,72.5,-0.003
DePaul,105.5,97.2,73.3,-0.112
South Dakota St.,110.4,102.3,71.5,0.08
UCF,103.5,95.6,68.4,0.082
UAB,103.9,96.2,71.8,-0.045
Duquesne,104.6,97.0,69.2,-0.102
Belmont,105.9,98.4,71.8,0.005
South Florida,102.1,94.7,68.3,0.045
North Texas,102.8,95.8,66.2,-0.201
Yale,107.0,100.2,69.5,0.0
Liberty,105.7,99.0,65.0,-0.11
Winthrop,106.9,100.3,77.8,0.092
Boston College,105.6,99.1,72.6,-0.081
Georgetown,104.2,98.0,71.7,-0.115
Georgia St.,105.9,99.8,71.4,0.112
Bradley,102.0,96.3,67.0,-0.118
New Mexico St.,102.7,97.5,68.7,0.0
Buffalo,106.0,100.9,73.6,-0.182
Louisiana Tech,103.3,98.2,70.5,0.064
Bowling Green,106.9,102.1,71.2,0.074
Abilene Christian,100.0,95.3,69.6,-0.015
Massachusetts,106.5,101.9,73.3,-0.282
Vermont,103.3,98.9,68.3,-0.166
Ohio,107.3,103.1,68.9,-0.05
Nebraska,102.3,98.1,73.0,-0.142
Nevada,103.2,99.3,71.1,0.075
Northern Iowa,105.0,101.0,71.6,-0.107
UNC Greensboro,101.6,97.7,70.7,-0.034
Santa Clara,98.1,94.4,71.0,0.161
Akron,104.2,100.5,70.5,-0.007
Eastern Washington,104.1,100.4,72.3,-0.229
Loyola Marymount,103.2,99.6,68.2,0.022
Washington St.,97.7,94.1,68.7,0.086
East Carolina,100.3,96.6,68.6,0.061
Washington,99.8,96.2,69.7,-0.161
Old Dominion,102.8,99.2,69.1,0.167
UC Irvine,100.9,97.3,69.1,-0.037
Wake Forest,102.7,99.3,70.0,-0.011
Wofford,105.6,102.2,66.8,-0.033
Missouri St.,104.4,101.1,70.5,0.052
Murray St.,101.9,98.7,68.1,-0.213
Colgate,105.8,102.8,71.0,-0.241
Oregon St.,104.6,101.7,66.4,-0.107
UC Santa Barbara,103.1,100.1,68.2,-0.006
Vanderbilt,103.4,100.7,69.3,-0.076
Siena,102.5,99.9,68.1,0.209
Little Rock,106.1,103.5,69.8,0.01
Pacific,101.3,98.7,66.1,0.198
UNLV,104.7,102.1,69.4,-0.065
George Mason,102.2,99.8,69.2,0.079
California,102.2,99.9,66.0,-0.035
Grand Canyon,103.0,100.8,66.5,-0.179
Pepperdine,104.8,102.8,70.5,-0.094
Princeton,104.0,102.1,68.2,0.0
Kent St.,103.7,101.9,70.8,-0.223
Hofstra,103.3,101.7,70.1,0.079
La Salle,100.5,99.0,68.2,-0.047
Temple,99.9,98.6,70.7,-0.013
Kansas St.,102.5,101.4,65.5,0.07
Drexel,102.3,101.2,66.4,0.007
Ball St.,101.8,100.7,69.5,0.023
Cal St. Bakersfield,100.8,100.2,65.7,-0.096
Mercer,104.2,103.6,72.7,-0.003
Harvard,101.8,101.3,69.6,0.0
Montana,98.0,97.5,66.9,-0.072
UTEP,99.4,99.2,68.5,-0.101
East Tennessee St.,97.8,97.6,68.7,0.029
Northeastern,99.6,99.5,68.3,-0.024
North Dakota St.,100.6,100.5,65.2,-0.035
Indiana St.,101.1,101.1,71.1,-0.001
UC Riverside,98.0,98.0,66.9,-0.087
Oral Roberts,106.8,106.9,72.0,-0.061
Texas St.,99.9,100.1,65.0,0.162
Charlotte,99.9,100.2,64.4,-0.037
Fresno St.,100.7,101.3,67.9,-0.13
Saint Peter's,96.3,97.0,68.5,0.036
FIU,103.6,104.3,72.8,-0.151
Coastal Carolina,103.2,103.9,71.8,-0.016
Chattanooga,102.4,103.1,68.3,0.022
Valparaiso,99.1,99.9,69.9,-0.191
Monmouth,101.7,102.7,76.5,-0.154
Saint Joseph's,103.6,104.8,75.5,-0.083
Stephen F. Austin,98.7,100.1,71.9,0.109
UT Arlington,101.2,102.5,71.4,-0.026
Navy,101.0,102.4,66.6,0.335
Eastern Kentucky,97.4,98.8,77.7,0.035
Southern Utah,102.6,104.4,70.4,0.042
Louisiana,98.1,100.1,74.1,0.249
South Dakota,101.8,104.0,69.3,-0.16
Cleveland St.,98.2,100.5,69.2,0.199
Austin Peay,103.4,105.9,69.3,0.115
Wyoming,103.7,106.3,70.1,0.121
San Diego,97.8,100.5,71.1,-0.024
UNC Wilmington,101.7,104.3,69.6,0.03
Eastern Illinois,101.9,104.7,69.9,-0.006
UC San Diego,100.0,102.8,70.1,0.0
Southern Illinois,100.9,103.9,69.0,0.196
UC Davis,99.9,102.9,71.4,-0.161
Tulane,96.6,99.6,67.4,0.044
Western Carolina,102.9,106.1,72.5,0.128
Penn,100.2,103.5,70.7,0.0
NJIT,99.1,102.4,69.6,0.096
Cornell,101.3,104.7,68.4,0.0
UMBC,98.1,101.6,70.6,0.016
Bryant,102.8,106.3,76.9,-0.106
Appalachian St.,99.3,102.9,66.8,-0.011
Boston University,100.2,104.0,69.5,-0.138
UTSA,103.4,107.1,72.9,-0.101
Miami OH,99.8,103.6,66.8,0.013
Middle Tennessee,94.7,98.6,72.3,-0.155
South Alabama,103.0,106.9,67.5,-0.088
Niagara,101.0,105.1,66.1,-0.033
Northern Kentucky,100.2,104.4,68.6,0.078
Eastern Michigan,99.0,103.3,68.6,-0.001
Illinois Chicago,97.2,101.5,69.5,0.061
George Washington,101.9,106.3,69.8,-0.206
Iona,99.6,104.4,68.1,0.041
Northern Colorado,97.2,102.1,69.3,0.117
Montana St.,98.1,103.0,70.0,-0.118
Army,95.8,101.0,70.3,0.218
Sacramento St.,96.9,102.0,66.0,0.061
Charleston,99.6,104.8,64.7,-0.103
Lipscomb,101.1,106.4,67.6,0.045
Central Michigan,101.4,106.8,72.2,-0.008
Texas Southern,99.6,105.0,70.3,0.075
Lafayette,101.5,106.9,70.0,-0.232
Youngstown St.,104.7,110.2,65.0,0.016
Towson,100.3,105.8,67.9,-0.035
Nicholls St.,98.5,104.1,72.0,-0.076
Gardner Webb,100.0,105.5,68.9,-0.104
UMass Lowell,97.8,103.4,69.8,-0.031
Rice,98.6,104.3,70.5,0.031
Stony Brook,95.5,101.3,69.7,0.051
Elon,98.0,103.9,67.9,0.064
UNC Asheville,99.9,105.8,69.6,-0.064
Brown,95.2,101.0,71.3,0.0
Florida Atlantic,97.4,103.2,67.6,0.056
Jacksonville St.,97.1,103.0,67.4,0.099
Milwaukee,97.4,103.4,69.4,-0.129
Florida Gulf Coast,96.7,102.7,68.3,0.143
Norfolk St.,95.9,101.9,67.6,0.125
Robert Morris,99.5,105.5,70.2,0.027
Central Arkansas,98.7,104.8,75.2,-0.036
UT Rio Grande Valley,95.1,101.1,71.7,0.093
Hawaii,97.3,103.5,69.9,0.0
New Hampshire,94.5,100.7,69.8,0.011
Mount St. Mary's,97.2,103.4,63.8,-0.011
Detroit,100.8,107.4,70.1,-0.111
Canisius,98.3,104.9,69.7,0.094
Weber St.,96.1,102.8,71.5,-0.162
Fordham,91.3,98.0,66.6,0.186
Stetson,99.4,106.3,67.9,0.024
VMI,99.9,106.8,70.9,-0.036
Marist,93.5,100.5,67.9,0.175
New Mexico,99.0,106.0,68.9,0.0
UMKC,95.5,102.7,64.6,-0.207
Bucknell,95.9,103.2,72.7,-0.071
Loyola MD,98.8,106.2,71.5,0.0
Purdue Fort Wayne,99.4,106.8,71.0,-0.007
James Madison,99.9,107.4,73.2,-0.096
Illinois St.,98.1,105.7,72.0,-0.028
Georgia Southern,97.1,104.8,69.2,0.11
Hartford,97.0,104.8,67.5,0.1
Samford,99.6,107.5,75.0,-0.094
Western Michigan,95.7,103.6,66.5,-0.129
American,96.7,104.7,69.1,0.0
Nebraska Omaha,95.8,103.9,71.8,-0.009
Evansville,97.0,105.0,63.2,0.091
Sam Houston St.,97.0,105.1,74.0,0.16
Bellarmine,98.8,106.9,67.8,-0.141
Long Beach St.,99.4,107.5,74.5,0.179
St. Francis PA,100.0,108.2,69.5,0.043
Campbell,99.1,107.5,68.1,0.049
Delaware,97.6,106.0,68.0,0.105
High Point,95.9,104.4,69.6,-0.142
North Carolina Central,96.2,104.8,68.3,-0.026
North Alabama,96.1,104.8,71.8,-0.152
Dartmouth,94.8,103.7,68.1,0.0
Quinnipiac,95.5,104.4,69.7,0.056
Oakland,99.6,108.5,71.2,0.039
Wagner,96.0,105.0,65.5,-0.223
Green Bay,100.0,109.0,68.5,-0.099
Morehead St.,95.0,104.0,66.1,0.038
Cal Baptist,99.6,108.6,71.7,-0.248
Florida A&M,95.0,104.3,69.1,-0.015
IUPUI,96.4,105.7,72.3,0.038
Cal St. Northridge,99.1,108.4,72.0,0.128
Seattle,95.9,105.3,68.7,-0.045
Albany,94.4,103.8,68.7,0.04
LIU,95.1,104.5,73.6,-0.039
Columbia,94.7,104.1,70.5,0.0
Radford,95.6,105.3,63.9,-0.006
Air Force,96.0,105.8,62.9,0.127
Portland,93.9,103.7,73.5,0.182
Louisiana Monroe,93.6,103.5,67.6,0.024
Fairleigh Dickinson,100.2,110.4,71.9,0.067
William & Mary,97.9,108.1,68.0,-0.011
Utah Valley,95.7,105.9,71.7,-0.049
Southern Miss,94.1,104.4,66.4,0.053
Southern,95.1,105.3,70.3,-0.033
Idaho St.,96.1,106.4,67.3,-0.087
North Florida,100.8,111.5,68.3,-0.034
Troy,93.1,103.9,67.6,0.193
Lehigh,97.5,108.4,71.1,0.232
Merrimack,92.7,103.7,66.3,0.0
Arkansas St.,97.2,108.2,69.9,-0.09
Morgan St.,93.6,104.7,70.5,0.051
Prairie View A&M,93.3,104.5,70.1,0.007
North Dakota,94.0,105.2,68.0,-0.015
Jacksonville,93.7,105.0,69.0,0.145
San Jose St.,97.1,108.4,77.1,-0.088
USC Upstate,96.8,108.4,67.8,0.06
Northwestern St.,96.7,108.3,73.1,-0.079
Tennessee St.,91.7,103.6,71.1,-0.128
Portland St.,96.6,108.7,73.8,0.043
Texas A&M Corpus Chris,93.5,105.7,68.4,-0.131
Lamar,91.8,104.0,72.1,-0.008
Jackson St.,89.9,102.2,70.1,-0.01
Charleston Southern,92.4,104.9,67.7,-0.128
Dixie St.,95.5,108.0,72.1,0.205
St. Francis NY,95.3,107.8,73.2,0.147
Longwood,94.4,106.9,67.9,-0.164
Rider,97.3,110.0,68.0,-0.063
Grambling St.,92.2,104.9,70.2,-0.049
Northern Illinois,93.3,106.2,65.4,-0.059
The Citadel,99.1,112.1,75.7,0.077
Cal St. Fullerton,91.7,104.7,71.2,-0.132
Howard,98.1,111.3,70.8,0.102
North Carolina A&T,95.5,108.7,71.9,-0.022
SIU Edwardsville,93.1,106.7,70.7,-0.01
Northern Arizona,97.0,110.8,65.4,0.109
Southeast Missouri St.,94.9,108.7,68.5,-0.013
New Orleans,94.0,107.8,70.6,-0.071
Tennessee Tech,91.7,105.6,71.0,-0.084
Manhattan,90.8,104.8,68.0,0.06
