team,off,def,tempo,luck
Gonzaga,121.8,90.6,77.4,0.046
Baylor,119.7,89.0,70.4,0.005
Villanova,118.8,92.0,64.8,0.026
Wisconsin,113.8,88.3,66.1,-0.028
Iowa,121.8,96.7,72.0,-0.059
Tennessee,110.6,85.8,68.2,0.057
Kansas,112.4,88.5,69.7,0.153
Illinois,116.2,92.4,72.8,-0.048
Texas,110.8,88.0,69.1,0.055
Houston,112.2,89.6,67.1,-0.012
Texas Tech,107.9,85.5,67.2,-0.051
Michigan,114.5,92.1,69.3,0.017
West Virginia,111.7,89.7,68.5,0.061
Duke,111.6,90.0,70.5,-0.027
Ohio St.,114.5,92.9,67.5,-0.012
Creighton,114.3,92.9,72.2,-0.042
Virginia,109.7,89.1,60.7,-0.021
Clemson,106.6,86.1,68.5,0.018
Rutgers,111.8,91.5,70.7,0.066
Oregon,112.1,92.1,70.4,0.037
Florida,111.2,91.3,71.9,0.027
Colorado,111.7,92.3,68.5,-0.019
San Diego St.,109.5,90.6,66.9,0.026
Indiana,109.0,90.1,67.9,-0.044
Arizona,111.1,92.3,70.1,0.027
LSU,116.4,97.5,70.2,-0.011
North Carolina,109.2,90.5,72.3,-0.105
Arkansas,111.3,92.8,72.9,0.09
Louisville,109.6,91.3,66.6,0.223
Syracuse,109.5,91.3,72.8,0.059
Saint Louis,110.2,92.1,69.6,0.018
Florida St.,110.0,92.0,71.1,0.037
UCLA,113.3,95.4,65.6,0.047
Minnesota,110.9,93.1,73.4,0.132
Stanford,106.5,88.8,71.0,0.019
Purdue,111.3,93.8,67.5,0.001
USC,109.4,91.9,69.5,-0.072
Seton Hall,111.3,93.9,69.7,-0.046
Connecticut,110.1,92.9,67.3,-0.058
Virginia Tech,110.3,93.3,67.5,0.146
Maryland,113.1,96.7,67.6,-0.057
Oklahoma,112.1,95.6,70.6,0.004
N.C. State,109.4,93.0,72.2,0.041
Loyola Chicago,109.2,92.9,68.1,-0.109
Alabama,109.8,93.5,74.4,-0.033
Mississippi,104.6,88.3,69.9,-0.064
SMU,110.6,94.5,70.6,0.062
Oklahoma St.,107.6,91.6,72.8,-0.054
Penn St.,111.5,95.9,69.5,-0.143
Missouri,107.4,91.8,69.8,0.204
Kentucky,106.2,90.7,69.9,-0.324
Michigan St.,110.8,95.3,73.1,0.096
Marquette,111.7,96.3,69.1,-0.091
Northwestern,108.7,93.8,70.5,-0.007
Xavier,111.2,96.5,69.0,0.104
VCU,104.5,90.2,71.7,-0.026
Richmond,110.7,96.5,72.0,0.094
Arizona St.,109.6,95.7,75.4,0.063
Providence,109.5,96.0,66.9,0.107
Utah,108.8,95.7,68.4,-0.026
Memphis,101.8,89.3,73.8,-0.079
South Carolina,106.2,93.9,72.9,-0.01
Boise St.,106.8,94.7,69.6,0.005
Saint Mary's,105.9,93.8,63.8,0.122
BYU,107.2,95.3,71.6,0.104
Miami FL,104.9,93.0,71.4,-0.066
Dayton,107.7,95.9,67.5,-0.041
TCU,106.2,94.6,69.1,0.083
Utah St.,105.2,93.6,69.6,-0.055
Auburn,108.1,96.7,69.7,0.049
Furman,109.6,98.4,70.2,-0.128
Mississippi St.,108.6,97.7,65.5,-0.048
Davidson,111.2,100.4,64.3,-0.11
Georgia Tech,108.1,97.3,67.6,-0.035
Rhode Island,104.7,94.0,71.0,-0.112
San Francisco,106.8,96.1,70.7,-0.037
St. Bonaventure,106.6,95.9,70.8,0.028
Cincinnati,104.5,94.0,71.5,-0.087
Drake,108.0,97.5,69.2,0.022
Pittsburgh,103.2,92.8,71.7,0.027
Western Kentucky,108.5,98.8,70.6,0.179
Butler,106.1,96.3,68.5,0.058
Wright St.,103.4,93.7,73.4,0.02
Tulsa,102.1,92.4,67.4,-0.055
Duquesne,105.9,96.6,70.2,-0.033
Texas A&M,103.1,93.8,67.1,0.097
Marshall,106.0,96.7,74.6,-0.061
Georgia,104.4,95.6,75.4,0.036
St. John's,108.0,99.4,74.8,0.032
Iowa St.,106.2,97.6,70.0,-0.122
Toledo,107.5,99.1,68.4,-0.021
Notre Dame,110.6,102.2,67.9,0.011
DePaul,104.9,96.6,73.6,-0.112
UCF,103.1,94.9,69.1,0.15
Colorado St.,104.5,96.4,72.3,0.061
Wichita St.,105.2,97.1,69.1,0.096
South Dakota St.,109.6,101.8,72.2,0.08
UAB,103.4,95.7,72.3,-0.045
Belmont,105.1,97.8,72.0,0.014
Boston College,105.5,98.5,72.5,-0.078
South Florida,101.4,94.5,68.8,0.017
Winthrop,106.3,99.4,77.6,0.085
North Texas,103.3,96.4,67.3,-0.166
Yale,106.5,99.7,70.0,0.0
Northern Iowa,105.9,99.3,71.5,-0.093
Georgetown,104.8,98.5,72.4,-0.084
Vermont,103.6,97.3,69.1,-0.135
Louisiana Tech,102.9,97.2,70.9,0.109
UNC Greensboro,101.8,96.1,71.7,-0.022
Bradley,101.4,95.9,67.5,-0.118
Liberty,105.3,99.8,65.6,-0.13
Georgia St.,105.5,100.1,72.8,0.097
New Mexico St.,102.1,96.9,69.1,0.0
Buffalo,105.3,100.3,74.2,-0.182
Murray St.,103.2,98.2,68.1,-0.184
Abilene Christian,99.3,94.8,69.8,-0.019
Massachusetts,105.7,101.4,74.0,-0.282
Wake Forest,103.5,99.3,69.9,0.138
East Carolina,100.8,96.7,69.1,0.125
Nebraska,101.1,97.2,73.7,-0.119
Ohio,104.9,101.1,69.9,-0.158
Washington,99.1,95.4,70.3,-0.161
UC Santa Barbara,103.3,99.6,68.7,-0.064
Nevada,101.3,97.6,72.3,0.068
Akron,103.8,100.1,70.7,-0.007
Loyola Marymount,102.7,99.0,68.7,0.022
Eastern Washington,103.5,99.8,72.8,-0.229
UC Irvine,100.3,96.7,69.6,-0.037
Santa Clara,97.5,93.9,71.5,0.161
Wofford,104.0,100.7,67.2,-0.083
Old Dominion,102.6,99.3,69.4,0.124
Washington St.,97.3,94.0,69.4,0.151
California,101.6,98.6,66.6,-0.015
Missouri St.,103.9,100.9,70.7,-0.011
Oregon St.,103.0,100.1,66.9,-0.171
George Mason,101.3,98.7,70.1,0.094
Pacific,100.8,98.2,66.5,0.198
UNLV,104.0,101.6,70.0,-0.065
Ball St.,101.2,98.8,70.9,0.043
Hofstra,104.2,101.9,69.7,0.045
Grand Canyon,102.5,100.2,67.0,-0.179
Bowling Green,106.2,104.0,71.7,0.109
Little Rock,105.5,103.4,70.5,0.027
Siena,102.1,100.0,69.3,0.0
Vanderbilt,101.6,99.5,70.1,-0.017
Pepperdine,104.4,102.3,70.9,-0.094
Princeton,103.4,101.5,68.7,0.0
Montana,99.0,97.4,68.0,-0.125
Kent St.,102.0,100.4,71.6,-0.153
Colgate,104.3,102.8,69.8,0.0
Temple,99.3,98.0,71.3,-0.013
Kansas St.,100.9,99.6,65.6,0.134
Drexel,101.7,100.6,67.2,0.007
Harvard,101.3,100.8,70.2,0.0
Indiana St.,101.1,100.9,70.7,0.054
UC Riverside,97.6,97.4,67.5,-0.087
Chattanooga,101.7,101.9,68.4,0.026
Cal St. Bakersfield,98.8,99.1,66.6,-0.151
Coastal Carolina,103.3,103.6,73.3,0.057
Mercer,102.8,103.1,72.6,0.069
La Salle,98.6,99.0,68.1,0.045
FIU,103.7,104.2,73.1,-0.119
UT Arlington,101.6,102.1,72.1,-0.043
Saint Peter's,96.0,96.6,69.8,0.08
Louisiana,98.3,98.9,75.1,0.309
Monmouth,101.4,102.1,76.3,-0.096
Valparaiso,98.6,99.5,70.5,-0.191
UTEP,97.3,98.2,69.7,-0.102
North Dakota St.,99.6,100.6,66.4,0.007
Charlotte,99.2,100.3,65.0,-0.086
Stephen F. Austin,98.1,99.4,72.4,0.044
Southern Illinois,100.8,102.1,69.9,0.142
East Tennessee St.,96.5,97.8,69.5,0.007
Texas St.,98.7,100.0,66.4,0.17
Wyoming,102.8,104.1,70.5,0.052
Saint Joseph's,103.4,104.8,75.9,-0.073
Austin Peay,103.4,105.0,69.9,0.175
Northeastern,99.3,100.9,68.2,0.031
Southern Utah,102.0,103.6,70.8,0.042
Fresno St.,98.9,100.7,68.6,0.0
Navy,100.8,102.7,66.2,0.31
Boston University,100.5,102.3,69.4,0.0
Oral Roberts,104.0,106.0,72.7,-0.087
Eastern Kentucky,96.5,98.8,78.2,0.015
NJIT,99.2,101.5,69.7,0.066
UTSA,103.6,106.0,73.5,-0.101
Eastern Illinois,100.6,103.0,69.6,-0.05
UNC Wilmington,101.3,103.7,70.3,0.03
South Alabama,104.1,106.7,68.4,-0.086
San Diego,97.4,100.0,71.5,-0.024
UC San Diego,99.4,102.3,70.6,0.0
Cleveland St.,98.9,101.7,69.3,0.184
UC Davis,99.4,102.3,72.0,-0.161
Western Carolina,102.5,105.7,73.1,0.128
Penn,99.7,102.9,71.2,0.0
Cornell,100.8,104.1,68.9,0.0
Bryant,102.3,105.8,77.2,-0.106
UMBC,97.6,101.2,70.9,0.016
Miami OH,99.3,102.9,67.3,0.013
Middle Tennessee,94.4,98.0,73.0,-0.155
Northern Kentucky,100.5,104.1,68.3,0.032
Tulane,96.4,100.1,67.8,0.015
Youngstown St.,104.3,108.3,67.5,0.048
Elon,99.5,103.5,67.5,0.1
Lipscomb,101.8,106.0,68.2,0.049
Army,95.6,99.9,70.3,0.061
Illinois Chicago,96.7,101.0,69.7,0.061
George Washington,100.4,104.8,71.3,-0.305
Eastern Michigan,98.4,102.8,69.1,-0.001
Central Michigan,101.2,105.8,72.7,-0.004
Iona,99.0,103.8,68.5,0.041
South Dakota,100.2,105.1,69.9,-0.076
Florida Atlantic,96.9,101.8,68.4,0.05
Montana St.,97.5,102.5,70.5,-0.118
Nicholls St.,97.9,102.9,72.3,-0.031
New Hampshire,94.5,99.6,71.8,0.033
Sacramento St.,96.4,101.5,66.6,0.061
Texas Southern,99.1,104.5,70.9,0.075
Gardner Webb,98.9,104.3,70.0,-0.099
Charleston,98.8,104.2,65.2,-0.143
Appalachian St.,97.3,102.7,66.9,0.001
Fordham,91.2,96.7,66.7,0.0
Towson,99.8,105.2,68.4,-0.035
Marist,92.4,98.0,67.7,0.172
Northern Colorado,97.2,103.0,70.1,0.126
Stony Brook,95.0,100.7,70.0,0.051
Niagara,98.2,103.9,66.3,-0.061
UNC Asheville,99.5,105.4,70.0,-0.064
Brown,94.6,100.5,71.8,0.0
Lafayette,100.4,106.3,69.9,0.0
Jacksonville St.,96.6,102.5,68.0,0.099
Norfolk St.,95.5,101.4,68.1,0.125
UMass Lowell,97.5,103.5,70.3,-0.002
UT Rio Grande Valley,94.5,100.5,72.5,0.093
Florida Gulf Coast,96.0,102.1,68.9,0.143
Nebraska Omaha,95.3,101.5,72.4,0.012
Milwaukee,96.8,103.0,69.7,-0.129
Hawaii,96.8,102.9,70.4,0.0
Robert Morris,98.7,105.0,70.7,0.027
Mount St. Mary's,96.5,102.9,64.5,-0.011
New Mexico,97.3,103.8,70.8,0.033
Stetson,99.0,105.7,68.4,0.024
Detroit,100.3,107.1,70.2,-0.111
Canisius,97.7,104.5,71.4,0.019
Central Arkansas,98.3,105.2,75.8,-0.03
Bucknell,96.5,103.4,71.7,0.0
Rice,97.6,104.6,70.9,0.033
Weber St.,96.1,103.0,71.9,-0.27
Long Beach St.,98.2,105.4,74.8,0.251
Loyola MD,98.2,105.6,72.0,0.0
Illinois St.,97.5,104.9,72.3,-0.028
James Madison,99.1,106.5,73.4,-0.116
VMI,98.8,106.3,70.7,-0.097
Purdue Fort Wayne,98.9,106.4,71.6,0.038
Western Michigan,95.8,103.4,66.6,-0.143
Delaware,97.5,105.3,68.5,0.068
American,96.2,104.1,69.6,0.0
Samford,98.2,106.1,75.2,-0.107
Bellarmine,98.3,106.4,68.3,-0.141
St. Francis PA,99.3,107.6,70.0,0.043
Campbell,97.8,106.2,69.4,0.044
North Carolina Central,95.6,104.1,68.6,-0.026
High Point,95.2,103.7,70.2,-0.142
IUPUI,97.7,106.2,73.2,0.013
North Alabama,95.6,104.2,72.3,-0.152
Hartford,94.7,103.4,67.5,0.076
Quinnipiac,95.0,103.8,69.9,0.056
Sam Houston St.,95.8,104.6,74.4,0.109
Dartmouth,94.3,103.1,68.7,0.0
Georgia Southern,97.0,105.9,70.2,0.101
Wagner,95.5,104.4,66.1,-0.223
Troy,93.2,102.1,67.9,0.211
Cal Baptist,99.0,108.1,72.1,-0.248
Seattle,95.5,104.7,69.2,-0.045
Southern Miss,93.1,102.3,67.6,0.064
Cal St. Northridge,98.6,107.8,72.7,0.128
Air Force,96.2,105.4,63.2,0.149
North Dakota,95.8,105.1,67.8,-0.053
LIU,94.6,104.0,74.1,-0.039
UMKC,95.3,104.7,65.1,-0.112
Columbia,94.1,103.5,71.0,0.0
Utah Valley,95.9,105.7,72.2,-0.06
Portland,93.4,103.2,74.1,0.182
Louisiana Monroe,93.9,103.9,68.2,-0.009
Fairleigh Dickinson,99.5,109.7,72.3,0.067
Southern,94.6,104.7,70.9,-0.033
Evansville,95.6,105.8,64.0,0.016
Green Bay,98.6,108.9,70.4,-0.121
Idaho St.,95.4,105.7,67.6,-0.087
Florida A&M,93.9,104.2,69.1,0.009
Northwestern St.,96.3,106.8,73.3,-0.063
Lehigh,96.8,107.4,70.9,0.0
Morehead St.,94.6,105.3,65.9,-0.015
North Florida,100.2,110.9,68.9,-0.034
Arkansas St.,97.5,108.3,70.6,-0.093
William & Mary,98.3,109.1,67.9,0.09
Oakland,97.4,108.3,72.5,0.02
Radford,93.8,104.7,64.3,0.008
Merrimack,92.1,103.1,66.8,0.0
Rider,97.2,108.2,69.2,-0.068
Albany,93.1,104.2,69.6,-0.058
Prairie View A&M,92.7,104.0,70.4,0.007
Jacksonville,92.8,104.2,69.4,0.121
Tennessee St.,91.6,103.0,72.0,-0.111
USC Upstate,96.1,107.6,68.8,-0.016
Lamar,91.3,102.9,72.2,-0.007
Northern Illinois,93.7,105.6,66.2,-0.04
Morgan St.,92.6,104.7,70.7,0.029
Dixie St.,95.0,107.2,72.7,0.205
