team,off,def,tempo,luck
Gonzaga,117.9,88.6,75.6,0.083
Baylor,116.4,87.2,69.9,0.003
Villanova,115.4,90.0,66.0,0.065
Iowa,118.9,94.5,74.4,0.01
Texas,109.9,86.1,69.6,0.025
West Virginia,111.0,87.4,71.0,-0.049
Wisconsin,110.7,87.1,67.7,-0.03
Texas Tech,107.8,85.1,68.2,-0.032
Kansas,109.6,87.1,73.0,0.131
Illinois,112.0,89.9,73.5,-0.043
Tennessee,108.3,86.3,67.9,0.161
Houston,111.4,89.6,68.9,0.124
Duke,110.4,88.7,72.5,-0.074
Florida St.,110.1,88.7,70.7,0.096
Michigan,112.0,91.1,70.2,0.024
Indiana,108.3,87.5,70.2,-0.051
Creighton,114.6,93.9,72.1,-0.156
Virginia,106.9,86.3,62.2,-0.088
Rutgers,108.0,87.5,71.3,0.001
Ohio St.,111.5,91.1,68.1,0.113
Michigan St.,111.8,91.5,73.9,0.016
Clemson,105.8,85.8,69.0,0.014
Louisville,109.8,89.9,69.2,0.084
Florida,109.4,89.8,72.3,0.017
Oregon,110.8,91.3,70.7,0.016
UCLA,110.9,91.8,67.2,0.062
Syracuse,109.2,90.1,73.0,-0.003
North Carolina,108.5,89.4,72.4,-0.023
San Diego St.,108.0,89.3,68.1,0.017
LSU,114.4,96.1,71.9,-0.056
Saint Louis,109.1,91.1,68.9,0.068
Purdue,109.2,91.2,69.4,-0.038
Marquette,109.8,92.0,70.0,0.002
Arkansas,108.0,90.4,72.6,0.055
Stanford,105.4,87.8,71.7,-0.061
Oklahoma,111.9,94.4,72.2,0.079
N.C. State,109.4,92.0,71.5,0.0
Missouri,109.1,91.8,70.3,0.09
USC,108.2,91.1,69.6,-0.054
Kentucky,106.5,89.6,70.5,-0.318
Mississippi,105.4,88.5,69.7,0.017
Virginia Tech,108.4,91.6,67.2,0.188
Colorado,106.4,89.7,70.3,-0.061
Oklahoma St.,106.5,89.9,73.1,0.075
Arizona,106.7,90.3,70.7,0.111
Arizona St.,110.3,94.0,75.5,0.088
Penn St.,108.7,92.5,71.0,-0.108
Connecticut,109.0,92.8,68.1,0.101
Xavier,109.7,93.7,69.7,0.178
Maryland,109.6,93.8,68.5,-0.032
Alabama,108.7,93.1,74.9,0.029
SMU,109.3,93.7,71.3,0.055
Seton Hall,108.9,93.7,70.0,-0.064
Memphis,103.2,88.0,75.2,-0.152
VCU,104.1,89.0,71.3,-0.08
Minnesota,107.3,92.2,73.9,0.166
Loyola Chicago,106.8,91.8,69.3,-0.003
Richmond,108.1,93.4,73.4,0.123
Miami FL,105.6,90.9,71.2,-0.043
Cincinnati,104.4,91.1,71.4,-0.008
Butler,106.2,93.0,68.1,0.0
TCU,105.1,92.0,66.7,0.01
Dayton,107.2,94.3,68.5,-0.016
Providence,107.9,95.0,68.7,0.1
Utah,107.1,94.6,69.4,0.119
Furman,108.6,96.1,70.0,-0.233
Saint Mary's,107.2,94.9,65.5,0.104
South Carolina,104.9,92.9,73.5,-0.01
Northwestern,104.7,92.7,72.7,-0.201
San Francisco,106.7,95.3,71.5,-0.084
Rhode Island,105.2,94.1,72.4,-0.16
Georgia Tech,106.3,95.2,69.2,-0.118
St. Bonaventure,107.0,96.0,71.0,0.0
Auburn,105.9,95.0,72.1,0.146
Notre Dame,108.1,97.6,69.9,0.071
Marshall,105.9,95.6,74.6,0.0
BYU,104.3,94.3,72.0,0.083
Texas A&M,102.4,92.5,69.4,0.095
Mississippi St.,106.3,96.6,67.6,-0.093
Western Kentucky,107.7,98.1,70.3,0.159
DePaul,104.4,94.9,72.5,0.0
Davidson,108.6,99.2,65.1,-0.13
